step,box_rotation_delta_0
0,-109.62274169921875
1,0.0
2,0.0
3,0.0
4,6.103515625e-05
5,-6.103515625e-05
6,0.0
7,3.0517578125e-05
8,-3.0517578125e-05
9,0.0
10,6.103515625e-05
11,-6.103515625e-05
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,6.103515625e-05
18,-6.103515625e-05
19,0.0
20,6.103515625e-05
21,-6.103515625e-05
22,0.0
23,0.0
24,3.0517578125e-05
25,0.0
26,-3.0517578125e-05
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,3.0517578125e-05
38,0.0
39,0.0
40,0.0
41,3.0517578125e-05
42,-6.103515625e-05
43,6.103515625e-05
44,-6.103515625e-05
45,0.0
46,3.0517578125e-05
47,-6.103515625e-05
48,0.0
49,6.103515625e-05
50,0.0
51,0.0
52,3.0517578125e-05
53,0.0
54,-9.1552734375e-05
55,3.0517578125e-05
56,0.0
57,6.103515625e-05
58,-6.103515625e-05
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,3.0517578125e-05
68,-3.0517578125e-05
69,0.0
70,0.0
71,3.0517578125e-05
72,0.0
73,-3.0517578125e-05
74,3.0517578125e-05
75,0.0
76,0.0
77,-3.0517578125e-05
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,3.0517578125e-05
88,-6.103515625e-05
89,6.103515625e-05
90,-3.0517578125e-05
91,3.0517578125e-05
92,-3.0517578125e-05
93,0.0
94,0.0
95,3.0517578125e-05
96,0.0
97,-3.0517578125e-05
98,3.0517578125e-05
99,-6.103515625e-05
100,3.0517578125e-05
101,0.0
102,0.0
103,0.0
104,3.0517578125e-05
105,-3.0517578125e-05
106,3.0517578125e-05
107,0.0
108,-6.103515625e-05
109,6.103515625e-05
110,-3.0517578125e-05
111,3.0517578125e-05
112,0.0
113,-3.0517578125e-05
114,3.0517578125e-05
115,0.0
116,0.0
117,0.0
118,-6.103515625e-05
119,6.103515625e-05
120,-3.0517578125e-05
121,3.0517578125e-05
122,0.0
123,-3.0517578125e-05
124,3.0517578125e-05
125,0.0
126,-6.103515625e-05
127,3.0517578125e-05
128,0.0
129,3.0517578125e-05
130,-6.103515625e-05
131,6.103515625e-05
132,-3.0517578125e-05
133,3.0517578125e-05
134,-6.103515625e-05
135,3.0517578125e-05
136,0.0
137,3.0517578125e-05
138,-6.103515625e-05
139,0.0
140,6.103515625e-05
141,0.0
142,-6.103515625e-05
143,6.103515625e-05
144,-3.0517578125e-05
145,3.0517578125e-05
146,-3.0517578125e-05
147,3.0517578125e-05
148,-6.103515625e-05
149,3.0517578125e-05
150,6.103515625e-05
151,-6.103515625e-05
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,3.0517578125e-05
160,-3.0517578125e-05
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,3.0517578125e-05
170,0.0
171,-3.0517578125e-05
172,0.0
173,3.0517578125e-05
174,0.0
175,0.0
176,-3.0517578125e-05
177,3.0517578125e-05
178,0.0
179,-3.0517578125e-05
180,0.0
181,0.0
182,3.0517578125e-05
183,0.0
184,0.0
185,0.0
186,-6.103515625e-05
187,6.103515625e-05
188,0.0
189,0.0
190,0.0
191,0.0
192,-6.103515625e-05
193,0.0
194,6.103515625e-05
195,3.0517578125e-05
196,-6.103515625e-05
197,3.0517578125e-05
198,0.0
