step,box_rotation_delta_0
0,109.2701416015625
1,4.57763671875e-05
2,-4.57763671875e-05
3,-4.57763671875e-05
4,3.0517578125e-05
5,4.57763671875e-05
6,-4.57763671875e-05
7,3.0517578125e-05
8,-3.0517578125e-05
9,3.0517578125e-05
10,-3.0517578125e-05
11,4.57763671875e-05
12,-4.57763671875e-05
13,3.0517578125e-05
14,-3.0517578125e-05
15,3.0517578125e-05
16,-3.0517578125e-05
17,1.52587890625e-05
18,-1.52587890625e-05
19,1.52587890625e-05
20,-4.57763671875e-05
21,4.57763671875e-05
22,-4.57763671875e-05
23,3.0517578125e-05
24,4.57763671875e-05
25,-4.57763671875e-05
26,3.0517578125e-05
27,-3.0517578125e-05
28,1.52587890625e-05
29,-1.52587890625e-05
30,3.0517578125e-05
31,-6.103515625e-05
32,3.0517578125e-05
33,3.0517578125e-05
34,-3.0517578125e-05
35,3.0517578125e-05
36,-3.0517578125e-05
37,3.0517578125e-05
38,-6.103515625e-05
39,6.103515625e-05
40,3.0517578125e-05
41,-4.57763671875e-05
42,3.0517578125e-05
43,-3.0517578125e-05
44,4.57763671875e-05
45,-6.103515625e-05
46,4.57763671875e-05
47,-4.57763671875e-05
48,3.0517578125e-05
49,-6.103515625e-05
50,4.57763671875e-05
51,4.57763671875e-05
52,-4.57763671875e-05
53,1.52587890625e-05
54,-3.0517578125e-05
55,3.0517578125e-05
56,-3.0517578125e-05
57,1.52587890625e-05
58,3.0517578125e-05
59,-4.57763671875e-05
60,3.0517578125e-05
61,-3.0517578125e-05
62,3.0517578125e-05
63,-3.0517578125e-05
64,3.0517578125e-05
65,-3.0517578125e-05
66,1.52587890625e-05
67,3.0517578125e-05
68,-4.57763671875e-05
69,4.57763671875e-05
70,-4.57763671875e-05
71,3.0517578125e-05
72,-3.0517578125e-05
73,1.52587890625e-05
74,-1.52587890625e-05
75,3.0517578125e-05
76,-3.0517578125e-05
77,3.0517578125e-05
78,-3.0517578125e-05
79,3.0517578125e-05
80,3.0517578125e-05
81,-6.103515625e-05
82,4.57763671875e-05
83,-4.57763671875e-05
84,4.57763671875e-05
85,-4.57763671875e-05
86,6.103515625e-05
87,-4.57763671875e-05
88,3.0517578125e-05
89,-4.57763671875e-05
90,3.0517578125e-05
91,-3.0517578125e-05
92,1.52587890625e-05
93,-4.57763671875e-05
94,4.57763671875e-05
95,-4.57763671875e-05
96,3.0517578125e-05
97,4.57763671875e-05
98,-4.57763671875e-05
99,3.0517578125e-05
100,-3.0517578125e-05
101,3.0517578125e-05
102,-3.0517578125e-05
103,1.52587890625e-05
104,-1.52587890625e-05
105,3.0517578125e-05
106,-6.103515625e-05
107,6.103515625e-05
108,1.52587890625e-05
109,-4.57763671875e-05
110,-3.0517578125e-05
111,6.103515625e-05
112,-3.0517578125e-05
113,3.0517578125e-05
114,-3.0517578125e-05
115,4.57763671875e-05
116,-4.57763671875e-05
117,1.52587890625e-05
118,-4.57763671875e-05
119,3.0517578125e-05
120,3.0517578125e-05
121,-3.0517578125e-05
122,3.0517578125e-05
123,-3.0517578125e-05
124,1.52587890625e-05
125,3.0517578125e-05
126,-4.57763671875e-05
127,3.0517578125e-05
128,-3.0517578125e-05
129,4.57763671875e-05
130,-4.57763671875e-05
131,3.0517578125e-05
132,-3.0517578125e-05
133,0.0
134,-3.0517578125e-05
135,3.0517578125e-05
136,3.0517578125e-05
137,-3.0517578125e-05
138,1.52587890625e-05
139,-1.52587890625e-05
140,3.0517578125e-05
141,-3.0517578125e-05
142,3.0517578125e-05
143,-3.0517578125e-05
144,1.52587890625e-05
145,-4.57763671875e-05
146,4.57763671875e-05
147,3.0517578125e-05
148,-4.57763671875e-05
149,4.57763671875e-05
150,-4.57763671875e-05
151,3.0517578125e-05
152,-3.0517578125e-05
153,3.0517578125e-05
154,-6.103515625e-05
155,3.0517578125e-05
156,4.57763671875e-05
157,-4.57763671875e-05
158,4.57763671875e-05
159,-3.0517578125e-05
160,3.0517578125e-05
161,-4.57763671875e-05
162,-3.0517578125e-05
163,4.57763671875e-05
164,3.0517578125e-05
165,-3.0517578125e-05
166,3.0517578125e-05
167,-4.57763671875e-05
168,3.0517578125e-05
169,-3.0517578125e-05
170,1.52587890625e-05
171,-1.52587890625e-05
172,1.52587890625e-05
173,-4.57763671875e-05
174,3.0517578125e-05
175,3.0517578125e-05
176,-3.0517578125e-05
177,3.0517578125e-05
178,-6.103515625e-05
179,3.0517578125e-05
180,4.57763671875e-05
181,-4.57763671875e-05
182,4.57763671875e-05
183,-4.57763671875e-05
184,4.57763671875e-05
185,-4.57763671875e-05
186,4.57763671875e-05
187,-4.57763671875e-05
188,3.0517578125e-05
189,-3.0517578125e-05
190,4.57763671875e-05
191,-4.57763671875e-05
192,4.57763671875e-05
193,-4.57763671875e-05
194,3.0517578125e-05
195,-3.0517578125e-05
196,1.52587890625e-05
197,3.0517578125e-05
198,-4.57763671875e-05
