step,box_theta_deg_0
0,268.53912353515625
1,268.5390930175781
2,268.5390930175781
3,268.53912353515625
4,268.5390930175781
5,268.53912353515625
6,268.5390930175781
7,268.5390930175781
8,268.53912353515625
9,268.5390930175781
10,268.5390930175781
11,268.5390930175781
12,268.5390930175781
13,268.5390930175781
14,268.53912353515625
15,268.5390930175781
16,268.5390930175781
17,268.53912353515625
18,268.5390930175781
19,268.53912353515625
20,268.5390930175781
21,268.5390930175781
22,268.53912353515625
23,268.5390930175781
24,268.5390930175781
25,268.53912353515625
26,268.53912353515625
27,268.5390930175781
28,268.5390930175781
29,268.5390930175781
30,268.53912353515625
31,268.5390930175781
32,268.5390930175781
33,268.5390930175781
34,268.5390930175781
35,268.5390930175781
36,268.53912353515625
37,268.5390930175781
38,268.53912353515625
39,268.5390930175781
40,268.5390930175781
41,268.53912353515625
42,268.5390930175781
43,268.5390930175781
44,268.53912353515625
45,268.5390930175781
46,268.5390930175781
47,268.5390930175781
48,268.5390930175781
49,268.5390930175781
50,268.5390930175781
51,268.5390930175781
52,268.53912353515625
53,268.53912353515625
54,268.53912353515625
55,268.5390930175781
56,268.53912353515625
57,268.5390930175781
58,268.5390930175781
59,268.53912353515625
60,268.5390930175781
61,268.5390930175781
62,268.5390930175781
63,268.5390930175781
64,268.5390930175781
65,268.53912353515625
66,268.5390930175781
67,268.5390930175781
68,268.53912353515625
69,268.5390930175781
70,268.5390930175781
71,268.53912353515625
72,268.5390930175781
73,268.5390930175781
74,268.53912353515625
75,268.5390930175781
76,268.5390930175781
77,268.53912353515625
78,268.5390930175781
79,268.53912353515625
80,268.53912353515625
81,268.5390930175781
82,268.53912353515625
83,268.5390930175781
84,268.5390930175781
85,268.53912353515625
86,268.5390930175781
87,268.5390930175781
88,268.53912353515625
89,268.5390930175781
90,268.5390930175781
91,268.5390930175781
92,268.5390930175781
93,268.5390930175781
94,268.5390930175781
95,268.5390930175781
96,268.5390930175781
97,268.5390930175781
98,268.5390930175781
99,268.53912353515625
100,268.5390930175781
101,268.5390930175781
102,268.53912353515625
103,268.5390930175781
104,266.1343994140625
105,264.9671630859375
106,264.7710266113281
107,264.7711181640625
108,264.7711181640625
109,264.7711181640625
110,264.7711181640625
111,264.7711181640625
112,264.7711181640625
113,264.7711181640625
114,264.7711181640625
115,264.7711181640625
116,264.7710876464844
117,264.7710876464844
118,264.7711181640625
119,264.7711181640625
120,264.7711181640625
121,264.7711181640625
122,264.7711181640625
123,264.7711181640625
124,264.7711181640625
125,264.7711181640625
126,264.7711181640625
127,264.7711181640625
128,264.7711181640625
129,264.7711181640625
130,264.7711181640625
131,264.7711181640625
132,264.7711181640625
133,264.7711181640625
134,264.7711181640625
135,264.7711181640625
136,264.7711181640625
137,264.7711181640625
138,264.7711181640625
139,264.7711181640625
140,264.7711181640625
141,264.7711181640625
142,264.7711181640625
143,264.7711181640625
144,264.7711181640625
145,264.7711181640625
146,264.7711181640625
147,264.7711181640625
148,264.7711181640625
149,264.7711181640625
150,264.7711181640625
151,264.7711181640625
152,264.7711181640625
153,264.7711181640625
154,264.7711181640625
155,264.7711181640625
156,264.7711181640625
157,264.7711181640625
158,264.7711181640625
159,264.7711181640625
160,264.7711181640625
161,264.7711181640625
162,264.7711181640625
163,264.7711181640625
164,264.7711181640625
165,264.7711181640625
166,264.7711181640625
167,264.7711181640625
168,264.7711181640625
169,264.7711181640625
170,264.7711181640625
171,264.7711181640625
172,264.7711181640625
173,264.7711181640625
174,264.7711181640625
175,264.7711181640625
176,264.7710876464844
177,264.7710876464844
178,264.7711181640625
179,264.7711181640625
180,264.7710876464844
181,264.7711181640625
182,264.7711181640625
183,264.7711181640625
184,264.7711181640625
185,264.7711181640625
186,264.7711181640625
187,264.7711181640625
188,264.7711181640625
189,264.7711181640625
190,264.7711181640625
191,264.7711181640625
192,264.7711181640625
193,264.7711181640625
194,264.7711181640625
195,264.7711181640625
196,264.7711181640625
197,264.7710876464844
198,264.7711181640625
