step,obs/agent/xarm7_ball_ee-1/qvel_0,obs/agent/xarm7_ball_ee-1/qvel_1,obs/agent/xarm7_ball_ee-1/qvel_2,obs/agent/xarm7_ball_ee-1/qvel_3,obs/agent/xarm7_ball_ee-1/qvel_4,obs/agent/xarm7_ball_ee-1/qvel_5,obs/agent/xarm7_ball_ee-1/qvel_6,obs/agent/xarm7_ball_ee-1/qvel_7
0,-0.1424611508846283,0.5675332546234131,0.26229381561279297,-0.5421861410140991,0.4060072600841522,0.41838333010673523,0.3410111367702484,0.002291247248649597
1,-0.09398534148931503,0.5065765976905823,0.35199472308158875,-0.496248722076416,0.40834927558898926,0.41499561071395874,0.342894583940506,-0.001424803864210844
2,-0.1381518691778183,0.511634111404419,0.31302812695503235,-0.4969961941242218,0.4035018980503082,0.40866830945014954,0.3544616401195526,-0.08400015532970428
3,-0.09844973683357239,0.5089956521987915,0.3369404971599579,-0.49367690086364746,0.4075998365879059,0.3978026509284973,0.33654534816741943,-0.11462825536727905
4,-0.04908505827188492,0.5069884657859802,0.3511345088481903,-0.4896979331970215,0.40957358479499817,0.3807483911514282,0.3133930265903473,-0.14126943051815033
5,0.0304610263556242,0.5048863887786865,0.3814322054386139,-0.47738325595855713,0.4088325500488281,0.34931838512420654,0.30785849690437317,-0.007738548330962658
6,0.06225885823369026,0.5023892521858215,0.3863888084888458,-0.45424333214759827,0.40618523955345154,0.3063097894191742,0.32331031560897827,-0.010090017691254616
7,0.073843814432621,0.4974658489227295,0.3826998770236969,-0.4172835350036621,0.4017622470855713,0.25681430101394653,0.33671143651008606,0.006664826534688473
8,0.07191778719425201,0.4895015060901642,0.3865935206413269,-0.3439715802669525,0.3961642384529114,0.19710373878479004,0.35303980112075806,-0.008619948290288448
9,0.063728928565979,0.4821896255016327,0.3797299265861511,-0.25577136874198914,0.38468053936958313,0.1608692854642868,0.3654002547264099,-0.014878621324896812
10,0.02912621945142746,0.4778095781803131,0.35274577140808105,-0.18639181554317474,0.36401036381721497,0.1502426564693451,0.3718041181564331,-0.011048668995499611
11,-0.0702156275510788,0.4723570942878723,0.30030563473701477,-0.09569261968135834,0.3291780650615692,0.12151778489351273,0.38204312324523926,0.0018363074632361531
12,-0.08749963343143463,0.46740880608558655,0.2798748016357422,0.00515501806512475,0.2616538405418396,0.06922397017478943,0.3855259418487549,-0.008024062030017376
13,-0.13078369200229645,0.4662688970565796,0.24232196807861328,0.058264877647161484,0.18262529373168945,0.0551920086145401,0.38783329725265503,-0.0007149670273065567
14,-0.15058903396129608,0.465972900390625,0.21608266234397888,0.08157531172037125,0.11994810402393341,0.05561840906739235,0.3858824670314789,0.15516850352287292
15,-0.11196789890527725,0.46611642837524414,0.26448994874954224,0.0879703238606453,0.08661946654319763,0.05765853449702263,0.38614627718925476,-0.020337386056780815
16,-0.11948533356189728,0.4678860604763031,0.27046555280685425,0.06729184091091156,0.06371477246284485,0.0839909240603447,0.38548609614372253,-0.01742689311504364
17,-0.12297100573778152,0.469145804643631,0.2848319113254547,0.0419316366314888,0.04142080247402191,0.11564584821462631,0.38436704874038696,-0.020361289381980896
18,-0.13676714897155762,0.46497243642807007,0.2897120714187622,0.06785112619400024,-0.015339215286076069,0.15483133494853973,0.3810085952281952,-0.024318482726812363
19,-0.1279079169034958,0.46418526768684387,0.29873141646385193,0.06904876977205276,-0.0019219483947381377,0.1650833636522293,0.3739558756351471,-0.026965593919157982
20,-0.09420350193977356,0.46161842346191406,0.3110988438129425,0.07538560777902603,-0.01084116566926241,0.17565442621707916,0.36469152569770813,-0.03064385987818241
21,-0.09640644490718842,0.4574888050556183,0.27612683176994324,0.07864853739738464,-0.042051006108522415,0.21451576054096222,0.35943418741226196,-0.037068478763103485
22,-0.10501161217689514,0.4422127902507782,0.28294819593429565,0.14368321001529694,-0.027851564809679985,0.24504075944423676,0.35387086868286133,-0.03735971450805664
23,-0.12300661206245422,0.42649319767951965,0.28601187467575073,0.16260896623134613,-0.00580375362187624,0.30611634254455566,0.34382492303848267,-0.03779838979244232
24,-0.15964612364768982,0.4003196954727173,0.30039694905281067,0.164637953042984,0.09571098536252975,0.3331013321876526,0.3292357921600342,-0.03136920928955078
25,-0.20706775784492493,0.34767353534698486,0.3285183608531952,0.21227245032787323,0.17726199328899384,0.3494092524051666,0.30099520087242126,-0.02935037761926651
26,-0.24439677596092224,0.29294002056121826,0.369928240776062,0.2639816105365753,0.2363378256559372,0.36030030250549316,0.2622235417366028,-0.024665437638759613
27,-0.2800983190536499,0.259865939617157,0.38718658685684204,0.2924080789089203,0.26409196853637695,0.3545953929424286,0.2295471429824829,-0.023276453837752342
