step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.2831220030784607,-0.1384367048740387,-0.031000155955553055
1,0.2831220328807831,-0.13843673467636108,-0.031000100076198578
2,0.2831220030784607,-0.1384366899728775,-0.031000103801488876
3,0.2831220030784607,-0.1384367048740387,-0.031000155955553055
4,0.2831220328807831,-0.13843673467636108,-0.031000100076198578
5,0.2831220030784607,-0.1384367048740387,-0.031000100076198578
6,0.2831220328807831,-0.1384366750717163,-0.03100001811981201
7,0.2831220030784607,-0.1384366750717163,-0.03099997341632843
8,0.2831220328807831,-0.1384366899728775,-0.03100009262561798
9,0.2831220030784607,-0.1384367048740387,-0.031000159680843353
10,0.28312206268310547,-0.13843673467636108,-0.031000100076198578
11,0.2831220030784607,-0.1384367048740387,-0.03100014105439186
12,0.2831220328807831,-0.13843674957752228,-0.03100009262561798
13,0.2831220030784607,-0.13843666017055511,-0.03100007027387619
14,0.2831220030784607,-0.1384366750717163,-0.03099997714161873
15,0.2831220328807831,-0.13843674957752228,-0.031000129878520966
16,0.2831220030784607,-0.1384366899728775,-0.03100014477968216
17,0.28312206268310547,-0.13843674957752228,-0.03100009635090828
18,0.2831220030784607,-0.1384367048740387,-0.03100006654858589
19,0.2831220328807831,-0.13843666017055511,-0.031000033020973206
20,0.2831220030784607,-0.13843666017055511,-0.03100007027387619
21,0.2831220030784607,-0.1384366750717163,-0.030999980866909027
22,0.2831220328807831,-0.13843674957752228,-0.031000129878520966
23,0.2831220030784607,-0.1384367048740387,-0.03100014477968216
24,0.28312206268310547,-0.13843674957752228,-0.03100009635090828
25,0.2831220030784607,-0.1384367048740387,-0.03100009635090828
26,0.2831220030784607,-0.13843664526939392,-0.03100002184510231
27,0.2831220030784607,-0.13843664526939392,-0.031000029295682907
28,0.2831220030784607,-0.13843666017055511,-0.03100006654858589
29,0.2831220030784607,-0.1384366750717163,-0.03100007399916649
30,0.2831220030784607,-0.1384366750717163,-0.030999965965747833
31,0.2831220030784607,-0.13843673467636108,-0.031000107526779175
32,0.2831220030784607,-0.1384366750717163,-0.03100007399916649
33,0.2831220030784607,-0.13843664526939392,-0.031000029295682907
34,0.2831220030784607,-0.13843664526939392,-0.03100002557039261
35,0.28312206268310547,-0.1384367197751999,-0.031000088900327682
36,0.2831220030784607,-0.1384366750717163,-0.031000040471553802
37,0.2831220030784607,-0.13843664526939392,-0.03100001811981201
38,0.2831220030784607,-0.13843664526939392,-0.03100002184510231
39,0.2831220030784607,-0.1384366750717163,-0.031000088900327682
40,0.2831220030784607,-0.1384366750717163,-0.031000081449747086
41,0.2831219732761383,-0.13843666017055511,-0.03100011870265007
42,0.2831220030784607,-0.13843673467636108,-0.031000126153230667
43,0.2831220030784607,-0.1384366899728775,-0.03100014477968216
44,0.2831220030784607,-0.1384367048740387,-0.03099997714161873
45,0.2831220328807831,-0.13843674957752228,-0.031000126153230667
46,0.2831220030784607,-0.1384367048740387,-0.03100014477968216
47,0.2831220328807831,-0.1384366750717163,-0.03100002557039261
48,0.2831220030784607,-0.13843666017055511,-0.03100002557039261
49,0.2831220030784607,-0.1384366750717163,-0.031000062823295593
50,0.2831220030784607,-0.1384366750717163,-0.03099997714161873
51,0.2831220030784607,-0.1384366899728775,-0.031000088900327682
52,0.2831220328807831,-0.1384367048740387,-0.031000111252069473
53,0.2831220030784607,-0.1384367197751999,-0.031000152230262756
54,0.2831220328807831,-0.13843673467636108,-0.03100009635090828
55,0.2831220030784607,-0.1384366750717163,-0.031000081449747086
56,0.2831219732761383,-0.1384367197751999,-0.031000148504972458
57,0.2831220030784607,-0.13843673467636108,-0.03100009635090828
