step,initial_forward_side_center_0,initial_forward_side_center_1,initial_forward_side_center_2
0,-0.17013534903526306,0.05969681590795517,0.05700000002980232
1,-0.17013534903526306,0.05969681590795517,0.05700000002980232
2,-0.17013534903526306,0.05969681590795517,0.05700000002980232
3,-0.17013534903526306,0.05969681590795517,0.05700000002980232
4,-0.17013534903526306,0.05969681590795517,0.05700000002980232
5,-0.17013534903526306,0.05969681590795517,0.05700000002980232
6,-0.17013534903526306,0.05969681590795517,0.05700000002980232
7,-0.17013534903526306,0.05969681590795517,0.05700000002980232
8,-0.17013534903526306,0.05969681590795517,0.05700000002980232
9,-0.17013534903526306,0.05969681590795517,0.05700000002980232
10,-0.17013534903526306,0.05969681590795517,0.05700000002980232
11,-0.17013534903526306,0.05969681590795517,0.05700000002980232
12,-0.17013534903526306,0.05969681590795517,0.05700000002980232
13,-0.17013534903526306,0.05969681590795517,0.05700000002980232
14,-0.17013534903526306,0.05969681590795517,0.05700000002980232
15,-0.17013534903526306,0.05969681590795517,0.05700000002980232
16,-0.17013534903526306,0.05969681590795517,0.05700000002980232
17,-0.17013534903526306,0.05969681590795517,0.05700000002980232
18,-0.17013534903526306,0.05969681590795517,0.05700000002980232
19,-0.17013534903526306,0.05969681590795517,0.05700000002980232
20,-0.17013534903526306,0.05969681590795517,0.05700000002980232
21,-0.17013534903526306,0.05969681590795517,0.05700000002980232
22,-0.17013534903526306,0.05969681590795517,0.05700000002980232
23,-0.17013534903526306,0.05969681590795517,0.05700000002980232
24,-0.17013534903526306,0.05969681590795517,0.05700000002980232
25,-0.17013534903526306,0.05969681590795517,0.05700000002980232
26,-0.17013534903526306,0.05969681590795517,0.05700000002980232
27,-0.17013534903526306,0.05969681590795517,0.05700000002980232
28,-0.17013534903526306,0.05969681590795517,0.05700000002980232
29,-0.17013534903526306,0.05969681590795517,0.05700000002980232
30,-0.17013534903526306,0.05969681590795517,0.05700000002980232
31,-0.17013534903526306,0.05969681590795517,0.05700000002980232
32,-0.17013534903526306,0.05969681590795517,0.05700000002980232
33,-0.17013534903526306,0.05969681590795517,0.05700000002980232
34,-0.17013534903526306,0.05969681590795517,0.05700000002980232
35,-0.17013534903526306,0.05969681590795517,0.05700000002980232
36,-0.17013534903526306,0.05969681590795517,0.05700000002980232
37,-0.17013534903526306,0.05969681590795517,0.05700000002980232
38,-0.17013534903526306,0.05969681590795517,0.05700000002980232
39,-0.17013534903526306,0.05969681590795517,0.05700000002980232
40,-0.17013534903526306,0.05969681590795517,0.05700000002980232
41,-0.17013534903526306,0.05969681590795517,0.05700000002980232
42,-0.17013534903526306,0.05969681590795517,0.05700000002980232
43,-0.17013534903526306,0.05969681590795517,0.05700000002980232
44,-0.17013534903526306,0.05969681590795517,0.05700000002980232
45,-0.17013534903526306,0.05969681590795517,0.05700000002980232
46,-0.17013534903526306,0.05969681590795517,0.05700000002980232
47,-0.17013534903526306,0.05969681590795517,0.05700000002980232
48,-0.17013534903526306,0.05969681590795517,0.05700000002980232
49,-0.17013534903526306,0.05969681590795517,0.05700000002980232
50,-0.17013534903526306,0.05969681590795517,0.05700000002980232
51,-0.17013534903526306,0.05969681590795517,0.05700000002980232
52,-0.17013534903526306,0.05969681590795517,0.05700000002980232
53,-0.17013534903526306,0.05969681590795517,0.05700000002980232
54,-0.17013534903526306,0.05969681590795517,0.05700000002980232
55,-0.17013534903526306,0.05969681590795517,0.05700000002980232
56,-0.17013534903526306,0.05969681590795517,0.05700000002980232
57,-0.17013534903526306,0.05969681590795517,0.05700000002980232
58,-0.17013534903526306,0.05969681590795517,0.05700000002980232
59,-0.17013534903526306,0.05969681590795517,0.05700000002980232
60,-0.17013534903526306,0.05969681590795517,0.05700000002980232
61,-0.17013534903526306,0.05969681590795517,0.05700000002980232
62,-0.17013534903526306,0.05969681590795517,0.05700000002980232
63,-0.17013534903526306,0.05969681590795517,0.05700000002980232
64,-0.17013534903526306,0.05969681590795517,0.05700000002980232
65,-0.17013534903526306,0.05969681590795517,0.05700000002980232
66,-0.17013534903526306,0.05969681590795517,0.05700000002980232
67,-0.17013534903526306,0.05969681590795517,0.05700000002980232
68,-0.17013534903526306,0.05969681590795517,0.05700000002980232
69,-0.17013534903526306,0.05969681590795517,0.05700000002980232
70,-0.17013534903526306,0.05969681590795517,0.05700000002980232
71,-0.17013534903526306,0.05969681590795517,0.05700000002980232
72,-0.17013534903526306,0.05969681590795517,0.05700000002980232
73,-0.17013534903526306,0.05969681590795517,0.05700000002980232
74,-0.17013534903526306,0.05969681590795517,0.05700000002980232
75,-0.17013534903526306,0.05969681590795517,0.05700000002980232
