step,pushpoint_left_world_0,pushpoint_left_world_1,pushpoint_left_world_2
0,-0.4441329538822174,0.010079704225063324,0.056999869644641876
1,-0.4441329836845398,0.010079711675643921,0.0569998063147068
2,-0.4441329538822174,0.010079681873321533,0.05699986591935158
3,-0.444132924079895,0.01007973775267601,0.056999847292900085
4,-0.44413289427757263,0.010079704225063324,0.056999847292900085
5,-0.44413286447525024,0.010079711675643921,0.056999847292900085
6,-0.444132924079895,0.01007973775267601,0.056999847292900085
7,-0.44413289427757263,0.010079704225063324,0.056999847292900085
8,-0.44413286447525024,0.010079711675643921,0.056999847292900085
9,-0.444132924079895,0.01007973775267601,0.056999847292900085
10,-0.44413289427757263,0.010079704225063324,0.056999847292900085
11,-0.44413286447525024,0.010079711675643921,0.056999847292900085
12,-0.444132924079895,0.01007973775267601,0.056999847292900085
13,-0.44413289427757263,0.010079704225063324,0.056999847292900085
14,-0.44413286447525024,0.010079711675643921,0.056999851018190384
15,-0.444132924079895,0.01007973775267601,0.056999847292900085
16,-0.44413289427757263,0.010079704225063324,0.056999851018190384
17,-0.44413286447525024,0.010079711675643921,0.056999847292900085
18,-0.444132924079895,0.01007973775267601,0.056999847292900085
19,-0.44413289427757263,0.010079704225063324,0.056999847292900085
20,-0.44413286447525024,0.010079711675643921,0.056999847292900085
21,-0.444132924079895,0.01007973775267601,0.056999847292900085
22,-0.44413289427757263,0.010079704225063324,0.056999847292900085
23,-0.44413286447525024,0.010079711675643921,0.056999847292900085
24,-0.444132924079895,0.01007973775267601,0.056999847292900085
25,-0.44413289427757263,0.010079704225063324,0.056999847292900085
26,-0.44413286447525024,0.010079711675643921,0.056999847292900085
27,-0.444132924079895,0.01007973775267601,0.056999847292900085
28,-0.44413289427757263,0.010079704225063324,0.056999847292900085
29,-0.44413286447525024,0.010079711675643921,0.056999851018190384
30,-0.444132924079895,0.01007973775267601,0.056999847292900085
31,-0.44413289427757263,0.010079704225063324,0.056999847292900085
32,-0.44413286447525024,0.010079711675643921,0.056999851018190384
33,-0.444132924079895,0.01007973775267601,0.056999847292900085
34,-0.44413289427757263,0.010079704225063324,0.056999847292900085
35,-0.44413286447525024,0.010079711675643921,0.056999851018190384
36,-0.444132924079895,0.01007973775267601,0.056999847292900085
37,-0.44413289427757263,0.010079704225063324,0.056999847292900085
38,-0.44413286447525024,0.010079711675643921,0.056999851018190384
39,-0.444132924079895,0.01007973775267601,0.056999847292900085
40,-0.44413289427757263,0.010079704225063324,0.056999847292900085
41,-0.44413286447525024,0.010079711675643921,0.056999851018190384
42,-0.444132924079895,0.01007973775267601,0.056999847292900085
43,-0.44413289427757263,0.010079704225063324,0.056999847292900085
44,-0.44413286447525024,0.010079711675643921,0.056999851018190384
45,-0.444132924079895,0.01007973775267601,0.056999847292900085
46,-0.44413289427757263,0.010079704225063324,0.056999847292900085
47,-0.44413286447525024,0.010079711675643921,0.056999847292900085
48,-0.444132924079895,0.01007973775267601,0.056999847292900085
49,-0.44413289427757263,0.010079704225063324,0.056999847292900085
50,-0.44413286447525024,0.010079711675643921,0.056999847292900085
51,-0.444132924079895,0.01007973775267601,0.056999847292900085
52,-0.44413289427757263,0.010079704225063324,0.056999847292900085
53,-0.44413286447525024,0.010079711675643921,0.056999847292900085
54,-0.444132924079895,0.01007973775267601,0.056999847292900085
55,-0.44413289427757263,0.010079704225063324,0.056999847292900085
56,-0.44413286447525024,0.010079711675643921,0.056999847292900085
57,-0.444132924079895,0.01007973775267601,0.056999847292900085
58,-0.44413289427757263,0.010079704225063324,0.056999851018190384
59,-0.44413286447525024,0.010079711675643921,0.056999847292900085
60,-0.444132924079895,0.01007973775267601,0.056999847292900085
61,-0.44413289427757263,0.010079704225063324,0.056999851018190384
62,-0.44413286447525024,0.010079711675643921,0.056999847292900085
63,-0.444132924079895,0.01007973775267601,0.056999847292900085
64,-0.44413289427757263,0.010079704225063324,0.056999847292900085
65,-0.44413286447525024,0.010079711675643921,0.056999847292900085
66,-0.444132924079895,0.01007973775267601,0.056999847292900085
67,-0.44413289427757263,0.010079704225063324,0.056999847292900085
68,-0.44413286447525024,0.010079711675643921,0.056999847292900085
69,-0.444132924079895,0.01007973775267601,0.056999847292900085
70,-0.44413289427757263,0.010079704225063324,0.056999847292900085
71,-0.44413286447525024,0.010079711675643921,0.056999847292900085
72,-0.444132924079895,0.01007973775267601,0.056999847292900085
73,-0.44413289427757263,0.010079704225063324,0.056999847292900085
74,-0.44413286447525024,0.010079711675643921,0.056999851018190384
75,-0.444132924079895,0.01007973775267601,0.056999847292900085
