step,obs/agent/xarm7_ball_ee-1/qvel_0,obs/agent/xarm7_ball_ee-1/qvel_1,obs/agent/xarm7_ball_ee-1/qvel_2,obs/agent/xarm7_ball_ee-1/qvel_3,obs/agent/xarm7_ball_ee-1/qvel_4,obs/agent/xarm7_ball_ee-1/qvel_5,obs/agent/xarm7_ball_ee-1/qvel_6,obs/agent/xarm7_ball_ee-1/qvel_7
0,0.638830304145813,-0.27383264899253845,0.4328990578651428,0.49253416061401367,0.42467552423477173,-0.4447837173938751,0.3844257593154907,0.18034234642982483
1,0.6186496019363403,-0.23141010105609894,0.4295508563518524,0.4598863124847412,0.42483896017074585,-0.43250197172164917,0.39210015535354614,-0.051118265837430954
2,0.6294885277748108,-0.11451558768749237,0.44756513833999634,0.4137101173400879,0.42684829235076904,-0.42975640296936035,0.39588433504104614,-0.0430842787027359
3,0.6352991461753845,0.021792447194457054,0.4519023895263672,0.32573840022087097,0.4265722632408142,-0.42641201615333557,0.399419903755188,-0.03846283629536629
4,0.6292588710784912,0.027972709387540817,0.4135286509990692,0.22083832323551178,0.42675861716270447,-0.4217124283313751,0.3987002968788147,-0.03167834132909775
5,0.4866078794002533,-0.35767579078674316,-0.07557867467403412,0.20043836534023285,0.4177330732345581,-0.4085642993450165,0.4000673294067383,-0.014276641421020031
6,0.34213975071907043,-0.351326048374176,-0.25227808952331543,0.24500882625579834,0.3878336250782013,-0.362159788608551,0.3990299105644226,0.13683608174324036
7,0.18870699405670166,-0.4324454665184021,-0.3528387248516083,0.3999612629413605,0.3080223500728607,-0.3503747284412384,0.3867824673652649,0.2957419455051422
8,-0.0349707268178463,-0.3348071575164795,-0.4138255715370178,0.24198059737682343,0.16153644025325775,-0.3542249798774719,0.35720139741897583,0.21591821312904358
9,-0.11908794194459915,-0.2746231257915497,-0.423785001039505,-0.03289195895195007,0.12520448863506317,-0.360736608505249,0.3195176124572754,0.209421306848526
10,-0.024086622521281242,-0.2936188280582428,-0.3853398859500885,-0.2774750590324402,0.18262122571468353,-0.32311931252479553,0.2924284040927887,0.25810506939888
11,-0.10729239881038666,-0.34545549750328064,-0.3148725628852844,-0.25924280285835266,0.1360635757446289,-0.3004664182662964,0.26777753233909607,0.2037694752216339
12,-0.31858062744140625,-0.2485225647687912,-0.3301594853401184,-0.2563175559043884,0.13871312141418457,-0.2074587494134903,0.19298924505710602,0.20908336341381073
13,-0.4412602484226227,-0.33756259083747864,-0.3958784341812134,-0.1196415051817894,0.022531723603606224,-0.11893138289451599,0.2007831633090973,0.16696153581142426
14,-0.43823346495628357,-0.18308867514133453,-0.3873212933540344,-0.3062925338745117,-0.05077517032623291,0.06591999530792236,0.2358350306749344,0.19421055912971497
15,-0.2623419761657715,0.07285376638174057,-0.26760271191596985,-0.3322112262248993,0.001046550925821066,-0.12371894717216492,0.26051437854766846,5.2195973694324493e-05
16,-0.14933232963085175,0.26110535860061646,-0.25954651832580566,-0.37940722703933716,0.1869986206293106,-0.20449788868427277,0.2795093059539795,0.012289464473724365
17,0.19501331448554993,0.06938029825687408,-0.030772283673286438,-0.017461324110627174,0.1478692591190338,-0.3669171929359436,0.36505091190338135,0.03192806988954544
18,0.3525075614452362,0.19491909444332123,-0.07226221263408661,-0.2027668058872223,0.21265313029289246,-0.35970190167427063,0.3130534589290619,0.04538779705762863
19,0.40807852149009705,-0.11557286232709885,-0.1420106738805771,-0.007414550986140966,0.2803378999233246,-0.36208218336105347,0.17717885971069336,0.15464875102043152
20,0.4558596909046173,0.032946083694696426,-0.018869640305638313,0.0015255307080224156,0.2201516330242157,-0.32702407240867615,-0.10532146692276001,-0.02745894342660904
21,0.4110940396785736,-0.1928204745054245,-0.07016202062368393,0.28510016202926636,0.12334863096475601,-0.18077389895915985,-0.2655757963657379,0.006486002821475267
22,0.432271271944046,0.15450507402420044,-0.009625467471778393,0.09973114728927612,-0.07242618501186371,-0.1425485759973526,-0.24107815325260162,-0.019226280972361565
23,0.32325273752212524,-0.26008570194244385,-0.35616180300712585,0.18610085546970367,0.03794550523161888,0.13215407729148865,-0.14621669054031372,0.024302775040268898
24,0.36777395009994507,0.03187524154782295,-0.04945863038301468,0.3659571707248688,-0.3549478054046631,-0.044850390404462814,0.14896240830421448,0.18315300345420837
25,0.32129865884780884,-0.2958894968032837,-0.12365181744098663,0.27348947525024414,-0.30031704902648926,0.15269871056079865,0.17834734916687012,-0.009766029193997383
26,0.5210564136505127,0.13948433101177216,0.4501532018184662,0.11097785085439682,-0.3620375096797943,0.11082977056503296,0.24641746282577515,-0.04854696989059448
27,0.4476594030857086,0.3209727108478546,0.44013476371765137,0.059826355427503586,-0.2710683047771454,0.0803954154253006,0.09061408787965775,-0.04995911195874214
28,0.3376462757587433,0.3632953464984894,0.4026915729045868,-0.05389796197414398,-0.18452361226081848,0.20255540311336517,-0.033884208649396896,-0.05035122111439705
29,0.2633700966835022,0.3969475328922272,0.3444502353668213,-0.13933029770851135,-0.07741660624742508,0.16401886940002441,-0.07368610799312592,0.04826372116804123
30,0.2701633870601654,0.2470352202653885,0.261197030544281,-0.14173367619514465,0.11358369141817093,0.19074223935604095,-0.20418566465377808,-0.007270540110766888
31,-0.34467390179634094,-0.3101973235607147,-0.173337921500206,-0.22534427046775818,-0.06273093819618225,0.3336949348449707,-0.2934005558490753,0.05108603090047836
32,-0.33578699827194214,-0.1946597546339035,-0.26081377267837524,-0.3962112367153168,-0.16698403656482697,0.17430032789707184,-0.3223358392715454,0.274188756942749
33,-0.502434253692627,-0.41175851225852966,-0.28447842597961426,-0.26936954259872437,-0.16601210832595825,0.10481622070074081,-0.3464260995388031,0.00822533294558525
34,-0.4225369989871979,-0.3817473351955414,0.03297582268714905,-0.33720433712005615,-0.31757810711860657,-0.26197919249534607,-0.36922982335090637,0.02489551343023777
35,-0.42311710119247437,-0.37363576889038086,0.22010503709316254,-0.3786592185497284,-0.3526693284511566,-0.28367099165916443,-0.4089285731315613,-0.0010414347052574158
36,-0.4179176390171051,-0.3188462257385254,0.2928268313407898,-0.4291749596595764,-0.38771185278892517,-0.3087109625339508,-0.41139182448387146,-0.013203362002968788
37,-0.4286641478538513,-0.18477511405944824,0.3078068196773529,-0.4476170539855957,-0.3720051050186157,-0.3582199513912201,-0.4107392132282257,-0.017109612002968788
38,-0.38258853554725647,0.1706882119178772,0.39616695046424866,-0.48963692784309387,-0.2598274052143097,-0.26662442088127136,-0.40800711512565613,-0.008333591744303703
39,-0.3861754536628723,0.09742508828639984,0.34903043508529663,-0.4836559295654297,0.15225881338119507,-0.14017817378044128,-0.4067583382129669,-0.012288728728890419
40,0.33034926652908325,-0.11910222470760345,0.25073039531707764,-0.4905627965927124,0.2956363260746002,0.38700899481773376,-0.37891334295272827,0.025717535987496376
41,-0.6170891523361206,-0.30831247568130493,-0.5104807615280151,-0.47104930877685547,-0.2927807569503784,0.4284195899963379,-0.3812221586704254,0.025794461369514465
42,0.0743958130478859,-0.4228477478027344,-0.3878665566444397,-0.4572671353816986,0.2702940106391907,0.28463372588157654,-0.1594666689634323,0.2210475504398346
43,-0.38362306356430054,-0.39851540327072144,-0.44453373551368713,-0.44380730390548706,0.15259721875190735,0.38725945353507996,-0.29925474524497986,0.38278767466545105
44,-0.39202287793159485,-0.4725070893764496,-0.4291159510612488,-0.060601625591516495,0.3387003242969513,-0.1810399442911148,-0.25557899475097656,0.4543525278568268
45,0.08245202898979187,-0.4302336573600769,-0.30863600969314575,-0.1991894245147705,0.34523487091064453,0.15518255531787872,-0.20233619213104248,0.2504923939704895
46,-0.2572290301322937,-0.4570755660533905,-0.40955033898353577,0.03217338025569916,0.2262757569551468,0.26898083090782166,-0.2856447994709015,0.27106061577796936
47,0.004673697054386139,-0.40756112337112427,-0.37598565220832825,-0.16143159568309784,0.048529401421546936,0.18942515552043915,-0.23829852044582367,0.07571002840995789
48,0.04800616577267647,-0.41617193818092346,-0.41062596440315247,-0.10094720870256424,-0.23239785432815552,0.3139011561870575,-0.18580509722232819,0.23216916620731354
49,-0.1308085024356842,-0.346522718667984,-0.42790165543556213,0.007672362960875034,-0.28532901406288147,0.218124657869339,-0.24914346635341644,0.009960707277059555
50,0.31427860260009766,-0.1887129247188568,-0.39376503229141235,-0.13799706101417542,-0.2836122214794159,0.12913671135902405,-0.004567259922623634,-0.003794971853494644
51,0.20042410492897034,-0.16403917968273163,-0.40122151374816895,0.1275811493396759,-0.301400750875473,0.14743998646736145,-0.06617420166730881,0.015127405524253845
52,0.26783448457717896,0.11022910475730896,-0.37321099638938904,0.021339187398552895,-0.2582208216190338,-0.05287421494722366,-0.1288817971944809,0.0055441539734601974
53,0.37024110555648804,-0.052976418286561966,-0.3571103811264038,0.17111945152282715,-0.23583878576755524,0.0748474970459938,-0.05655813589692116,-0.003157056402415037
54,0.22435398399829865,-0.14866381883621216,-0.3554571270942688,0.22454054653644562,-0.29341238737106323,-0.13194458186626434,-0.23491975665092468,-0.005837088450789452
55,0.36869117617607117,-0.25543349981307983,-0.36035436391830444,0.10710321366786957,-0.2181803435087204,-0.18238726258277893,-0.25192713737487793,0.0137438103556633
56,0.29840585589408875,-0.37782180309295654,-0.3354173004627228,0.15789929032325745,-0.26157987117767334,-0.15353268384933472,-0.3487187623977661,-0.007756566628813744
57,0.3829127252101898,-0.38124072551727295,-0.34072569012641907,0.1599474549293518,-0.22542758285999298,0.09792143106460571,-0.342303603887558,-0.02274324558675289
58,0.31982851028442383,-0.40421485900878906,-0.3674055337905884,0.3827085494995117,-0.31992030143737793,0.30751702189445496,-0.3467128872871399,-0.008277606219053268
59,0.3866529166698456,-0.3759581446647644,-0.3894577622413635,0.34273001551628113,-0.06273628026247025,0.3016156256198883,-0.34557822346687317,0.029647599905729294
60,0.31674090027809143,-0.3257213532924652,-0.374794065952301,0.3194546699523926,-0.19891922175884247,0.3415151536464691,-0.38727760314941406,0.12005575001239777
61,0.356721431016922,-0.2942676246166229,-0.377697616815567,0.2567743957042694,-0.05340186879038811,0.3010125160217285,-0.4006649851799011,0.05724488943815231
62,0.3379800617694855,-0.20807237923145294,-0.3857634961605072,0.14000104367733002,-0.10080412775278091,0.3211689591407776,-0.40168318152427673,0.10335344821214676
63,0.3736250698566437,-0.14917881786823273,-0.36564901471138,0.07441911101341248,-0.05066686496138573,0.3051750659942627,-0.38489896059036255,0.14686289429664612
64,0.3344722390174866,-0.06834053248167038,-0.3672119975090027,0.14226171374320984,-0.1391654759645462,0.29050055146217346,-0.33789482712745667,0.05437468737363815
65,0.3588092029094696,0.0656871572136879,-0.3531363010406494,0.028904113918542862,-0.08943990617990494,0.28419163823127747,-0.2933007776737213,0.1755189746618271
66,0.3467785120010376,0.16947942972183228,-0.3455999791622162,-0.062030792236328125,-0.08834662288427353,0.3182242512702942,-0.2946532964706421,0.20584775507450104
67,0.3324952721595764,0.19185134768486023,-0.3700067400932312,-0.00014864822151139379,-0.15430448949337006,0.3366343677043915,-0.20114196836948395,0.130292147397995
68,0.3477059304714203,0.2376875877380371,-0.37873220443725586,-0.07386806607246399,-0.14853735268115997,0.33342090249061584,-0.16716943681240082,0.1662052422761917
69,0.336270809173584,0.2960239350795746,-0.37807855010032654,0.0003116558655165136,-0.14884161949157715,0.34378576278686523,-0.14138436317443848,0.09816214442253113
70,0.3007742464542389,0.33315297961235046,-0.37925609946250916,0.10446708649396896,-0.17736786603927612,0.3366886079311371,-0.14304013550281525,0.24416911602020264
71,0.2799704372882843,0.36562633514404297,-0.3619377017021179,0.21273505687713623,-0.2033316045999527,0.30436357855796814,-0.23318380117416382,0.012373819015920162
72,0.26159214973449707,0.3620136082172394,-0.34410762786865234,0.3078867197036743,-0.20046649873256683,0.2269326150417328,-0.2826988995075226,0.034695424139499664
73,0.2668241858482361,0.36738473176956177,-0.3073810338973999,0.35878729820251465,-0.21310918033123016,0.04887232556939125,-0.29960593581199646,0.16436925530433655
74,0.3088303506374359,0.3769042491912842,-0.21651698648929596,0.36403989791870117,-0.18379169702529907,-0.06503292918205261,-0.31732845306396484,-0.008197881281375885
75,0.368874728679657,0.3842455744743347,-0.052226945757865906,0.40502414107322693,-0.014095807448029518,-0.21934624016284943,-0.31765979528427124,-0.015113222412765026
76,0.4236370027065277,0.4115663468837738,0.09969258308410645,0.41517361998558044,0.1604050248861313,-0.3249140679836273,-0.28418105840682983,-0.023208728060126305
77,0.45384615659713745,0.43147480487823486,0.229627326130867,0.4274936020374298,0.2530559003353119,-0.3901291787624359,-0.21163010597229004,0.02505343034863472
78,0.45702189207077026,0.437773197889328,0.24910388886928558,0.43030092120170593,0.3034918010234833,-0.4142586588859558,-0.09434188157320023,0.024420244619250298
79,0.37392812967300415,0.4365585744380951,0.11840631067752838,0.4345969557762146,0.27440643310546875,-0.4240536391735077,0.03650054708123207,-0.02837406098842621
80,0.1895725429058075,0.4327564239501953,-0.06551539152860641,0.42884042859077454,0.2598848342895508,-0.4269964098930359,0.15594536066055298,-0.014290818013250828
81,0.08930826932191849,0.4295620918273926,0.24048374593257904,0.46965864300727844,0.1983519196510315,-0.43593302369117737,0.17857329547405243,0.02627064660191536
82,0.021733401343226433,0.42858636379241943,0.3936766982078552,0.47487926483154297,0.1612893044948578,-0.4358203709125519,0.2417607605457306,0.018146667629480362
83,0.02534901537001133,0.4282268285751343,0.45598524808883667,0.47421738505363464,0.26578012108802795,-0.4345052242279053,0.2574411928653717,-0.03406524285674095
84,-0.16337309777736664,0.4238201975822449,0.44172221422195435,0.4726538360118866,0.3116306960582733,-0.43460366129875183,0.2207493633031845,0.03368871659040451
85,-0.3029070198535919,0.42229801416397095,0.43510186672210693,0.468354195356369,0.32764923572540283,-0.4325939416885376,0.12439394742250443,-0.025743218138813972
86,-0.35254529118537903,0.4223979711532593,0.4351174235343933,0.46169722080230713,0.35491281747817993,-0.433575302362442,-0.07319394499063492,0.04590814560651779
87,-0.37161654233932495,0.4226991534233093,0.4360280930995941,0.4664590656757355,0.3528515696525574,-0.43225789070129395,-0.23439563810825348,-0.019051525741815567
88,-0.3846583068370819,0.42573338747024536,0.42587730288505554,0.4539058804512024,0.27976807951927185,-0.4310208559036255,-0.38139060139656067,-0.018818899989128113
