step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.4642642140388489,0.11350781470537186,-0.03100007399916649
1,0.46426424384117126,0.11350773274898529,-0.03100011870265007
2,0.46426424384117126,0.11350727081298828,-0.03100016340613365
3,0.4642636179924011,0.11350791156291962,-0.031000103801488876
4,0.46426427364349365,0.11350773274898529,-0.031000152230262756
5,0.4642642140388489,0.11350730806589127,-0.031000152230262756
6,0.4642642140388489,0.11350779235363007,-0.03100018948316574
7,0.4642641842365265,0.11350782215595245,-0.031000062823295593
8,0.4642642140388489,0.11350779235363007,-0.031000103801488876
9,0.4642641544342041,0.11350782960653305,-0.031000111252069473
10,0.4642642140388489,0.11350777745246887,-0.031000103801488876
11,0.4642642140388489,0.11350781470537186,-0.031000182032585144
12,0.4642641842365265,0.11350782215595245,-0.03100009635090828
13,0.4642641544342041,0.11350787431001663,-0.03100009635090828
14,0.4642636179924011,0.11350791156291962,-0.03100009635090828
15,0.46426427364349365,0.11350773274898529,-0.031000148504972458
16,0.4642964005470276,0.11346188187599182,-0.031000006943941116
17,0.4676920771598816,0.1117045134305954,-0.031000100076198578
18,0.4744336009025574,0.10898753255605698,-0.03099997714161873
19,0.4825426936149597,0.10581623762845993,-0.03099994733929634
20,0.4915725290775299,0.10137172043323517,-0.03099999576807022
21,0.4984301030635834,0.09599416702985764,-0.030999980866909027
22,0.5034632682800293,0.0897340476512909,-0.03100023791193962
23,0.5061113834381104,0.0850876197218895,-0.031000226736068726
24,0.5061808824539185,0.08250842988491058,-0.03099871054291725
25,0.5087634325027466,0.08222222328186035,-0.03058375045657158
26,0.5154111981391907,0.08441434800624847,-0.030615709722042084
27,0.5251821279525757,0.08212395012378693,-0.029276374727487564
28,0.5360448360443115,0.07473543286323547,-0.02590281516313553
29,0.5439039468765259,0.05634808540344238,-0.026330772787332535
30,0.5429912805557251,0.03805631026625633,-0.030999988317489624
31,0.5382956862449646,0.02967604249715805,-0.03100006654858589
32,0.5386321544647217,0.029047293588519096,-0.030999697744846344
33,0.5391003489494324,0.029665008187294006,-0.030999667942523956
34,0.5388873815536499,0.029045095667243004,-0.03101177141070366
35,0.5388653874397278,0.029069313779473305,-0.031006358563899994
36,0.5373941659927368,0.026815364137291908,-0.031000055372714996
37,0.5413382053375244,0.021732622757554054,-0.03094283863902092
38,0.5525125861167908,0.016129793599247932,-0.031000036746263504
39,0.556323766708374,0.014569099992513657,-0.0310000479221344
40,0.556323230266571,0.01456921175122261,-0.030999861657619476
41,0.556323230266571,0.01456921175122261,-0.030999835580587387
42,0.556323230266571,0.014569269493222237,-0.030999712646007538
43,0.556323230266571,0.014569269493222237,-0.030999690294265747
44,0.556323230266571,0.01456921175122261,-0.03099978342652321
45,0.556323230266571,0.014569269493222237,-0.03099970892071724
46,0.556323230266571,0.014569269493222237,-0.030999690294265747
47,0.556323230266571,0.01456921175122261,-0.03099977970123291
48,0.5563232898712158,0.014569193124771118,-0.030999798327684402
49,0.5563232898712158,0.014569193124771118,-0.030999857932329178
50,0.5563232898712158,0.014569193124771118,-0.030999861657619476
51,0.5563232898712158,0.014569193124771118,-0.030999839305877686
52,0.556323230266571,0.01456926204264164,-0.030999712646007538
53,0.556323230266571,0.01456926204264164,-0.030999694019556046
54,0.5563232898712158,0.014569193124771118,-0.03099978342652321
55,0.556323230266571,0.01456926204264164,-0.03099970892071724
56,0.556323230266571,0.01456926204264164,-0.030999690294265747
57,0.5563232898712158,0.014569193124771118,-0.03099978342652321
58,0.556323230266571,0.01456926204264164,-0.03099970892071724
59,0.556323230266571,0.014569269493222237,-0.030999574810266495
60,0.5563232898712158,0.014569107443094254,-0.030999790877103806
61,0.5563232898712158,0.014569107443094254,-0.030999805778265
62,0.556323230266571,0.01456926204264164,-0.030999738723039627
63,0.5563232898712158,0.014569193124771118,-0.03099977970123291
64,0.5563232898712158,0.014569185674190521,-0.030999790877103806
65,0.5563232898712158,0.014569185674190521,-0.03099985420703888
66,0.5563232898712158,0.014569185674190521,-0.03099977597594261
67,0.5563232898712158,0.014569185674190521,-0.03099978342652321
68,0.556323230266571,0.01456926204264164,-0.03099970892071724
69,0.556323230266571,0.01456926204264164,-0.030999690294265747
70,0.5563232898712158,0.014569185674190521,-0.03099978342652321
71,0.556323230266571,0.01456926204264164,-0.030999712646007538
72,0.5563232898712158,0.014569254592061043,-0.030999574810266495
73,0.5563232898712158,0.01456909254193306,-0.030999794602394104
74,0.5563232898712158,0.01456909254193306,-0.030999809503555298
75,0.5563232898712158,0.014569254592061043,-0.030999574810266495
76,0.5563232898712158,0.01456909254193306,-0.030999787151813507
77,0.5563232898712158,0.01456909254193306,-0.030999805778265
78,0.5563232898712158,0.014569254592061043,-0.030999574810266495
79,0.5563232898712158,0.01456909254193306,-0.030999787151813507
80,0.5563232898712158,0.014569142833352089,-0.030999712646007538
81,0.556323230266571,0.01456931047141552,-0.03099958226084709
82,0.556323230266571,0.01456931047141552,-0.030999749898910522
83,0.556323230266571,0.01456931047141552,-0.030999764800071716
84,0.5563232898712158,0.014569254592061043,-0.030999857932329178
85,0.5563232898712158,0.014569254592061043,-0.030999869108200073
86,0.5563232898712158,0.014569226652383804,-0.03099958971142769
87,0.5563232898712158,0.014569226652383804,-0.030999571084976196
88,0.5563232898712158,0.014569226652383804,-0.030999574810266495
89,0.5563232898712158,0.014569247141480446,-0.030999839305877686
90,0.5565270185470581,0.014789706096053123,-0.031020771712064743
91,0.557776689529419,0.016073817387223244,-0.030999869108200073
92,0.5577762126922607,0.0160738043487072,-0.03099983185529709
93,0.557776689529419,0.016073865815997124,-0.030999820679426193
94,0.5577762126922607,0.016073867678642273,-0.030999768525362015
95,0.5577762126922607,0.016073888167738914,-0.030999697744846344
