step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
1,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
2,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
3,0.39583224058151245,-0.1525460034608841,-0.030999626964330673
4,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
5,0.39583224058151245,-0.1525460183620453,-0.03099963441491127
6,0.39583224058151245,-0.1525460183620453,-0.030999641865491867
7,0.39583227038383484,-0.1525460034608841,-0.03099963441491127
8,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
9,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
10,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
11,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
12,0.3958323001861572,-0.1525460034608841,-0.030999626964330673
13,0.39583227038383484,-0.1525460034608841,-0.03099963814020157
14,0.39583224058151245,-0.1525460034608841,-0.030999626964330673
15,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
16,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
17,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
18,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
19,0.3958323001861572,-0.1525460034608841,-0.030999649316072464
20,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
21,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
22,0.39583227038383484,-0.1525460034608841,-0.030999641865491867
23,0.39583224058151245,-0.1525460034608841,-0.030999626964330673
24,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
25,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
26,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
27,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
28,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
29,0.39583227038383484,-0.1525460034608841,-0.03099963814020157
30,0.3958323001861572,-0.1525460034608841,-0.030999626964330673
31,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
32,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
33,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
34,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
35,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
36,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
37,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
38,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
39,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
40,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
41,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
42,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
43,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
44,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
45,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
46,0.3958323001861572,-0.1525460034608841,-0.030999626964330673
47,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
48,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
49,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
50,0.39583224058151245,-0.1525460183620453,-0.03099963068962097
51,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
52,0.3958323001861572,-0.1525460034608841,-0.03099963441491127
53,0.39583224058151245,-0.1525460183620453,-0.030999649316072464
54,0.3958323001861572,-0.1525460034608841,-0.03099963441491127
55,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
56,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
57,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
58,0.39583227038383484,-0.1525460034608841,-0.03099963814020157
59,0.39583224058151245,-0.1525460034608841,-0.030999626964330673
60,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
61,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
62,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
63,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
64,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
65,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
66,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
67,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
68,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
69,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
70,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
71,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
72,0.39583227038383484,-0.1525460034608841,-0.03099963814020157
73,0.39583224058151245,-0.1525460034608841,-0.030999653041362762
74,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
75,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
76,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
77,0.39583227038383484,-0.1525460034608841,-0.03099963068962097
78,0.39583224058151245,-0.1525460183620453,-0.030999649316072464
79,0.39583224058151245,-0.1525460034608841,-0.03099963814020157
80,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
81,0.39583224058151245,-0.1525460183620453,-0.03099963814020157
82,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
83,0.39583224058151245,-0.1525460034608841,-0.030999645590782166
84,0.39583224058151245,-0.1525460034608841,-0.03099963068962097
85,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
86,0.3958323001861572,-0.1525460034608841,-0.03099963814020157
87,0.39583224058151245,-0.1525460034608841,-0.030999649316072464
88,0.39583227038383484,-0.1525460034608841,-0.03099963814020157
89,0.39583224058151245,-0.1525460034608841,-0.030999626964330673
90,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
91,0.39583224058151245,-0.1525460183620453,-0.03099963441491127
92,0.39583224058151245,-0.1525460034608841,-0.030999641865491867
93,0.39583224058151245,-0.1525460034608841,-0.03099963441491127
