step,agent/xarm7_ball_ee-0/qpos_0,agent/xarm7_ball_ee-0/qpos_1,agent/xarm7_ball_ee-0/qpos_2,agent/xarm7_ball_ee-0/qpos_3,agent/xarm7_ball_ee-0/qpos_4,agent/xarm7_ball_ee-0/qpos_5,agent/xarm7_ball_ee-0/qpos_6,agent/xarm7_ball_ee-0/qpos_7,agent/xarm7_ball_ee-0/qvel_0,agent/xarm7_ball_ee-0/qvel_1,agent/xarm7_ball_ee-0/qvel_2,agent/xarm7_ball_ee-0/qvel_3,agent/xarm7_ball_ee-0/qvel_4,agent/xarm7_ball_ee-0/qvel_5,agent/xarm7_ball_ee-0/qvel_6,agent/xarm7_ball_ee-0/qvel_7,agent/xarm7_ball_ee-1/qpos_0,agent/xarm7_ball_ee-1/qpos_1,agent/xarm7_ball_ee-1/qpos_2,agent/xarm7_ball_ee-1/qpos_3,agent/xarm7_ball_ee-1/qpos_4,agent/xarm7_ball_ee-1/qpos_5,agent/xarm7_ball_ee-1/qpos_6,agent/xarm7_ball_ee-1/qpos_7,agent/xarm7_ball_ee-1/qvel_0,agent/xarm7_ball_ee-1/qvel_1,agent/xarm7_ball_ee-1/qvel_2,agent/xarm7_ball_ee-1/qvel_3,agent/xarm7_ball_ee-1/qvel_4,agent/xarm7_ball_ee-1/qvel_5,agent/xarm7_ball_ee-1/qvel_6,agent/xarm7_ball_ee-1/qvel_7,extra/left_tcp_pose_6d_from_bimanual_center_0,extra/left_tcp_pose_6d_from_bimanual_center_1,extra/left_tcp_pose_6d_from_bimanual_center_2,extra/left_tcp_pose_6d_from_bimanual_center_3,extra/left_tcp_pose_6d_from_bimanual_center_4,extra/left_tcp_pose_6d_from_bimanual_center_5,extra/left_tcp_pose_6d_from_bimanual_center_6,extra/left_tcp_pose_6d_from_bimanual_center_7,extra/left_tcp_pose_6d_from_bimanual_center_8,extra/right_tcp_pose_6d_from_bimanual_center_0,extra/right_tcp_pose_6d_from_bimanual_center_1,extra/right_tcp_pose_6d_from_bimanual_center_2,extra/right_tcp_pose_6d_from_bimanual_center_3,extra/right_tcp_pose_6d_from_bimanual_center_4,extra/right_tcp_pose_6d_from_bimanual_center_5,extra/right_tcp_pose_6d_from_bimanual_center_6,extra/right_tcp_pose_6d_from_bimanual_center_7,extra/right_tcp_pose_6d_from_bimanual_center_8,extra/box_pose_6d_from_bimanual_center_0,extra/box_pose_6d_from_bimanual_center_1,extra/box_pose_6d_from_bimanual_center_2,extra/box_pose_6d_from_bimanual_center_3,extra/box_pose_6d_from_bimanual_center_4,extra/box_pose_6d_from_bimanual_center_5,extra/box_pose_6d_from_bimanual_center_6,extra/box_pose_6d_from_bimanual_center_7,extra/box_pose_6d_from_bimanual_center_8,extra/pushpoint_left_from_bimanual_center_0,extra/pushpoint_left_from_bimanual_center_1,extra/pushpoint_left_from_bimanual_center_2,extra/pushpoint_right_from_bimanual_center_0,extra/pushpoint_right_from_bimanual_center_1,extra/pushpoint_right_from_bimanual_center_2
0,0.3276534378528595,-0.5370519161224365,0.035164300352334976,0.9161763787269592,-0.04037592560052872,1.4899325370788574,-0.48231446743011475,0.7307053208351135,-0.19184370338916779,0.4383874535560608,-0.5088083744049072,-0.16530868411064148,-0.37083590030670166,0.41622868180274963,-0.3532877266407013,0.366457462310791,0.46102413535118103,-0.32202592492103577,0.048470813781023026,0.4805232286453247,0.366693913936615,1.5075324773788452,0.04576209560036659,0.7308537364006042,0.06477872282266617,-0.2239435315132141,-0.24769991636276245,0.5262534618377686,0.25029489398002625,-0.4397636950016022,0.38390862941741943,0.22293621301651,0.2928297221660614,0.42171525955200195,0.20746082067489624,0.7474626302719116,-0.6634216904640198,0.03422582894563675,-0.014155242592096329,-0.06741583347320557,-0.9976246356964111,0.01656806468963623,-0.17282581329345703,0.06157606840133667,0.2059769630432129,-0.9550110101699829,-0.21337197721004486,-0.6948248744010925,0.01080334186553955,-0.719097912311554,0.35123366117477417,0.017509937286376953,-0.031000055372714996,0.10524207353591919,0.9944466948509216,1.7272996046813205e-06,-0.9944466948509216,0.10524207353591919,1.3699184364668326e-06,0.22664687037467957,-0.07841100543737411,-0.031000085175037384,0.4758204519748688,0.11343088001012802,-0.03100002557039261
1,0.3428666293621063,-0.5090760588645935,0.0037841193843632936,0.9225775003433228,-0.06538312137126923,1.5176447629928589,-0.5089775323867798,0.7308202981948853,0.24056470394134521,0.418361097574234,-0.42225170135498047,0.09944913536310196,-0.3480926752090454,0.38380998373031616,-0.37476569414138794,0.23333805799484253,0.46641668677330017,-0.3378225564956665,0.0313681922852993,0.5098643898963928,0.3762194812297821,1.477736473083496,0.07365544140338898,0.7309302687644958,0.03676235303282738,-0.2826738953590393,-0.25949111580848694,0.47970888018608093,0.13315200805664062,-0.4298102855682373,0.38939401507377625,0.06632030755281448,0.28738442063331604,0.40704870223999023,0.20046466588974,0.7592018842697144,-0.6506535410881042,0.016200127080082893,-0.05775503069162369,-0.09214091300964355,-0.9940696954727173,0.04199683666229248,-0.15661144256591797,0.063934326171875,0.17608022689819336,-0.9591705203056335,-0.22133150696754456,-0.6481103301048279,0.056271493434906006,-0.7594646215438843,0.35123375058174133,0.017509937286376953,-0.03100001811981201,0.10524207353591919,0.9944465756416321,1.3663598110724706e-06,-0.9944465756416321,0.10524207353591919,1.3993436596138054e-06,0.22664695978164673,-0.07841099798679352,-0.031000006943941116,0.47582054138183594,0.11343087255954742,-0.031000029295682907
2,0.3639030158519745,-0.48164254426956177,-0.02519187144935131,0.9330641627311707,-0.08831802010536194,1.5428249835968018,-0.5340405702590942,0.7308309078216553,0.2724502682685852,0.43921607732772827,-0.42532917857170105,0.12515659630298615,-0.32662516832351685,0.3535168170928955,-0.3518570363521576,0.21916168928146362,0.46730682253837585,-0.3562668263912201,0.014822831377387047,0.5380826592445374,0.38711223006248474,1.4481555223464966,0.1018228754401207,0.7308269143104553,-0.03376699611544609,-0.32771122455596924,-0.25661760568618774,0.47306883335113525,0.1518043577671051,-0.42853471636772156,0.3924963176250458,0.2634357213973999,0.2830999493598938,0.3959341049194336,0.19576895236968994,0.7736028432846069,-0.6336708068847656,-0.00015094876289367676,-0.09426644444465637,-0.11484754085540771,-0.9889004230499268,0.06848412752151489,-0.1408381462097168,0.0689207911491394,0.14023035764694214,-0.962085485458374,-0.23393794894218445,-0.5969942808151245,0.10633468627929688,-0.795167088508606,0.35123366117477417,0.017509937286376953,-0.031000055372714996,0.10524207353591919,0.9944466948509216,1.7753106931195362e-06,-0.9944466948509216,0.10524207353591919,1.411275889040553e-06,0.22664687037467957,-0.07841100543737411,-0.031000088900327682,0.4758204519748688,0.11343088001012802,-0.03100002184510231
3,0.3875460624694824,-0.4529164433479309,-0.053269583731889725,0.9423723816871643,-0.1118210107088089,1.5627875328063965,-0.5560654401779175,0.7308515310287476,0.3201904892921448,0.46966981887817383,-0.4038299322128296,0.10000090301036835,-0.3330121338367462,0.2805846333503723,-0.3091756999492645,0.19346287846565247,0.4669382572174072,-0.37282779812812805,-0.0024478707928210497,0.5644833445549011,0.3956539034843445,1.4190088510513306,0.13005423545837402,0.7308043241500854,-0.04917116090655327,-0.28131547570228577,-0.2657853066921234,0.4304892122745514,0.11705756932497025,-0.4203839600086212,0.3934266269207001,0.28906458616256714,0.27998679876327515,0.3858456611633301,0.19077971577644348,0.7873306274414062,-0.616356611251831,-0.014663251116871834,-0.12712064385414124,-0.13901889324188232,-0.982096791267395,0.09470629692077637,-0.12747430801391602,0.07540193200111389,0.1023518443107605,-0.9634624123573303,-0.24751603603363037,-0.5448079705238342,0.1538928747177124,-0.8243186473846436,0.35123372077941895,0.017509937286376953,-0.03100001811981201,0.10524207353591919,0.9944466948509216,1.2465292229535407e-06,-0.9944466948509216,0.10524207353591919,1.1756171716115205e-06,0.22664692997932434,-0.07841100543737411,-0.03100001811981201,0.47582051157951355,0.11343088001012802,-0.03100001811981201
4,0.41201451420783997,-0.4237050712108612,-0.07974446564912796,0.9490377306938171,-0.13531985878944397,1.5788371562957764,-0.5747644305229187,0.7308645248413086,0.33279651403427124,0.4779544472694397,-0.3803793489933014,0.058818984776735306,-0.3326868712902069,0.22659067809581757,-0.26247602701187134,0.175428569316864,0.4644611179828644,-0.38711118698120117,-0.022352907806634903,0.5877771377563477,0.40226295590400696,1.3908450603485107,0.15825387835502625,0.7307404279708862,-0.09682822972536087,-0.24508072435855865,-0.3126917779445648,0.38048887252807617,0.08718473464250565,-0.4067734181880951,0.392900675535202,0.3634593188762665,0.27719399333000183,0.37632036209106445,0.18512821197509766,0.7996474504470825,-0.599811315536499,-0.028111577033996582,-0.15805953741073608,-0.1650925874710083,-0.9735304117202759,0.12023863196372986,-0.11707448959350586,0.08274096250534058,0.0594211220741272,-0.9632453322410583,-0.26196834444999695,-0.49363571405410767,0.19974428415298462,-0.8464194536209106,0.35123366117477417,0.017509937286376953,-0.031000055372714996,0.10524207353591919,0.9944466948509216,1.8801621308739414e-06,-0.9944466948509216,0.10524207353591919,1.8234358094559866e-06,0.22664687037467957,-0.07841100543737411,-0.031000051647424698,0.4758204519748688,0.11343088001012802,-0.031000059098005295
5,0.4356308579444885,-0.39434874057769775,-0.1040952205657959,0.9533853530883789,-0.15944819152355194,1.5922482013702393,-0.5890784859657288,0.730880856513977,0.3220844268798828,0.48106858134269714,-0.3494568169116974,0.02477188967168331,-0.34136053919792175,0.18995608389377594,-0.2009534388780594,0.15363433957099915,0.460819810628891,-0.3989623785018921,-0.045054804533720016,0.606764554977417,0.40744978189468384,1.3640961647033691,0.18624480068683624,0.7307010889053345,-0.11371749639511108,-0.19925835728645325,-0.35291293263435364,0.3056970536708832,0.06568136811256409,-0.3847936689853668,0.3896842896938324,0.38580989837646484,0.27456408739089966,0.36668968200683594,0.1791033148765564,0.8095446825027466,-0.5857246518135071,-0.03954770788550377,-0.1872701644897461,-0.1938096284866333,-0.9629992842674255,0.14417463541030884,-0.10985374450683594,0.09010306000709534,0.011881709098815918,-0.9608959555625916,-0.27665483951568604,-0.4455259442329407,0.24260622262954712,-0.8617708086967468,0.3512336313724518,0.017509937286376953,-0.031000055372714996,0.10524207353591919,0.9944465756416321,1.8048981473839376e-06,-0.9944465756416321,0.10524207353591919,1.5395545460705762e-06,0.22664684057235718,-0.07841099798679352,-0.031000077724456787,0.4758204221725464,0.11343087255954742,-0.031000033020973206
6,0.4578392803668976,-0.36499401926994324,-0.12549041211605072,0.9558590650558472,-0.18431103229522705,1.603869915008545,-0.5977380275726318,0.7309041023254395,0.30932724475860596,0.48183348774909973,-0.30356451869010925,-0.002315870951861143,-0.35066553950309753,0.1650581806898117,-0.12153825163841248,0.1177920550107956,0.45670610666275024,-0.4081149697303772,-0.07033729553222656,0.6190842390060425,0.41168975830078125,1.3398011922836304,0.21397066116333008,0.73070228099823,-0.12168512493371964,-0.1443837583065033,-0.3905957341194153,0.19026821851730347,0.05203814059495926,-0.3472122251987457,0.38675788044929504,0.3807269334793091,0.27199244499206543,0.3569159507751465,0.17301282286643982,0.8168275356292725,-0.5748791098594666,-0.04802950471639633,-0.21455982327461243,-0.22546374797821045,-0.9503316879272461,0.164811909198761,-0.10607528686523438,0.09618702530860901,-0.040038466453552246,-0.9562307596206665,-0.289861798286438,-0.40425723791122437,0.28079408407211304,-0.8704774379730225,0.35123372077941895,0.017509937286376953,-0.03100001811981201,0.10524207353591919,0.9944466948509216,1.2844599268646562e-06,-0.9944466948509216,0.10524207353591919,1.3216548495620373e-06,0.22664692997932434,-0.07841100543737411,-0.031000006943941116,0.47582051157951355,0.11343088001012802,-0.031000029295682907
7,0.47891831398010254,-0.33575254678726196,-0.14445875585079193,0.9577811360359192,-0.2089170664548874,1.613340973854065,-0.6017837524414062,0.7309312224388123,0.2968587875366211,0.4764549136161804,-0.2676898241043091,-0.005629782099276781,-0.3464489281177521,0.13402825593948364,-0.05683029070496559,0.08460958302021027,0.45348110795021057,-0.41584527492523193,-0.0967348963022232,0.625690758228302,0.4166299104690552,1.3182998895645142,0.24135445058345795,0.730705976486206,-0.09941250085830688,-0.12376663833856583,-0.40154990553855896,0.10574121028184891,0.06132479012012482,-0.3061705529689789,0.38134539127349854,0.38486072421073914,0.26999005675315857,0.3475370407104492,0.1672753393650055,0.8222866058349609,-0.5665623545646667,-0.05340292304754257,-0.23863661289215088,-0.2581055164337158,-0.936180591583252,0.18189802765846252,-0.10436105728149414,0.10109883546829224,-0.09382152557373047,-0.9486058950424194,-0.3022322654724121,-0.36976194381713867,0.3150586485862732,-0.8740790486335754,0.35123366117477417,0.017509937286376953,-0.031000055372714996,0.10524207353591919,0.9944466948509216,1.7440240753785474e-06,-0.9944466948509216,0.10524207353591919,1.3071891089566634e-06,0.22664687037467957,-0.07841100543737411,-0.03100009635090828,0.4758204519748688,0.11343088001012802,-0.031000014394521713
8,0.4970954358577728,-0.3070565164089203,-0.1593356430530548,0.9568628668785095,-0.23184096813201904,1.6180343627929688,-0.5999272465705872,0.7309510707855225,0.2657129466533661,0.4755116105079651,-0.20635434985160828,-0.05281170830130577,-0.3214717507362366,0.06742869317531586,0.02584182657301426,0.06078970804810524,0.45386460423469543,-0.41907888650894165,-0.12322631478309631,0.6249442100524902,0.4229435622692108,1.3015695810317993,0.26854875683784485,0.7308005690574646,-0.02549724653363228,-0.02424030564725399,-0.3908231556415558,-0.03331998735666275,0.0810910239815712,-0.23244549334049225,0.37933462858200073,0.282087504863739,0.26849210262298584,0.3390965461730957,0.161100834608078,0.825631856918335,-0.561497151851654,-0.055253878235816956,-0.2590843439102173,-0.29031121730804443,-0.9211920499801636,0.19261714816093445,-0.10404634475708008,0.1031552255153656,-0.1473621129989624,-0.9392322897911072,-0.31004372239112854,-0.34934040904045105,0.3426874279975891,-0.8720817565917969,0.35123372077941895,0.017509937286376953,-0.03100001811981201,0.10524207353591919,0.9944466948509216,1.1866198974530562e-06,-0.9944466948509216,0.10524207353591919,1.040390884554654e-06,0.22664692997932434,-0.07841100543737411,-0.031000029295682907,0.47582051157951355,0.11343088001012802,-0.031000006943941116
9,0.5091544985771179,-0.2793550491333008,-0.16449224948883057,0.9491362571716309,-0.25084513425827026,1.6210787296295166,-0.5906503200531006,0.730948805809021,0.20930874347686768,0.4729553461074829,-0.05774959176778793,-0.16623666882514954,-0.2633110582828522,0.04749518632888794,0.1297590285539627,0.059275250881910324,0.4566100537776947,-0.4125449061393738,-0.14868232607841492,0.6166843175888062,0.42957374453544617,1.2894515991210938,0.2947441637516022,0.7309338450431824,0.01589883677661419,0.15285354852676392,-0.3724563717842102,-0.16966213285923004,0.08340387046337128,-0.16328389942646027,0.36504480242729187,0.2656753957271576,0.26461145281791687,0.33187437057495117,0.1536526381969452,0.8267616629600525,-0.5596833229064941,-0.05674275755882263,-0.2811409831047058,-0.3237079381942749,-0.9034230709075928,0.1961856186389923,-0.10538959503173828,0.10028889775276184,-0.20085453987121582,-0.9300312995910645,-0.3077325224876404,-0.3473283052444458,0.3613354563713074,-0.8653322458267212,0.35123372077941895,0.017509937286376953,-0.03100001811981201,0.10524207353591919,0.9944465756416321,1.2351657687759143e-06,-0.9944465756416321,0.10524207353591919,1.5074565453687683e-06,0.22664692997932434,-0.07841099798679352,-0.030999980866909027,0.47582051157951355,0.11343087255954742,-0.031000055372714996
