step,current_pushpoint_by_right_0,current_pushpoint_by_right_1,current_pushpoint_by_right_2
0,-0.1391795575618744,0.11343088001012802,0.05699997395277023
1,-0.38835304975509644,-0.07841099798679352,0.056999992579221725
2,-0.3883531391620636,-0.07841100543737411,0.05699991062283516
3,-0.3883530795574188,-0.07841100543737411,0.05699998140335083
4,-0.3883531391620636,-0.07841100543737411,0.056999947875738144
5,-0.388353168964386,-0.07841099798679352,0.056999921798706055
6,-0.3883530795574188,-0.07841100543737411,0.056999992579221725
7,-0.3883531391620636,-0.07841100543737411,0.05699990317225456
8,-0.3883530795574188,-0.07841100543737411,0.056999970227479935
9,-0.3883530795574188,-0.07841099798679352,0.057000018656253815
10,-0.3883531391620636,-0.07841100543737411,0.05699991434812546
11,-0.3883530795574188,-0.07841100543737411,0.05699998512864113
12,-0.3883530795574188,-0.07841100543737411,0.056999992579221725
13,-0.3883531391620636,-0.07841100543737411,0.05699994042515755
14,-0.3883531391620636,-0.07841100543737411,0.05699991434812546
15,-0.3883530795574188,-0.07841100543737411,0.05699998512864113
16,-0.3883530795574188,-0.07841100543737411,0.056999992579221725
17,-0.3883531391620636,-0.07841100543737411,0.05699994042515755
18,-0.3883531391620636,-0.07841100543737411,0.056999918073415756
19,-0.3883530795574188,-0.07841100543737411,0.05699998512864113
20,-0.3883531391620636,-0.07841100543737411,0.056999921798706055
21,-0.3883531391620636,-0.07841099798679352,0.05699989199638367
22,-0.3883530795574188,-0.07841100543737411,0.056999996304512024
23,-0.3883531391620636,-0.07841100543737411,0.05699990317225456
24,-0.3883531391620636,-0.07841100543737411,0.056999918073415756
25,-0.3883530795574188,-0.07841100543737411,0.05699998885393143
26,-0.3883530795574188,-0.07841100543737411,0.057000014930963516
27,-0.3883531391620636,-0.07841100543737411,0.05699990689754486
28,-0.3883531391620636,-0.07841100543737411,0.05699989199638367
29,-0.3883530795574188,-0.07841100543737411,0.05699998140335083
30,-0.38835304975509644,-0.07841100543737411,0.05699998885393143
31,-0.3883531391620636,-0.07841100543737411,0.056999895721673965
32,-0.3883531391620636,-0.07841100543737411,0.05699991062283516
33,-0.38835304975509644,-0.07841099798679352,0.056999992579221725
34,-0.3883531391620636,-0.07841100543737411,0.05699991062283516
35,-0.3883530795574188,-0.07841100543737411,0.05699997767806053
36,-0.3883531391620636,-0.07841100543737411,0.056999947875738144
37,-0.388353168964386,-0.07841099798679352,0.056999921798706055
38,-0.3883530795574188,-0.07841100543737411,0.056999992579221725
39,-0.3883531391620636,-0.07841100543737411,0.05699990317225456
40,-0.3883530795574188,-0.07841100543737411,0.05699997395277023
41,-0.3883530795574188,-0.07841099798679352,0.05700002238154411
42,-0.3883531391620636,-0.07841100543737411,0.05699991434812546
43,-0.3883530795574188,-0.07841100543737411,0.05699998512864113
44,-0.3883530795574188,-0.07841100543737411,0.056999992579221725
45,-0.3883531391620636,-0.07841100543737411,0.05699994042515755
46,-0.3883531391620636,-0.07841100543737411,0.05699991434812546
47,-0.3883530795574188,-0.07841100543737411,0.05699998512864113
48,-0.3883531391620636,-0.07841100543737411,0.056999921798706055
49,-0.3883531391620636,-0.07841100543737411,0.05699990317225456
50,-0.3883530795574188,-0.07841100543737411,0.056999970227479935
51,-0.3883530795574188,-0.07841099798679352,0.057000018656253815
52,-0.3883531391620636,-0.07841099798679352,0.05699990689754486
53,-0.38835304975509644,-0.07841099798679352,0.056999992579221725
54,-0.3883531391620636,-0.07841100543737411,0.05699991434812546
