step,box_rotation_delta_0
0,-178.1290283203125
1,3.0517578125e-05
2,0.0
3,-9.1552734375e-05
4,9.1552734375e-05
5,-3.0517578125e-05
6,0.0
7,-3.0517578125e-05
8,3.0517578125e-05
9,-3.0517578125e-05
10,3.0517578125e-05
11,0.0
12,-3.0517578125e-05
13,0.0
14,-3.0517578125e-05
15,9.1552734375e-05
16,0.0716552734375
17,1.342437744140625
18,1.95013427734375
19,2.596282958984375
20,3.149658203125
21,2.566558837890625
22,2.501312255859375
23,2.0749359130859375
24,1.1511383056640625
25,0.61590576171875
26,0.108551025390625
27,1.7443084716796875
28,2.7731781005859375
29,4.7506103515625
30,3.512603759765625
31,1.192047119140625
32,0.0660247802734375
33,-0.1605987548828125
34,0.1474456787109375
35,-0.0010223388671875
36,0.4803466796875
37,1.1538543701171875
38,1.1660003662109375
39,0.32342529296875
40,-3.0517578125e-05
41,0.0
42,-3.0517578125e-05
43,0.0
44,3.0517578125e-05
45,-3.0517578125e-05
46,0.0
47,3.0517578125e-05
48,0.0
49,0.0
50,0.0
51,0.0
52,-3.0517578125e-05
53,0.0
54,3.0517578125e-05
55,-3.0517578125e-05
56,0.0
57,3.0517578125e-05
58,-3.0517578125e-05
59,0.0
60,6.103515625e-05
61,0.0
62,-6.103515625e-05
63,3.0517578125e-05
64,0.0
65,0.0
66,0.0
67,0.0
68,-3.0517578125e-05
69,0.0
70,3.0517578125e-05
71,-3.0517578125e-05
72,0.0
73,6.103515625e-05
74,0.0
75,-6.103515625e-05
76,6.103515625e-05
77,0.0
78,-6.103515625e-05
79,6.103515625e-05
80,0.0
81,-7.62939453125e-05
82,0.0
83,0.0
84,1.52587890625e-05
85,0.0
86,1.52587890625e-05
87,0.0
88,0.0
89,0.0
90,0.001434326171875
91,0.064910888671875
92,0.0
93,-1.52587890625e-05
94,0.0
95,0.0
96,-3.0517578125e-05
97,4.57763671875e-05
98,0.0
99,-1.52587890625e-05
100,3.0517578125e-05
101,-1.52587890625e-05
102,0.0
103,0.0
104,3.0517578125e-05
105,-1.52587890625e-05
106,-6.103515625e-05
107,6.103515625e-05
108,-1.52587890625e-05
109,0.0
110,0.1434783935546875
111,-3.0517578125e-05
112,0.0
113,0.0
114,6.103515625e-05
115,-1.52587890625e-05
116,0.0
117,-1.52587890625e-05
118,-3.0517578125e-05
119,-1.52587890625e-05
120,6.103515625e-05
121,-1.52587890625e-05
122,0.0
123,-1.52587890625e-05
124,1.52587890625e-05
125,-3.0517578125e-05
126,4.57763671875e-05
127,0.0
128,0.0
129,0.482177734375
130,0.91546630859375
131,-4.57763671875e-05
132,3.0517578125e-05
133,-6.103515625e-05
134,0.1289215087890625
135,2.1869354248046875
136,0.24688720703125
137,0.0
138,-1.52587890625e-05
139,1.52587890625e-05
140,-1.52587890625e-05
141,6.103515625e-05
142,-7.62939453125e-05
143,0.0
144,7.62939453125e-05
145,-6.103515625e-05
146,1.52587890625e-05
147,-1.52587890625e-05
148,0.0
149,1.52587890625e-05
150,-6.103515625e-05
151,0.0
152,6.103515625e-05
153,-6.103515625e-05
154,-1.52587890625e-05
155,6.103515625e-05
156,1.52587890625e-05
157,-1.52587890625e-05
158,0.0
159,-4.57763671875e-05
160,0.0
161,1.52587890625e-05
162,7.62939453125e-05
163,-6.103515625e-05
164,3.0517578125e-05
165,1.52587890625e-05
166,-7.62939453125e-05
167,6.103515625e-05
168,0.0
169,1.52587890625e-05
170,-4.57763671875e-05
171,0.0
172,1.52587890625e-05
173,-1.52587890625e-05
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,1.52587890625e-05
181,-1.52587890625e-05
182,-1.52587890625e-05
183,-1.52587890625e-05
184,0.0
185,6.103515625e-05
186,-6.103515625e-05
187,3.0517578125e-05
188,0.0
189,4.57763671875e-05
190,-1.52587890625e-05
191,0.0
192,0.0
193,4.57763671875e-05
194,-7.62939453125e-05
195,0.0
196,0.0
197,0.0
198,4.57763671875e-05
