step,agent/xarm7_ball_ee-0/qpos_0,agent/xarm7_ball_ee-0/qpos_1,agent/xarm7_ball_ee-0/qpos_2,agent/xarm7_ball_ee-0/qpos_3,agent/xarm7_ball_ee-0/qpos_4,agent/xarm7_ball_ee-0/qpos_5,agent/xarm7_ball_ee-0/qpos_6,agent/xarm7_ball_ee-0/qpos_7,agent/xarm7_ball_ee-0/qvel_0,agent/xarm7_ball_ee-0/qvel_1,agent/xarm7_ball_ee-0/qvel_2,agent/xarm7_ball_ee-0/qvel_3,agent/xarm7_ball_ee-0/qvel_4,agent/xarm7_ball_ee-0/qvel_5,agent/xarm7_ball_ee-0/qvel_6,agent/xarm7_ball_ee-0/qvel_7,agent/xarm7_ball_ee-1/qpos_0,agent/xarm7_ball_ee-1/qpos_1,agent/xarm7_ball_ee-1/qpos_2,agent/xarm7_ball_ee-1/qpos_3,agent/xarm7_ball_ee-1/qpos_4,agent/xarm7_ball_ee-1/qpos_5,agent/xarm7_ball_ee-1/qpos_6,agent/xarm7_ball_ee-1/qpos_7,agent/xarm7_ball_ee-1/qvel_0,agent/xarm7_ball_ee-1/qvel_1,agent/xarm7_ball_ee-1/qvel_2,agent/xarm7_ball_ee-1/qvel_3,agent/xarm7_ball_ee-1/qvel_4,agent/xarm7_ball_ee-1/qvel_5,agent/xarm7_ball_ee-1/qvel_6,agent/xarm7_ball_ee-1/qvel_7,extra/left_tcp_pose_6d_from_bimanual_center_0,extra/left_tcp_pose_6d_from_bimanual_center_1,extra/left_tcp_pose_6d_from_bimanual_center_2,extra/left_tcp_pose_6d_from_bimanual_center_3,extra/left_tcp_pose_6d_from_bimanual_center_4,extra/left_tcp_pose_6d_from_bimanual_center_5,extra/left_tcp_pose_6d_from_bimanual_center_6,extra/left_tcp_pose_6d_from_bimanual_center_7,extra/left_tcp_pose_6d_from_bimanual_center_8,extra/right_tcp_pose_6d_from_bimanual_center_0,extra/right_tcp_pose_6d_from_bimanual_center_1,extra/right_tcp_pose_6d_from_bimanual_center_2,extra/right_tcp_pose_6d_from_bimanual_center_3,extra/right_tcp_pose_6d_from_bimanual_center_4,extra/right_tcp_pose_6d_from_bimanual_center_5,extra/right_tcp_pose_6d_from_bimanual_center_6,extra/right_tcp_pose_6d_from_bimanual_center_7,extra/right_tcp_pose_6d_from_bimanual_center_8,extra/box_pose_6d_from_bimanual_center_0,extra/box_pose_6d_from_bimanual_center_1,extra/box_pose_6d_from_bimanual_center_2,extra/box_pose_6d_from_bimanual_center_3,extra/box_pose_6d_from_bimanual_center_4,extra/box_pose_6d_from_bimanual_center_5,extra/box_pose_6d_from_bimanual_center_6,extra/box_pose_6d_from_bimanual_center_7,extra/box_pose_6d_from_bimanual_center_8,extra/pushpoint_left_from_bimanual_center_0,extra/pushpoint_left_from_bimanual_center_1,extra/pushpoint_left_from_bimanual_center_2,extra/pushpoint_right_from_bimanual_center_0,extra/pushpoint_right_from_bimanual_center_1,extra/pushpoint_right_from_bimanual_center_2
0,0.42816880345344543,-0.4820421040058136,0.20536759495735168,0.8478609323501587,-0.4344671368598938,0.9390591382980347,0.3376370966434479,0.7310807704925537,-0.5159414410591125,0.484427809715271,-0.22076095640659332,0.2630901038646698,-0.22961744666099548,-0.41982051730155945,0.2741032838821411,-0.0023492060136049986,0.6203675270080566,-0.13013134896755219,-0.3781161606311798,0.5657951235771179,0.15625949203968048,1.6735411882400513,-0.024333423003554344,0.7333765625953674,-0.19069969654083252,0.2884960174560547,0.2823100686073303,-0.020220696926116943,0.8447832465171814,-0.12426751852035522,2.206148624420166,0.30703845620155334,0.45551955699920654,0.5147419571876526,0.2579030394554138,0.3527129888534546,-0.86102294921875,0.36637845635414124,0.5609773993492126,-0.11880719661712646,-0.8192614912986755,0.010967016220092773,-0.25655344128608704,0.08543139696121216,0.1342684030532837,-0.9769272804260254,-0.16608746349811554,-0.8440355062484741,-0.02492809295654297,-0.5357076525688171,0.3381590247154236,-0.006270637735724449,-0.03099999949336052,-0.9264236688613892,0.3764827251434326,-1.0741667892943951e-06,-0.3764827251434326,-0.9264236688613892,2.1790854134451365e-06,0.39583224058151245,-0.1525460034608841,-0.03099963441491127,0.2804858088493347,0.1400047391653061,-0.03100036457180977
1,0.4067387878894806,-0.4541682004928589,0.19911137223243713,0.8709763288497925,-0.4286278188228607,0.9107897281646729,0.3440863788127899,0.7309478521347046,-0.27373966574668884,0.39261865615844727,-0.07194254547357559,0.3609144985675812,0.08133585751056671,-0.40751099586486816,0.09022801369428635,0.059981830418109894,0.6405277848243713,-0.12553046643733978,-0.35949403047561646,0.5636898279190063,0.1579616218805313,1.6590558290481567,-0.025802943855524063,0.7315539121627808,0.5339518189430237,0.07320129126310349,0.33195576071739197,-0.029024500399827957,0.04541024938225746,-0.19657880067825317,0.08546166867017746,-0.5526804327964783,0.4696674644947052,0.5161675810813904,0.2613631784915924,0.3340686559677124,-0.8774361610412598,0.34424421191215515,0.5660544633865356,-0.10526108741760254,-0.8176200985908508,0.010396063327789307,-0.25551846623420715,0.0812496691942215,0.17101377248764038,-0.9715626835823059,-0.16376955807209015,-0.837479829788208,-0.055779457092285156,-0.5436142683029175,0.3381590247154236,-0.006270639132708311,-0.03099999949336052,-0.9264236688613892,0.3764827251434326,-1.1289268968539545e-06,-0.3764827251434326,-0.9264236688613892,1.972669224414858e-06,0.39583224058151245,-0.1525460034608841,-0.030999653041362762,0.2804858088493347,0.1400047391653061,-0.031000345945358276
2,0.38737788796424866,-0.42688891291618347,0.19511853158473969,0.8961663246154785,-0.42484474182128906,0.8815652132034302,0.35174092650413513,0.730994701385498,-0.3240772783756256,0.41346439719200134,-0.09146943688392639,0.3673599064350128,0.04806145653128624,-0.41167813539505005,0.10737381130456924,0.12916168570518494,0.6681140065193176,-0.11933262646198273,-0.3369936943054199,0.5604966282844543,0.15880165994167328,1.6424808502197266,-0.029916811734437943,0.7314502000808716,0.5329816937446594,0.10889964550733566,0.3524070680141449,-0.06001809984445572,0.022429099306464195,-0.23069332540035248,-0.052228134125471115,-0.5911149382591248,0.4843122363090515,0.5191075801849365,0.26684752106666565,0.31692224740982056,-0.8916052579879761,0.3234199285507202,0.5759366750717163,-0.09001636505126953,-0.8125232458114624,0.00883173942565918,-0.2548907995223999,0.07637183368206024,0.2202357053756714,-0.9619098901748657,-0.16194356977939606,-0.8285930156707764,-0.09687948226928711,-0.5514055490493774,0.3381590247154236,-0.006270627491176128,-0.03099999949336052,-0.9264236688613892,0.37648269534111023,-1.0741728146967944e-06,-0.37648269534111023,-0.9264236688613892,2.1300547814462334e-06,0.39583224058151245,-0.1525460034608841,-0.030999641865491867,0.28048577904701233,0.1400047391653061,-0.031000357121229172
3,0.368001252412796,-0.399673730134964,0.19045309722423553,0.9212067723274231,-0.4208316206932068,0.8525128364562988,0.3582102656364441,0.731006383895874,-0.3151954412460327,0.40807390213012695,-0.09393545240163803,0.3661801517009735,0.05339888855814934,-0.41038253903388977,0.09080537408590317,-0.00548669695854187,0.6958662271499634,-0.11320221424102783,-0.31486743688583374,0.5569916367530823,0.1595367044210434,1.6270544528961182,-0.03222526237368584,0.7315250635147095,0.5216221809387207,0.09583848714828491,0.34245723485946655,-0.04239470884203911,0.05208449065685272,-0.20492291450500488,0.05073026940226555,-0.5470345616340637,0.4992634654045105,0.5209469199180603,0.272330105304718,0.29960423707962036,-0.9048062562942505,0.30259373784065247,0.5860020518302917,-0.07576406002044678,-0.8067598342895508,0.006796300411224365,-0.2544630765914917,0.07182876765727997,0.2678821086883545,-0.9502745270729065,-0.15880019962787628,-0.8184701800346375,-0.1375037431716919,-0.5578523278236389,0.3381590247154236,-0.0062706307508051395,-0.03099999949336052,-0.9264236688613892,0.3764827251434326,-1.029473196467734e-06,-0.3764827251434326,-0.9264236688613892,2.280395165144e-06,0.39583224058151245,-0.1525460034608841,-0.030999626964330673,0.2804858088493347,0.1400047391653061,-0.031000372022390366
4,0.3490484058856964,-0.37257692217826843,0.18542835116386414,0.946271538734436,-0.417483389377594,0.8235101699829102,0.3634260892868042,0.730999767780304,-0.3159255385398865,0.40712401270866394,-0.10131741315126419,0.36584413051605225,0.04398186504840851,-0.4092422127723694,0.07323411107063293,-0.003936590626835823,0.7230867147445679,-0.10708656907081604,-0.2931053638458252,0.5537932515144348,0.16060717403888702,1.6123905181884766,-0.03298965469002724,0.7315734624862671,0.5121921896934509,0.09888746589422226,0.33605337142944336,-0.03167383372783661,0.0739966407418251,-0.19099527597427368,0.11705810576677322,-0.52275550365448,0.5145286917686462,0.5219232439994812,0.2780553698539734,0.2828558683395386,-0.91652512550354,0.2827972173690796,0.5969579219818115,-0.06255865097045898,-0.7998297214508057,0.004677534103393555,-0.25397661328315735,0.06754031777381897,0.31307655572891235,-0.9370148777961731,-0.1548747420310974,-0.8069139122962952,-0.17643535137176514,-0.5637024641036987,0.3381590247154236,-0.006270634476095438,-0.03099999949336052,-0.9264236688613892,0.37648269534111023,-1.0802077667904086e-06,-0.37648269534111023,-0.9264236688613892,2.0750339899677783e-06,0.39583224058151245,-0.1525460034608841,-0.030999645590782166,0.28048577904701233,0.1400047391653061,-0.031000353395938873
5,0.33056116104125977,-0.34564366936683655,0.17992812395095825,0.9713215231895447,-0.4148002862930298,0.7946054339408875,0.3674924075603485,0.7309896945953369,-0.3122573494911194,0.4041087329387665,-0.10803306102752686,0.36553144454956055,0.03552832454442978,-0.40800002217292786,0.05736095830798149,0.02876369096338749,0.7497057318687439,-0.10097450762987137,-0.2716098427772522,0.5513265132904053,0.16164249181747437,1.5989048480987549,-0.03255448490381241,0.7316194176673889,0.4999616742134094,0.09806759655475616,0.33044004440307617,-0.014101558364927769,0.09043881297111511,-0.1701224446296692,0.17508134245872498,-0.49916312098503113,0.5300530195236206,0.5219628810882568,0.28399890661239624,0.2665870189666748,-0.9269216656684875,0.26409777998924255,0.6087102293968201,-0.05052602291107178,-0.7917821407318115,0.002591550350189209,-0.2535246014595032,0.06359595060348511,0.35629838705062866,-0.9222080707550049,-0.15027916431427002,-0.7939807772636414,-0.21403205394744873,-0.5690210461616516,0.3381590247154236,-0.006270639598369598,-0.03099999949336052,-0.9264236688613892,0.3764827251434326,-1.022781816573115e-06,-0.3764827251434326,-0.9264236688613892,2.2491433355753543e-06,0.39583224058151245,-0.1525460183620453,-0.03099963441491127,0.2804858088493347,0.1400047242641449,-0.03100036457180977
6,0.3126109540462494,-0.3188628852367401,0.17397251725196838,0.9963710308074951,-0.4131416976451874,0.765795111656189,0.3702799677848816,0.7310023903846741,-0.30866461992263794,0.40194839239120483,-0.11461970955133438,0.3650355339050293,0.0210892166942358,-0.40647614002227783,0.03935251757502556,-0.003567187348380685,0.7755741477012634,-0.09468325972557068,-0.2503240406513214,0.5497893691062927,0.1625564694404602,1.5866576433181763,-0.030938971787691116,0.7316538691520691,0.48679396510124207,0.10081201791763306,0.3257614076137543,0.005286156199872494,0.10181788355112076,-0.14992663264274597,0.2215171605348587,-0.46426790952682495,0.5458096861839294,0.5210479497909546,0.29018187522888184,0.2510748505592346,-0.935912549495697,0.2470410019159317,0.6213364005088806,-0.03987002372741699,-0.7825289368629456,0.0006005764007568359,-0.2531086504459381,0.0599946528673172,0.3975042700767517,-0.9060800075531006,-0.1449461579322815,-0.7797999382019043,-0.25031185150146484,-0.573808491230011,0.3381590247154236,-0.006270642392337322,-0.03099999949336052,-0.9264236688613892,0.37648269534111023,-1.0969539516736404e-06,-0.37648269534111023,-0.9264236688613892,2.081640104734106e-06,0.39583224058151245,-0.1525460183620453,-0.030999641865491867,0.28048577904701233,0.1400047242641449,-0.031000357121229172
7,0.2951396405696869,-0.29221194982528687,0.16762718558311462,1.0214091539382935,-0.41248947381973267,0.7370713949203491,0.371925413608551,0.7310148477554321,-0.3059460520744324,0.4000580310821533,-0.11972726881504059,0.36444881558418274,0.005716736428439617,-0.4046628475189209,0.02351856417953968,0.11990830302238464,0.8006492853164673,-0.08818645030260086,-0.22914987802505493,0.5492139458656311,0.16326813399791718,1.575627326965332,-0.028332198038697243,0.7316774725914001,0.4742901921272278,0.1035224199295044,0.3227086663246155,0.024416916072368622,0.10805466026067734,-0.1303739845752716,0.25844624638557434,-0.44420066475868225,0.5617342591285706,0.5191837549209595,0.29656100273132324,0.23628383874893188,-0.9436560869216919,0.231696218252182,0.6347233653068542,-0.03065204620361328,-0.7721313834190369,-0.0012744665145874023,-0.2527262568473816,0.05672033131122589,0.43688035011291504,-0.8887166380882263,-0.13899075984954834,-0.7644307017326355,-0.285369873046875,-0.5781088471412659,0.3381590247154236,-0.0062706382013857365,-0.03099999949336052,-0.9264236688613892,0.37648266553878784,-1.0305147952749394e-06,-0.37648266553878784,-0.9264236688613892,2.2282656573224813e-06,0.39583227038383484,-0.1525460034608841,-0.03099963441491127,0.28048577904701233,0.1400047391653061,-0.03100036457180977
8,0.2780640423297882,-0.2657293677330017,0.1609691083431244,1.0463443994522095,-0.4125944972038269,0.7084583044052124,0.3727479875087738,0.7310230135917664,-0.3041098713874817,0.39778804779052734,-0.12380198389291763,0.36204707622528076,-0.0032975408248603344,-0.4033053517341614,0.011852024123072624,0.005222186911851168,0.8249531984329224,-0.08182083070278168,-0.20790864527225494,0.5495297312736511,0.16379812359809875,1.5663015842437744,-0.025212856009602547,0.7316736578941345,0.4656796157360077,0.10178203880786896,0.32320404052734375,0.03638383001089096,0.10561615973711014,-0.11509201675653458,0.2482430785894394,-0.4324345588684082,0.5777187347412109,0.5163893103599548,0.3030550479888916,0.22197866439819336,-0.9504127502441406,0.21780997514724731,0.6486518383026123,-0.022843122482299805,-0.7607423663139343,-0.0031496286392211914,-0.25239264965057373,0.053911224007606506,0.4748079776763916,-0.8699930310249329,-0.13292664289474487,-0.7480571866035461,-0.3193777799606323,-0.5817288756370544,0.3381590247154236,-0.006270634476095438,-0.03099999949336052,-0.9264236688613892,0.3764827251434326,-1.1175337704116828e-06,-0.3764827251434326,-0.9264236688613892,2.0262834823370213e-06,0.39583224058151245,-0.1525460034608841,-0.030999649316072464,0.2804858088493347,0.1400047391653061,-0.031000349670648575
9,0.26131367683410645,-0.2394048571586609,0.15410377085208893,1.0711227655410767,-0.41342923045158386,0.6799643039703369,0.3728552758693695,0.7310134768486023,-0.30304861068725586,0.3958527743816376,-0.1257370561361313,0.35890325903892517,-0.013420891016721725,-0.40139108896255493,0.0019081451464444399,0.007729284930974245,0.8488103151321411,-0.07536341995000839,-0.18652033805847168,0.5502175092697144,0.16423578560352325,1.5586031675338745,-0.021766848862171173,0.7316611409187317,0.4665587544441223,0.10704433917999268,0.3263132572174072,0.030057309195399284,0.10376797616481781,-0.12290782481431961,0.16934789717197418,-0.42267632484436035,0.5936856269836426,0.5126941800117493,0.3095983564853668,0.2081516981124878,-0.9562816023826599,0.20542249083518982,0.662981390953064,-0.01646864414215088,-0.748454749584198,-0.005294442176818848,-0.25226035714149475,0.051526933908462524,0.5115587711334229,-0.8498381972312927,-0.1268174797296524,-0.7309440970420837,-0.3528198003768921,-0.5841567516326904,0.3381590247154236,-0.006270631682127714,-0.03099999949336052,-0.9264236688613892,0.37648269534111023,-1.0616917052175268e-06,-0.37648269534111023,-0.9264236688613892,2.182381649618037e-06,0.39583224058151245,-0.1525460034608841,-0.03099963441491127,0.28048577904701233,0.1400047391653061,-0.03100036457180977
