step,penalty_forward_rotation_stage1_0
0,-0.0
1,-6.78168362355791e-05
2,-0.0
3,-4.521122536971234e-05
4,-0.0
5,-2.260561268485617e-05
6,-2.260561268485617e-05
7,-0.0
8,-4.521122536971234e-05
9,-0.0
10,-2.260561268485617e-05
11,-4.521122536971234e-05
12,-0.0
13,-4.521122536971234e-05
14,-0.0
15,-2.260561268485617e-05
16,-0.0
17,-2.260561268485617e-05
18,-0.0
19,-4.521122536971234e-05
20,-0.0
21,-0.0
22,-4.521122536971234e-05
23,-0.0
24,-4.521122536971234e-05
25,-0.0
26,-0.0
27,-6.78168362355791e-05
28,-0.0
29,-4.521122536971234e-05
30,-0.0
31,-4.521122536971234e-05
32,-0.0
33,-0.0
34,-4.521122536971234e-05
35,-0.0
36,-2.260561268485617e-05
37,-4.521122536971234e-05
38,-0.0
39,-2.260561268485617e-05
40,-0.0
41,-2.260561268485617e-05
42,-6.78168362355791e-05
43,-0.0
44,-2.260561268485617e-05
45,-0.0
46,-4.521122536971234e-05
47,-4.521122536971234e-05
48,-0.0
49,-2.260561268485617e-05
50,-0.0
51,-4.521122536971234e-05
52,-0.0
53,-2.260561268485617e-05
54,-2.260561268485617e-05
55,-4.521122536971234e-05
56,-0.0
57,-2.260561268485617e-05
58,-0.0
59,-2.260561268485617e-05
60,-2.260561268485617e-05
61,-0.0
62,-4.521122536971234e-05
63,-0.0
64,-2.260561268485617e-05
65,-2.260561268485617e-05
66,-0.0
67,-4.521122536971234e-05
68,-0.0
69,-2.260561268485617e-05
70,-4.521122536971234e-05
71,-0.0
72,-4.521122536971234e-05
73,-4.521122536971234e-05
74,-0.0
75,-2.260561268485617e-05
76,-0.0
77,-0.0
78,-0.0
79,-0.0
80,-2.260561268485617e-05
81,-0.0
82,-0.0
83,-2.260561268485617e-05
84,-0.0
85,-2.260561268485617e-05
86,-0.0
87,-0.0
88,-2.260561268485617e-05
89,-0.0
90,-0.0
91,-2.260561268485617e-05
92,-0.0
93,-0.0
94,-2.260561268485617e-05
95,-0.0
96,-0.0
97,-2.260561268485617e-05
98,-0.0
99,-0.0
100,-2.260561268485617e-05
101,-0.0
102,-0.0
103,-2.260561268485617e-05
104,-0.0
105,-0.0
106,-2.260561268485617e-05
107,-0.0
108,-0.0
109,-2.260561268485617e-05
110,-0.0
111,-0.0
112,-2.260561268485617e-05
113,-0.07667823880910873
114,-0.0
115,-0.0
116,-0.0
117,-0.0
118,-0.0
119,-0.0
120,-0.0
121,-0.0316704623401165
122,-0.09211787581443787
123,-0.06087691709399223
124,-0.0412326380610466
125,-0.0
126,-0.0
127,-0.0
128,-0.0
129,-0.0
130,-0.0
131,-0.0
132,-0.0
133,-0.0
134,-0.0
135,-0.0
136,-0.0
137,-6.78168362355791e-05
138,-0.0
139,-0.0
140,-0.0
141,-0.0
142,-0.0
143,-0.0
144,-0.0
145,-0.0
146,-0.0
147,-0.0
148,-0.0
149,-0.0
150,-2.260561268485617e-05
151,-0.0
152,-0.0
153,-0.0
154,-2.260561268485617e-05
155,-0.0
156,-0.0
157,-0.0
158,-0.0
159,-0.0
160,-0.0
161,-0.0
162,-2.260561268485617e-05
163,-0.0
164,-0.0
165,-0.0
166,-0.0
167,-0.0
168,-0.02739800326526165
169,-0.0028483071364462376
170,-0.0014693648554384708
171,-0.001808449043892324
172,-0.000587745918892324
173,-0.0
174,-0.0
175,-0.00040690103196538985
176,-0.0
177,-0.0
178,-0.0
179,-0.0
180,-0.0
181,-0.0
182,-0.0
183,-0.0
184,-0.0
185,-0.0
186,-0.0031421801541000605
187,-0.0
188,-0.0
189,-0.0
190,-0.0
191,-0.0
192,-0.0
193,-0.0
194,-0.0002712673449423164
195,-0.0
196,-6.78168362355791e-05
197,-0.0
198,-2.260561268485617e-05
