step,penalty_forward_rotation_stage1_0
0,-0.0
1,-2.260561268485617e-05
2,-0.0
3,-0.0
4,-6.78168362355791e-05
5,-0.0
6,-0.0
7,-0.0
8,-2.260561268485617e-05
9,-0.0
10,-2.260561268485617e-05
11,-0.0
12,-0.0
13,-0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,-0.8637039661407471
39,-0.23957428336143494
40,-0.0
41,-0.0
42,-0.0
43,-0.0
44,-2.260561268485617e-05
45,-0.0
46,-0.0
47,-2.260561268485617e-05
48,-0.0
49,-0.0
50,-0.0
51,-0.0
52,-0.0
53,-0.0
54,-2.260561268485617e-05
55,-0.0
56,-0.0
57,-2.260561268485617e-05
58,-0.0
59,-0.0
60,-4.521122536971234e-05
61,-0.0
62,-0.0
63,-2.260561268485617e-05
64,-0.0
65,-0.0
66,-0.0
67,-0.0
68,-0.0
69,-0.0
70,-2.260561268485617e-05
71,-0.0
72,-0.0
73,-4.521122536971234e-05
74,-0.0
75,-0.0
76,-4.521122536971234e-05
77,-0.0
78,-0.0
79,-4.521122536971234e-05
80,-0.0
81,-0.0
82,-0.0
83,-0.0
84,-1.1302806342428084e-05
85,-0.0
86,-1.1302806342428084e-05
87,-0.0
88,-0.0
89,-0.0
90,-0.0010624638525769114
91,-0.0480821393430233
92,-0.0
93,-0.0
94,-0.0
95,-0.0
96,-0.0
97,-3.390841811778955e-05
98,-0.0
99,-0.0
100,-2.260561268485617e-05
101,-0.0
102,-0.0
103,-0.0
104,-2.260561268485617e-05
105,-0.0
106,-0.0
107,-4.521122536971234e-05
108,-0.0
109,-0.0
110,-0.10628028959035873
111,-0.0
112,-0.0
113,-0.0
114,-4.521122536971234e-05
115,-0.0
116,-0.0
117,-0.0
118,-0.0
119,-0.0
120,-4.521122536971234e-05
121,-0.0
122,-0.0
123,-0.0
124,-1.1302806342428084e-05
125,-0.0
126,-3.390841811778955e-05
127,-0.0
128,-0.0
129,-0.35716867446899414
130,-0.6781231760978699
131,-0.0
132,-2.260561268485617e-05
133,-0.0
134,-0.09549741446971893
135,-1.6199520826339722
136,-0.18287940323352814
137,-0.0
138,-0.0
139,-1.1302806342428084e-05
140,-0.0
141,-4.521122536971234e-05
142,-0.0
143,-0.0
144,-5.6514032621635124e-05
145,-0.0
146,-1.1302806342428084e-05
147,-0.0
148,-0.0
149,-1.1302806342428084e-05
150,-0.0
151,-0.0
152,-4.521122536971234e-05
153,-0.0
154,-0.0
155,-4.521122536971234e-05
156,-1.1302806342428084e-05
157,-0.0
158,-0.0
159,-0.0
160,-0.0
161,-1.1302806342428084e-05
162,-5.6514032621635124e-05
163,-0.0
164,-2.260561268485617e-05
165,-1.1302806342428084e-05
166,-0.0
167,-4.521122536971234e-05
168,-0.0
169,-1.1302806342428084e-05
170,-0.0
171,-0.0
172,-1.1302806342428084e-05
173,-0.0
174,-0.0
175,-0.0
176,-0.0
177,-0.0
178,-0.0
179,-0.0
180,-1.1302806342428084e-05
181,-0.0
182,-0.0
183,-0.0
184,-0.0
185,-4.521122536971234e-05
186,-0.0
187,-2.260561268485617e-05
188,-0.0
189,-3.390841811778955e-05
190,-0.0
191,-0.0
192,-0.0
193,-3.390841811778955e-05
194,-0.0
195,-0.0
196,-0.0
197,-0.0
198,-3.390841811778955e-05
