step,box_rotation_delta_0
0,-117.1484375
1,-1.52587890625e-05
2,-3.0517578125e-05
3,-1.52587890625e-05
4,6.103515625e-05
5,-3.0517578125e-05
6,-1.52587890625e-05
7,3.0517578125e-05
8,1.52587890625e-05
9,-3.0517578125e-05
10,-3.0517578125e-05
11,0.0
12,4.57763671875e-05
13,-1.52587890625e-05
14,-1.52587890625e-05
15,3.0517578125e-05
16,-3.0517578125e-05
17,6.103515625e-05
18,-3.0517578125e-05
19,0.0
20,-3.0517578125e-05
21,0.0
22,4.57763671875e-05
23,-3.0517578125e-05
24,-1.52587890625e-05
25,4.57763671875e-05
26,-1.52587890625e-05
27,-3.0517578125e-05
28,-1.52587890625e-05
29,4.57763671875e-05
30,0.0
31,-3.0517578125e-05
32,0.0
33,-1.52587890625e-05
34,3.0517578125e-05
35,4.57763671875e-05
36,-1.52587890625e-05
37,-3.0517578125e-05
38,-1.52587890625e-05
39,4.57763671875e-05
40,-1.52587890625e-05
41,3.0517578125e-05
42,-1.52587890625e-05
43,-1.52587890625e-05
44,-3.0517578125e-05
45,0.0
46,-1.52587890625e-05
47,3.0517578125e-05
48,3.0517578125e-05
49,-6.103515625e-05
50,4.57763671875e-05
51,-3.0517578125e-05
52,4.57763671875e-05
53,0.0
54,-3.0517578125e-05
55,-1.52587890625e-05
56,3.0517578125e-05
57,-3.0517578125e-05
58,0.0
59,3.0517578125e-05
60,0.0
61,-3.0517578125e-05
62,4.57763671875e-05
63,-1.52587890625e-05
64,-3.0517578125e-05
65,0.0
66,4.57763671875e-05
67,-3.0517578125e-05
68,-1.52587890625e-05
69,3.0517578125e-05
70,0.0
71,-1.52587890625e-05
72,-1.52587890625e-05
73,3.0517578125e-05
74,-1.52587890625e-05
75,-1.52587890625e-05
76,4.57763671875e-05
77,-3.0517578125e-05
78,0.0
79,-1.52587890625e-05
80,4.57763671875e-05
81,-1.52587890625e-05
82,0.0
83,-3.0517578125e-05
84,-1.52587890625e-05
85,6.103515625e-05
86,-1.52587890625e-05
87,-3.0517578125e-05
88,-1.52587890625e-05
89,3.0517578125e-05
90,-1.52587890625e-05
91,4.57763671875e-05
92,0.0
93,-4.57763671875e-05
94,0.0
95,-1.52587890625e-05
96,3.0517578125e-05
97,-1.52587890625e-05
98,4.57763671875e-05
99,-1.52587890625e-05
100,-3.0517578125e-05
101,-1.52587890625e-05
102,4.57763671875e-05
103,0.0
104,-3.0517578125e-05
105,6.103515625e-05
106,-3.0517578125e-05
107,0.0
108,-3.0517578125e-05
109,0.0
110,4.57763671875e-05
111,-1.52587890625e-05
112,-1.52587890625e-05
113,-1.52587890625e-05
114,0.0
115,3.0517578125e-05
116,-1.52587890625e-05
117,-1.52587890625e-05
118,4.57763671875e-05
119,-1.52587890625e-05
120,-3.0517578125e-05
121,0.0
122,3.0517578125e-05
123,0.0
124,-3.0517578125e-05
125,6.103515625e-05
126,-1.52587890625e-05
127,-1.52587890625e-05
128,-1.52587890625e-05
129,0.0
130,-1.52587890625e-05
131,3.0517578125e-05
132,-1.52587890625e-05
133,0.0
134,-1.52587890625e-05
135,4.57763671875e-05
136,-1.52587890625e-05
137,-3.0517578125e-05
138,4.57763671875e-05
139,-3.0517578125e-05
140,0.0
141,-1.52587890625e-05
142,4.57763671875e-05
143,-3.0517578125e-05
144,-1.52587890625e-05
145,-1.52587890625e-05
146,4.57763671875e-05
147,-1.52587890625e-05
148,-1.52587890625e-05
149,4.57763671875e-05
150,-1.52587890625e-05
151,-3.0517578125e-05
152,3.0517578125e-05
153,0.0
154,-3.0517578125e-05
155,-1.52587890625e-05
156,4.57763671875e-05
157,1.52587890625e-05
158,-1.52587890625e-05
159,-1.52587890625e-05
160,-1.52587890625e-05
161,4.57763671875e-05
162,-1.52587890625e-05
163,0.0
164,-3.0517578125e-05
165,-1.52587890625e-05
166,6.103515625e-05
167,-3.0517578125e-05
168,-1.52587890625e-05
169,-1.52587890625e-05
170,4.57763671875e-05
171,-1.52587890625e-05
172,-1.52587890625e-05
173,6.103515625e-05
174,-1.52587890625e-05
175,0.0
176,-3.0517578125e-05
177,4.57763671875e-05
178,-1.52587890625e-05
179,-1.52587890625e-05
180,-1.52587890625e-05
181,-1.52587890625e-05
182,-1.52587890625e-05
183,4.57763671875e-05
184,-3.0517578125e-05
185,6.103515625e-05
186,-7.62939453125e-05
187,4.57763671875e-05
188,0.0
189,-3.0517578125e-05
190,0.0
191,4.57763671875e-05
192,-3.0517578125e-05
193,0.0
194,-1.52587890625e-05
195,3.0517578125e-05
196,-1.52587890625e-05
197,-1.52587890625e-05
198,-1.52587890625e-05
