step,penalty_translation_0
0,-0.0023456676863133907
1,-0.0023455596528947353
2,-0.002345555927604437
3,-0.0023455610498785973
4,-0.0023456644266843796
5,-0.0023456676863133907
6,-0.0023455542977899313
7,-0.002345563378185034
8,-0.0023455596528947353
9,-0.0023455610498785973
10,-0.0023455582559108734
11,-0.0023455582559108734
12,-0.0023455622140318155
13,-0.0023455640766769648
14,-0.0023455542977899313
15,-0.0023455596528947353
16,-0.0023455582559108734
17,-0.0023455617483705282
18,-0.0023455587215721607
19,-0.002345555927604437
20,-0.0023455610498785973
21,-0.0023455647751688957
22,-0.002345563378185034
23,-0.0023455535992980003
24,-0.0023455601185560226
25,-0.0023455617483705282
26,-0.0023455582559108734
27,-0.0023455582559108734
28,-0.002345666289329529
29,-0.0023455582559108734
30,-0.0023455582559108734
31,-0.0023455622140318155
32,-0.0023455610498785973
33,-0.002345555229112506
34,-0.0023455647751688957
35,-0.0023455596528947353
36,-0.0023455610498785973
37,-0.0023456676863133907
38,-0.0023455587215721607
39,-0.0023455568589270115
40,-0.002345555927604437
41,-0.0023455610498785973
42,-0.002345555927604437
43,-0.0023455622140318155
44,-0.0023455596528947353
45,-0.002345555927604437
46,-0.0023455596528947353
47,-0.0023455596528947353
48,-0.002345557324588299
49,-0.0023455610498785973
50,-0.0023455568589270115
51,-0.0023455601185560226
52,-0.002345553133636713
53,-0.0023455587215721607
54,-0.0023455587215721607
55,-0.0023455596528947353
56,-0.0023455617483705282
57,-0.0023456686176359653
58,-0.002345555927604437
59,-0.0023455582559108734
60,-0.0023455568589270115
61,-0.0023455622140318155
62,-0.0023455582559108734
63,-0.0023455610498785973
64,-0.0023455596528947353
65,-0.0023455582559108734
66,-0.0023455568589270115
67,-0.002345557324588299
68,-0.0023455568589270115
69,-0.0023455596528947353
70,-0.0023455582559108734
71,-0.0023455601185560226
72,-0.002345557324588299
73,-0.002345555229112506
74,-0.0023455610498785973
75,-0.002345555927604437
76,-0.0023455617483705282
77,-0.002345555927604437
78,-0.0023926275316625834
79,-0.004857712425291538
80,-0.01406230591237545
81,-0.0379154309630394
82,-0.06096980720758438
83,-0.07512234151363373
84,-0.07967992126941681
85,-0.07970519363880157
86,-0.079705148935318
87,-0.079705148935318
88,-0.079705148935318
89,-0.07970519363880157
90,-0.079705148935318
91,-0.079705148935318
92,-0.079705148935318
93,-0.079705148935318
94,-0.079705148935318
95,-0.079705148935318
96,-0.07970519363880157
97,-0.0797051340341568
98,-0.079705148935318
99,-0.07970516383647919
100,-0.07970519363880157
101,-0.0797051340341568
102,-0.079705148935318
103,-0.0797051340341568
104,-0.079705148935318
105,-0.07970516383647919
106,-0.079705148935318
107,-0.07970519363880157
108,-0.079705148935318
109,-0.079705148935318
110,-0.07970519363880157
111,-0.07970519363880157
112,-0.079705148935318
113,-0.0797051340341568
114,-0.07970519363880157
115,-0.079705148935318
116,-0.079705148935318
117,-0.079705148935318
118,-0.07970519363880157
119,-0.07970519363880157
120,-0.079705148935318
121,-0.07970519363880157
122,-0.079705148935318
123,-0.079705148935318
124,-0.079705148935318
125,-0.0797051340341568
126,-0.079705148935318
127,-0.079705148935318
128,-0.079705148935318
129,-0.07970519363880157
130,-0.07970519363880157
131,-0.07970519363880157
132,-0.079705148935318
133,-0.07970519363880157
134,-0.07970519363880157
135,-0.07970520853996277
136,-0.079705148935318
137,-0.0797051340341568
138,-0.07970516383647919
139,-0.079705148935318
140,-0.0797051340341568
141,-0.079705148935318
142,-0.079705148935318
143,-0.0797051340341568
144,-0.079705148935318
145,-0.079705148935318
146,-0.079705148935318
147,-0.079705148935318
148,-0.079705148935318
149,-0.07970517873764038
150,-0.07970519363880157
151,-0.07970519363880157
152,-0.079705148935318
153,-0.07970519363880157
154,-0.079705148935318
155,-0.07970516383647919
156,-0.07970519363880157
157,-0.07970519363880157
158,-0.079705148935318
159,-0.07970519363880157
160,-0.0797051340341568
161,-0.079705148935318
162,-0.07970516383647919
163,-0.07970519363880157
164,-0.0797051340341568
165,-0.079705148935318
166,-0.0797051340341568
167,-0.079705148935318
168,-0.079705148935318
169,-0.079705148935318
170,-0.079705148935318
171,-0.0797051340341568
172,-0.079705148935318
173,-0.079705148935318
174,-0.079705148935318
175,-0.079705148935318
176,-0.079705148935318
177,-0.07970519363880157
178,-0.079705148935318
179,-0.07970523834228516
180,-0.07970520853996277
181,-0.079705148935318
182,-0.07970516383647919
183,-0.079705148935318
184,-0.079705148935318
185,-0.0797051340341568
186,-0.079705148935318
187,-0.07970517873764038
188,-0.079705148935318
189,-0.07970519363880157
190,-0.079705148935318
191,-0.079705148935318
192,-0.079705148935318
193,-0.07970461249351501
194,-0.07970520853996277
195,-0.079705148935318
196,-0.079705148935318
197,-0.07970517873764038
198,-0.07970519363880157
