step,penalty_translation_0
0,-0.0008884997805580497
1,-0.0008884997805580497
2,-0.0008884997805580497
3,-0.0008884997805580497
4,-0.0008884997805580497
5,-0.0008884997805580497
6,-0.0008884997805580497
7,-0.0008884997805580497
8,-0.0008885512943379581
9,-0.0008884997805580497
10,-0.0008884997805580497
11,-0.0008884997805580497
12,-0.0008884997805580497
13,-0.0008884997805580497
14,-0.0008884997805580497
15,-0.0008884997805580497
16,-0.0008884997805580497
17,-0.0008884997805580497
18,-0.0008884997805580497
19,-0.0008884997805580497
20,-0.0008885512943379581
21,-0.0008884997805580497
22,-0.0008884997805580497
23,-0.0008884997805580497
24,-0.0008884997805580497
25,-0.0008884997805580497
26,-0.0008885512943379581
27,-0.0008884997805580497
28,-0.0007246009772643447
29,-0.0029485260602086782
30,-0.006450974382460117
31,-0.011064775288105011
32,-0.017620272934436798
33,-0.026365060359239578
34,-0.036983780562877655
35,-0.049900978803634644
36,-0.059706442058086395
37,-0.0603022575378418
38,-0.06128302216529846
39,-0.060877904295921326
40,-0.05880299210548401
41,-0.0571758896112442
42,-0.05650687217712402
43,-0.05491385608911514
44,-0.05267874896526337
45,-0.05132604390382767
46,-0.050625890493392944
47,-0.04999436065554619
48,-0.04947758466005325
49,-0.0483645536005497
50,-0.048227712512016296
51,-0.04900076240301132
52,-0.0630778968334198
53,-0.08695490658283234
54,-0.10698175430297852
55,-0.1189110279083252
56,-0.12405765056610107
57,-0.12491381168365479
58,-0.12493109703063965
59,-0.12493109703063965
60,-0.12493109703063965
61,-0.12493109703063965
62,-0.12493109703063965
63,-0.12493109703063965
64,-0.12434005737304688
65,-0.11783820390701294
66,-0.10706526041030884
67,-0.09457053244113922
68,-0.08671735227108002
69,-0.08602133393287659
70,-0.08602133393287659
71,-0.08602087199687958
72,-0.08602133393287659
73,-0.08602087199687958
74,-0.08602087199687958
75,-0.08602133393287659
76,-0.08602087199687958
77,-0.08602133393287659
78,-0.08602087199687958
79,-0.08602133393287659
80,-0.08602087199687958
81,-0.08602087199687958
82,-0.08602133393287659
83,-0.08602087199687958
84,-0.08602133393287659
85,-0.08602087199687958
86,-0.08602133393287659
87,-0.08602133393287659
88,-0.08602087199687958
89,-0.08602133393287659
90,-0.08602087199687958
91,-0.08602087199687958
92,-0.08602133393287659
93,-0.08602087199687958
94,-0.08602133393287659
95,-0.08602087199687958
96,-0.08602087199687958
97,-0.08602133393287659
98,-0.08602087199687958
99,-0.08602087199687958
100,-0.08602087199687958
101,-0.08602133393287659
102,-0.08602087199687958
103,-0.08602087199687958
104,-0.08602133393287659
105,-0.08602087199687958
106,-0.08602087199687958
107,-0.08602133393287659
108,-0.08602087199687958
109,-0.08602133393287659
110,-0.08602133393287659
111,-0.08602087199687958
112,-0.08602133393287659
113,-0.08602087199687958
114,-0.08602087199687958
115,-0.08602133393287659
116,-0.08602087199687958
117,-0.08602133393287659
118,-0.08602133393287659
119,-0.08602087199687958
120,-0.08602133393287659
121,-0.08602087199687958
122,-0.08602087199687958
123,-0.08602133393287659
124,-0.08602087199687958
125,-0.08602133393287659
126,-0.08602133393287659
127,-0.08602087199687958
128,-0.08602087199687958
129,-0.08602133393287659
130,-0.08602087199687958
131,-0.08602133393287659
132,-0.08602087199687958
133,-0.08602087199687958
134,-0.08602133393287659
135,-0.08602087199687958
136,-0.08602087199687958
137,-0.08602133393287659
138,-0.08602087199687958
139,-0.08602133393287659
140,-0.08602133393287659
141,-0.08602087199687958
142,-0.08602133393287659
143,-0.08602087199687958
144,-0.08602087199687958
145,-0.08602133393287659
146,-0.08602087199687958
147,-0.08602087199687958
148,-0.08602133393287659
149,-0.08602087199687958
150,-0.08602133393287659
151,-0.08602133393287659
152,-0.08602087199687958
153,-0.08602133393287659
154,-0.08602087199687958
155,-0.08602087199687958
156,-0.08602133393287659
157,-0.08602087199687958
158,-0.08602133393287659
159,-0.08602133393287659
160,-0.08602087199687958
161,-0.08602133393287659
162,-0.08602087199687958
163,-0.08602087199687958
164,-0.08602133393287659
165,-0.08602087199687958
166,-0.08602087199687958
167,-0.08602133393287659
168,-0.08602087199687958
169,-0.08602133393287659
170,-0.08602133393287659
171,-0.08602087199687958
172,-0.08602133393287659
173,-0.08602087199687958
174,-0.08602087199687958
175,-0.08602133393287659
176,-0.08602087199687958
177,-0.08602133393287659
178,-0.08602133393287659
179,-0.08602087199687958
180,-0.08602133393287659
181,-0.08602087199687958
182,-0.08602087199687958
183,-0.08602133393287659
184,-0.08602087199687958
185,-0.08602133393287659
186,-0.08602133393287659
187,-0.08602087199687958
188,-0.08602133393287659
189,-0.08602087199687958
190,-0.08602087199687958
191,-0.08602133393287659
192,-0.08602087199687958
193,-0.08602133393287659
194,-0.08602133393287659
195,-0.08602087199687958
196,-0.08602133393287659
197,-0.08602133393287659
198,-0.08602087199687958
