step,current_pushpoint_by_right_0,current_pushpoint_by_right_1,current_pushpoint_by_right_2
0,-0.14031967520713806,0.05797872692346573,0.05699986219406128
1,-0.4180622398853302,-0.08949954062700272,0.057000115513801575
2,-0.4180622100830078,-0.08949954807758331,0.05700010061264038
3,-0.4180622100830078,-0.08949954807758331,0.057000115513801575
4,-0.4180622100830078,-0.08949952572584152,0.05700008571147919
5,-0.4180622100830078,-0.08949952572584152,0.05700012668967247
6,-0.4180622100830078,-0.0894995629787445,0.057000093162059784
7,-0.4180622100830078,-0.0894995629787445,0.05700010806322098
8,-0.4180622100830078,-0.08949954807758331,0.05700010061264038
9,-0.4180622100830078,-0.08949954807758331,0.057000093162059784
10,-0.4180622100830078,-0.08949954807758331,0.057000115513801575
11,-0.4180622100830078,-0.08949954807758331,0.05700010806322098
12,-0.4180622100830078,-0.08949954807758331,0.05700012668967247
13,-0.4180622398853302,-0.08949954062700272,0.057000093162059784
14,-0.4180622100830078,-0.0894995629787445,0.05700010806322098
15,-0.4180622100830078,-0.0894995629787445,0.05700010061264038
16,-0.4180622100830078,-0.0894995629787445,0.057000089436769485
17,-0.4180622100830078,-0.0894995629787445,0.05700010806322098
18,-0.4180622100830078,-0.0894995629787445,0.05700010433793068
19,-0.4180622100830078,-0.08949954807758331,0.05700015276670456
20,-0.4180622100830078,-0.08949954807758331,0.05700008571147919
21,-0.41876107454299927,-0.08965110033750534,0.056971848011016846
22,-0.41572490334510803,-0.09088785201311111,0.056999463587999344
23,-0.41361093521118164,-0.09202296286821365,0.05699862539768219
24,-0.4124956727027893,-0.09434008598327637,0.05699668079614639
25,-0.411868155002594,-0.09719932079315186,0.056997157633304596
26,-0.41055870056152344,-0.09801512956619263,0.05700206756591797
27,-0.4105525612831116,-0.09802121669054031,0.05699622631072998
28,-0.4105713367462158,-0.09801428020000458,0.056985046714544296
29,-0.41108429431915283,-0.09796729683876038,0.05697893351316452
30,-0.4116246700286865,-0.09784719347953796,0.05698550492525101
31,-0.41193801164627075,-0.0976906567811966,0.056995224207639694
32,-0.41200441122055054,-0.09750086069107056,0.05700165405869484
33,-0.4119916558265686,-0.09735250473022461,0.057003527879714966
34,-0.4119497537612915,-0.09705672413110733,0.057002779096364975
35,-0.41187119483947754,-0.09650154411792755,0.05700330063700676
36,-0.41171038150787354,-0.09495256841182709,0.05700204521417618
37,-0.4116266965866089,-0.09450103342533112,0.057000208646059036
38,-0.4116266965866089,-0.09450101852416992,0.05700024217367172
39,-0.4119962453842163,-0.09429219365119934,0.05700132995843887
40,-0.41247910261154175,-0.09244897216558456,0.05700090527534485
41,-0.4108272194862366,-0.08874621987342834,0.057002607733011246
42,-0.40848249197006226,-0.08455267548561096,0.05700020119547844
43,-0.4042465090751648,-0.07977500557899475,0.057001274079084396
44,-0.3929612636566162,-0.06995459645986557,0.05700511485338211
45,-0.37838292121887207,-0.05917104333639145,0.057006653398275375
46,-0.36110490560531616,-0.04762865602970123,0.05700652301311493
47,-0.344052255153656,-0.03486992418766022,0.05700678005814552
48,-0.33048611879348755,-0.0259258896112442,0.05699997767806053
49,-0.32151496410369873,-0.0224684476852417,0.05699998885393143
50,-0.3180540204048157,-0.022304996848106384,0.05699983984231949
51,-0.3180537521839142,-0.02230551838874817,0.056999899446964264
52,-0.3180537521839142,-0.022305533289909363,0.056999847292900085
53,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
54,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
55,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
56,-0.3180537819862366,-0.022305533289909363,0.05699984356760979
57,-0.31805384159088135,-0.02230551838874817,0.05699995160102844
58,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
59,-0.31805384159088135,-0.022305548191070557,0.056999947875738144
60,-0.3180537819862366,-0.022305496037006378,0.05699985474348068
61,-0.31805384159088135,-0.022305548191070557,0.05699995160102844
62,-0.3180537521839142,-0.022305496037006378,0.05699983984231949
63,-0.31805384159088135,-0.022305548191070557,0.05699995160102844
64,-0.3180537521839142,-0.022305533289909363,0.05699984356760979
65,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
66,-0.3180537819862366,-0.022305533289909363,0.056999847292900085
67,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
68,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
69,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
70,-0.3180537819862366,-0.022305533289909363,0.056999847292900085
71,-0.31805384159088135,-0.022305548191070557,0.056999947875738144
72,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
73,-0.31805384159088135,-0.022305548191070557,0.056999947875738144
74,-0.3180537521839142,-0.022305496037006378,0.05699983611702919
75,-0.31805384159088135,-0.022305548191070557,0.05699995532631874
76,-0.3180537521839142,-0.022305533289909363,0.05699984356760979
77,-0.31805381178855896,-0.02230551838874817,0.056999944150447845
78,-0.3180537819862366,-0.022305533289909363,0.056999847292900085
79,-0.31805381178855896,-0.02230551838874817,0.05699994042515755
80,-0.3180537521839142,-0.022305533289909363,0.056999851018190384
81,-0.31805384159088135,-0.02230551838874817,0.05699994042515755
82,-0.3180537819862366,-0.022305533289909363,0.05699984356760979
83,-0.31805384159088135,-0.022305548191070557,0.056999944150447845
84,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
85,-0.31805384159088135,-0.022305548191070557,0.05699995160102844
86,-0.3180537521839142,-0.022305496037006378,0.05699983611702919
87,-0.31805384159088135,-0.022305548191070557,0.05699995160102844
88,-0.3180537521839142,-0.022305533289909363,0.05699983984231949
89,-0.31805381178855896,-0.02230551838874817,0.05699994042515755
90,-0.3180537819862366,-0.022305533289909363,0.05699984356760979
91,-0.31805381178855896,-0.02230551838874817,0.05699994042515755
92,-0.3180537521839142,-0.022305533289909363,0.056999851018190384
93,-0.31805384159088135,-0.02230551838874817,0.05699994042515755
94,-0.3180537819862366,-0.022305533289909363,0.05699984356760979
95,-0.31805384159088135,-0.02230551838874817,0.056999944150447845
96,-0.3180537819862366,-0.022305496037006378,0.056999851018190384
97,-0.31805384159088135,-0.02230551838874817,0.05699995160102844
98,-0.3180537521839142,-0.022305496037006378,0.05699983611702919
99,-0.31805384159088135,-0.022305548191070557,0.05699995160102844
