step,current_pushpoint_by_right_0,current_pushpoint_by_right_1,current_pushpoint_by_right_2
0,-0.11759316921234131,0.04093175381422043,0.05699971318244934
1,-0.41173845529556274,-0.07028675824403763,0.057000305503606796
2,-0.41173848509788513,-0.07028670608997345,0.0570002906024456
3,-0.4117385149002075,-0.07028665393590927,0.05700036510825157
4,-0.4117380380630493,-0.07028661668300629,0.057000283151865005
5,-0.4117380678653717,-0.07028660178184509,0.0570002980530262
6,-0.41173848509788513,-0.07028669118881226,0.057000283151865005
7,-0.4117385149002075,-0.07028671354055405,0.057000353932380676
8,-0.4117385149002075,-0.07028664648532867,0.05700036883354187
9,-0.41173845529556274,-0.07028672844171524,0.05700031667947769
10,-0.41173848509788513,-0.07028669863939285,0.0570003017783165
11,-0.41173845529556274,-0.07028674334287643,0.05700027570128441
12,-0.4117385149002075,-0.07028671354055405,0.05700037628412247
13,-0.4117385149002075,-0.07028666883707047,0.05700036138296127
14,-0.41173848509788513,-0.07028669863939285,0.057000283151865005
15,-0.41173845529556274,-0.07028674334287643,0.05700031295418739
16,-0.41173845529556274,-0.07028671354055405,0.0570002980530262
17,-0.4117385149002075,-0.07028665393590927,0.05700036883354187
18,-0.41173845529556274,-0.07028672099113464,0.05700031667947769
19,-0.41173848509788513,-0.07028669118881226,0.0570003017783165
20,-0.41173845529556274,-0.07028675079345703,0.05700027197599411
21,-0.4117385149002075,-0.07028672099113464,0.05700035020709038
22,-0.4117385149002075,-0.07028666883707047,0.05700036138296127
23,-0.41173845529556274,-0.07028672099113464,0.057000283151865005
24,-0.41173848509788513,-0.07028673589229584,0.0570002943277359
25,-0.4117385149002075,-0.07028666138648987,0.05700037255883217
26,-0.41173845529556274,-0.07028671354055405,0.057000286877155304
27,-0.41173848509788513,-0.07028672844171524,0.05700027197599411
28,-0.4117380380630493,-0.07028660923242569,0.057000305503606796
29,-0.41173845529556274,-0.07028674334287643,0.0570002906024456
30,-0.41173848509788513,-0.07028672844171524,0.05700027942657471
31,-0.4117385149002075,-0.07028671354055405,0.05700037628412247
32,-0.4117385149002075,-0.07028664648532867,0.05700036510825157
33,-0.41173845529556274,-0.07028670608997345,0.057000283151865005
34,-0.4117385149002075,-0.07028672099113464,0.057000353932380676
35,-0.41173845529556274,-0.07028674334287643,0.0570003017783165
36,-0.4117385149002075,-0.07028667628765106,0.057000309228897095
37,-0.4117380678653717,-0.0702865943312645,0.0570002906024456
38,-0.41173848509788513,-0.07028671354055405,0.057000305503606796
39,-0.41173845529556274,-0.07028673589229584,0.05700027942657471
40,-0.41173848509788513,-0.07028671354055405,0.0570002943277359
41,-0.41173848509788513,-0.07028672844171524,0.05700031295418739
42,-0.41173848509788513,-0.07028671354055405,0.057000283151865005
43,-0.4117385149002075,-0.07028671354055405,0.057000353932380676
44,-0.4117385149002075,-0.07028664648532867,0.05700036883354187
45,-0.41173845529556274,-0.07028672844171524,0.057000286877155304
46,-0.41173848509788513,-0.07028672844171524,0.05700027197599411
47,-0.41173848509788513,-0.07028672844171524,0.057000309228897095
48,-0.41173848509788513,-0.07028669863939285,0.0570002906024456
49,-0.41173848509788513,-0.07028673589229584,0.05700027942657471
50,-0.41173848509788513,-0.07028669118881226,0.0570002943277359
51,-0.4117385149002075,-0.07028667628765106,0.057000305503606796
52,-0.41173845529556274,-0.07028672099113464,0.057000286877155304
53,-0.41173848509788513,-0.07028671354055405,0.0570002980530262
54,-0.41173848509788513,-0.07028672844171524,0.05700027197599411
55,-0.41173848509788513,-0.07028672844171524,0.057000305503606796
56,-0.4117385149002075,-0.07028667628765106,0.05700037628412247
57,-0.4117380678653717,-0.0702865943312645,0.0570002943277359
58,-0.41173845529556274,-0.07028672844171524,0.05700031295418739
59,-0.41173845529556274,-0.07028674334287643,0.0570002943277359
60,-0.41173848509788513,-0.07028669863939285,0.057000283151865005
61,-0.4117385149002075,-0.07028671354055405,0.057000353932380676
62,-0.41173845529556274,-0.07028673589229584,0.05700032785534859
63,-0.41173845529556274,-0.07028675079345703,0.05700031667947769
64,-0.41173848509788513,-0.07028672844171524,0.0570003017783165
65,-0.4117385149002075,-0.07028669118881226,0.05700037628412247
66,-0.41173848509788513,-0.07028670608997345,0.0570002906024456
67,-0.41173848509788513,-0.07028671354055405,0.0570002943277359
68,-0.41173848509788513,-0.07028670608997345,0.0570002943277359
69,-0.41173848509788513,-0.07028671354055405,0.0570002980530262
70,-0.41173848509788513,-0.07028672099113464,0.05700027197599411
71,-0.41173845529556274,-0.07028675079345703,0.057000305503606796
72,-0.41173848509788513,-0.07028670608997345,0.0570002906024456
73,-0.41173848509788513,-0.07028671354055405,0.0570002943277359
74,-0.41173848509788513,-0.07028673589229584,0.05700027942657471
75,-0.41173848509788513,-0.07028669118881226,0.0570002943277359
76,-0.4117385149002075,-0.07028668373823166,0.0570003017783165
77,-0.41173845529556274,-0.07028672844171524,0.057000283151865005
78,-0.4191533029079437,-0.07160024344921112,0.05699974671006203
79,-0.43213510513305664,-0.07294303178787231,0.056999921798706055
80,-0.4488794207572937,-0.07264053821563721,0.05699986591935158
81,-0.46960386633872986,-0.07031591236591339,0.05699989199638367
82,-0.17179417610168457,-0.03952612727880478,0.057000018656253815
83,-0.1804395169019699,-0.04898647218942642,0.05700000002980232
84,-0.18366564810276031,-0.05252872034907341,0.05699985474348068
85,-0.18368446826934814,-0.05255021154880524,0.05699978023767471
86,-0.18368445336818695,-0.05255037918686867,0.056999728083610535
87,-0.18368446826934814,-0.05255017802119255,0.056999754160642624
88,-0.18368446826934814,-0.05255022272467613,0.05699969828128815
89,-0.18368446826934814,-0.05255050212144852,0.05699978023767471
90,-0.18368448317050934,-0.05255024880170822,0.056999750435352325
91,-0.18368446826934814,-0.05255035683512688,0.056999653577804565
92,-0.18368446826934814,-0.052550215274095535,0.056999776512384415
93,-0.18368446826934814,-0.052550360560417175,0.05699976533651352
94,-0.18368446826934814,-0.05255024880170822,0.056999750435352325
95,-0.18368448317050934,-0.05255015939474106,0.05699976161122322
96,-0.18368448317050934,-0.052550267428159714,0.05699978023767471
97,-0.18368448317050934,-0.05255023390054703,0.056999702006578445
98,-0.18368448317050934,-0.052550263702869415,0.05699976161122322
99,-0.18368448317050934,-0.052550237625837326,0.05699969828128815
100,-0.18368448317050934,-0.052550267428159714,0.056999772787094116
101,-0.18368448317050934,-0.05255023017525673,0.05699971318244934
102,-0.18368448317050934,-0.052550263702869415,0.05699975788593292
103,-0.18368448317050934,-0.05255022644996643,0.05699969455599785
104,-0.18368446826934814,-0.05255035683512688,0.05699970945715904
105,-0.18368446826934814,-0.05255018174648285,0.056999754160642624
106,-0.18368446826934814,-0.05255020409822464,0.056999776512384415
107,-0.18368445336818695,-0.052550412714481354,0.05699975788593292
108,-0.18368446826934814,-0.052550218999385834,0.05699974671006203
109,-0.18368448317050934,-0.052550144493579865,0.05699976161122322
110,-0.18368446826934814,-0.05255027487874031,0.05699978396296501
111,-0.18368448317050934,-0.05255035683512688,0.056999772787094116
112,-0.18368448317050934,-0.052550338208675385,0.05699975788593292
113,-0.18368446826934814,-0.05255017429590225,0.05699976533651352
114,-0.18368446826934814,-0.052550364285707474,0.056999776512384415
115,-0.18368446826934814,-0.052550509572029114,0.05699974671006203
116,-0.18368446826934814,-0.05255020409822464,0.05699975788593292
117,-0.18368448317050934,-0.05255031958222389,0.056999772787094116
118,-0.18368446826934814,-0.052550315856933594,0.05699975788593292
119,-0.18368445336818695,-0.05255039036273956,0.0569998100399971
120,-0.18368448317050934,-0.052550189197063446,0.056999675929546356
121,-0.18368446826934814,-0.05255028232932091,0.05699979141354561
122,-0.18368448317050934,-0.05255014821887016,0.05699978023767471
123,-0.18368446826934814,-0.052550308406353,0.05699976161122322
124,-0.18368446826934814,-0.052550338208675385,0.056999750435352325
125,-0.18368446826934814,-0.05255022644996643,0.05699967220425606
126,-0.18368446826934814,-0.052550189197063446,0.056999772787094116
127,-0.18368446826934814,-0.05255036801099777,0.056999754160642624
128,-0.18368446826934814,-0.052550312131643295,0.05699976906180382
129,-0.18368446826934814,-0.05255039408802986,0.056999821215867996
130,-0.18368446826934814,-0.05255031958222389,0.056999754160642624
131,-0.18368446826934814,-0.05255039036273956,0.0569998137652874
132,-0.18368446826934814,-0.052550308406353,0.05699976161122322
133,-0.18368446826934814,-0.05255027860403061,0.05699976906180382
134,-0.18368448317050934,-0.05255034565925598,0.05699975788593292
135,-0.18368446826934814,-0.052550263702869415,0.05699973925948143
136,-0.18368446826934814,-0.052550505846738815,0.05699975788593292
137,-0.18368446826934814,-0.052550192922353745,0.056999702006578445
138,-0.18368446826934814,-0.052550189197063446,0.056999772787094116
139,-0.18368448317050934,-0.05255025997757912,0.05699975788593292
140,-0.18368446826934814,-0.052550237625837326,0.056999702006578445
