step,initial_forward_side_center_0,initial_forward_side_center_1,initial_forward_side_center_2
0,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
1,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
2,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
3,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
4,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
5,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
6,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
7,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
8,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
9,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
10,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
11,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
12,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
13,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
14,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
15,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
16,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
17,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
18,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
19,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
20,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
21,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
22,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
23,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
24,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
25,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
26,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
27,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
28,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
29,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
30,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
31,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
32,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
33,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
34,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
35,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
36,-0.37575268745422363,-0.08088535070419312,0.05700000002980232
