step,reward_pushpoint_0
0,0.022726058959960938
1,0.022899508476257324
2,0.022908896207809448
3,0.02175024151802063
4,0.018914908170700073
5,0.015658080577850342
6,0.012592434883117676
7,0.010279059410095215
8,0.008107811212539673
9,0.006367087364196777
10,0.005051791667938232
11,0.004164367914199829
12,0.004148989915847778
13,0.004012465476989746
14,0.0037225186824798584
15,0.003281503915786743
16,0.0033326148986816406
17,0.0034431517124176025
18,0.0035823285579681396
19,0.003730952739715576
20,0.0038863718509674072
21,0.004153847694396973
22,0.004522830247879028
23,0.004860043525695801
24,0.005233794450759888
25,0.005743592977523804
26,0.006033450365066528
27,0.006233274936676025
28,0.006366610527038574
29,0.00702252984046936
30,0.007513880729675293
31,0.008456170558929443
32,0.009693145751953125
33,0.010951697826385498
34,0.011412948369979858
35,0.011006355285644531
36,0.009863197803497314
37,0.008679687976837158
38,0.00781509280204773
39,0.00770983099937439
40,0.008274734020233154
41,0.008883088827133179
42,0.009370535612106323
43,0.009734511375427246
44,0.009915173053741455
45,0.00990721583366394
46,0.009686917066574097
47,0.0094679594039917
48,0.00928768515586853
49,0.00927269458770752
50,0.009846746921539307
51,0.010575592517852783
52,0.012332320213317871
53,0.014408737421035767
54,0.014923721551895142
55,0.01351127028465271
56,0.011505842208862305
57,0.009737521409988403
58,0.00841936469078064
59,0.007442355155944824
60,0.006611943244934082
61,0.005537062883377075
62,0.004516094923019409
63,0.00365564227104187
64,0.0029469430446624756
65,0.0023500025272369385
66,0.0018674731254577637
67,0.0015156269073486328
68,0.0012435317039489746
69,0.0010083019733428955
70,0.0008070170879364014
71,0.0006379783153533936
72,0.0005050897598266602
73,0.000402599573135376
74,0.0003217756748199463
75,0.00026988983154296875
76,0.00024771690368652344
77,0.00024577975273132324
78,0.0002478957176208496
79,0.0002490580081939697
80,0.0002499222755432129
81,0.00025197863578796387
82,0.000258713960647583
83,0.0002656280994415283
84,0.0002702772617340088
85,0.00027430057525634766
86,0.0002752542495727539
87,0.00027489662170410156
88,0.0002715587615966797
89,0.0002613961696624756
90,0.00023853778839111328
91,0.00022271275520324707
92,0.00022083520889282227
93,0.00022727251052856445
94,0.00023221969604492188
95,0.0002346634864807129
96,0.0002384483814239502
97,0.00024837255477905273
98,0.0002651214599609375
99,0.00029036402702331543
100,0.0003218352794647217
101,0.0003561973571777344
102,0.000391542911529541
103,0.0004201829433441162
104,0.00043013691902160645
105,0.0004316270351409912
106,0.0004215240478515625
107,0.0003877878189086914
108,0.00034299492835998535
109,0.0002955198287963867
110,0.00024962425231933594
111,0.00020873546600341797
112,0.00017336010932922363
113,0.00014546513557434082
114,0.00012379884719848633
115,0.00010704994201660156
116,9.301304817199707e-05
117,8.13901424407959e-05
118,7.18235969543457e-05
119,6.416440010070801e-05
120,5.78463077545166e-05
121,5.27799129486084e-05
122,4.8160552978515625e-05
123,4.416704177856445e-05
124,4.112720489501953e-05
125,3.886222839355469e-05
126,3.725290298461914e-05
127,3.591179847717285e-05
128,3.466010093688965e-05
129,3.3527612686157227e-05
130,3.2573938369750977e-05
131,3.1828880310058594e-05
132,3.141164779663086e-05
133,3.129243850708008e-05
134,3.1501054763793945e-05
135,3.1948089599609375e-05
136,3.263354301452637e-05
137,3.349781036376953e-05
138,3.439188003540039e-05
139,3.489851951599121e-05
140,3.466010093688965e-05
141,3.3736228942871094e-05
142,3.2782554626464844e-05
143,3.185868263244629e-05
144,3.129243850708008e-05
145,3.108382225036621e-05
146,3.1501054763793945e-05
147,3.2335519790649414e-05
148,3.337860107421875e-05
149,3.4302473068237305e-05
150,3.5315752029418945e-05
151,3.6388635635375977e-05
152,3.7610530853271484e-05
153,3.9190053939819336e-05
154,4.017353057861328e-05
155,3.966689109802246e-05
156,3.737211227416992e-05
157,3.400444984436035e-05
158,3.0219554901123047e-05
159,2.6673078536987305e-05
160,2.372264862060547e-05
161,2.1249055862426758e-05
162,1.8984079360961914e-05
163,1.6897916793823242e-05
164,1.5169382095336914e-05
165,1.385807991027832e-05
166,1.3142824172973633e-05
167,1.3202428817749023e-05
168,1.385807991027832e-05
169,1.5109777450561523e-05
170,1.6450881958007812e-05
171,1.7881393432617188e-05
172,1.9490718841552734e-05
173,2.1398067474365234e-05
174,2.3365020751953125e-05
175,2.512335777282715e-05
176,2.658367156982422e-05
177,2.7894973754882812e-05
178,2.9206275939941406e-05
179,3.0428171157836914e-05
180,3.039836883544922e-05
181,2.866983413696289e-05
182,2.6613473892211914e-05
183,2.491474151611328e-05
184,2.333521842956543e-05
185,2.2023916244506836e-05
186,2.0563602447509766e-05
187,1.940131187438965e-05
188,1.8149614334106445e-05
189,1.6957521438598633e-05
190,1.576542854309082e-05
191,1.4781951904296875e-05
192,1.4126300811767578e-05
193,1.3440847396850586e-05
194,1.2546777725219727e-05
195,1.1652708053588867e-05
196,1.0877847671508789e-05
197,1.0222196578979492e-05
198,9.775161743164062e-06
