step,rewards_0
0,-2.2357337474823
1,-0.10065821558237076
2,-0.09012161940336227
3,-0.08024175465106964
4,-0.07126680761575699
5,-0.06441904604434967
6,-0.05800793319940567
7,-0.050416313111782074
8,-0.04252143204212189
9,-0.03463131934404373
10,-0.5304790139198303
11,-0.5289968848228455
12,-0.5278332233428955
13,-0.5290027856826782
14,-0.5309888124465942
15,-0.5332366824150085
16,-0.5391292572021484
17,-0.5456741452217102
18,-0.5492179989814758
19,-0.550701379776001
20,-0.5506102442741394
21,-0.5463441610336304
22,-0.5412765741348267
23,-0.5324902534484863
24,-0.5196418166160583
25,-0.5070520639419556
26,-0.4977647066116333
27,0.0068300566636025906
28,-0.49401941895484924
29,-0.4933766722679138
30,-0.4929608106613159
31,-1.4965107440948486
32,-1.5009247064590454
33,-1.5118383169174194
34,-1.521234393119812
35,-1.5304946899414062
36,-1.038978934288025
37,-0.047086454927921295
38,-0.05010174214839935
39,-0.048166073858737946
40,-0.03995906561613083
41,-0.02762402780354023
42,-0.02259162999689579
43,-0.01836594194173813
44,-0.014239687472581863
45,-0.010466227307915688
46,-0.007218444254249334
47,-0.004942567553371191
48,-0.0025466023944318295
49,0.0005871105240657926
50,0.005246466491371393
51,0.006369716487824917
52,0.0050428928807377815
53,0.002370127011090517
54,-0.0007858506869524717
55,-0.007671871688216925
56,-0.014870631508529186
57,-0.022321144118905067
58,-0.03085484355688095
59,-0.04173184931278229
60,-0.055170394480228424
61,-0.07291849702596664
62,-0.09267988801002502
63,-0.614978551864624
64,-0.6374475955963135
65,-0.658275306224823
66,-0.6749265789985657
67,-0.6889736652374268
68,-0.20044459402561188
69,-0.2098030000925064
70,-0.2167137861251831
71,-0.22182543575763702
72,-0.2255646139383316
73,-0.22858497500419617
74,-0.23097626864910126
75,-0.23272259533405304
76,-0.2339617908000946
77,-0.23489253222942352
78,-0.23560763895511627
79,-0.23613126575946808
80,-0.23648333549499512
81,-0.23680774867534637
82,-0.2370673269033432
83,-0.23729850351810455
84,-0.2374655306339264
85,-0.237596794962883
86,-0.23736949265003204
87,-0.23690596222877502
88,-0.23631568253040314
89,-0.23553510010242462
90,-0.2345842719078064
91,-0.23354879021644592
92,-0.23241722583770752
93,-0.2312060296535492
94,-0.22990894317626953
95,-0.22597965598106384
96,-0.22019794583320618
97,-0.21389731764793396
98,-0.2065984606742859
99,-0.1979466825723648
100,-0.18773086369037628
101,-0.17663002014160156
102,-0.16663725674152374
103,-0.1586703509092331
104,-1.9392826557159424
105,-1.0160738229751587
106,-0.2826697826385498
107,-0.11810509115457535
108,-0.10043453425168991
109,-0.08438953012228012
110,-0.07132390886545181
111,-0.06122303009033203
112,-0.05339988321065903
113,-0.049062442034482956
114,-0.04782967269420624
115,-0.049521349370479584
116,-0.05174002796411514
117,-0.05480797588825226
118,-0.05851537734270096
119,-0.06359769403934479
120,-0.06965427845716476
121,-0.07552261650562286
122,-0.08101090043783188
123,-0.08701099455356598
124,-0.09340471029281616
125,-0.09858183562755585
126,-0.10168635100126266
127,-0.10291154682636261
128,-0.10027697682380676
129,-0.09686653316020966
130,-0.09178270399570465
131,-0.08556081354618073
132,-0.07746384292840958
133,-0.06826554983854294
134,-0.05718778818845749
135,-0.042786113917827606
136,-0.029070984572172165
137,-0.01772477477788925
138,-0.008114777505397797
139,-0.0003253445029258728
140,0.004772491753101349
141,0.004495806992053986
142,-3.7692487239837646e-05
143,-0.00629868358373642
144,-0.012919019907712936
145,-0.02014859765768051
146,-0.02742966264486313
147,-0.03399112820625305
148,-0.039597492665052414
149,-0.04475124925374985
150,-0.05137058347463608
151,-0.059630703181028366
152,-0.06801029294729233
153,-0.07601093500852585
154,-0.08331619948148727
155,-0.08977367728948593
156,-0.09457135945558548
157,-0.09769755601882935
158,-0.10080312937498093
159,-0.10515489429235458
160,-0.11061366647481918
161,-0.11656748503446579
162,-0.12381340563297272
163,-0.10229571908712387
164,-0.08151324838399887
165,-0.04812899976968765
166,0.0163581483066082
167,0.06970161944627762
168,0.06397518515586853
169,0.0554523840546608
170,0.04686686396598816
171,0.03873543068766594
172,0.030132144689559937
173,0.022281445562839508
174,0.015450015664100647
175,0.009563572704792023
176,0.004525556694716215
177,0.00035069137811660767
178,-0.0031998311169445515
179,0.16113165020942688
180,0.24164904654026031
181,0.2398325353860855
182,0.23840397596359253
183,0.2372724711894989
184,0.23642376065254211
185,0.23574039340019226
186,0.23521225154399872
187,0.23481111228466034
188,0.2344917207956314
189,0.23426267504692078
190,0.2340707927942276
191,0.23392292857170105
192,0.23379667103290558
193,0.23369580507278442
194,0.23359157145023346
195,0.23351213335990906
196,0.2334362119436264
197,0.2333529144525528
198,0.23330938816070557
199,-0.01669149100780487
