step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,-0.9904472231864929,0.9990543127059937,-0.9959031343460083,-0.030488353222608566,-0.9791226387023926,0.41000574827194214,-0.30813008546829224,-0.5359660387039185,0.018878422677516937,0.9897737503051758,0.3511105179786682,-0.6731112003326416,0.9550157189369202,-0.4630148112773895,0.5752442479133606,0.2331545352935791
1,-0.9501596689224243,0.9950939416885376,-0.9926344752311707,0.24867680668830872,-0.9760276079177856,-0.38232940435409546,-0.19669030606746674,0.026469778269529343,-0.09891921281814575,0.9256030917167664,0.5491596460342407,-0.04183514416217804,0.7771150469779968,0.15159261226654053,-0.09402967244386673,0.518849790096283
2,-0.9381590485572815,0.9945176839828491,-0.9922003746032715,0.3065674304962158,-0.9636186957359314,-0.6020769476890564,-0.0576811358332634,0.13460730016231537,-0.10802080482244492,0.8924897909164429,0.6016506552696228,-0.0967155322432518,0.6799520254135132,0.34956857562065125,-0.26740509271621704,0.5026520490646362
3,-0.940610945224762,0.9940889477729797,-0.9939484000205994,0.38460198044776917,-0.9525433778762817,-0.6788461208343506,0.039710238575935364,0.13300257921218872,-0.08248209953308105,0.8652868866920471,0.6653860807418823,-0.021016251295804977,0.6534993648529053,0.43404772877693176,-0.4212706983089447,0.5011461973190308
4,-0.9498241543769836,0.9938056468963623,-0.9955005645751953,0.47249507904052734,-0.9433815479278564,-0.7144927978515625,0.13803979754447937,0.11423386633396149,-0.05561294034123421,0.849786639213562,0.709290087223053,0.06610258668661118,0.6727868318557739,0.46229833364486694,-0.5586158037185669,0.5017629861831665
5,-0.954460859298706,0.993112325668335,-0.9960700273513794,0.5287056565284729,-0.9358797073364258,-0.7361794710159302,0.21218113601207733,0.1231064423918724,-0.05274641141295433,0.8236943483352661,0.7258821725845337,0.1539437472820282,0.6874758005142212,0.4787919223308563,-0.6550410985946655,0.5291552543640137
6,-0.9581621289253235,0.993017315864563,-0.9966833591461182,0.578392505645752,-0.9278846979141235,-0.7263205051422119,0.29300397634506226,0.1541421115398407,-0.12190024554729462,0.800706148147583,0.720838725566864,0.19942499697208405,0.7009092569351196,0.4898967146873474,-0.7225327491760254,0.5481351613998413
7,-0.9622799158096313,0.9938918352127075,-0.9972686171531677,0.5969865322113037,-0.9251201748847961,-0.6603912711143494,0.35184523463249207,0.20896205306053162,-0.2936684191226959,0.7698794007301331,0.6563510894775391,0.25970157980918884,0.7195154428482056,0.4271238446235657,-0.7427875995635986,0.5518625974655151
8,-0.9683606028556824,0.9937326312065125,-0.9978071451187134,0.598289966583252,-0.91844242811203,-0.5133551955223083,0.36438772082328796,0.16414743661880493,-0.3793441653251648,0.7577551603317261,0.5999841690063477,0.33356937766075134,0.75407874584198,0.33196142315864563,-0.7355525493621826,0.5394467115402222
9,-0.973974883556366,0.9916648864746094,-0.9982167482376099,0.5288004279136658,-0.878430962562561,-0.11806388944387436,0.2841053009033203,0.016845863312482834,-0.5560712814331055,0.7449367642402649,0.4271891415119171,0.44375261664390564,0.7743030190467834,0.19293981790542603,-0.6804169416427612,0.5074610114097595
10,-0.9793016910552979,0.9876400828361511,-0.9980101585388184,0.4308604598045349,-0.7914979457855225,0.3573571443557739,0.09701480716466904,-0.05866406485438347,-0.8216511011123657,0.8032523393630981,-0.020936110988259315,0.539326548576355,0.8205941915512085,-0.01195928081870079,-0.6674691438674927,0.532401442527771
11,-0.9763365983963013,0.979597270488739,-0.9977304935455322,0.28535574674606323,-0.6419787406921387,0.485128790140152,-0.12149056047201157,-0.1862509548664093,-0.8610059022903442,0.7825973629951477,-0.12207598984241486,0.6390775442123413,0.7832725048065186,-0.04479561373591423,-0.5960100889205933,0.5093596577644348
12,-0.9753769636154175,0.9746704697608948,-0.9977765083312988,0.2197013944387436,-0.5306116938591003,0.5899717807769775,-0.2936999499797821,-0.34770718216896057,-0.8941591382026672,0.7289522886276245,-0.3151777386665344,0.7278343439102173,0.621236264705658,-0.07966119796037674,-0.5427414178848267,0.42906278371810913
13,-0.982629120349884,0.970015287399292,-0.9970932602882385,0.1292312890291214,-0.4218023121356964,0.643756628036499,-0.3060324192047119,-0.46821045875549316,-0.9069257378578186,0.7298938035964966,-0.49275583028793335,0.8474135398864746,0.4714065492153168,-0.2802567481994629,-0.4372943639755249,0.3974120616912842
14,-0.9898543953895569,0.9769906997680664,-0.9962542057037354,0.1809367537498474,-0.28896236419677734,0.6935628652572632,-0.23011788725852966,-0.6152178049087524,-0.9406589865684509,0.77665114402771,-0.6986728310585022,0.9165542125701904,0.2276606559753418,-0.4690002202987671,-0.45825400948524475,0.34513550996780396
15,-0.9949637651443481,0.9704394340515137,-0.9935469627380371,0.2539779543876648,0.10293460637331009,0.594668984413147,-0.089387908577919,-0.6650607585906982,-0.9693441987037659,0.8754681348800659,-0.835740327835083,0.9564087986946106,0.2944945693016052,-0.6567525863647461,-0.48710402846336365,0.2589568793773651
16,-0.9945480227470398,0.9694727063179016,-0.9893300533294678,-0.07821741700172424,0.46359413862228394,0.7233449816703796,-0.08800182491540909,-0.7564802169799805,-0.9793115854263306,0.8769782185554504,-0.91217041015625,0.9733713865280151,0.4863216280937195,-0.8373436331748962,-0.7032889127731323,0.23914264142513275
17,-0.9905160665512085,0.9678859114646912,-0.9492843151092529,-0.4728618562221527,0.5611771941184998,0.8507072329521179,-0.1290600746870041,-0.7952233552932739,-0.9921284317970276,0.8310150504112244,-0.9673057198524475,0.9891145825386047,0.5313331484794617,-0.9197918176651001,-0.6942452192306519,0.4781825840473175
