step,penalty_forward_rotation_stage1_0
0,-2.0
1,-0.0
2,-0.0
3,-4.521122536971234e-05
4,-0.0
5,-0.0
6,-2.260561268485617e-05
7,-0.0
8,-2.260561268485617e-05
9,-0.0
10,-0.0
11,-4.521122536971234e-05
12,-0.0
13,-2.260561268485617e-05
14,-0.0
15,-2.260561268485617e-05
16,-0.0
17,-2.260561268485617e-05
18,-0.0
19,-0.0
20,-2.260561268485617e-05
21,-0.0
22,-0.0
23,-2.260561268485617e-05
24,-0.0
25,-0.0
26,-4.521122536971234e-05
27,-0.0
28,-1.4912245273590088
29,-2.0
30,-1.9387704133987427
31,-1.6543917655944824
32,-1.1922426223754883
33,-0.7933439612388611
34,-0.5504692792892456
35,-0.7786955237388611
36,-1.3677978515625
37,-0.0
38,-0.0210910364985466
39,0.0
40,0.0
41,-0.0
42,-0.05393699184060097
43,-0.027827508747577667
44,-0.1332600861787796
45,-0.0290256068110466
46,-0.0151231549680233
47,-0.0
48,-0.0
49,-0.015643084421753883
50,-0.0151231549680233
51,-0.11171694099903107
52,-1.8967918157577515
53,-2.0
54,-2.0
55,-2.0
56,-2.0
57,-0.8010525107383728
58,-0.0545925572514534
59,-0.0
60,-0.0
61,-0.0
62,-0.0
63,-0.0
64,-1.7669677734375
65,-2.0
66,-1.6953192949295044
67,-2.0
68,-0.6827121376991272
69,-0.028166593983769417
70,-0.0
71,-2.260561268485617e-05
72,-0.0
73,-2.260561268485617e-05
74,-2.260561268485617e-05
75,-0.0
76,-3.390841811778955e-05
77,-0.0
78,-2.260561268485617e-05
79,-0.0
80,-1.1302806342428084e-05
81,-3.390841811778955e-05
82,-0.0
83,-1.1302806342428084e-05
84,-0.0
85,-2.260561268485617e-05
86,-0.0
87,-0.0
88,-2.260561268485617e-05
89,-0.0
90,-2.260561268485617e-05
91,-2.260561268485617e-05
92,-0.0
93,-2.260561268485617e-05
94,-0.0
95,-1.1302806342428084e-05
96,-3.390841811778955e-05
97,-0.0
98,-1.1302806342428084e-05
99,-0.0
100,-2.260561268485617e-05
101,-0.0
102,-0.0
103,-3.390841811778955e-05
104,-0.0
105,-2.260561268485617e-05
106,-1.1302806342428084e-05
107,-0.0
108,-2.260561268485617e-05
109,-0.0
110,-0.0
111,-2.260561268485617e-05
112,-0.0
113,-0.0
114,-3.390841811778955e-05
115,-0.0
116,-2.260561268485617e-05
117,-0.0
118,-0.0
119,-2.260561268485617e-05
120,-0.0
121,-0.0
122,-3.390841811778955e-05
123,-0.0
124,-2.260561268485617e-05
125,-0.0
126,-0.0
127,-2.260561268485617e-05
128,-2.260561268485617e-05
129,-0.0
130,-2.260561268485617e-05
131,-0.0
132,-0.0
133,-3.390841811778955e-05
134,-0.0
135,-2.260561268485617e-05
136,-1.1302806342428084e-05
137,-0.0
138,-2.260561268485617e-05
139,-0.0
140,-0.0
141,-2.260561268485617e-05
142,-0.0
143,-1.1302806342428084e-05
144,-1.1302806342428084e-05
145,-0.0
146,-2.260561268485617e-05
147,-2.260561268485617e-05
148,-0.0
149,-2.260561268485617e-05
150,-0.0
151,-0.0
152,-2.260561268485617e-05
153,-0.0
154,-2.260561268485617e-05
155,-0.0
156,-0.0
157,-2.260561268485617e-05
158,-0.0
159,-0.0
160,-2.260561268485617e-05
161,-0.0
162,-1.1302806342428084e-05
163,-1.1302806342428084e-05
164,-0.0
165,-2.260561268485617e-05
166,-2.260561268485617e-05
167,-0.0
168,-2.260561268485617e-05
169,-0.0
170,-0.0
171,-3.390841811778955e-05
172,-0.0
173,-2.260561268485617e-05
174,-1.1302806342428084e-05
175,-0.0
176,-2.260561268485617e-05
177,-0.0
178,-0.0
179,-2.260561268485617e-05
180,-0.0
181,-0.0
182,-3.390841811778955e-05
183,-0.0
184,-2.260561268485617e-05
185,-0.0
186,-0.0
187,-2.260561268485617e-05
188,-0.0
189,-0.0
190,-3.390841811778955e-05
191,-0.0
192,-2.260561268485617e-05
193,-0.0
194,-0.0
195,-2.260561268485617e-05
196,-0.0
197,-0.0
198,-2.260561268485617e-05
