step,box_rotation_step_score_0
0,2.0
1,0.0
2,-1.1302806342428084e-05
3,1.1302806342428084e-05
4,-1.1302806342428084e-05
5,1.1302806342428084e-05
6,-1.1302806342428084e-05
7,0.0
8,1.1302806342428084e-05
9,-1.1302806342428084e-05
10,1.1302806342428084e-05
11,-1.1302806342428084e-05
12,0.0
13,0.0
14,1.1302806342428084e-05
15,-1.1302806342428084e-05
16,0.0
17,1.1302806342428084e-05
18,-1.1302806342428084e-05
19,0.0
20,0.0
21,1.1302806342428084e-05
22,-1.1302806342428084e-05
23,1.1302806342428084e-05
24,-1.1302806342428084e-05
25,1.1302806342428084e-05
26,0.0
27,-1.1302806342428084e-05
28,1.1302806342428084e-05
29,-1.1302806342428084e-05
30,0.0
31,0.0
32,1.1302806342428084e-05
33,-1.1302806342428084e-05
34,1.1302806342428084e-05
35,0.0
36,-1.1302806342428084e-05
37,1.1302806342428084e-05
38,-1.1302806342428084e-05
39,1.1302806342428084e-05
40,-1.1302806342428084e-05
41,0.0
42,1.1302806342428084e-05
43,-1.1302806342428084e-05
44,1.1302806342428084e-05
45,-1.1302806342428084e-05
46,0.0
47,0.0
48,1.1302806342428084e-05
49,-1.1302806342428084e-05
50,1.1302806342428084e-05
51,-1.1302806342428084e-05
52,1.1302806342428084e-05
53,0.0
54,0.0
55,0.0
56,-1.1302806342428084e-05
57,1.1302806342428084e-05
58,-1.1302806342428084e-05
59,1.1302806342428084e-05
60,-1.1302806342428084e-05
61,1.1302806342428084e-05
62,-1.1302806342428084e-05
63,1.1302806342428084e-05
64,0.0
65,-1.1302806342428084e-05
66,1.1302806342428084e-05
67,-1.1302806342428084e-05
68,1.1302806342428084e-05
69,-1.1302806342428084e-05
70,1.1302806342428084e-05
71,0.0
72,-1.1302806342428084e-05
73,1.1302806342428084e-05
74,-1.1302806342428084e-05
75,1.1302806342428084e-05
76,-1.1302806342428084e-05
77,0.0
78,1.1302806342428084e-05
79,-1.1302806342428084e-05
80,1.1302806342428084e-05
81,-1.1302806342428084e-05
82,1.1302806342428084e-05
83,-1.1302806342428084e-05
84,1.1302806342428084e-05
85,0.0
86,0.0
87,0.0
88,-1.1302806342428084e-05
89,1.1302806342428084e-05
90,-1.1302806342428084e-05
91,0.0
92,0.0
93,1.1302806342428084e-05
94,0.0
95,-1.1302806342428084e-05
96,1.1302806342428084e-05
97,-1.1302806342428084e-05
98,1.1302806342428084e-05
99,-1.1302806342428084e-05
100,1.1302806342428084e-05
101,-1.1302806342428084e-05
102,1.1302806342428084e-05
103,-1.1302806342428084e-05
104,1.1302806342428084e-05
105,0.0
106,-1.1302806342428084e-05
107,1.1302806342428084e-05
108,-1.1302806342428084e-05
109,1.1302806342428084e-05
110,-1.1302806342428084e-05
111,1.1302806342428084e-05
112,0.0
113,-1.1302806342428084e-05
114,1.1302806342428084e-05
115,-1.1302806342428084e-05
116,1.1302806342428084e-05
117,-1.1302806342428084e-05
118,1.1302806342428084e-05
119,0.0
120,-1.1302806342428084e-05
121,1.1302806342428084e-05
122,-1.1302806342428084e-05
123,1.1302806342428084e-05
124,-1.1302806342428084e-05
125,1.1302806342428084e-05
126,-1.1302806342428084e-05
127,1.1302806342428084e-05
128,0.0
129,-1.1302806342428084e-05
130,1.1302806342428084e-05
131,-1.1302806342428084e-05
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,1.1302806342428084e-05
139,-1.1302806342428084e-05
140,0.0
141,1.1302806342428084e-05
142,0.0
143,0.0
144,-1.1302806342428084e-05
145,0.0
146,0.0
147,1.1302806342428084e-05
148,-1.1302806342428084e-05
149,0.0
150,0.0
151,1.1302806342428084e-05
152,-1.1302806342428084e-05
153,1.1302806342428084e-05
154,0.0
155,-1.1302806342428084e-05
156,1.1302806342428084e-05
157,-1.1302806342428084e-05
158,1.1302806342428084e-05
159,-1.1302806342428084e-05
160,1.1302806342428084e-05
161,-1.1302806342428084e-05
162,1.1302806342428084e-05
163,0.0
164,-1.1302806342428084e-05
165,1.1302806342428084e-05
166,-1.1302806342428084e-05
167,1.1302806342428084e-05
168,-1.1302806342428084e-05
169,1.1302806342428084e-05
170,0.0
171,-1.1302806342428084e-05
172,0.0
173,0.0
174,1.1302806342428084e-05
175,-1.1302806342428084e-05
176,0.0
177,1.1302806342428084e-05
178,-1.1302806342428084e-05
179,1.1302806342428084e-05
180,-1.1302806342428084e-05
181,1.1302806342428084e-05
182,-1.1302806342428084e-05
183,1.1302806342428084e-05
184,0.0
185,0.0
186,0.0
187,-1.1302806342428084e-05
188,1.1302806342428084e-05
189,-1.1302806342428084e-05
190,1.1302806342428084e-05
191,-1.1302806342428084e-05
192,0.0
193,1.1302806342428084e-05
194,-1.1302806342428084e-05
195,1.1302806342428084e-05
196,-1.1302806342428084e-05
197,0.0
198,0.0
