step,box_rotation_step_score_0
0,-2.0
1,2.260561268485617e-05
2,0.0
3,-6.78168362355791e-05
4,6.78168362355791e-05
5,-2.260561268485617e-05
6,0.0
7,-2.260561268485617e-05
8,2.260561268485617e-05
9,-2.260561268485617e-05
10,2.260561268485617e-05
11,0.0
12,-2.260561268485617e-05
13,0.0
14,-2.260561268485617e-05
15,6.78168362355791e-05
16,0.05307798087596893
17,0.994398295879364
18,1.4445438385009766
19,1.9231724739074707
20,2.0
21,1.901154637336731
22,1.8528238534927368
23,1.5369895696640015
24,0.8526950478553772
25,0.4562264680862427
26,0.08040816336870193
27,1.292080283164978
28,2.0
29,2.0
30,2.0
31,0.8829978704452515
32,0.048907242715358734
33,-0.11896204203367233
34,0.1092190220952034
35,-0.0007572880131192505
36,0.35581234097480774
37,0.8547069430351257
38,0.8637039661407471
39,0.23957428336143494
40,-2.260561268485617e-05
41,0.0
42,-2.260561268485617e-05
43,0.0
44,2.260561268485617e-05
45,-2.260561268485617e-05
46,0.0
47,2.260561268485617e-05
48,0.0
49,0.0
50,0.0
51,0.0
52,-2.260561268485617e-05
53,0.0
54,2.260561268485617e-05
55,-2.260561268485617e-05
56,0.0
57,2.260561268485617e-05
58,-2.260561268485617e-05
59,0.0
60,4.521122536971234e-05
61,0.0
62,-4.521122536971234e-05
63,2.260561268485617e-05
64,0.0
65,0.0
66,0.0
67,0.0
68,-2.260561268485617e-05
69,0.0
70,2.260561268485617e-05
71,-2.260561268485617e-05
72,0.0
73,4.521122536971234e-05
74,0.0
75,-4.521122536971234e-05
76,4.521122536971234e-05
77,0.0
78,-4.521122536971234e-05
79,4.521122536971234e-05
80,0.0
81,-5.6514032621635124e-05
82,0.0
83,0.0
84,1.1302806342428084e-05
85,0.0
86,1.1302806342428084e-05
87,0.0
88,0.0
89,0.0
90,0.0010624638525769114
91,0.0480821393430233
92,0.0
93,-1.1302806342428084e-05
94,0.0
95,0.0
96,-2.260561268485617e-05
97,3.390841811778955e-05
98,0.0
99,-1.1302806342428084e-05
100,2.260561268485617e-05
101,-1.1302806342428084e-05
102,0.0
103,0.0
104,2.260561268485617e-05
105,-1.1302806342428084e-05
106,-4.521122536971234e-05
107,4.521122536971234e-05
108,-1.1302806342428084e-05
109,0.0
110,0.10628028959035873
111,-2.260561268485617e-05
112,0.0
113,0.0
114,4.521122536971234e-05
115,-1.1302806342428084e-05
116,0.0
117,-1.1302806342428084e-05
118,-2.260561268485617e-05
119,-1.1302806342428084e-05
120,4.521122536971234e-05
121,-1.1302806342428084e-05
122,0.0
123,-1.1302806342428084e-05
124,1.1302806342428084e-05
125,-2.260561268485617e-05
126,3.390841811778955e-05
127,0.0
128,0.0
129,0.35716867446899414
130,0.6781231760978699
131,-3.390841811778955e-05
132,2.260561268485617e-05
133,-4.521122536971234e-05
134,0.09549741446971893
135,1.6199520826339722
136,0.18287940323352814
137,0.0
138,-1.1302806342428084e-05
139,1.1302806342428084e-05
140,-1.1302806342428084e-05
141,4.521122536971234e-05
142,-5.6514032621635124e-05
143,0.0
144,5.6514032621635124e-05
145,-4.521122536971234e-05
146,1.1302806342428084e-05
147,-1.1302806342428084e-05
148,0.0
149,1.1302806342428084e-05
150,-4.521122536971234e-05
151,0.0
152,4.521122536971234e-05
153,-4.521122536971234e-05
154,-1.1302806342428084e-05
155,4.521122536971234e-05
156,1.1302806342428084e-05
157,-1.1302806342428084e-05
158,0.0
159,-3.390841811778955e-05
160,0.0
161,1.1302806342428084e-05
162,5.6514032621635124e-05
163,-4.521122536971234e-05
164,2.260561268485617e-05
165,1.1302806342428084e-05
166,-5.6514032621635124e-05
167,4.521122536971234e-05
168,0.0
169,1.1302806342428084e-05
170,-3.390841811778955e-05
171,0.0
172,1.1302806342428084e-05
173,-1.1302806342428084e-05
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,1.1302806342428084e-05
181,-1.1302806342428084e-05
182,-1.1302806342428084e-05
183,-1.1302806342428084e-05
184,0.0
185,4.521122536971234e-05
186,-4.521122536971234e-05
187,2.260561268485617e-05
188,0.0
189,3.390841811778955e-05
190,-1.1302806342428084e-05
191,0.0
192,0.0
193,3.390841811778955e-05
194,-5.6514032621635124e-05
195,0.0
196,0.0
197,0.0
198,3.390841811778955e-05
