step,obs/agent/xarm7_ball_ee-0/qpos_0,obs/agent/xarm7_ball_ee-0/qpos_1,obs/agent/xarm7_ball_ee-0/qpos_2,obs/agent/xarm7_ball_ee-0/qpos_3,obs/agent/xarm7_ball_ee-0/qpos_4,obs/agent/xarm7_ball_ee-0/qpos_5,obs/agent/xarm7_ball_ee-0/qpos_6,obs/agent/xarm7_ball_ee-0/qpos_7
0,0.09814519435167313,-0.2600361108779907,0.31096914410591125,0.8592240810394287,0.11799246817827225,0.8163678646087646,0.009676346555352211,0.7310336828231812
1,0.10020394623279572,-0.24309399724006653,0.2945746183395386,0.8834322690963745,0.09228810667991638,0.7867894172668457,0.03369392827153206,0.7311131358146667
2,0.07582354545593262,-0.21603617072105408,0.29072585701942444,0.9142141342163086,0.07919476926326752,0.7567864656448364,0.01921793259680271,0.7310773730278015
3,0.044235363602638245,-0.1875121146440506,0.29152750968933105,0.9433176517486572,0.07780968397855759,0.7268669605255127,0.0007136850035749376,0.7310193777084351
4,0.0081250611692667,-0.16244721412658691,0.3097783923149109,0.9697705507278442,0.07910440117120743,0.6970018148422241,-0.007884008809924126,0.7309700846672058
5,-0.023848285898566246,-0.14691531658172607,0.3351811170578003,0.9930433630943298,0.08059676736593246,0.6674177050590515,-0.0009800528641790152,0.7309824228286743
6,-0.05317608267068863,-0.14558425545692444,0.3624873757362366,1.0169572830200195,0.07295439392328262,0.638077974319458,0.01900123618543148,0.7310349345207214
7,-0.07998399436473846,-0.1538919359445572,0.3900376558303833,1.0429155826568604,0.05747491866350174,0.6085566282272339,0.044185202568769455,0.7310600280761719
8,-0.10312853753566742,-0.1628131866455078,0.41707852482795715,1.0688813924789429,0.03720420226454735,0.5789029002189636,0.07098640501499176,0.7310550808906555
9,-0.11996035277843475,-0.16723737120628357,0.4430994987487793,1.0914242267608643,0.016691485419869423,0.5494638085365295,0.09781696647405624,0.7310085296630859
10,-0.1286982148885727,-0.16046783328056335,0.4671992063522339,1.100607991218567,-0.002399452729150653,0.5210336446762085,0.12244181334972382,0.7309438586235046
11,-0.13720391690731049,-0.14987461268901825,0.49028557538986206,1.095441222190857,-0.021512947976589203,0.4952525496482849,0.14652563631534576,0.7309604287147522
12,-0.1472223848104477,-0.14320535957813263,0.514750063419342,1.0876400470733643,-0.038808424025774,0.4709322452545166,0.17202076315879822,0.730918288230896
13,-0.15671603381633759,-0.14423154294490814,0.5413607954978943,1.0779513120651245,-0.05650737136602402,0.4480759799480438,0.19917914271354675,0.7309176325798035
14,-0.16417934000492096,-0.1485576182603836,0.5688838362693787,1.0654278993606567,-0.07378582656383514,0.425180584192276,0.2268586903810501,0.7309077978134155
15,-0.1699003130197525,-0.15418121218681335,0.5970140695571899,1.049181342124939,-0.08970893174409866,0.40284043550491333,0.25466737151145935,0.7308924794197083
16,-0.1731124222278595,-0.16310594975948334,0.6253289580345154,1.0339096784591675,-0.10492966324090958,0.37860411405563354,0.2830111086368561,0.7308568358421326
17,-0.16929329931735992,-0.17842750251293182,0.6532073020935059,1.026487946510315,-0.11828682571649551,0.3527292311191559,0.31173643469810486,0.7307677268981934
18,-0.15760838985443115,-0.19985608756542206,0.6815544366836548,1.0287721157073975,-0.12999628484249115,0.3256177604198456,0.34060534834861755,0.7306969165802002
19,-0.14480382204055786,-0.2251521348953247,0.7112380862236023,1.0335181951522827,-0.13810397684574127,0.2974366247653961,0.36953261494636536,0.7307080626487732
20,-0.13147129118442535,-0.2503838539123535,0.7405851483345032,1.0427091121673584,-0.14380556344985962,0.2686118185520172,0.3984353542327881,0.7306603193283081
21,-0.12077698111534119,-0.2762139141559601,0.7701044082641602,1.0569125413894653,-0.1489390879869461,0.23935987055301666,0.42715609073638916,0.730664849281311
22,-0.12037505954504013,-0.3001992106437683,0.7990812063217163,1.0726736783981323,-0.16014261543750763,0.20964297652244568,0.4552464485168457,0.730786144733429
23,-0.12547215819358826,-0.3207012116909027,0.8235894441604614,1.0871518850326538,-0.17279323935508728,0.18015813827514648,0.4806780219078064,0.7308130860328674
24,-0.1294354349374771,-0.3376897871494293,0.8430182933807373,1.1064125299453735,-0.18619216978549957,0.15096338093280792,0.49708664417266846,0.7307769060134888
25,-0.12867747247219086,-0.3524821400642395,0.859416127204895,1.1252448558807373,-0.19708110392093658,0.12181669473648071,0.5053239464759827,0.7307327389717102
26,-0.1274184137582779,-0.36389341950416565,0.8720719218254089,1.1431139707565308,-0.20903286337852478,0.09266853332519531,0.5020275115966797,0.7308002710342407
27,-0.12390846014022827,-0.3693532645702362,0.8732131123542786,1.1568686962127686,-0.2192998081445694,0.0640324056148529,0.4844473898410797,0.7309425473213196
28,-0.11886660009622574,-0.37241435050964355,0.8654916286468506,1.1638259887695312,-0.22531934082508087,0.03755619376897812,0.461384117603302,0.7310013175010681
29,-0.11761371791362762,-0.3835177719593048,0.856833815574646,1.167208194732666,-0.22774562239646912,0.0140666663646698,0.43834930658340454,0.7310048937797546
30,-0.1160905584692955,-0.40169692039489746,0.8479641079902649,1.1714940071105957,-0.22331476211547852,-0.007352244108915329,0.4171322286128998,0.7309970259666443
31,-0.11305355280637741,-0.42412257194519043,0.8388751149177551,1.1782209873199463,-0.21374770998954773,-0.027109293267130852,0.39734014868736267,0.7309972047805786
32,-0.104131780564785,-0.4477577209472656,0.8263727426528931,1.1876225471496582,-0.19626274704933167,-0.047629281878471375,0.3757314383983612,0.7309938669204712
33,-0.09623973071575165,-0.4729490280151367,0.8120699524879456,1.1962370872497559,-0.17889852821826935,-0.0658951848745346,0.353728711605072,0.731025218963623
34,-0.09140114486217499,-0.4988984167575836,0.7939328551292419,1.2039214372634888,-0.16037674248218536,-0.08147690445184708,0.3313250243663788,0.7311070561408997
35,-0.08978727459907532,-0.5247097015380859,0.7715733051300049,1.2150509357452393,-0.14291395246982574,-0.09522068500518799,0.3085477650165558,0.7311569452285767
36,-0.0886627808213234,-0.5504859089851379,0.7468074560165405,1.2305004596710205,-0.12778913974761963,-0.1076572835445404,0.2850434184074402,0.7311497926712036
37,-0.08667536824941635,-0.576137900352478,0.7208526134490967,1.250394582748413,-0.11779049038887024,-0.12016406655311584,0.26145297288894653,0.731138288974762
38,-0.07581827044487,-0.6001160144805908,0.6977482438087463,1.2732514142990112,-0.11524143069982529,-0.13275645673274994,0.2369976043701172,0.7310009598731995
39,-0.07111193239688873,-0.6258594989776611,0.67290860414505,1.298775315284729,-0.1202673390507698,-0.14757488667964935,0.21405376493930817,0.7311459183692932
