step,pushpoint_left_distance_0
0,0.38947927951812744
1,0.3905433714389801
2,0.3923407196998596
3,0.39495810866355896
4,0.39766258001327515
5,0.4000256657600403
6,0.4019361436367035
7,0.4024963974952698
8,0.4008192718029022
9,0.39802777767181396
10,0.3949442207813263
11,0.39213645458221436
12,0.3899078071117401
13,0.38865458965301514
14,0.38861533999443054
15,0.38959839940071106
16,0.39145413041114807
17,0.3943760097026825
18,0.3977142870426178
19,0.40077492594718933
20,0.40257760882377625
21,0.4033524692058563
22,0.4044802188873291
23,0.40585291385650635
24,0.4072868525981903
25,0.4086914360523224
26,0.4103514552116394
27,0.41233929991722107
28,0.41334035992622375
29,0.4118732213973999
30,0.40719810128211975
31,0.39940065145492554
32,0.391345351934433
33,0.38277667760849
34,0.37326765060424805
35,0.36283978819847107
36,0.35236331820487976
37,0.34375321865081787
38,0.336879163980484
39,0.3320717215538025
40,0.32951056957244873
41,0.3283882439136505
42,0.32748162746429443
43,0.3265974521636963
44,0.32587283849716187
45,0.32532352209091187
46,0.32499539852142334
47,0.3251434862613678
48,0.32603126764297485
49,0.3275426924228668
50,0.32940906286239624
51,0.33171314001083374
52,0.3351544141769409
53,0.3397763669490814
54,0.3456607162952423
55,0.3531361520290375
56,0.3633344769477844
57,0.37661004066467285
58,0.3929658532142639
59,0.4110281765460968
60,0.4302499294281006
61,0.4505551755428314
62,0.4710433781147003
63,0.4908657968044281
64,0.5101247429847717
65,0.5283322334289551
66,0.5452885627746582
67,0.5607386231422424
68,0.5739488005638123
69,0.5831118822097778
70,0.585858941078186
71,0.5789061188697815
72,0.5656851530075073
73,0.5503713488578796
74,0.5360687971115112
75,0.5261871218681335
76,0.5215792059898376
77,0.5208624601364136
78,0.5223175287246704
79,0.5248777270317078
80,0.5280942320823669
81,0.5318055748939514
82,0.5359227061271667
83,0.540546178817749
84,0.5456731915473938
85,0.5511907935142517
86,0.5567246079444885
87,0.5621161460876465
88,0.5673156976699829
89,0.5723519921302795
90,0.5772565007209778
91,0.5818686485290527
92,0.5861968994140625
93,0.5899813175201416
94,0.5933674573898315
95,0.596489429473877
96,0.5994638204574585
97,0.6022009253501892
98,0.6046422719955444
99,0.6066191792488098
100,0.608305037021637
101,0.6099938750267029
102,0.6116751432418823
103,0.6133845448493958
104,0.6151097416877747
105,0.6168161630630493
106,0.6184790730476379
107,0.6202317476272583
108,0.622015118598938
109,0.6239826083183289
110,0.6263781189918518
111,0.6294068098068237
112,0.6333975195884705
113,0.6379212141036987
114,0.6425952315330505
115,0.6474534273147583
116,0.6525004506111145
117,0.657729983329773
118,0.6630102396011353
119,0.6682486534118652
120,0.6733104586601257
121,0.6781247854232788
122,0.6824784278869629
123,0.6864115595817566
124,0.6898112297058105
125,0.6926577687263489
126,0.6950088143348694
127,0.6969408988952637
128,0.6983688473701477
129,0.6993187069892883
130,0.6998571753501892
131,0.7000651359558105
132,0.699967622756958
133,0.6995594501495361
134,0.6989685297012329
135,0.6982614398002625
136,0.6974482536315918
137,0.6966103315353394
138,0.6959386467933655
139,0.6951530575752258
140,0.6942806243896484
141,0.6933674216270447
142,0.6924253106117249
143,0.6914452314376831
144,0.6903806924819946
145,0.6892239451408386
146,0.6879351139068604
147,0.6865394115447998
148,0.6850475072860718
149,0.6834773421287537
150,0.6818283796310425
151,0.6801590919494629
152,0.6784181594848633
153,0.6766666769981384
154,0.6749210953712463
155,0.673194408416748
156,0.671372652053833
157,0.6696040034294128
158,0.6679097414016724
159,0.6662802696228027
160,0.6647147536277771
161,0.6631959080696106
162,0.661719560623169
163,0.6603167057037354
164,0.6589842438697815
165,0.6576854586601257
166,0.6563727855682373
167,0.6550301909446716
168,0.6536691188812256
169,0.6522520780563354
170,0.6507192850112915
171,0.649090051651001
172,0.647374153137207
173,0.6455325484275818
174,0.6435949206352234
175,0.6418200135231018
176,0.6403626203536987
177,0.6390728950500488
178,0.6383056044578552
179,0.6381416320800781
180,0.6381941437721252
181,0.6387262344360352
182,0.6397111415863037
183,0.640781819820404
184,0.6417286396026611
185,0.6425209641456604
186,0.6434176564216614
187,0.644554078578949
188,0.6459450125694275
189,0.6471564173698425
190,0.6471180319786072
191,0.6462295651435852
192,0.6467490792274475
193,0.6547238230705261
194,0.6601476669311523
195,0.6666271090507507
196,0.6736478805541992
197,0.6816298961639404
198,0.6868913173675537
