step,box_rotation_progress_0
0,0.0
1,9.1552734375e-05
2,0.0
3,6.103515625e-05
4,0.0
5,3.0517578125e-05
6,6.103515625e-05
7,0.0
8,6.103515625e-05
9,0.0
10,3.0517578125e-05
11,9.1552734375e-05
12,0.0
13,6.103515625e-05
14,0.0
15,3.0517578125e-05
16,3.0517578125e-05
17,6.103515625e-05
18,0.0
19,6.103515625e-05
20,0.0
21,0.0
22,6.103515625e-05
23,0.0
24,6.103515625e-05
25,0.0
26,0.0
27,9.1552734375e-05
28,3.0517578125e-05
29,9.1552734375e-05
30,0.0
31,6.103515625e-05
32,0.0
33,0.0
34,6.103515625e-05
35,0.0
36,3.0517578125e-05
37,9.1552734375e-05
38,3.0517578125e-05
39,6.103515625e-05
40,0.0
41,3.0517578125e-05
42,0.0001220703125
43,3.0517578125e-05
44,6.103515625e-05
45,0.0
46,6.103515625e-05
47,0.0001220703125
48,3.0517578125e-05
49,6.103515625e-05
50,0.0
51,6.103515625e-05
52,0.0
53,3.0517578125e-05
54,6.103515625e-05
55,0.0001220703125
56,3.0517578125e-05
57,6.103515625e-05
58,0.0
59,3.0517578125e-05
60,6.103515625e-05
61,0.0
62,6.103515625e-05
63,0.0
64,3.0517578125e-05
65,6.103515625e-05
66,0.0
67,6.103515625e-05
68,0.0
69,3.0517578125e-05
70,9.1552734375e-05
71,0.0
72,6.103515625e-05
73,0.0001220703125
74,3.0517578125e-05
75,6.103515625e-05
76,0.0
77,0.0
78,0.0
79,0.0
80,3.0517578125e-05
81,0.0
82,0.0
83,3.0517578125e-05
84,0.0
85,3.0517578125e-05
86,3.0517578125e-05
87,0.0
88,3.0517578125e-05
89,3.0517578125e-05
90,0.0
91,3.0517578125e-05
92,3.0517578125e-05
93,0.0
94,3.0517578125e-05
95,3.0517578125e-05
96,0.0
97,3.0517578125e-05
98,3.0517578125e-05
99,0.0
100,3.0517578125e-05
101,3.0517578125e-05
102,0.0
103,3.0517578125e-05
104,3.0517578125e-05
105,0.0
106,3.0517578125e-05
107,3.0517578125e-05
108,0.0
109,3.0517578125e-05
110,3.0517578125e-05
111,0.0
112,3.0517578125e-05
113,0.103546142578125
114,0.031402587890625
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.042755126953125
122,0.1671142578125
123,0.249298095703125
124,0.304962158203125
125,0.286865234375
126,0.260955810546875
127,0.16497802734375
128,0.0074462890625
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,9.1552734375e-05
138,9.1552734375e-05
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,3.0517578125e-05
151,3.0517578125e-05
152,3.0517578125e-05
153,3.0517578125e-05
154,6.103515625e-05
155,6.103515625e-05
156,6.103515625e-05
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,3.0517578125e-05
163,3.0517578125e-05
164,3.0517578125e-05
165,3.0517578125e-05
166,3.0517578125e-05
167,3.0517578125e-05
168,0.037017822265625
169,0.040863037109375
170,0.0428466796875
171,0.0452880859375
172,0.04608154296875
173,0.0458984375
174,0.045074462890625
175,0.045623779296875
176,0.04559326171875
177,0.045440673828125
178,0.045318603515625
179,0.045166015625
180,0.04327392578125
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.004241943359375
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0003662109375
195,0.00030517578125
196,0.000396728515625
197,0.00030517578125
198,0.000335693359375
