step,obs/agent/xarm7_ball_ee-1/qpos_0,obs/agent/xarm7_ball_ee-1/qpos_1,obs/agent/xarm7_ball_ee-1/qpos_2,obs/agent/xarm7_ball_ee-1/qpos_3,obs/agent/xarm7_ball_ee-1/qpos_4,obs/agent/xarm7_ball_ee-1/qpos_5,obs/agent/xarm7_ball_ee-1/qpos_6,obs/agent/xarm7_ball_ee-1/qpos_7
0,-0.10609739273786545,0.032184701412916183,0.154206320643425,0.4190026521682739,0.01857789419591427,1.0703233480453491,0.29954972863197327,0.7377930283546448
1,-0.16091200709342957,0.0063718329183757305,0.17173126339912415,0.4401229918003082,0.04269536957144737,1.0946778059005737,0.30330967903137207,0.7307514548301697
2,-0.14934289455413818,-0.02402135170996189,0.19937941431999207,0.470533549785614,0.0195913128554821,1.1242390871047974,0.3309932053089142,0.7314381003379822
3,-0.13064496219158173,-0.053459737449884415,0.22952140867710114,0.5002101063728333,-0.007891565561294556,1.1538554430007935,0.3588365316390991,0.7314406633377075
4,-0.11072607338428497,-0.07665593177080154,0.2590941786766052,0.5248060822486877,-0.03483068197965622,1.1832689046859741,0.38546937704086304,0.7314825057983398
5,-0.09139787405729294,-0.0823768600821495,0.28914815187454224,0.5346492528915405,-0.06016276404261589,1.2124149799346924,0.41179850697517395,0.7315425872802734
6,-0.07357460260391235,-0.07718288153409958,0.31918278336524963,0.5305283665657043,-0.08151718229055405,1.2418568134307861,0.43727654218673706,0.7315630316734314
7,-0.058031272143125534,-0.06785647571086884,0.3493127226829529,0.522369921207428,-0.09982898831367493,1.271511435508728,0.4619204103946686,0.7315453886985779
8,-0.04706016927957535,-0.05558576434850693,0.37951457500457764,0.5133611559867859,-0.11583971232175827,1.3009779453277588,0.4853222370147705,0.7315170764923096
9,-0.04288484528660774,-0.04128173366189003,0.4096558690071106,0.5084711909294128,-0.12995611131191254,1.3266066312789917,0.5116128325462341,0.7313699126243591
10,-0.04241754487156868,-0.028553923591971397,0.43977612257003784,0.5167112946510315,-0.14547990262508392,1.3404953479766846,0.5429649949073792,0.7313397526741028
11,-0.0427931547164917,-0.013367561623454094,0.4693746268749237,0.5229650139808655,-0.15660974383354187,1.3464936017990112,0.5765161514282227,0.7313058376312256
12,-0.03714797645807266,0.0010031948331743479,0.49888598918914795,0.5274369716644287,-0.16815106570720673,1.3512606620788574,0.6085673570632935,0.7313540577888489
13,-0.02488885261118412,0.014559143222868443,0.5284819602966309,0.5301048755645752,-0.18057025969028473,1.3552308082580566,0.6358363032341003,0.7313880324363708
14,-0.010234043002128601,0.02799905277788639,0.5578287839889526,0.5320522785186768,-0.19339056313037872,1.3590846061706543,0.6582908630371094,0.7313854694366455
15,0.006941870786249638,0.04109586030244827,0.5859944224357605,0.533348798751831,-0.20615872740745544,1.3627793788909912,0.6759726405143738,0.7313960194587708
16,0.02594856545329094,0.05363660305738449,0.6142273545265198,0.5338512659072876,-0.21902066469192505,1.3665403127670288,0.6935274004936218,0.7314143180847168
17,0.047114960849285126,0.06615955382585526,0.6430101990699768,0.5335914492607117,-0.23242118954658508,1.3705123662948608,0.7150461673736572,0.7314266562461853
18,0.07086275517940521,0.07868031412363052,0.6721194982528687,0.5326737761497498,-0.24621330201625824,1.3749301433563232,0.7395100593566895,0.7314531207084656
19,0.09504814445972443,0.09064814448356628,0.7011228799819946,0.5308972001075745,-0.25981298089027405,1.3792411088943481,0.7654565572738647,0.7314295768737793
20,0.1209929957985878,0.10211488604545593,0.729711651802063,0.5284851789474487,-0.27318447828292847,1.3839651346206665,0.7937830686569214,0.7314452528953552
21,0.1480289250612259,0.11267033964395523,0.7580874562263489,0.5249054431915283,-0.2861861288547516,1.3884307146072388,0.8258271217346191,0.7314271330833435
22,0.17644721269607544,0.12151027470827103,0.7861141562461853,0.5201578736305237,-0.2982204258441925,1.3929901123046875,0.8624534606933594,0.7314196228981018
23,0.20638707280158997,0.12889115512371063,0.8139344453811646,0.5141284465789795,-0.3093157708644867,1.397123098373413,0.904069185256958,0.7314122319221497
24,0.23489008843898773,0.13358522951602936,0.8407356142997742,0.5075097680091858,-0.3181372880935669,1.4012093544006348,0.9455892443656921,0.7313553094863892
25,0.26026713848114014,0.13651300966739655,0.8659579753875732,0.5009137392044067,-0.3249061405658722,1.4047322273254395,0.9908942580223083,0.7313365340232849
26,0.2831401228904724,0.1376282274723053,0.8902422785758972,0.49779012799263,-0.3276025056838989,1.4152491092681885,1.0225306749343872,0.731282114982605
27,0.3041869103908539,0.13957364857196808,0.9141320586204529,0.4994528889656067,-0.3262750506401062,1.4294627904891968,1.0390528440475464,0.731258749961853
28,0.3228328227996826,0.14237163960933685,0.9374343752861023,0.5036993622779846,-0.3218826353549957,1.444871187210083,1.0502521991729736,0.7312239408493042
29,0.33870092034339905,0.14623597264289856,0.9602172374725342,0.5096094012260437,-0.31449583172798157,1.4607011079788208,1.059669017791748,0.7311878204345703
30,0.3553577661514282,0.1516903191804886,0.9827821254730225,0.5161417126655579,-0.30366143584251404,1.4757221937179565,1.0692423582077026,0.7311702370643616
31,0.37333473563194275,0.15293103456497192,0.9947187304496765,0.5165965557098389,-0.3026682436466217,1.4827404022216797,1.0753551721572876,0.7306585907936096
32,0.38965752720832825,0.15761767327785492,1.005310297012329,0.5148663520812988,-0.3063587248325348,1.4859364032745361,1.086740493774414,0.7306950092315674
33,0.40777936577796936,0.16275759041309357,1.01807701587677,0.5118817090988159,-0.31078818440437317,1.4880778789520264,1.0965392589569092,0.7305138111114502
34,0.4299822449684143,0.16901731491088867,1.0340160131454468,0.5072223544120789,-0.31654053926467896,1.4888406991958618,1.1040105819702148,0.7302566766738892
35,0.4554711878299713,0.17777688801288605,1.054029107093811,0.49990883469581604,-0.3248639702796936,1.4879744052886963,1.1122856140136719,0.7302128672599792
36,0.4820793867111206,0.19005262851715088,1.0767806768417358,0.49001121520996094,-0.33611002564430237,1.4853651523590088,1.12382173538208,0.7303121089935303
37,0.5083006024360657,0.20500144362449646,1.1016788482666016,0.48115038871765137,-0.3511745035648346,1.4844326972961426,1.1341723203659058,0.730911910533905
38,0.533825159072876,0.2195325344800949,1.1282726526260376,0.4747914969921112,-0.3700685203075409,1.4866445064544678,1.1576112508773804,0.7310922145843506
39,0.5604886412620544,0.23570875823497772,1.1556059122085571,0.4650648832321167,-0.3924980163574219,1.4845646619796753,1.1792705059051514,0.7310829758644104
40,0.5869944095611572,0.2521853446960449,1.1822174787521362,0.4522766172885895,-0.4164564311504364,1.483231782913208,1.2010189294815063,0.7311563491821289
41,0.612866997718811,0.26769644021987915,1.2118237018585205,0.43972691893577576,-0.43778011202812195,1.4912214279174805,1.2182080745697021,0.7312349677085876
42,0.6382425427436829,0.28438296914100647,1.2412406206130981,0.4251656234264374,-0.458824098110199,1.499605417251587,1.2351949214935303,0.731216549873352
43,0.6600967645645142,0.30409687757492065,1.2696906328201294,0.40821677446365356,-0.48160889744758606,1.5085450410842896,1.2426447868347168,0.7312415838241577
44,0.675261914730072,0.3239327073097229,1.2966676950454712,0.3989734351634979,-0.5057112574577332,1.5184084177017212,1.2524690628051758,0.7314041256904602
45,0.6800864338874817,0.34362173080444336,1.3164994716644287,0.395120769739151,-0.5307252407073975,1.5285167694091797,1.2495262622833252,0.7315492630004883
46,0.6761373281478882,0.3645033836364746,1.3285795450210571,0.3942781686782837,-0.5546473860740662,1.5388834476470947,1.2319025993347168,0.7315695881843567
47,0.6660630106925964,0.38544198870658875,1.3325002193450928,0.3930742144584656,-0.5796756744384766,1.5516358613967896,1.2268247604370117,0.7313123941421509
48,0.6498053669929504,0.4057500660419464,1.3265784978866577,0.3926781713962555,-0.6051067113876343,1.5666271448135376,1.2287209033966064,0.7312679886817932
49,0.6282896995544434,0.4252549707889557,1.3128873109817505,0.384983092546463,-0.632603108882904,1.5823922157287598,1.230015754699707,0.7310190796852112
