step,agent/xarm7_ball_ee-0/qpos_0,agent/xarm7_ball_ee-0/qpos_1,agent/xarm7_ball_ee-0/qpos_2,agent/xarm7_ball_ee-0/qpos_3,agent/xarm7_ball_ee-0/qpos_4,agent/xarm7_ball_ee-0/qpos_5,agent/xarm7_ball_ee-0/qpos_6,agent/xarm7_ball_ee-0/qpos_7,agent/xarm7_ball_ee-0/qvel_0,agent/xarm7_ball_ee-0/qvel_1,agent/xarm7_ball_ee-0/qvel_2,agent/xarm7_ball_ee-0/qvel_3,agent/xarm7_ball_ee-0/qvel_4,agent/xarm7_ball_ee-0/qvel_5,agent/xarm7_ball_ee-0/qvel_6,agent/xarm7_ball_ee-0/qvel_7,agent/xarm7_ball_ee-1/qpos_0,agent/xarm7_ball_ee-1/qpos_1,agent/xarm7_ball_ee-1/qpos_2,agent/xarm7_ball_ee-1/qpos_3,agent/xarm7_ball_ee-1/qpos_4,agent/xarm7_ball_ee-1/qpos_5,agent/xarm7_ball_ee-1/qpos_6,agent/xarm7_ball_ee-1/qpos_7,agent/xarm7_ball_ee-1/qvel_0,agent/xarm7_ball_ee-1/qvel_1,agent/xarm7_ball_ee-1/qvel_2,agent/xarm7_ball_ee-1/qvel_3,agent/xarm7_ball_ee-1/qvel_4,agent/xarm7_ball_ee-1/qvel_5,agent/xarm7_ball_ee-1/qvel_6,agent/xarm7_ball_ee-1/qvel_7,extra/left_tcp_pose_6d_from_bimanual_center_0,extra/left_tcp_pose_6d_from_bimanual_center_1,extra/left_tcp_pose_6d_from_bimanual_center_2,extra/left_tcp_pose_6d_from_bimanual_center_3,extra/left_tcp_pose_6d_from_bimanual_center_4,extra/left_tcp_pose_6d_from_bimanual_center_5,extra/left_tcp_pose_6d_from_bimanual_center_6,extra/left_tcp_pose_6d_from_bimanual_center_7,extra/left_tcp_pose_6d_from_bimanual_center_8,extra/right_tcp_pose_6d_from_bimanual_center_0,extra/right_tcp_pose_6d_from_bimanual_center_1,extra/right_tcp_pose_6d_from_bimanual_center_2,extra/right_tcp_pose_6d_from_bimanual_center_3,extra/right_tcp_pose_6d_from_bimanual_center_4,extra/right_tcp_pose_6d_from_bimanual_center_5,extra/right_tcp_pose_6d_from_bimanual_center_6,extra/right_tcp_pose_6d_from_bimanual_center_7,extra/right_tcp_pose_6d_from_bimanual_center_8,extra/box_pose_6d_from_bimanual_center_0,extra/box_pose_6d_from_bimanual_center_1,extra/box_pose_6d_from_bimanual_center_2,extra/box_pose_6d_from_bimanual_center_3,extra/box_pose_6d_from_bimanual_center_4,extra/box_pose_6d_from_bimanual_center_5,extra/box_pose_6d_from_bimanual_center_6,extra/box_pose_6d_from_bimanual_center_7,extra/box_pose_6d_from_bimanual_center_8,extra/pushpoint_left_from_bimanual_center_0,extra/pushpoint_left_from_bimanual_center_1,extra/pushpoint_left_from_bimanual_center_2,extra/pushpoint_right_from_bimanual_center_0,extra/pushpoint_right_from_bimanual_center_1,extra/pushpoint_right_from_bimanual_center_2
0,0.36490410566329956,-0.5393772125244141,-0.01499485969543457,1.2237610816955566,0.3600183427333832,0.9290865659713745,-0.4163435995578766,0.7308722734451294,0.4208165407180786,0.535189151763916,0.0244991984218359,-0.3429608643054962,-0.16264088451862335,-0.3843601942062378,0.4088324010372162,0.1604633629322052,0.016870571300387383,-0.7500580549240112,-0.48850172758102417,0.5748172402381897,-0.10237468034029007,1.0428370237350464,-0.4563450813293457,0.7306556701660156,0.49817344546318054,0.5248997807502747,0.24199892580509186,-0.40868380665779114,0.41247591376304626,0.0643523558974266,-0.36585721373558044,0.38695624470710754,0.4768447279930115,0.5973199605941772,0.5092491507530212,0.6401082873344421,-0.7672833204269409,-0.03921329975128174,0.5870319604873657,0.5213842391967773,-0.6193156838417053,0.34141650795936584,-0.44499099254608154,0.14779137074947357,0.12300044298171997,-0.9868003129959106,-0.10533805191516876,0.2851162552833557,0.13680726289749146,-0.9486793279647827,0.3470537066459656,0.011648659594357014,-0.03099999949336052,-0.9188895225524902,0.3945150077342987,-6.460449526457523e-07,-0.3945150077342987,-0.9188895225524902,2.0962770577170886e-06,0.4018573760986328,-0.13572582602500916,-0.030999690294265747,0.29225003719329834,0.15902313590049744,-0.031000308692455292
1,0.3880883455276489,-0.5081833004951477,0.002589927753433585,1.2109098434448242,0.34053316712379456,0.8996418118476868,-0.38703498244285583,0.7308269739151001,0.45114073157310486,0.524074912071228,0.3719823658466339,-0.22842590510845184,-0.27009686827659607,-0.3975215554237366,0.40964964032173157,0.1944904774427414,0.04544014856219292,-0.7221569418907166,-0.4682464003562927,0.5579231381416321,-0.07340913265943527,1.058092474937439,-0.48112738132476807,0.7306930422782898,0.47386306524276733,0.44446077942848206,0.337379515171051,-0.29405319690704346,0.4067275822162628,0.2253992110490799,-0.3477368652820587,0.3205525279045105,0.48008033633232117,0.6153386235237122,0.4905662536621094,0.6443631052970886,-0.7635546326637268,-0.042196620255708694,0.5704340934753418,0.5166733264923096,-0.6384775638580322,0.33455348014831543,-0.41770851612091064,0.13169771432876587,0.1833760142326355,-0.9746783375740051,-0.12796656787395477,0.23032626509666443,0.1691497564315796,-0.9582996368408203,0.3470537066459656,0.011648661457002163,-0.03099999949336052,-0.9188895225524902,0.3945150077342987,-6.404374630619714e-07,-0.3945150077342987,-0.9188895225524902,2.1411544821603457e-06,0.4018573760986328,-0.13572582602500916,-0.03099968656897545,0.29225003719329834,0.15902313590049744,-0.03100031241774559
2,0.41342300176620483,-0.47866684198379517,0.028146207332611084,1.194777488708496,0.3177350163459778,0.8701609373092651,-0.3575459122657776,0.7308413982391357,0.4585585594177246,0.5271247029304504,0.4524887800216675,-0.30787503719329834,-0.3209924101829529,-0.393075168132782,0.4123343229293823,0.1610213965177536,0.07421164959669113,-0.6951085925102234,-0.4500783383846283,0.5454262495040894,-0.04388509318232536,1.0724729299545288,-0.5055456161499023,0.7307001948356628,0.4670870006084442,0.4382653534412384,0.2944088578224182,-0.2307349592447281,0.4137076735496521,0.2116217315196991,-0.3426137864589691,0.3176822364330292,0.4785430431365967,0.6378242373466492,0.46990448236465454,0.6561368703842163,-0.7536802887916565,-0.0380859449505806,0.5501744747161865,0.5122931599617004,-0.659442126750946,0.3271482586860657,-0.3925653398036957,0.11851903796195984,0.23847496509552002,-0.9591190814971924,-0.1523820012807846,0.17892573773860931,0.1976156234741211,-0.963811993598938,0.3470537066459656,0.011648661457002163,-0.03099999949336052,-0.9188895225524902,0.3945149779319763,-6.182356742101547e-07,-0.3945149779319763,-0.9188895225524902,2.1655434920830885e-06,0.4018573760986328,-0.13572582602500916,-0.03099968656897545,0.29225003719329834,0.15902313590049744,-0.03100031241774559
3,0.4379585087299347,-0.44914424419403076,0.05614352971315384,1.1759358644485474,0.29289594292640686,0.8408420085906982,-0.3279866576194763,0.7308521270751953,0.44426611065864563,0.5206080079078674,0.4781127870082855,-0.3421156704425812,-0.349452942609787,-0.3920339345932007,0.41331610083580017,0.14189141988754272,0.1026519238948822,-0.6688079237937927,-0.4350452125072479,0.5376839637756348,-0.014152931980788708,1.086651086807251,-0.5292573571205139,0.7307129502296448,0.4551949203014374,0.416995644569397,0.24664518237113953,-0.1487872302532196,0.4168059527873993,0.2057798057794571,-0.33276328444480896,0.30769670009613037,0.47454097867012024,0.6606134176254272,0.4470580816268921,0.6698800325393677,-0.7418183088302612,-0.03108491376042366,0.5285547971725464,0.5058640241622925,-0.6817120909690857,0.31962811946868896,-0.369775652885437,0.10810345411300659,0.2870502471923828,-0.9411559104919434,-0.1784030795097351,0.13139602541923523,0.2231658697128296,-0.9658840894699097,0.3470536768436432,0.011648665182292461,-0.03099999949336052,-0.9188895225524902,0.3945150077342987,-6.200045277182653e-07,-0.3945150077342987,-0.9188895225524902,2.2416213596443413e-06,0.4018573462963104,-0.13572581112384796,-0.030999675393104553,0.29225000739097595,0.15902315080165863,-0.031000323593616486
4,0.4613019824028015,-0.4201148450374603,0.08499430119991302,1.1560627222061157,0.26670631766319275,0.8115800619125366,-0.2983829379081726,0.7308623194694519,0.43009814620018005,0.5070606470108032,0.4865095317363739,-0.35274091362953186,-0.36885520815849304,-0.39244434237480164,0.4140096604824066,0.13062350451946259,0.13042132556438446,-0.6438943147659302,-0.42039310932159424,0.5338573455810547,0.01568146049976349,1.1005589962005615,-0.5520469546318054,0.7307342290878296,0.4488655626773834,0.3923909366130829,0.24518445134162903,-0.08721539378166199,0.41923123598098755,0.20084857940673828,-0.31987932324409485,0.28549614548683167,0.46861252188682556,0.682687520980835,0.42362868785858154,0.6844822764396667,-0.7286962270736694,-0.022040577605366707,0.5075246095657349,0.4979981780052185,-0.7031475901603699,0.31245848536491394,-0.3486239016056061,0.10028901696205139,0.3312724828720093,-0.9212321043014526,-0.203936368227005,0.0879373848438263,0.24534475803375244,-0.9654392600059509,0.3470537066459656,0.011648665182292461,-0.03099999949336052,-0.9188895225524902,0.3945150077342987,-7.147602332224778e-07,-0.3945150077342987,-0.9188895225524902,1.8815003386407625e-06,0.4018573760986328,-0.13572581112384796,-0.03099970892071724,0.29225003719329834,0.15902315080165863,-0.0310002900660038
5,0.4846651554107666,-0.3912328779697418,0.11416465044021606,1.1382296085357666,0.24003185331821442,0.7822540998458862,-0.2687534689903259,0.7308579087257385,0.4423280656337738,0.4925541281700134,0.49333080649375916,-0.3117530643939972,-0.3736666738986969,-0.39574718475341797,0.41418465971946716,0.13331176340579987,0.15772971510887146,-0.6206281781196594,-0.4013926088809967,0.5339622497558594,0.04552069678902626,1.116314172744751,-0.5730029344558716,0.7307701706886292,0.4538286626338959,0.3630058467388153,0.317525714635849,-0.024047963321208954,0.4213387668132782,0.22599394619464874,-0.2941577732563019,0.24200581014156342,0.4608490467071533,0.7047377824783325,0.40160128474235535,0.7006193995475769,-0.7134392857551575,-0.01169604156166315,0.4880322515964508,0.49109190702438354,-0.7215630412101746,0.3053813874721527,-0.327934205532074,0.09496630728244781,0.3746888041496277,-0.8989240527153015,-0.22703269124031067,0.04645061865448952,0.26276451349258423,-0.9637411832809448,0.3470537066459656,0.011648662388324738,-0.03099999949336052,-0.9188895225524902,0.3945149779319763,-6.939315539966628e-07,-0.3945149779319763,-0.9188895225524902,1.942326889547985e-06,0.4018573760986328,-0.13572582602500916,-0.030999701470136642,0.29225003719329834,0.15902313590049744,-0.031000297516584396
6,0.5067910552024841,-0.3632279634475708,0.14393606781959534,1.1186778545379639,0.21297279000282288,0.7527000904083252,-0.23911426961421967,0.7308626174926758,0.4232689440250397,0.4935595989227295,0.4964517056941986,-0.35178035497665405,-0.38140571117401123,-0.3962749242782593,0.4144849181175232,0.1303347796201706,0.1847560852766037,-0.5987961888313293,-0.37895849347114563,0.5340163111686707,0.07544072717428207,1.1358835697174072,-0.5876529812812805,0.730763852596283,0.45400553941726685,0.35052135586738586,0.36580467224121094,-0.0414266437292099,0.42179441452026367,0.28387781977653503,-0.20590098202228546,0.24794937670230865,0.451190322637558,0.7258736491203308,0.3790283501148224,0.7173455953598022,-0.6967170238494873,-0.0008502902346663177,0.4689127802848816,0.48369836807250977,-0.7390241622924805,0.2959372401237488,-0.3068571984767914,0.09018728137016296,0.41279137134552,-0.8752931356430054,-0.2519231140613556,0.0010818839073181152,0.27705860137939453,-0.9608523845672607,0.3470537066459656,0.011648661457002163,-0.03099999949336052,-0.9188895225524902,0.3945150375366211,-4.370393753561075e-07,-0.3945150375366211,-0.9188895225524902,2.6934981178783346e-06,0.4018573760986328,-0.13572582602500916,-0.030999645590782166,0.29225003719329834,0.15902313590049744,-0.031000353395938873
7,0.5293012857437134,-0.3346160650253296,0.173627108335495,1.1002684831619263,0.18656006455421448,0.723143994808197,-0.2095063179731369,0.7308420538902283,0.4445483088493347,0.4900304973125458,0.4986017048358917,-0.3229259252548218,-0.3706939220428467,-0.39892950654029846,0.413815438747406,0.15350279211997986,0.21098479628562927,-0.5788611173629761,-0.3535831570625305,0.5334098935127258,0.10533234477043152,1.1600744724273682,-0.5934257507324219,0.7307635545730591,0.44293802976608276,0.31742241978645325,0.40749287605285645,-0.04815249145030975,0.42152196168899536,0.3490592837333679,-0.0816948264837265,0.24565795063972473,0.4396052360534668,0.7469953298568726,0.3569376766681671,0.735327959060669,-0.6776512265205383,0.009036779403686523,0.44962936639785767,0.47783488035202026,-0.7546570897102356,0.283504843711853,-0.2857321500778198,0.08587811887264252,0.4424426555633545,-0.8521741628646851,-0.27936309576034546,-0.048881180584430695,0.28813308477401733,-0.9563420414924622,0.3470537066459656,0.011648667976260185,-0.03099999949336052,-0.9188895225524902,0.3945150375366211,-4.1732150179996097e-07,-0.3945150375366211,-0.9188895225524902,2.736373971856665e-06,0.4018573760986328,-0.13572581112384796,-0.030999641865491867,0.29225003719329834,0.15902315080165863,-0.031000357121229172
8,0.5523192286491394,-0.30665335059165955,0.20343106985092163,1.085762619972229,0.16149592399597168,0.6936339735984802,-0.17995889484882355,0.7308275699615479,0.46095356345176697,0.45952701568603516,0.49782124161720276,-0.24923452734947205,-0.35128524899482727,-0.40257179737091064,0.41302868723869324,0.1715267449617386,0.23606745898723602,-0.5617514848709106,-0.3277250826358795,0.5346645712852478,0.13508248329162598,1.18686044216156,-0.5921649932861328,0.7307835817337036,0.4181405305862427,0.26247259974479675,0.4091697335243225,-0.004242024850100279,0.420129656791687,0.3821799159049988,0.016746390610933304,0.2214098423719406,0.4261362552642822,0.7687086462974548,0.33784371614456177,0.7545426487922668,-0.6560124754905701,0.017694760113954544,0.4318278431892395,0.476021945476532,-0.7661121487617493,0.2701902389526367,-0.26562321186065674,0.08340448141098022,0.463952898979187,-0.8309203386306763,-0.30711400508880615,-0.09752640128135681,0.29666733741760254,-0.9499880075454712,0.3470537066459656,0.011648666113615036,-0.03099999949336052,-0.9188895225524902,0.3945150077342987,-6.619833357035532e-07,-0.3945150077342987,-0.9188895225524902,2.0797622255486203e-06,0.4018573760986328,-0.13572581112384796,-0.030999690294265747,0.29225003719329834,0.15902315080165863,-0.031000308692455292
9,0.5751320123672485,-0.2811538577079773,0.2333652675151825,1.0718783140182495,0.13636671006679535,0.6640040874481201,-0.15046170353889465,0.7308254241943359,0.4619694650173187,0.42437756061553955,0.4964295029640198,-0.24574796855449677,-0.35311010479927063,-0.4033202528953552,0.41232481598854065,0.17541629076004028,0.26131370663642883,-0.5454737544059753,-0.30106791853904724,0.534536600112915,0.16482038795948029,1.2143783569335938,-0.5856444239616394,0.7307791113853455,0.4319157004356384,0.2673290967941284,0.42517387866973877,-0.04405820742249489,0.41968655586242676,0.39688748121261597,0.09036452323198318,0.22612325847148895,0.41079989075660706,0.7899544835090637,0.32071453332901,0.7742421627044678,-0.6323416233062744,0.026327839121222496,0.41561245918273926,0.47662466764450073,-0.7746581435203552,0.2548220753669739,-0.2460535168647766,0.08109620213508606,0.47951340675354004,-0.8108580708503723,-0.33552369475364685,-0.14829453825950623,0.3019731044769287,-0.9417117834091187,0.3470537066459656,0.011648664250969887,-0.03099999949336052,-0.9188895225524902,0.39451494812965393,-6.535582315336796e-07,-0.39451494812965393,-0.9188895225524902,2.1234038740658434e-06,0.4018573760986328,-0.13572581112384796,-0.03099968656897545,0.29225003719329834,0.15902315080165863,-0.03100031241774559
