step,rewards_0
0,-2.2304296493530273
1,-0.04329993575811386
2,-0.02617349661886692
3,-0.017179181799292564
4,-0.013982615433633327
5,-0.01074441708624363
6,-0.0005287148524075747
7,0.010558822192251682
8,0.01454768143594265
9,0.012359296903014183
10,0.007251420058310032
11,-0.0030935374088585377
12,-0.02029057778418064
13,-0.04512652009725571
14,-0.07279657572507858
15,-0.1006150171160698
16,-0.1273932158946991
17,-0.15214553475379944
18,-0.17383357882499695
19,-0.19082844257354736
20,-0.20445159077644348
21,-0.21572688221931458
22,-0.22357583045959473
23,-0.22849752008914948
24,-0.23222297430038452
25,-0.23501726984977722
26,-0.2370413839817047
27,-0.23858673870563507
28,-0.23935624957084656
29,-0.23992332816123962
30,-0.24035987257957458
31,-0.24064284563064575
32,-0.2407296895980835
33,-0.24071484804153442
34,-0.2403733730316162
35,-0.23951007425785065
36,-0.23898683488368988
37,-0.2383362054824829
38,-0.23730388283729553
39,-0.23618516325950623
40,-0.2351304143667221
41,-0.23388996720314026
42,-0.23257026076316833
43,-0.23179906606674194
44,-0.2314280867576599
45,-0.23166704177856445
46,-0.23251208662986755
47,-0.2334144413471222
48,-0.23433199524879456
49,-0.23520208895206451
50,-0.23570838570594788
51,-0.23594070971012115
52,-0.2360687553882599
53,-0.23621146380901337
54,-0.2357976883649826
55,-0.23548106849193573
56,-0.22589118778705597
57,-0.06743921339511871
58,-0.0014011128805577755
59,-0.01284877397119999
60,-0.11101851612329483
61,-0.23239977657794952
62,-0.23014244437217712
63,-0.22735846042633057
64,-0.22406968474388123
65,-0.22039642930030823
66,-0.21667683124542236
67,-0.21281997859477997
68,-0.2086995244026184
69,-0.20416563749313354
70,-0.19978252053260803
71,-0.19777393341064453
72,-0.1980253905057907
73,-0.19975969195365906
74,-0.20031917095184326
75,-0.20143242180347443
76,-0.20340871810913086
77,-0.20747187733650208
78,-0.21160361170768738
79,-0.21492892503738403
80,-0.2181939333677292
81,-0.22136077284812927
82,-0.22412225604057312
83,-0.22649943828582764
84,-0.22856684029102325
85,-0.23032812774181366
86,-0.23183195292949677
87,-0.23314006626605988
88,-0.23419907689094543
89,-0.23515856266021729
90,-0.2359555959701538
91,-0.7366750240325928
92,-0.7374533414840698
93,-0.7382510304450989
94,-0.7389419674873352
95,-0.7395710945129395
96,-1.7402414083480835
97,-1.741098165512085
98,-1.741849660873413
99,-1.7427688837051392
100,-1.7436649799346924
101,-1.7445446252822876
102,-1.7453968524932861
103,-1.7460432052612305
104,-1.7461518049240112
105,-1.7462881803512573
106,-1.7464288473129272
107,-1.7466086149215698
108,-1.746867299079895
109,-1.7471697330474854
110,-1.7474979162216187
111,-1.7478463649749756
112,-1.7482060194015503
113,-1.7485638856887817
114,-1.7489038705825806
115,-1.749220371246338
116,-1.7495222091674805
117,-1.7498024702072144
118,-1.7498342990875244
119,-1.7497669458389282
120,-1.7496795654296875
121,-1.7495763301849365
122,-1.749451756477356
123,-1.7493077516555786
124,-1.7491459846496582
125,-1.748971700668335
126,-1.7487804889678955
127,-1.7485815286636353
128,-1.7483577728271484
129,-1.7481474876403809
130,-1.7478686571121216
131,-1.7475521564483643
132,-1.7472269535064697
133,-1.7469482421875
134,-1.7466068267822266
135,-1.7462189197540283
136,-1.7458218336105347
137,-1.7453629970550537
138,-1.744867205619812
139,-1.7443724870681763
140,-1.7438534498214722
141,-1.7433000802993774
142,-1.7426937818527222
143,-1.7420166730880737
144,-1.7412654161453247
145,-1.7404385805130005
146,-1.7398686408996582
147,-1.7393748760223389
148,-1.739134669303894
149,-1.738873839378357
150,-1.738761305809021
151,-1.740178108215332
152,-1.7405794858932495
153,-1.7416070699691772
154,-1.7421607971191406
155,-1.7424440383911133
156,-1.7430132627487183
157,-1.7429554462432861
158,-1.743465542793274
159,-1.743420958518982
160,-0.743713915348053
161,-0.7440367341041565
162,-0.744347095489502
163,-0.7446618676185608
164,-0.7449460625648499
165,-0.7451961040496826
166,-0.7453790903091431
167,-0.7456778287887573
168,-0.7460118532180786
169,-0.7463777661323547
170,-0.7467520236968994
171,-0.7471076846122742
172,-0.7474523782730103
173,-0.7477923631668091
174,-0.7481025457382202
175,-0.7483866214752197
176,-0.7486399412155151
177,-0.7488665580749512
178,-0.749069094657898
179,-0.7492242455482483
180,-0.7494187355041504
181,-0.7495996952056885
182,-0.24975770711898804
183,-0.2498483657836914
184,-0.24986715614795685
185,-0.24987338483333588
186,-0.24987956881523132
187,-0.24988698959350586
188,-0.24989452958106995
189,-0.24990279972553253
190,-0.2499091625213623
191,-0.24991580843925476
192,-0.249922513961792
193,-0.24992918968200684
194,-0.24993586540222168
195,-0.2499426007270813
196,-0.2499496340751648
197,-0.24995703995227814
198,-0.24996453523635864
199,-0.2499723732471466
