step,obs/agent/xarm7_ball_ee-1/qpos_0,obs/agent/xarm7_ball_ee-1/qpos_1,obs/agent/xarm7_ball_ee-1/qpos_2,obs/agent/xarm7_ball_ee-1/qpos_3,obs/agent/xarm7_ball_ee-1/qpos_4,obs/agent/xarm7_ball_ee-1/qpos_5,obs/agent/xarm7_ball_ee-1/qpos_6,obs/agent/xarm7_ball_ee-1/qpos_7
0,0.13617806136608124,-0.13151754438877106,0.07971639186143875,0.4276847839355469,-0.1714242398738861,0.9073177576065063,0.3084700107574463,0.7308359742164612
1,0.13845160603523254,-0.1569841355085373,0.10531468689441681,0.45878076553344727,-0.14449071884155273,0.8781355023384094,0.32512280344963074,0.7308216691017151
2,0.13734613358974457,-0.17818881571292877,0.1292882263660431,0.48893603682518005,-0.11752783507108688,0.8486608266830444,0.3460814356803894,0.7307875752449036
3,0.1329805999994278,-0.19298696517944336,0.15109878778457642,0.5188533067703247,-0.09136506170034409,0.818914532661438,0.3697201907634735,0.7307656407356262
4,0.12410914897918701,-0.20144158601760864,0.16886411607265472,0.5476275086402893,-0.06635786592960358,0.7891797423362732,0.3944486677646637,0.7307491302490234
5,0.11792777478694916,-0.20995894074440002,0.18444432318210602,0.5747487545013428,-0.04280097410082817,0.7598214149475098,0.4150710701942444,0.7307326793670654
6,0.11658059060573578,-0.22079826891422272,0.20496614277362823,0.6016218662261963,-0.02011128142476082,0.7306274175643921,0.42566007375717163,0.7307249903678894
7,0.12354562431573868,-0.2345181405544281,0.2287537008523941,0.6279687881469727,0.0042643314227461815,0.7016746401786804,0.42917370796203613,0.7307013273239136
8,0.1376352608203888,-0.2469007819890976,0.25427111983299255,0.6534059047698975,0.027509424835443497,0.6729827523231506,0.43016138672828674,0.7307013273239136
9,0.15647391974925995,-0.2555893659591675,0.2781320810317993,0.6756948232650757,0.048620399087667465,0.6447446346282959,0.4314436912536621,0.7307162284851074
10,0.17883653938770294,-0.2610478699207306,0.29844701290130615,0.6935299634933472,0.06687142699956894,0.616784930229187,0.4379655122756958,0.7307266592979431
11,0.20286379754543304,-0.2618170380592346,0.32333147525787354,0.7081716060638428,0.07957719266414642,0.5891492366790771,0.442430317401886,0.7307336330413818
12,0.23016050457954407,-0.2557169795036316,0.3492678105831146,0.7188857197761536,0.08346694707870483,0.5615411996841431,0.4494782090187073,0.730785608291626
13,0.2582997679710388,-0.24256128072738647,0.3742218017578125,0.7253871560096741,0.07976722717285156,0.5330644845962524,0.4571055471897125,0.7308183908462524
14,0.2859402000904083,-0.22496256232261658,0.398263543844223,0.7286157608032227,0.0753529891371727,0.5041353106498718,0.4635239541530609,0.7308171391487122
15,0.31181570887565613,-0.20669671893119812,0.42072561383247375,0.7277269959449768,0.07213745266199112,0.47515636682510376,0.4697602391242981,0.7308258414268494
16,0.33496811985969543,-0.19036364555358887,0.4365099370479584,0.7212477326393127,0.06412887573242188,0.446511447429657,0.4780338406562805,0.7308892011642456
17,0.3524700701236725,-0.17540517449378967,0.44107407331466675,0.7102648615837097,0.05052918195724487,0.4189019799232483,0.49066242575645447,0.7309765815734863
18,0.36379024386405945,-0.16165028512477875,0.43177446722984314,0.6950935125350952,0.029093977063894272,0.3983628749847412,0.5029457807540894,0.7310904860496521
19,0.36824217438697815,-0.15109461545944214,0.41425827145576477,0.6786728501319885,0.0045078350231051445,0.3931052088737488,0.5136457085609436,0.7311683893203735
