step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.22819820046424866,-0.09323754906654358,-0.031000033020973206
1,0.22819823026657104,-0.09323756396770477,-0.030999984592199326
2,0.22819828987121582,-0.09323804080486298,-0.030999988317489624
3,0.22819820046424866,-0.09323756396770477,-0.0310000441968441
4,0.22819826006889343,-0.09323802590370178,-0.03099997714161873
5,0.22819826006889343,-0.09323802590370178,-0.03100006654858589
6,0.22819820046424866,-0.09323756396770477,-0.031000029295682907
7,0.22819817066192627,-0.09323754906654358,-0.03100002557039261
8,0.22819823026657104,-0.09323757886886597,-0.03099995106458664
9,0.22819828987121582,-0.09323805570602417,-0.030999992042779922
10,0.22819826006889343,-0.09323756396770477,-0.0310000479221344
11,0.22819826006889343,-0.09323757886886597,-0.030999992042779922
12,0.22819826006889343,-0.09323802590370178,-0.031000062823295593
13,0.22819820046424866,-0.09323756396770477,-0.03099994733929634
14,0.22819826006889343,-0.09323804080486298,-0.030999992042779922
15,0.22819820046424866,-0.09323754906654358,-0.03100002184510231
16,0.22819820046424866,-0.09323756396770477,-0.03099994733929634
17,0.22819826006889343,-0.09323802590370178,-0.030999984592199326
18,0.22819826006889343,-0.09323756396770477,-0.031000059098005295
19,0.22819820046424866,-0.09323756396770477,-0.031000006943941116
20,0.22819817066192627,-0.09323754906654358,-0.030999936163425446
21,0.22819823026657104,-0.09323756396770477,-0.03099994733929634
22,0.22819826006889343,-0.09323802590370178,-0.030999988317489624
23,0.22819826006889343,-0.09323756396770477,-0.031000062823295593
24,0.22819820046424866,-0.09323756396770477,-0.031000006943941116
25,0.22819817066192627,-0.09323756396770477,-0.030999917536973953
26,0.22819826006889343,-0.09323804080486298,-0.03099999576807022
27,0.22819826006889343,-0.09323756396770477,-0.0310000479221344
28,0.22819826006889343,-0.09323757886886597,-0.031000029295682907
29,0.22819820046424866,-0.09323756396770477,-0.031000006943941116
30,0.22819820046424866,-0.09323756396770477,-0.030999917536973953
31,0.22819828987121582,-0.09323805570602417,-0.030999992042779922
32,0.22819826006889343,-0.09323756396770477,-0.0310000479221344
33,0.22819826006889343,-0.09323757886886597,-0.030999992042779922
34,0.22819826006889343,-0.09323802590370178,-0.031000062823295593
35,0.22819820046424866,-0.09323756396770477,-0.03099994733929634
36,0.22819826006889343,-0.09323804080486298,-0.030999992042779922
37,0.22819820046424866,-0.09323754906654358,-0.03100002184510231
38,0.22819820046424866,-0.09323756396770477,-0.03099995106458664
39,0.22819826006889343,-0.09323802590370178,-0.030999984592199326
40,0.22819826006889343,-0.09323756396770477,-0.031000059098005295
41,0.22819820046424866,-0.09323756396770477,-0.031000006943941116
42,0.2269708812236786,-0.09297676384449005,-0.030999962240457535
43,0.22333934903144836,-0.09543803334236145,-0.031000487506389618
44,0.22184449434280396,-0.09817808121442795,-0.0310000479221344
45,0.22023361921310425,-0.09959163516759872,-0.0310017392039299
46,0.2171129286289215,-0.10369119048118591,-0.031000040471553802
47,0.21683421730995178,-0.10434732586145401,-0.031000006943941116
48,0.21683433651924133,-0.10434737801551819,-0.031000107526779175
49,0.21683433651924133,-0.10434737801551819,-0.031000088900327682
50,0.21683436632156372,-0.10434737801551819,-0.031000100076198578
51,0.21683433651924133,-0.10434737801551819,-0.031000111252069473
52,0.21683433651924133,-0.10434737801551819,-0.031000088900327682
53,0.21683433651924133,-0.10434737801551819,-0.031000100076198578
54,0.21683433651924133,-0.10434737801551819,-0.031000107526779175
55,0.21683433651924133,-0.10434737801551819,-0.031000111252069473
