step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.4983483552932739,-0.04075169563293457,-0.03100007399916649
1,0.49834829568862915,-0.04075184836983681,-0.03100009635090828
2,0.4983483552932739,-0.04075163975358009,-0.031000107526779175
3,0.49834829568862915,-0.04075181856751442,-0.03100009635090828
4,0.4983483552932739,-0.04075164347887039,-0.031000103801488876
5,0.49834832549095154,-0.040751755237579346,-0.03100009635090828
6,0.49834877252578735,-0.04075181484222412,-0.031000081449747086
7,0.4983483552932739,-0.040751680731773376,-0.031000100076198578
8,0.49834829568862915,-0.04075177013874054,-0.031000085175037384
9,0.4983483552932739,-0.04075165092945099,-0.031000100076198578
10,0.4983483552932739,-0.04075169190764427,-0.031000088900327682
11,0.49834829568862915,-0.04075183719396591,-0.031000100076198578
12,0.4983483552932739,-0.04075168818235397,-0.031000085175037384
13,0.49834829568862915,-0.04075177013874054,-0.031000100076198578
14,0.4983483552932739,-0.04075165092945099,-0.031000088900327682
15,0.4983483552932739,-0.04075168818235397,-0.031000103801488876
16,0.49834832549095154,-0.040751732885837555,-0.03100009262561798
17,0.49834877252578735,-0.04075179994106293,-0.031000081449747086
18,0.4983483552932739,-0.040751680731773376,-0.03100009635090828
19,0.49834829568862915,-0.04075177386403084,-0.031000081449747086
20,0.4983483552932739,-0.04075165465474129,-0.03100007399916649
21,0.4983483552932739,-0.040751680731773376,-0.03100009262561798
22,0.49834829568862915,-0.04075178503990173,-0.031000100076198578
23,0.4983483552932739,-0.0407516285777092,-0.03100009262561798
24,0.49834829568862915,-0.04075178503990173,-0.031000103801488876
25,0.4983483552932739,-0.04075165092945099,-0.031000088900327682
26,0.4983483552932739,-0.04075167700648308,-0.031000107526779175
27,0.49834829568862915,-0.0407518595457077,-0.031000088900327682
28,0.4983483552932739,-0.040751706808805466,-0.031000103801488876
29,0.49834829568862915,-0.04075184464454651,-0.031000088900327682
30,0.4983483552932739,-0.040751680731773376,-0.031000100076198578
31,0.49834829568862915,-0.04075177013874054,-0.031000085175037384
32,0.4983483552932739,-0.04075165092945099,-0.031000077724456787
33,0.4983483552932739,-0.040751680731773376,-0.03100009262561798
34,0.49834829568862915,-0.04075178503990173,-0.031000100076198578
35,0.4983483552932739,-0.040751636028289795,-0.03100009262561798
36,0.49834832549095154,-0.04075172543525696,-0.031000111252069473
37,0.49834826588630676,-0.04075189307332039,-0.031000100076198578
38,0.4983483552932739,-0.04075169563293457,-0.031000107526779175
39,0.49834829568862915,-0.040751777589321136,-0.031000088900327682
40,0.4983483552932739,-0.0407516285777092,-0.031000085175037384
41,0.49834832549095154,-0.040751758962869644,-0.03100009635090828
42,0.4983482360839844,-0.04075193777680397,-0.031000088900327682
43,0.49834832549095154,-0.040751758962869644,-0.03100009262561798
44,0.49834877252578735,-0.040751807391643524,-0.031000081449747086
45,0.4983483552932739,-0.04075168818235397,-0.03100009635090828
46,0.49834829568862915,-0.040751777589321136,-0.031000085175037384
47,0.4983482360839844,-0.04075194150209427,-0.031000100076198578
48,0.49834832549095154,-0.040751755237579346,-0.031000081449747086
49,0.49834877252578735,-0.04075179621577263,-0.03100006654858589
50,0.4983483552932739,-0.04075165465474129,-0.031000085175037384
51,0.49834829568862915,-0.040751807391643524,-0.03100009635090828
52,0.4983483552932739,-0.04075165092945099,-0.031000081449747086
53,0.49834832549095154,-0.04075174778699875,-0.031000100076198578
54,0.49834829568862915,-0.040751755237579346,-0.031000081449747086
55,0.4983482360839844,-0.04075193777680397,-0.031000081449747086
56,0.49834829568862915,-0.04075174778699875,-0.031000085175037384
57,0.49834829568862915,-0.04075179621577263,-0.031000100076198578
58,0.4983483552932739,-0.04075163975358009,-0.031000088900327682
59,0.49834832549095154,-0.040751732885837555,-0.031000103801488876
60,0.49834877252578735,-0.040751807391643524,-0.031000062823295593
61,0.4983483552932739,-0.04075165092945099,-0.031000107526779175
62,0.49834829568862915,-0.04075181484222412,-0.03100009635090828
63,0.4983483552932739,-0.04075164347887039,-0.031000103801488876
64,0.49834832549095154,-0.040751755237579346,-0.03100009635090828
65,0.49834877252578735,-0.040751803666353226,-0.031000081449747086
66,0.4983483552932739,-0.040751680731773376,-0.031000100076198578
67,0.49834829568862915,-0.04075176268815994,-0.031000085175037384
68,0.4983483552932739,-0.04075164720416069,-0.031000103801488876
69,0.4983483552932739,-0.04075169563293457,-0.031000088900327682
70,0.49834829568862915,-0.04075183719396591,-0.031000100076198578
71,0.4983483552932739,-0.04075168818235397,-0.031000085175037384
72,0.49834829568862915,-0.040751777589321136,-0.031000100076198578
73,0.4983482360839844,-0.04075194150209427,-0.031000100076198578
74,0.49834829568862915,-0.04075174778699875,-0.031000100076198578
75,0.49834877252578735,-0.040751807391643524,-0.031000059098005295
76,0.4983297288417816,-0.04071919992566109,-0.031002722680568695
77,0.4983292520046234,-0.040719762444496155,-0.031000107526779175
78,0.4983288049697876,-0.04071963578462601,-0.031000100076198578
79,0.4983288049697876,-0.04071970283985138,-0.031000088900327682
80,0.4983292520046234,-0.040719788521528244,-0.031000062823295593
81,0.4983288049697876,-0.04071962833404541,-0.031000100076198578
82,0.4983288049697876,-0.040719710290431976,-0.03100009262561798
83,0.4983292520046234,-0.04071977734565735,-0.031000062823295593
84,0.4983288049697876,-0.040719639509916306,-0.031000103801488876
85,0.4983288049697876,-0.04071970283985138,-0.03100009262561798
86,0.4983292520046234,-0.04071978107094765,-0.031000062823295593
87,0.4983288049697876,-0.04071963578462601,-0.031000103801488876
88,0.4983288049697876,-0.04071970283985138,-0.031000088900327682
89,0.4983292520046234,-0.04071978107094765,-0.031000059098005295
90,0.4983288049697876,-0.040719643235206604,-0.031000077724456787
91,0.4983288049697876,-0.04071970283985138,-0.03100009262561798
92,0.4983292520046234,-0.04071976989507675,-0.031000062823295593
93,0.4983288049697876,-0.04071963205933571,-0.031000081449747086
94,0.4983288049697876,-0.04071970283985138,-0.03100009262561798
95,0.4983292520046234,-0.040719784796237946,-0.031000062823295593
96,0.4983288049697876,-0.040719643235206604,-0.031000077724456787
97,0.4983288049697876,-0.040719710290431976,-0.03100009635090828
98,0.4983292520046234,-0.040719784796237946,-0.03100006654858589
99,0.4983288049697876,-0.04071963578462601,-0.031000081449747086
100,0.4983288049697876,-0.04071969538927078,-0.03100009635090828
101,0.4983292520046234,-0.04071977734565735,-0.03100006654858589
102,0.4983288049697876,-0.0407196506857872,-0.031000085175037384
103,0.4983288049697876,-0.04071969538927078,-0.03100009635090828
104,0.4983292520046234,-0.04071977362036705,-0.03100007027387619
105,0.4983288049697876,-0.0407196506857872,-0.031000085175037384
106,0.4983288049697876,-0.04071970656514168,-0.031000100076198578
107,0.4983292520046234,-0.040719784796237946,-0.03100007027387619
108,0.4983288049697876,-0.04071963578462601,-0.031000085175037384
109,0.4983288049697876,-0.040719710290431976,-0.031000100076198578
110,0.4983292520046234,-0.04071978107094765,-0.03100007399916649
111,0.4983288049697876,-0.04071963578462601,-0.031000085175037384
112,0.4983288049697876,-0.04071970656514168,-0.031000100076198578
113,0.49671047925949097,-0.036873944103717804,-0.031014684587717056
114,0.49473828077316284,-0.03210611641407013,-0.03102773427963257
115,0.49291351437568665,-0.028605012223124504,-0.03103514388203621
116,0.49093323945999146,-0.025268683210015297,-0.03103429079055786
117,0.48908311128616333,-0.02206466905772686,-0.031036213040351868
118,0.4875591993331909,-0.019137652590870857,-0.0310407392680645
119,0.4863196015357971,-0.016640592366456985,-0.031042899936437607
120,0.4855574369430542,-0.015067122876644135,-0.031039506196975708
121,0.48516571521759033,-0.013786755502223969,-0.0310516320168972
122,0.4852130115032196,-0.013351421803236008,-0.031063634902238846
123,0.4850562512874603,-0.012581717222929,-0.031056951731443405
124,0.48491472005844116,-0.01191389188170433,-0.031050723046064377
125,0.48465970158576965,-0.0113237164914608,-0.031044423580169678
126,0.4843791127204895,-0.010664869099855423,-0.031037218868732452
127,0.48385339975357056,-0.009761512279510498,-0.031039658933877945
128,0.4830079674720764,-0.007936295121908188,-0.03103405237197876
129,0.4817298352718353,-0.005555242300033569,-0.031034450978040695
130,0.47982847690582275,-0.002315256744623184,-0.031031541526317596
131,0.47776052355766296,0.0016097836196422577,-0.03103610873222351
132,0.4754992127418518,0.005325783044099808,-0.03102704882621765
133,0.47316285967826843,0.009177464991807938,-0.031014934182167053
134,0.4719918966293335,0.011859729886054993,-0.03100704774260521
135,0.47144001722335815,0.01265411451458931,-0.031002946197986603
136,0.4713212251663208,0.012799963355064392,-0.031000111252069473
137,0.47132164239883423,0.012799788266420364,-0.03100012242794037
138,0.47132164239883423,0.012799803167581558,-0.031000077724456787
139,0.4713212251663208,0.012799955904483795,-0.031000133603811264
140,0.4698330760002136,0.011136345565319061,-0.03105485439300537
141,0.46838366985321045,0.008383844047784805,-0.031085271388292313
142,0.46805426478385925,0.005671937018632889,-0.03109544888138771
143,0.4685478210449219,0.002635536715388298,-0.03110506385564804
144,0.4696551561355591,0.00011137500405311584,-0.031111177057027817
145,0.4703270196914673,-0.0019280388951301575,-0.031089484691619873
146,0.468046098947525,-0.0046449825167655945,-0.031055595725774765
147,0.463806688785553,-0.008026462979614735,-0.0310000479221344
148,0.46272414922714233,-0.00904071144759655,-0.031000129878520966
149,0.46272462606430054,-0.009040707722306252,-0.03100018948316574
150,0.46272414922714233,-0.009040762670338154,-0.03100018948316574
