step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,0.44556331634521484,-0.19971799850463867,-0.41598179936408997,0.3701779246330261,-0.39869117736816406,1.4224298000335693,-0.2701456546783447,0.7308036684989929,0.08353699743747711,-0.33471250534057617,0.33824098110198975,0.7426714301109314,-0.1073741540312767,1.0045335292816162,0.03592921420931816,0.7310835719108582
1,0.4571533203125,-0.169991597533226,-0.4449376165866852,0.389965295791626,-0.3910296857357025,1.4231921434402466,-0.25663095712661743,0.7308489084243774,0.06765656173229218,-0.33535516262054443,0.3249431848526001,0.7311977744102478,-0.13711310923099518,0.9905874133110046,0.008372507989406586,0.7311649322509766
2,0.4587259292602539,-0.14125414192676544,-0.47196388244628906,0.41015586256980896,-0.3818940818309784,1.4226301908493042,-0.25056496262550354,0.730721116065979,0.056805502623319626,-0.3315976560115814,0.3101384937763214,0.7118338942527771,-0.16647374629974365,0.9823349714279175,-0.019961446523666382,0.7310492396354675
3,0.4588821232318878,-0.11313360929489136,-0.4920080602169037,0.42880088090896606,-0.3719020485877991,1.4221229553222656,-0.24775603413581848,0.73082035779953,0.05866913124918938,-0.3234158754348755,0.31326478719711304,0.6914787888526917,-0.19547247886657715,0.9634147882461548,-0.04767860844731331,0.7311338782310486
4,0.45831453800201416,-0.08396299183368683,-0.5017984509468079,0.44574207067489624,-0.36838042736053467,1.4201089143753052,-0.24171067774295807,0.7310019731521606,0.06857790797948837,-0.3113665282726288,0.322031706571579,0.6746025681495667,-0.223233163356781,0.9388202428817749,-0.07511875033378601,0.731128990650177
5,0.4528697729110718,-0.054944973438978195,-0.4911265969276428,0.4610345959663391,-0.378167062997818,1.4150190353393555,-0.22896112501621246,0.7312235832214355,0.0718507245182991,-0.3012109100818634,0.32694119215011597,0.6550977826118469,-0.25011542439460754,0.9151055812835693,-0.10270263254642487,0.7311035394668579
6,0.4502880275249481,-0.025440940633416176,-0.47917237877845764,0.47764623165130615,-0.39412254095077515,1.4086710214614868,-0.2200445532798767,0.7312525510787964,0.0765969306230545,-0.29231661558151245,0.3278001546859741,0.6382736563682556,-0.27644336223602295,0.890132486820221,-0.13086766004562378,0.7311015725135803
7,0.45182958245277405,0.002316089114174247,-0.45866456627845764,0.49666929244995117,-0.41741982102394104,1.4007166624069214,-0.21858853101730347,0.7314903736114502,0.07514183968305588,-0.2929016947746277,0.33514344692230225,0.6330650448799133,-0.303734689950943,0.8662713170051575,-0.15864044427871704,0.7312369346618652
8,0.46048682928085327,0.027295423671603203,-0.4354744851589203,0.5144850611686707,-0.44274646043777466,1.3903530836105347,-0.22129549086093903,0.7316365242004395,0.077922523021698,-0.30216115713119507,0.35198643803596497,0.6224240660667419,-0.3308278024196625,0.8520064949989319,-0.1845044493675232,0.7312536239624023
9,0.47681981325149536,0.048860739916563034,-0.41288742423057556,0.5328478217124939,-0.4690428376197815,1.3696907758712769,-0.21612516045570374,0.7316223382949829,0.09607796370983124,-0.31409889459609985,0.3748909831047058,0.6030255556106567,-0.35758545994758606,0.8421303033828735,-0.20292508602142334,0.7312898635864258
10,0.49690014123916626,0.07126002758741379,-0.3940238654613495,0.5522903800010681,-0.48689794540405273,1.3444066047668457,-0.2044384777545929,0.7315614223480225,0.12252064794301987,-0.33179059624671936,0.40105730295181274,0.5837267637252808,-0.38626089692115784,0.841922402381897,-0.20478270947933197,0.7313843369483948
11,0.5193710923194885,0.09607675671577454,-0.3883703052997589,0.5690116286277771,-0.4915142059326172,1.3170113563537598,-0.18023081123828888,0.7313169240951538,0.1524830311536789,-0.34092122316360474,0.4245961606502533,0.5602514147758484,-0.41541025042533875,0.84795743227005,-0.19400320947170258,0.7312619686126709
12,0.5313120484352112,0.11328781396150589,-0.37765559554100037,0.5865793228149414,-0.48874330520629883,1.2916313409805298,-0.15104316174983978,0.7312502861022949,0.1820450723171234,-0.33527466654777527,0.4412468373775482,0.5407611131668091,-0.4434316158294678,0.8614615797996521,-0.17009837925434113,0.7311079502105713
13,0.5357092022895813,0.11580579727888107,-0.36669182777404785,0.6067678928375244,-0.4961342215538025,1.2900080680847168,-0.12143716961145401,0.7311848402023315,0.20677034556865692,-0.3201819956302643,0.43654075264930725,0.5379213094711304,-0.46805182099342346,0.873507022857666,-0.14277657866477966,0.7310461401939392
14,0.5352051854133606,0.11668023467063904,-0.3500744700431824,0.6304484605789185,-0.5155481100082397,1.2900978326797485,-0.09180213510990143,0.7313356399536133,0.21990884840488434,-0.30193132162094116,0.43449854850769043,0.5573553442955017,-0.4872105121612549,0.8867186903953552,-0.11502887308597565,0.7310734987258911
15,0.5393007397651672,0.11419050395488739,-0.3276310861110687,0.6547939777374268,-0.5370212197303772,1.2951782941818237,-0.0621824637055397,0.7314180731773376,0.22878976166248322,-0.2833990156650543,0.42426586151123047,0.5825498700141907,-0.5099387764930725,0.8980459570884705,-0.0871066227555275,0.7310470342636108
16,0.5434458255767822,0.11317802220582962,-0.30040621757507324,0.6810670495033264,-0.5631361603736877,1.2931876182556152,-0.03258964419364929,0.7314707040786743,0.22615653276443481,-0.2623648941516876,0.4115651547908783,0.6097753047943115,-0.5363332033157349,0.9038404822349548,-0.05968543887138367,0.7310346364974976
