step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.1944974660873413,-0.056542374193668365,-0.03099966049194336
1,0.1944974660873413,-0.056542374193668365,-0.030999671667814255
2,0.1944974660873413,-0.05654236674308777,-0.030999623239040375
3,0.1944974660873413,-0.05654236674308777,-0.030999667942523956
4,0.1944974660873413,-0.05654237046837807,-0.030999653041362762
5,0.1944974660873413,-0.056542374193668365,-0.030999664217233658
6,0.1944974660873413,-0.056542374193668365,-0.030999675393104553
7,0.1944974660873413,-0.05654236301779747,-0.03099966049194336
8,0.1944974660873413,-0.05654237046837807,-0.030999671667814255
9,0.1944974660873413,-0.056542348116636276,-0.03099965676665306
10,0.19449740648269653,-0.056542348116636276,-0.030999671667814255
11,0.19449743628501892,-0.05654231831431389,-0.030999649316072464
12,0.19449740648269653,-0.05654233694076538,-0.03099965676665306
13,0.19449743628501892,-0.05654232203960419,-0.03099967911839485
14,0.19449740648269653,-0.05654234066605568,-0.03099966049194336
15,0.19449743628501892,-0.056542329490184784,-0.030999667942523956
16,0.19449740648269653,-0.05654233321547508,-0.03099965676665306
17,0.1944974660873413,-0.056542351841926575,-0.030999664217233658
18,0.19449743628501892,-0.05654232203960419,-0.030999653041362762
19,0.19449740648269653,-0.056542325764894485,-0.03099966049194336
20,0.19449743628501892,-0.05654231831431389,-0.030999675393104553
21,0.19449740648269653,-0.05654234066605568,-0.03099966049194336
22,0.1945740282535553,-0.05667945370078087,-0.031001608818769455
23,0.19880598783493042,-0.05829174816608429,-0.031000107526779175
24,0.20107120275497437,-0.059290334582328796,-0.031000003218650818
25,0.20107191801071167,-0.05929037928581238,-0.030999667942523956
26,0.20107191801071167,-0.05929037183523178,-0.03099967911839485
27,0.20107167959213257,-0.05929034203290939,-0.03099970892071724
28,0.20107188820838928,-0.0592903271317482,-0.030999649316072464
29,0.20107188820838928,-0.05929037183523178,-0.030999664217233658
30,0.20107188820838928,-0.05929034575819969,-0.03099965676665306
31,0.20107188820838928,-0.05929037556052208,-0.03099967911839485
32,0.20107188820838928,-0.05929034575819969,-0.030999675393104553
33,0.20107170939445496,-0.0592903234064579,-0.030999697744846344
34,0.20107191801071167,-0.05929037183523178,-0.03099967911839485
35,0.20107188820838928,-0.05929034203290939,-0.03099966049194336
36,0.20107191801071167,-0.05929037928581238,-0.03099965676665306
37,0.20107191801071167,-0.059290412813425064,-0.03099958971142769
38,0.20107188820838928,-0.05929039418697357,-0.030999675393104553
39,0.2010718584060669,-0.05929037183523178,-0.03099965676665306
40,0.20107188820838928,-0.05929040163755417,-0.03099968284368515
41,0.20107191801071167,-0.059290364384651184,-0.03099968656897545
42,0.20107170939445496,-0.05929044634103775,-0.030999820679426193
43,0.20107191801071167,-0.05929041653871536,-0.03099958598613739
44,0.20107188820838928,-0.059290386736392975,-0.03099958598613739
45,0.20107170939445496,-0.059290457516908646,-0.030999794602394104
46,0.20107188820838928,-0.05929037183523178,-0.03099968284368515
47,0.20107188820838928,-0.0592903308570385,-0.03099965676665306
48,0.20107191801071167,-0.05929037928581238,-0.03099967911839485
49,0.2010718584060669,-0.059290364384651184,-0.030999690294265747
50,0.20107188820838928,-0.05929055064916611,-0.030999626964330673
51,0.20107188820838928,-0.05929040163755417,-0.03099968656897545
52,0.20107191801071167,-0.059290364384651184,-0.030999675393104553
53,0.20107188820838928,-0.05929039418697357,-0.030999667942523956
54,0.20107191801071167,-0.05929037183523178,-0.03099967911839485
