step,obs/extra/left_tcp_pose_6d_from_bimanual_center_0,obs/extra/left_tcp_pose_6d_from_bimanual_center_1,obs/extra/left_tcp_pose_6d_from_bimanual_center_2,obs/extra/left_tcp_pose_6d_from_bimanual_center_3,obs/extra/left_tcp_pose_6d_from_bimanual_center_4,obs/extra/left_tcp_pose_6d_from_bimanual_center_5,obs/extra/left_tcp_pose_6d_from_bimanual_center_6,obs/extra/left_tcp_pose_6d_from_bimanual_center_7,obs/extra/left_tcp_pose_6d_from_bimanual_center_8
0,0.44670629501342773,0.35967594385147095,0.11644792556762695,0.20989537239074707,-0.9773893356323242,0.025573641061782837,-0.013623058795928955,-0.02907741069793701,-0.9994843006134033
1,0.45321911573410034,0.3715178370475769,0.10943202674388885,0.2364671230316162,-0.9706740379333496,0.04330408573150635,-0.0016057193279266357,-0.04495835304260254,-0.9989875555038452
2,0.4599722623825073,0.38813167810440063,0.10501615703105927,0.26950401067733765,-0.9614430665969849,0.054725684225559235,0.01616773195564747,-0.05230295658111572,-0.9985003471374512
3,0.46778687834739685,0.40892696380615234,0.105385422706604,0.3031772971153259,-0.9511252045631409,0.05868903547525406,0.04301679506897926,-0.04786503314971924,-0.9979271292686462
4,0.4762709140777588,0.4329999089241028,0.11024028062820435,0.3372259736061096,-0.9396926164627075,0.05706626921892166,0.07679641991853714,-0.032956480979919434,-0.9965020418167114
5,0.4849391579627991,0.45746612548828125,0.11616361141204834,0.3727983832359314,-0.9262721538543701,0.055147893726825714,0.11072908341884613,-0.01459968090057373,-0.9937434196472168
6,0.4927794337272644,0.479793906211853,0.12032341957092285,0.40931177139282227,-0.9107053279876709,0.0554957240819931,0.13967230916023254,0.00243532657623291,-0.9901947975158691
7,0.5006793141365051,0.49921613931655884,0.12358111143112183,0.4437630772590637,-0.8942743539810181,0.05785999447107315,0.16561536490917206,0.018386900424957275,-0.9860190153121948
8,0.5101991891860962,0.5155003070831299,0.12799254059791565,0.47400540113449097,-0.878304123878479,0.06245589256286621,0.19267287850379944,0.034247517585754395,-0.9806652069091797
9,0.5217800140380859,0.5279451012611389,0.1339801400899887,0.49938690662384033,-0.863427996635437,0.07144851237535477,0.22219687700271606,0.04792988300323486,-0.9738229513168335
10,0.5347000360488892,0.5368357300758362,0.14147323369979858,0.5201057195663452,-0.8499265909194946,0.08434978127479553,0.2533479928970337,0.05920839309692383,-0.9655616283416748
11,0.5470073819160461,0.5420295000076294,0.14874272048473358,0.5369443893432617,-0.8376601934432983,0.10008087754249573,0.2817441523075104,0.06623625755310059,-0.9572005867958069
12,0.5550539493560791,0.5472361445426941,0.15590651333332062,0.5533754825592041,-0.8251484632492065,0.11360305547714233,0.3028557300567627,0.07227402925491333,-0.9502919912338257
13,0.5562524199485779,0.5565962791442871,0.16389551758766174,0.5732832551002502,-0.8103527426719666,0.12113942205905914,0.3150613009929657,0.08153796195983887,-0.9455622434616089
14,0.5515812635421753,0.5708621144294739,0.1732570230960846,0.597105860710144,-0.792636513710022,0.12325562536716461,0.32125726342201233,0.09550106525421143,-0.9421641826629639
15,0.5439361333847046,0.5899497270584106,0.1853359341621399,0.6235948204994202,-0.7720282077789307,0.1228904277086258,0.32768598198890686,0.11542016267776489,-0.9377101063728333
16,0.5333310961723328,0.6119422316551208,0.19922873377799988,0.6508135795593262,-0.7494876980781555,0.12128442525863647,0.3334196209907532,0.13861781358718872,-0.9325323104858398
17,0.519428014755249,0.6353195309638977,0.21354275941848755,0.6777447462081909,-0.7257511615753174,0.11809909343719482,0.3364901840686798,0.1633167266845703,-0.9274169206619263
18,0.5012174248695374,0.6586419939994812,0.225932776927948,0.7063168883323669,-0.698809802532196,0.11305484175682068,0.33298131823539734,0.18703997135162354,-0.9241967797279358
19,0.4803677797317505,0.6816152930259705,0.2365913689136505,0.7372708916664124,-0.6668798923492432,0.10817956924438477,0.3254828155040741,0.2102956771850586,-0.9218658804893494
20,0.457010954618454,0.7038146257400513,0.2460474669933319,0.7697911262512207,-0.629901647567749,0.10317736864089966,0.3142073154449463,0.23325002193450928,-0.9202543497085571
21,0.43101373314857483,0.7248373031616211,0.25638458132743835,0.8020902872085571,-0.5889929533004761,0.09868364036083221,0.30101510882377625,0.2560122013092041,-0.9186117649078369
22,0.40363192558288574,0.7462457418441772,0.26949653029441833,0.834018886089325,-0.5435206890106201,0.09485632181167603,0.2888951003551483,0.28372788429260254,-0.914351224899292
23,0.37509435415267944,0.7691588997840881,0.28676655888557434,0.864578127861023,-0.4942428171634674,0.090711809694767,0.27817052602767944,0.320407509803772,-0.9055165648460388
24,0.3472679555416107,0.7939285635948181,0.31038182973861694,0.8907734751701355,-0.4453081488609314,0.0906824991106987,0.2743285596370697,0.36781740188598633,-0.8885124325752258
25,0.3196369707584381,0.820443868637085,0.34085917472839355,0.9128378629684448,-0.3970470428466797,0.0952925905585289,0.27583667635917664,0.4275534152984619,-0.8608787655830383
26,0.2907486855983734,0.8469862341880798,0.376932293176651,0.9311388731002808,-0.34920912981033325,0.10504002124071121,0.27864134311676025,0.49551403522491455,-0.8226937055587769
27,0.2581891119480133,0.8718855381011963,0.416314959526062,0.9465610980987549,-0.30175089836120605,0.11387939751148224,0.2743957042694092,0.5678818225860596,-0.7760265469551086
28,0.22252815961837769,0.8929624557495117,0.45648258924484253,0.9585607051849365,-0.25704225897789,0.12284407019615173,0.2637009918689728,0.6373664140701294,-0.7240344285964966
29,0.1835840344429016,0.9099792838096619,0.49592089653015137,0.9684195518493652,-0.21324694156646729,0.1291871964931488,0.24386319518089294,0.7022610902786255,-0.668849766254425
30,0.1425248384475708,0.9224058389663696,0.5326780676841736,0.9761804938316345,-0.1685657501220703,0.1365913599729538,0.21695978939533234,0.7591801881790161,-0.6136561632156372
31,0.10020220279693604,0.9304511547088623,0.566563069820404,0.9816792607307434,-0.12350820004940033,0.14509153366088867,0.1843595653772354,0.8080614805221558,-0.5595070719718933
32,0.05563759803771973,0.9334404468536377,0.6007687449455261,0.9861000776290894,-0.0816275030374527,0.14471907913684845,0.1443575769662857,0.8521527647972107,-0.5029876232147217
33,0.009620189666748047,0.9309236407279968,0.6359230279922485,0.9886133074760437,-0.03875899314880371,0.14540106058120728,0.10005548596382141,0.8910298943519592,-0.44278061389923096
34,-0.03669959306716919,0.9229898452758789,0.6702889204025269,0.9883882403373718,0.005561593919992447,0.15184782445430756,0.05338750779628754,0.922906219959259,-0.3813055157661438
35,-0.08261287212371826,0.9102630615234375,0.7024437785148621,0.9846652150154114,0.05139169096946716,0.1667131632566452,0.004858285654336214,0.9471766948699951,-0.3206753134727478
36,-0.126323401927948,0.894353449344635,0.7302854657173157,0.9761083722114563,0.09561023861169815,0.19511814415454865,-0.041575368493795395,0.9635775685310364,-0.26417747139930725
37,-0.16747653484344482,0.8770249485969543,0.752449095249176,0.962870717048645,0.13707807660102844,0.23257167637348175,-0.08660735189914703,0.9728080034255981,-0.21481101214885712
38,-0.20589464902877808,0.8593752384185791,0.7695732712745667,0.9459408521652222,0.17460688948631287,0.2733282148838043,-0.13039733469486237,0.9763527512550354,-0.1724291294813156
39,-0.2427617311477661,0.8399152755737305,0.7841658592224121,0.9263574481010437,0.2089185118675232,0.31339266896247864,-0.17488086223602295,0.9755133390426636,-0.1333809196949005
40,-0.27896636724472046,0.8172175288200378,0.7978209853172302,0.9037787318229675,0.24008795619010925,0.3543187379837036,-0.22070544958114624,0.9707223176956177,-0.09480118006467819
41,-0.31443822383880615,0.7907363176345825,0.8106601238250732,0.8782459497451782,0.2673916816711426,0.39646658301353455,-0.2673908472061157,0.9619336128234863,-0.05644392594695091
42,-0.3490522503852844,0.7601170539855957,0.8232473134994507,0.850086510181427,0.29010650515556335,0.4395351707935333,-0.31493934988975525,0.9489554166793823,-0.017228348180651665
43,-0.3824726343154907,0.7255336046218872,0.8350040912628174,0.8198005557060242,0.3082910180091858,0.4825802743434906,-0.36308133602142334,0.9315043687820435,0.021716291084885597
44,-0.4143482446670532,0.6873557567596436,0.8454378843307495,0.7883957028388977,0.3227706551551819,0.5236901044845581,-0.411620557308197,0.909433126449585,0.059160150587558746
45,-0.44414687156677246,0.6465561389923096,0.8535440564155579,0.7554610371589661,0.33310025930404663,0.5642010569572449,-0.4591625928878784,0.8834460377693176,0.09323512762784958
46,-0.4715803861618042,0.6041697263717651,0.8586481213569641,0.7219712138175964,0.3405931890010834,0.6022905111312866,-0.505128800868988,0.8543222546577454,0.12238630652427673
47,-0.49608445167541504,0.561934769153595,0.8597263693809509,0.6851052641868591,0.34068673849105835,0.6438659429550171,-0.5465927720069885,0.8247095346450806,0.14522582292556763
48,-0.5171418190002441,0.5235470533370972,0.8540539741516113,0.6436413526535034,0.33214011788368225,0.6894989013671875,-0.5797967314720154,0.7996838092803955,0.1560177206993103
49,-0.5354509353637695,0.48827677965164185,0.8448690176010132,0.6003889441490173,0.3172079026699066,0.7341063618659973,-0.6075658202171326,0.777821958065033,0.16080036759376526
50,-0.5514408349990845,0.45506665110588074,0.8334031105041504,0.5564209818840027,0.29763680696487427,0.7757629156112671,-0.6314989328384399,0.7582590579986572,0.1620256006717682
51,-0.5659984350204468,0.42299965023994446,0.8195317387580872,0.5120657086372375,0.27898654341697693,0.8123763799667358,-0.6550653576850891,0.7385973930358887,0.15925848484039307
