step,obs/extra/left_tcp_pose_6d_from_bimanual_center_0,obs/extra/left_tcp_pose_6d_from_bimanual_center_1,obs/extra/left_tcp_pose_6d_from_bimanual_center_2,obs/extra/left_tcp_pose_6d_from_bimanual_center_3,obs/extra/left_tcp_pose_6d_from_bimanual_center_4,obs/extra/left_tcp_pose_6d_from_bimanual_center_5,obs/extra/left_tcp_pose_6d_from_bimanual_center_6,obs/extra/left_tcp_pose_6d_from_bimanual_center_7,obs/extra/left_tcp_pose_6d_from_bimanual_center_8
0,0.3284456729888916,0.5770961046218872,0.24345678091049194,0.06475192308425903,-0.9832828044891357,-0.17018264532089233,0.4809908866882324,0.18017584085464478,-0.8580119013786316
1,0.3457190990447998,0.5794691443443298,0.257270485162735,0.047939300537109375,-0.9734181761741638,-0.22396162152290344,0.4886680841445923,0.21841013431549072,-0.8446895480155945
2,0.3633697032928467,0.5796718001365662,0.2704960107803345,0.02876913547515869,-0.9607357978820801,-0.27596911787986755,0.4985067546367645,0.25308990478515625,-0.8291178941726685
3,0.37993693351745605,0.5795372724533081,0.28294551372528076,0.014127969741821289,-0.9455864429473877,-0.32506421208381653,0.509028971195221,0.28661859035491943,-0.8116276264190674
4,0.3950808048248291,0.5780166387557983,0.2923557758331299,0.003926873207092285,-0.9303901195526123,-0.3665500581264496,0.5180191993713379,0.3154296875,-0.7950850129127502
5,0.40859103202819824,0.5737419128417969,0.2977876365184784,-0.008279204368591309,-0.9158270359039307,-0.4014877676963806,0.5243682265281677,0.3378944993019104,-0.781578779220581
6,0.4196631908416748,0.5636927485466003,0.29412367939949036,-0.03247785568237305,-0.9034102559089661,-0.427545428276062,0.5217023491859436,0.3495478630065918,-0.778230607509613
7,0.429490327835083,0.5492888689041138,0.28464609384536743,-0.06002092361450195,-0.8953543305397034,-0.44129133224487305,0.5138950943946838,0.3512841463088989,-0.7826310396194458
8,0.4380490779876709,0.5329930186271667,0.273062527179718,-0.08648955821990967,-0.8898127675056458,-0.4480546712875366,0.50599604845047,0.3481786847114563,-0.7891385555267334
9,0.43728041648864746,0.5296337604522705,0.2614653408527374,-0.0939793586730957,-0.8806144595146179,-0.4644203186035156,0.48810482025146484,0.36581796407699585,-0.7924209833145142
10,0.43829941749572754,0.5302520394325256,0.24843677878379822,-0.09576892852783203,-0.8730600476264954,-0.4781154990196228,0.46962952613830566,0.3838740587234497,-0.7950401306152344
11,0.43850159645080566,0.5332636833190918,0.2329500913619995,-0.09949016571044922,-0.8638308048248291,-0.49386030435562134,0.44966554641723633,0.4037202000617981,-0.7967501878738403
12,0.4369685649871826,0.5362086296081543,0.21618089079856873,-0.09491205215454102,-0.8627864122390747,-0.49657970666885376,0.4282675087451935,0.4149206280708313,-0.8027626872062683
13,0.44043850898742676,0.5397404432296753,0.20721998810768127,-0.09153079986572266,-0.8554057478904724,-0.5098069906234741,0.4190334975719452,0.4313368797302246,-0.7989740371704102
14,0.442798376083374,0.5424660444259644,0.1966446042060852,-0.091758131980896,-0.848027765750885,-0.5219476819038391,0.4098619818687439,0.44553667306900024,-0.7959335446357727
15,0.4469568729400635,0.5453429222106934,0.19020605087280273,-0.09103941917419434,-0.8390835523605347,-0.5363307595252991,0.4075116217136383,0.46002036333084106,-0.7888698577880859
16,0.44959425926208496,0.5472633242607117,0.18287470936775208,-0.09362530708312988,-0.8296318054199219,-0.5504047274589539,0.4056548774242401,0.4730759859085083,-0.7820762395858765
17,0.44783997535705566,0.5499915480613708,0.1715916097164154,-0.09741044044494629,-0.8229478001594543,-0.5597037672996521,0.39013776183128357,0.48579341173171997,-0.7821747660636902
18,0.4445011615753174,0.5520715713500977,0.1575363725423813,-0.10472393035888672,-0.8176247477531433,-0.5661472082138062,0.37241801619529724,0.4956128001213074,-0.7846481800079346
19,0.44339823722839355,0.5519776940345764,0.14268778264522552,-0.11303627490997314,-0.8158746957778931,-0.5670726299285889,0.35942715406417847,0.498502254486084,-0.78886479139328
20,0.44368767738342285,0.5502756834030151,0.1286931037902832,-0.11733698844909668,-0.8183932304382324,-0.5625518560409546,0.35014739632606506,0.49599355459213257,-0.7945987582206726
21,0.441295862197876,0.5458070635795593,0.11078602075576782,-0.11731445789337158,-0.8289377093315125,-0.5469000935554504,0.3375411927700043,0.4846344590187073,-0.8069669008255005
22,0.4329659938812256,0.539098858833313,0.08700388669967651,-0.11712443828582764,-0.8460296988487244,-0.5201113820075989,0.3138415515422821,0.4653460383415222,-0.8276211023330688
23,0.4197657108306885,0.5317524075508118,0.06092795729637146,-0.12494993209838867,-0.8635526895523071,-0.48853281140327454,0.27941370010375977,0.44183534383773804,-0.8524726033210754
24,0.4066927433013916,0.5233721137046814,0.036439403891563416,-0.1507880687713623,-0.8764489889144897,-0.4572749435901642,0.24731305241584778,0.414409875869751,-0.8758429288864136
25,0.39687085151672363,0.5143187642097473,0.01639721542596817,-0.17640113830566406,-0.886905312538147,-0.42694464325904846,0.2210744321346283,0.3869669437408447,-0.8951998353004456
26,0.3999950885772705,0.5057228207588196,0.008447453379631042,-0.2019592523574829,-0.8897988200187683,-0.40923163294792175,0.22195559740066528,0.3653881549835205,-0.9040062427520752
27,0.41202235221862793,0.4982929229736328,0.017639830708503723,-0.23063790798187256,-0.8772106170654297,-0.42107921838760376,0.2559969425201416,0.3627985119819641,-0.8960149884223938
28,0.43398451805114746,0.48986396193504333,0.0374155193567276,-0.25489068031311035,-0.8582395315170288,-0.4454837441444397,0.309562087059021,0.36403048038482666,-0.878437876701355
29,0.442244291305542,0.48801833391189575,0.048374444246292114,-0.27392613887786865,-0.8431105613708496,-0.46274101734161377,0.33962297439575195,0.3653474450111389,-0.866705060005188
30,0.44808077812194824,0.498483806848526,0.06028887629508972,-0.2684434652328491,-0.8347273468971252,-0.48079967498779297,0.36491844058036804,0.3737998604774475,-0.8527063727378845
31,0.4388887882232666,0.5138691067695618,0.05695950984954834,-0.2424560785293579,-0.8448925018310547,-0.47683537006378174,0.35530737042427063,0.380021870136261,-0.8540142178535461
32,0.42144083976745605,0.5291532874107361,0.04255974292755127,-0.18584096431732178,-0.8749908208847046,-0.4470508098602295,0.3258155584335327,0.3743594288825989,-0.8681586384773254
33,0.40151476860046387,0.5433984994888306,0.02619031071662903,-0.11805319786071777,-0.9038574695587158,-0.411223828792572,0.29128238558769226,0.3643825054168701,-0.8845224380493164
34,0.3833625316619873,0.5581234693527222,0.013832151889801025,-0.04629051685333252,-0.9230724573135376,-0.38183045387268066,0.2602575123310089,0.3578945994377136,-0.8967594504356384
35,0.36284375190734863,0.5709352493286133,0.0002824515104293823,0.026822447776794434,-0.9355713129043579,-0.35211771726608276,0.2219144105911255,0.3490280508995056,-0.9104578495025635
36,0.3413960933685303,0.5813940167427063,-0.013038218021392822,0.09787708520889282,-0.9405405521392822,-0.3252744972705841,0.18239614367485046,0.3382608890533447,-0.9232070446014404
37,0.32854723930358887,0.5881630778312683,-0.02223806083202362,0.14820730686187744,-0.939637303352356,-0.3084094822406769,0.1612524688243866,0.3306405544281006,-0.929878830909729
38,0.32472872734069824,0.5878607630729675,-0.029914043843746185,0.16900420188903809,-0.9397202730178833,-0.2972598075866699,0.1557854264974594,0.32327574491500854,-0.933393657207489
39,0.3345520496368408,0.5828058123588562,-0.033085454255342484,0.1631510853767395,-0.9429312944412231,-0.2902795970439911,0.17102983593940735,0.3167981505393982,-0.932945728302002
40,0.35765957832336426,0.5691085457801819,-0.03289898857474327,0.11757737398147583,-0.9508895874023438,-0.28632956743240356,0.2058957815170288,0.3054066300392151,-0.9296956062316895
41,0.38376498222351074,0.5494555234909058,-0.032279159873723984,0.05756998062133789,-0.9575520157814026,-0.28245338797569275,0.245136559009552,0.287819504737854,-0.9257797002792358
42,0.40569615364074707,0.525616466999054,-0.034048255532979965,0.003148496150970459,-0.9622425436973572,-0.2721753418445587,0.27975985407829285,0.2621561288833618,-0.9235846996307373
43,0.41829895973205566,0.5027538537979126,-0.03982549533247948,-0.034774065017700195,-0.9667628407478333,-0.25329920649528503,0.3017699420452118,0.23146474361419678,-0.9248562455177307
44,0.420975923538208,0.4852147102355957,-0.0492442324757576,-0.052902936935424805,-0.9725110530853271,-0.22676801681518555,0.3098291754722595,0.19989436864852905,-0.9295420050621033
45,0.42452502250671387,0.47170302271842957,-0.056460149586200714,-0.060357093811035156,-0.9781942367553711,-0.19872871041297913,0.3194652199745178,0.16968917846679688,-0.9322807788848877
46,0.43448948860168457,0.4605899155139923,-0.058506447821855545,-0.06477129459381104,-0.9827492237091064,-0.17322993278503418,0.33939874172210693,0.14155042171478271,-0.9299311637878418
47,0.4464561939239502,0.45002037286758423,-0.05825401097536087,-0.06767213344573975,-0.9868038892745972,-0.14710111916065216,0.36313360929489136,0.11296510696411133,-0.9248637557029724
48,0.4581329822540283,0.4389066994190216,-0.057344499975442886,-0.06962895393371582,-0.9905658960342407,-0.11803071200847626,0.3868311047554016,0.08224958181381226,-0.918475329875946
49,0.4628560543060303,0.4246489703655243,-0.06004389002919197,-0.06988489627838135,-0.9943109154701233,-0.08038590103387833,0.4004625082015991,0.04584091901779175,-0.9151657819747925
50,0.45945286750793457,0.4076826572418213,-0.067214734852314,-0.0660637617111206,-0.9972094893455505,-0.03476766124367714,0.39995694160461426,0.005457758903503418,-0.9165177345275879
51,0.45874476432800293,0.40633800625801086,-0.06802678108215332,-0.055323123931884766,-0.9982984066009521,-0.018427997827529907,0.4029732048511505,-0.005437731742858887,-0.9151955842971802
52,0.4664571285247803,0.4082932770252228,-0.05942988023161888,-0.059597134590148926,-0.9979268312454224,-0.024294886738061905,0.4245343506336212,-0.0033111572265625,-0.9054058194160461
53,0.48303914070129395,0.41259142756462097,-0.04411377012729645,-0.07727813720703125,-0.9962726831436157,-0.03832725062966347,0.4644778072834015,-0.0019594430923461914,-0.885582685470581
54,0.49918246269226074,0.4329269230365753,-0.024284452199935913,-0.07073652744293213,-0.9951597452163696,-0.06821656972169876,0.507634699344635,0.02295541763305664,-0.8612666130065918
55,0.5126321315765381,0.4583178758621216,-0.006111428141593933,-0.05617082118988037,-0.9941233396530151,-0.09254035353660583,0.5465831756591797,0.04694575071334839,-0.8360879421234131
56,0.5213863849639893,0.4738551080226898,0.003452993929386139,-0.05577993392944336,-0.9936742782592773,-0.09746890515089035,0.5741459131240845,0.04794341325759888,-0.8173481822013855
57,0.529043436050415,0.4724047780036926,0.008811935782432556,-0.0832892656326294,-0.9922227263450623,-0.0925045982003212,0.5970169305801392,0.02464139461517334,-0.8018501996994019
