step,obs/extra/left_tcp_pose_6d_from_bimanual_center_0,obs/extra/left_tcp_pose_6d_from_bimanual_center_1,obs/extra/left_tcp_pose_6d_from_bimanual_center_2,obs/extra/left_tcp_pose_6d_from_bimanual_center_3,obs/extra/left_tcp_pose_6d_from_bimanual_center_4,obs/extra/left_tcp_pose_6d_from_bimanual_center_5,obs/extra/left_tcp_pose_6d_from_bimanual_center_6,obs/extra/left_tcp_pose_6d_from_bimanual_center_7,obs/extra/left_tcp_pose_6d_from_bimanual_center_8
0,0.454725980758667,0.538632869720459,0.14440950751304626,0.33084768056869507,-0.9432187080383301,-0.029636267572641373,0.2622879147529602,0.12207800149917603,-0.957236647605896
1,0.4755856990814209,0.5352187156677246,0.1550334244966507,0.30902475118637085,-0.9507523775100708,-0.02395293489098549,0.3013592064380646,0.12177693843841553,-0.9457024335861206
2,0.49965405464172363,0.5274972915649414,0.1640813648700714,0.3029554486274719,-0.9528577327728271,-0.016741128638386726,0.3357061445713043,0.12314343452453613,-0.9338828921318054
3,0.5225064754486084,0.5189199447631836,0.17145192623138428,0.29224610328674316,-0.956195056438446,-0.01683208718895912,0.36508646607398987,0.12781590223312378,-0.922157883644104
4,0.5420153141021729,0.5156545639038086,0.178819477558136,0.28316229581832886,-0.9588881731033325,-0.018779635429382324,0.3934127390384674,0.1339890956878662,-0.9095456600189209
5,0.5588400363922119,0.5174341201782227,0.18964308500289917,0.2711153030395508,-0.9622385501861572,-0.02436169981956482,0.42562150955200195,0.14254486560821533,-0.8936035633087158
6,0.5759384632110596,0.5201320648193359,0.2091538906097412,0.2567138075828552,-0.9661744236946106,-0.02460101805627346,0.47079914808273315,0.14724069833755493,-0.8698669075965881
7,0.5929944515228271,0.5235905647277832,0.23622754216194153,0.24472206830978394,-0.9694056510925293,-0.019076678901910782,0.5252326726913452,0.14907938241958618,-0.8377982974052429
8,0.6081550121307373,0.5286049842834473,0.2646925151348114,0.23695719242095947,-0.9714507460594177,-0.011609555222094059,0.5781469345092773,0.15060561895370483,-0.801912784576416
9,0.6198070049285889,0.5368928909301758,0.2891600728034973,0.2349521517753601,-0.9719816446304321,-0.007014244794845581,0.6215476989746094,0.15578383207321167,-0.7677303552627563
10,0.6258890628814697,0.5479249954223633,0.2986430525779724,0.2400195598602295,-0.9707434177398682,-0.0069197118282318115,0.643329381942749,0.16439533233642578,-0.7477309703826904
11,0.6278588771820068,0.5568008422851562,0.295929878950119,0.2443598508834839,-0.9696543216705322,-0.007657856680452824,0.6499956250190735,0.16965371370315552,-0.74075847864151
12,0.6284205913543701,0.5656566619873047,0.2933681011199951,0.24749797582626343,-0.9688374996185303,-0.009929777123034,0.6561377644538879,0.17513936758041382,-0.7340362668037415
13,0.6270949840545654,0.576056957244873,0.2935580909252167,0.2527369260787964,-0.9674828052520752,-0.010051847435534,0.6648156046867371,0.1812000870704651,-0.7246975898742676
14,0.6239035129547119,0.5881862640380859,0.2936917543411255,0.26090508699417114,-0.9653158187866211,-0.009686410427093506,0.6729112863540649,0.18905037641525269,-0.7151575088500977
15,0.6186439990997314,0.6013803482055664,0.29175668954849243,0.2710953950881958,-0.962502121925354,-0.009843915700912476,0.6779866218566895,0.1981990933418274,-0.7078497409820557
16,0.6125810146331787,0.6167950630187988,0.29268211126327515,0.28440308570861816,-0.9586488008499146,-0.010362804867327213,0.6857711672782898,0.21097791194915771,-0.6965674757957458
17,0.6055185794830322,0.6380906105041504,0.30255648493766785,0.30507397651672363,-0.9522542953491211,-0.011901617050170898,0.7005573511123657,0.23286831378936768,-0.6745307445526123
18,0.5960447788238525,0.6666436195373535,0.3221941292285919,0.3354487419128418,-0.9419511556625366,-0.014218181371688843,0.7205342054367065,0.26626187562942505,-0.6402617692947388
19,0.5834949016571045,0.6974873542785645,0.3452756404876709,0.36868566274642944,-0.9293707609176636,-0.018463673070073128,0.7391894459724426,0.3051678538322449,-0.600392758846283
20,0.5685603618621826,0.7293286323547363,0.3709878623485565,0.4036098122596741,-0.9145686030387878,-0.025755930691957474,0.7545233368873596,0.34863823652267456,-0.5560089945793152
21,0.5518300533294678,0.7605633735656738,0.39990687370300293,0.4388459324836731,-0.8979306817054749,-0.033686909824609756,0.7672155499458313,0.39395010471343994,-0.5061458945274353
22,0.5370633602142334,0.785855770111084,0.4284634590148926,0.4684685468673706,-0.882739245891571,-0.036177732050418854,0.7788029909133911,0.4319508671760559,-0.45484548807144165
23,0.5248081684112549,0.8052597045898438,0.4542578458786011,0.49196457862854004,-0.8698310256004333,-0.036943454295396805,0.7878261208534241,0.46284157037734985,-0.4063345193862915
24,0.5127060413360596,0.8231649398803711,0.48186391592025757,0.5176378488540649,-0.855008602142334,-0.03180377185344696,0.7936979532241821,0.4937368631362915,-0.35534149408340454
25,0.4981257915496826,0.8413796424865723,0.508179783821106,0.5469816327095032,-0.8368483185768127,-0.022269995883107185,0.793194591999054,0.526587963104248,-0.305855393409729
26,0.48409104347229004,0.8571596145629883,0.5326015949249268,0.5759684443473816,-0.8174685835838318,-0.002352848881855607,0.7892574667930603,0.5568366050720215,-0.2588546872138977
27,0.47522473335266113,0.8663644790649414,0.5536285638809204,0.5978716611862183,-0.8012174367904663,0.024498125538229942,0.7854088544845581,0.5794177055358887,-0.2177341729402542
28,0.47110915184020996,0.8695816993713379,0.5700856447219849,0.6106378436088562,-0.7903118133544922,0.05028649419546127,0.7833881378173828,0.593556821346283,-0.18437287211418152
29,0.467604398727417,0.869513988494873,0.5865505337715149,0.6154829263687134,-0.7841802835464478,0.07900699228048325,0.7849553823471069,0.6008835434913635,-0.1509438008069992
30,0.46160197257995605,0.8690581321716309,0.6060396432876587,0.6170442700386047,-0.7799357771873474,0.10467381775379181,0.7865390181541443,0.6070743799209595,-0.11321233212947845
31,0.452650785446167,0.8689165115356445,0.628537118434906,0.6173382997512817,-0.7763510346412659,0.12717118859291077,0.7863686680793762,0.6136393547058105,-0.07121089100837708
32,0.4403707981109619,0.8690567016601562,0.6546796560287476,0.6189403533935547,-0.7721784114837646,0.14371263980865479,0.782204270362854,0.6225724816322327,-0.023663509637117386
33,0.428295373916626,0.8668789863586426,0.6804998517036438,0.6163243055343628,-0.7707855105400085,0.1613510102033615,0.778425395488739,0.6273055076599121,0.02327534556388855
34,0.41892361640930176,0.8602805137634277,0.7060831189155579,0.606695294380188,-0.7749317288398743,0.17720471322536469,0.7777613997459412,0.6247374415397644,0.06921198964118958
35,0.41113877296447754,0.8495697975158691,0.7343018651008606,0.5904702544212341,-0.7838006615638733,0.1923576295375824,0.7789162993431091,0.6158488988876343,0.11840391159057617
36,0.4017369747161865,0.8370628356933594,0.7652360796928406,0.5707769989967346,-0.7941027283668518,0.20884090662002563,0.7780842185020447,0.6043320298194885,0.17137043178081512
37,0.3886454105377197,0.8242459297180176,0.7986083626747131,0.5490120649337769,-0.8038451671600342,0.22895130515098572,0.772409200668335,0.5926122665405273,0.2284616231918335
38,0.3674204349517822,0.8165626525878906,0.8313490152359009,0.532893180847168,-0.8065142035484314,0.25604623556137085,0.7555511593818665,0.5897574424743652,0.28518155217170715
39,0.344745397567749,0.8056621551513672,0.8659860491752625,0.5062715411186218,-0.8129280805587769,0.28781449794769287,0.7362619638442993,0.5812219381332397,0.34655365347862244
40,0.3243286609649658,0.7903294563293457,0.900094211101532,0.46763163805007935,-0.8243201971054077,0.31908753514289856,0.7174319624900818,0.5648303031921387,0.40774744749069214
