step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,-0.9089160561561584,0.9995862245559692,-0.9794789552688599,-0.02039036713540554,-0.613679051399231,-0.981032133102417,-0.8638823628425598,-0.1274750530719757,-0.9818890690803528,0.9968307018280029,-0.9575809836387634,-0.9057735800743103,0.06750518083572388,-0.9889554381370544,0.47535187005996704,0.4477143883705139
1,-0.5446409583091736,0.9999393820762634,-0.9429599046707153,-0.31307992339134216,-0.6354318857192993,-0.9710271954536438,-0.7603850364685059,0.14543777704238892,-0.7547377347946167,0.9881342053413391,-0.6159944534301758,-0.9009652733802795,0.6390963196754456,-0.9836246371269226,0.60700523853302,0.24252240359783173
2,-0.4171867072582245,0.9999721050262451,-0.9136490225791931,-0.547660231590271,-0.763137936592102,-0.9642042517662048,-0.6371961832046509,0.20787878334522247,-0.8044176697731018,0.9921055436134338,-0.7706546783447266,-0.9535020589828491,0.5909605026245117,-0.969315230846405,0.46543726325035095,0.17518457770347595
3,-0.42709460854530334,0.9999902248382568,-0.8836721181869507,-0.8213832974433899,-0.9057758450508118,-0.9595847725868225,-0.5980244874954224,0.11063956469297409,-0.7180228233337402,0.9939802885055542,-0.9086157083511353,-0.9735658764839172,0.5482231974601746,-0.9577067494392395,0.07372549176216125,0.288778156042099
4,-0.2573855221271515,0.9999929070472717,-0.8529564142227173,-0.8854634761810303,-0.9586031436920166,-0.9448769092559814,-0.47279927134513855,0.009348239749670029,-0.5819599032402039,0.9950150847434998,-0.961678147315979,-0.9769105315208435,0.45534637570381165,-0.9217895269393921,-0.36416569352149963,0.3413068652153015
5,0.03490680083632469,0.9999852180480957,-0.7715450525283813,-0.9268760085105896,-0.9623891115188599,-0.9081252813339233,-0.13030755519866943,0.02522064745426178,-0.5824532508850098,0.9957687258720398,-0.9774600863456726,-0.975303053855896,0.4005885422229767,-0.8685404062271118,-0.5390119552612305,0.16390305757522583
6,0.21152424812316895,0.9999729990959167,-0.7345954179763794,-0.9598492383956909,-0.9594109654426575,-0.8618125319480896,-0.015588749200105667,0.03789885714650154,-0.4909815192222595,0.995384931564331,-0.9815396666526794,-0.9666977524757385,0.4576849341392517,-0.8766201138496399,-0.6642086505889893,0.0013444657670333982
7,0.37661683559417725,0.9999769926071167,-0.8225167989730835,-0.968330979347229,-0.9479538202285767,-0.8841092586517334,-0.26949745416641235,-0.01878279075026512,-0.31927070021629333,0.9936297535896301,-0.9819679260253906,-0.950996994972229,0.60548996925354,-0.9095451235771179,-0.7461877465248108,-0.038853392004966736
8,0.531726598739624,0.999972939491272,-0.8083000779151917,-0.956401526927948,-0.9325617551803589,-0.9092170000076294,-0.5493445992469788,-0.09707877039909363,-0.20270226895809174,0.9796249866485596,-0.9782911539077759,-0.8908542394638062,0.7416268587112427,-0.8594105839729309,-0.7734846472740173,-0.0899847075343132
9,0.7066365480422974,0.9999732971191406,-0.5913136005401611,-0.9542993903160095,-0.9538548588752747,-0.9093566536903381,-0.6568929553031921,-0.17578323185443878,-0.036095310002565384,0.9414167404174805,-0.9668508172035217,-0.776121973991394,0.8279239535331726,-0.8101112842559814,-0.6636214852333069,-0.19078059494495392
10,0.8047242164611816,0.9999828934669495,-0.5267614126205444,-0.9619365334510803,-0.9746354818344116,-0.8075500726699829,-0.44269633293151855,-0.16733819246292114,-0.3929477334022522,0.8623586893081665,-0.9701521992683411,-0.4346485733985901,0.7283667325973511,-0.7461264133453369,-0.6059843301773071,-0.2369009405374527
11,0.8264423608779907,0.999977707862854,-0.4868761897087097,-0.9668349027633667,-0.9698828458786011,-0.7372491359710693,-0.17033031582832336,-0.10887414216995239,-0.7340536117553711,0.7821782231330872,-0.9801452159881592,-0.3673117458820343,0.7310270071029663,-0.5357008576393127,-0.6413446664810181,-0.2503955662250519
12,0.8433754444122314,0.9999656677246094,-0.3009430766105652,-0.9700677394866943,-0.9705575704574585,-0.787510871887207,0.05976570025086403,-0.0999104380607605,-0.8450411558151245,0.7316523194313049,-0.975023090839386,-0.21510043740272522,0.7840322256088257,-0.3881804645061493,-0.6296697854995728,-0.32636764645576477
13,0.8878489136695862,0.999939501285553,0.09920156747102737,-0.9662300944328308,-0.9707624316215515,-0.8533387184143066,0.23624004423618317,-0.10239128768444061,-0.9195019602775574,0.8333171606063843,-0.9731159806251526,-0.2840133309364319,0.7808958888053894,-0.2882058918476105,-0.7286320328712463,-0.4017235040664673
14,0.8841652274131775,0.9998601078987122,0.3677471876144409,-0.94022136926651,-0.9768049120903015,-0.8870609998703003,0.432380348443985,0.01682361215353012,-0.9530012607574463,0.9025242328643799,-0.9669808745384216,-0.3573651611804962,0.8186119198799133,-0.12744587659835815,-0.849043607711792,-0.49295932054519653
15,0.8923568725585938,0.9997128248214722,0.5569716095924377,-0.9044677019119263,-0.9802793860435486,-0.819357693195343,0.5260835289955139,0.09874872863292694,-0.9779261350631714,0.921454906463623,-0.9726200103759766,-0.41365891695022583,0.768146812915802,0.12973357737064362,-0.9070865511894226,-0.5165629982948303
16,0.9047344326972961,0.9992912411689758,0.4939388930797577,-0.8518937826156616,-0.9756327271461487,-0.23757587373256683,0.32652783393859863,0.15127119421958923,-0.9888048768043518,0.9130834937095642,-0.9755632281303406,-0.4891262948513031,0.4395644962787628,0.08057035505771637,-0.8836366534233093,-0.42961546778678894
17,0.9087392687797546,0.9683767557144165,0.5936636328697205,-0.2716483771800995,-0.9549223184585571,0.6599589586257935,0.4735252559185028,0.31314826011657715,-0.9964920878410339,0.8776662349700928,-0.9542946815490723,-0.48529019951820374,0.033487312495708466,0.6738066077232361,-0.8787757754325867,-0.29333674907684326
18,0.8044326305389404,0.5712317824363708,0.6888545751571655,-0.045263275504112244,-0.9374761581420898,0.925019383430481,0.7325435280799866,0.48875319957733154,-0.997704267501831,0.8303268551826477,-0.9536714553833008,-0.6094537973403931,0.03151886537671089,0.846972644329071,-0.8846856951713562,-0.17275258898735046
19,0.6903524398803711,0.03154976665973663,0.8685248494148254,-0.189657062292099,-0.9594984650611877,0.9864134788513184,0.9057676792144775,0.5182211995124817,-0.9981016516685486,0.7606111168861389,-0.9886048436164856,-0.6788239479064941,-0.15379087626934052,0.9058454632759094,-0.8721598386764526,0.10864616930484772
