step,obs/agent/xarm7_ball_ee-1/qpos_0,obs/agent/xarm7_ball_ee-1/qpos_1,obs/agent/xarm7_ball_ee-1/qpos_2,obs/agent/xarm7_ball_ee-1/qpos_3,obs/agent/xarm7_ball_ee-1/qpos_4,obs/agent/xarm7_ball_ee-1/qpos_5,obs/agent/xarm7_ball_ee-1/qpos_6,obs/agent/xarm7_ball_ee-1/qpos_7
0,0.056872665882110596,-0.8756020665168762,0.29288163781166077,0.4117162525653839,0.14410285651683807,1.1793992519378662,-0.44045355916023254,0.7306782603263855
1,0.03305453062057495,-0.8450238704681396,0.2736450731754303,0.38402560353279114,0.16314975917339325,1.1502801179885864,-0.4223162531852722,0.730591893196106
2,0.008858072571456432,-0.8149302005767822,0.2506157457828522,0.35557249188423157,0.18099834024906158,1.1214863061904907,-0.40840086340904236,0.7305721044540405
3,-0.0130518339574337,-0.7846454977989197,0.22329561412334442,0.32629919052124023,0.1975398063659668,1.0930683612823486,-0.4061383605003357,0.730568528175354
4,-0.030986923724412918,-0.75435870885849,0.19430461525917053,0.2969118654727936,0.21130342781543732,1.0657126903533936,-0.4169071912765503,0.7305864691734314
5,-0.048805687576532364,-0.7240810394287109,0.16489890217781067,0.2675870954990387,0.22344955801963806,1.0399506092071533,-0.4328843951225281,0.7305957674980164
6,-0.06398839503526688,-0.6937964558601379,0.135336771607399,0.2384197860956192,0.2372743934392929,1.013974905014038,-0.45259058475494385,0.7305988073348999
7,-0.07406715303659439,-0.6635733842849731,0.10576315224170685,0.2096671164035797,0.2555058002471924,0.9870455861091614,-0.4747394919395447,0.7305966019630432
8,-0.08054850995540619,-0.6337372064590454,0.07636548578739166,0.18261007964611053,0.2778014540672302,0.9616386890411377,-0.4977073669433594,0.7305955290794373
9,-0.08202385902404785,-0.6049719452857971,0.04733555391430855,0.15878377854824066,0.30265387892723083,0.9377450942993164,-0.5174157619476318,0.7306180000305176
10,-0.09360674023628235,-0.5781805515289307,0.018474118784070015,0.14440502226352692,0.3245318531990051,0.9159523844718933,-0.5354204177856445,0.73067706823349
11,-0.11552831530570984,-0.5543933510780334,-0.010784020647406578,0.13328056037425995,0.34652113914489746,0.900134801864624,-0.5544785261154175,0.7306612730026245
12,-0.14095520973205566,-0.5320177674293518,-0.039974454790353775,0.12634819746017456,0.3700610101222992,0.888767659664154,-0.5731895565986633,0.7306663990020752
13,-0.16872766613960266,-0.5072592496871948,-0.06917497515678406,0.11838843673467636,0.39355185627937317,0.8801618218421936,-0.5948430895805359,0.7306399941444397
14,-0.19757139682769775,-0.4802865982055664,-0.0982116162776947,0.10809584707021713,0.41816937923431396,0.8763722777366638,-0.6200745701789856,0.7306037545204163
15,-0.22718487679958344,-0.45263031125068665,-0.12741683423519135,0.09601382911205292,0.4412997364997864,0.8802646398544312,-0.6470266580581665,0.7305649518966675
16,-0.2570693790912628,-0.4251086413860321,-0.15668824315071106,0.08147650957107544,0.45462310314178467,0.8827511668205261,-0.6732792854309082,0.730607271194458
17,-0.2873483896255493,-0.3987037241458893,-0.1853705495595932,0.06720980256795883,0.4558713734149933,0.9027984142303467,-0.6993763446807861,0.7305630445480347
18,-0.3147205412387848,-0.37296801805496216,-0.21062128245830536,0.05904059857130051,0.45710891485214233,0.9288390874862671,-0.7256139516830444,0.7307904958724976
19,-0.3405951261520386,-0.3513835072517395,-0.23572739958763123,0.05964464321732521,0.45306238532066345,0.9555643796920776,-0.7514631748199463,0.7305763363838196
20,-0.3709025979042053,-0.3332834541797638,-0.2654159367084503,0.03823220729827881,0.4580802619457245,0.979319155216217,-0.7797667384147644,0.7304686903953552
21,-0.40052855014801025,-0.31830471754074097,-0.2959100604057312,0.028257794678211212,0.4641081690788269,0.9933201670646667,-0.8507155776023865,0.7306317687034607
22,-0.43098127841949463,-0.3095604479312897,-0.3276030719280243,0.0233562421053648,0.4630601406097412,1.007055401802063,-0.9503298997879028,0.730678141117096
23,-0.4619291424751282,-0.3038399815559387,-0.35903456807136536,0.012977437116205692,0.4699409604072571,1.0221041440963745,-1.0463377237319946,0.7306276559829712
24,-0.49324333667755127,-0.29221898317337036,-0.3905673027038574,0.006267254706472158,0.48675093054771423,1.035917043685913,-1.0967711210250854,0.730688750743866
25,-0.5246310830116272,-0.27668872475624084,-0.42204946279525757,0.0018227887339890003,0.506449818611145,1.0415922403335571,-1.1262177228927612,0.7308403849601746
26,-0.5551016330718994,-0.26004618406295776,-0.4527823030948639,0.0006803817814216018,0.5241015553474426,1.0413457155227661,-1.1407734155654907,0.7309960126876831
27,-0.5843325257301331,-0.24639728665351868,-0.4837889075279236,-0.0014407767448574305,0.5360280871391296,1.0402880907058716,-1.1641634702682495,0.7310054898262024
28,-0.6011969447135925,-0.232690691947937,-0.5082775950431824,-0.0011034022318199277,0.5447256565093994,1.03448486328125,-1.191453218460083,0.7310029864311218
29,-0.6191014051437378,-0.22206644713878632,-0.5339874625205994,-0.003215106436982751,0.55837082862854,1.0244429111480713,-1.2168476581573486,0.7311080694198608
30,-0.6336421370506287,-0.211445614695549,-0.5571059584617615,-0.0028311414644122124,0.5722994208335876,1.01763916015625,-1.2334190607070923,0.7311562895774841
31,-0.6488310694694519,-0.20319458842277527,-0.5811288952827454,-0.0031393796671181917,0.5841435790061951,1.012103796005249,-1.2541348934173584,0.7311304807662964
32,-0.6659494638442993,-0.19427655637264252,-0.6066785454750061,-0.001547127729281783,0.5895070433616638,1.0120571851730347,-1.2905895709991455,0.7310954928398132
33,-0.6859430074691772,-0.1819850355386734,-0.6333983540534973,0.002314148470759392,0.6058523654937744,1.0025264024734497,-1.3460043668746948,0.7311723828315735
34,-0.7095924019813538,-0.17985674738883972,-0.6603728532791138,0.0038915486074984074,0.6128057837486267,1.0034843683242798,-1.361355185508728,0.7310805320739746
35,-0.7330580353736877,-0.1715373992919922,-0.686683177947998,0.006230100058019161,0.6252424120903015,1.0072283744812012,-1.3875946998596191,0.731123685836792
