step,rewards_0
0,-1.9782203435897827
1,0.02141956053674221
2,0.020804254338145256
3,0.020183084532618523
4,0.01958855800330639
5,0.01902887038886547
6,0.018508372828364372
7,0.018039202317595482
8,0.017565367743372917
9,0.017078397795557976
10,0.016585854813456535
11,0.016165195032954216
12,0.015821343287825584
13,0.09731797873973846
14,0.26519304513931274
15,0.26490509510040283
16,0.26464220881462097
17,0.26437807083129883
18,0.2641270160675049
19,0.26390329003334045
20,0.263683944940567
21,0.26345980167388916
22,0.26325976848602295
23,0.26305991411209106
24,0.2628706097602844
25,0.26268720626831055
26,0.26252487301826477
27,0.2623404264450073
28,0.2621755599975586
29,0.2620171904563904
30,0.2618795335292816
31,0.2617335617542267
32,0.26157885789871216
33,0.26143932342529297
34,0.26130038499832153
35,0.2611772119998932
36,0.26103776693344116
37,0.26092177629470825
38,0.2608075737953186
39,0.2607027292251587
40,0.26060885190963745
41,0.2605496942996979
42,0.260522723197937
43,0.2606172561645508
44,0.2607862949371338
45,0.2609632611274719
46,0.26116469502449036
47,0.26140955090522766
48,0.26170921325683594
49,0.26207226514816284
50,0.26244455575942993
51,0.26280415058135986
52,0.26313239336013794
53,0.26342806220054626
54,0.26365789771080017
55,0.2638184726238251
56,0.26388466358184814
57,0.26388460397720337
58,0.2638043761253357
59,0.26362866163253784
60,0.2633328437805176
61,0.2629249691963196
62,0.2623976469039917
63,0.2617645859718323
64,0.2610667645931244
65,0.26027220487594604
66,0.25945132970809937
67,0.25862860679626465
68,0.2578442096710205
69,0.25710350275039673
70,0.2564151883125305
71,0.25580528378486633
72,0.25523948669433594
73,0.25475066900253296
74,0.2543238401412964
75,0.25395309925079346
76,0.253628134727478
77,0.25335463881492615
78,0.25308847427368164
79,0.2528575658798218
80,0.2526485323905945
81,0.1481829136610031
82,0.0027947849594056606
83,0.0021294925827533007
84,0.001985487760975957
85,0.001865540980361402
86,0.0017462421674281359
87,0.0016377023421227932
88,0.0015281711239367723
89,0.0014401052612811327
90,0.001361516653560102
91,0.001302932621911168
92,0.001241569872945547
93,0.0011768612312152982
94,0.001141821383498609
95,0.0010909710545092821
96,0.0010582777904346585
97,0.001032171305269003
98,0.0010129784932360053
99,0.0010011467384174466
100,0.0009975108550861478
101,0.0010032926220446825
102,0.0010195644572377205
103,0.0010471614077687263
104,0.0010673078941181302
105,0.001093303202651441
106,0.0011041139950975776
107,0.001134482561610639
108,0.001174119533970952
109,0.0012238598428666592
110,0.001284954370930791
111,0.0013591921888291836
112,0.0014596334658563137
113,0.0015558875165879726
114,0.0016859743045642972
115,0.0018415426602587104
116,0.0020265255589038134
117,0.0022450063843280077
118,0.0025030053220689297
119,0.002765511628240347
120,0.0029370165430009365
121,0.0031400297302752733
122,0.00336533528752625
123,0.0036152873653918505
124,0.003890094580128789
125,0.004173186607658863
126,0.0044656069949269295
127,0.004782822914421558
128,0.005139742977917194
129,0.00550600653514266
130,0.005919215269386768
131,0.006371703930199146
132,0.006877785082906485
133,0.00741604482755065
134,0.00800171960145235
135,0.008638894185423851
136,0.009332303889095783
137,0.010087376460433006
138,0.010895369574427605
139,0.011788306757807732
140,0.01280540693551302
141,0.01388480979949236
142,0.015058969147503376
143,0.016297316178679466
144,0.017599670216441154
145,-0.05013381317257881
146,-0.18486149609088898
147,-0.22803252935409546
148,-0.2264254093170166
149,-0.22474052011966705
150,-0.22300653159618378
151,-0.22122561931610107
152,-0.21938779950141907
153,-0.2176179587841034
154,-0.2160087376832962
155,-0.2146700620651245
156,-0.21359029412269592
157,-0.21277794241905212
158,-0.21223902702331543
159,-0.21197158098220825
160,-0.21200969815254211
161,-0.21234795451164246
162,-0.21293675899505615
163,-0.21373780071735382
164,-0.2147645354270935
165,-0.2159549593925476
166,-0.21728521585464478
167,-0.21874001622200012
168,-0.2203018069267273
169,-0.22193780541419983
170,-0.22361479699611664
171,-0.22534215450286865
172,-0.2271023541688919
173,-0.22888655960559845
174,-0.23063352704048157
175,-0.23229160904884338
176,-0.23385004699230194
177,-0.2353379726409912
178,-0.2367139756679535
179,-0.2379877269268036
180,-0.23915347456932068
181,-0.24019014835357666
182,-0.24111831188201904
183,-0.241943359375
184,-0.24265353381633759
185,-0.24327833950519562
186,-0.24382223188877106
187,-0.24431219696998596
188,-0.2447243630886078
189,-0.24507898092269897
190,-0.24537613987922668
191,-0.24562817811965942
192,-0.24583588540554047
193,-0.24603310227394104
194,-0.24619236588478088
195,-0.24632912874221802
196,-0.2464405596256256
197,-0.24653275310993195
198,-0.246623232960701
199,-0.24671399593353271
