step,pushpoint_right_world_0,pushpoint_right_world_1,pushpoint_right_world_2
0,-0.1615675538778305,0.09588135778903961,0.057000018656253815
1,-0.38356125354766846,-0.1268506944179535,0.0569998137652874
2,-0.38356125354766846,-0.1268506795167923,0.056999776512384415
3,-0.38356125354766846,-0.12685070931911469,0.056999851018190384
4,-0.38356125354766846,-0.1268506795167923,0.05699976906180382
5,-0.38356125354766846,-0.12685070931911469,0.056999847292900085
6,-0.38356125354766846,-0.1268506944179535,0.0569998174905777
7,-0.38356125354766846,-0.1268506944179535,0.05699978023767471
8,-0.38356125354766846,-0.1268506944179535,0.05699985474348068
9,-0.38356125354766846,-0.1268506944179535,0.0569998174905777
10,-0.38356125354766846,-0.1268506944179535,0.05699978396296501
11,-0.38356125354766846,-0.12685072422027588,0.05699983611702919
12,-0.38356125354766846,-0.1268506795167923,0.056999824941158295
13,-0.38356125354766846,-0.1268506795167923,0.05699974298477173
14,-0.38356125354766846,-0.12685070931911469,0.05699983984231949
15,-0.38356125354766846,-0.1268506944179535,0.05699982866644859
16,-0.38356125354766846,-0.1268506795167923,0.056999772787094116
17,-0.38356125354766846,-0.1268506944179535,0.05699984356760979
18,-0.38356122374534607,-0.12685070931911469,0.0569998137652874
19,-0.38356125354766846,-0.12685070931911469,0.05699983984231949
20,-0.38356125354766846,-0.1268506944179535,0.05699983239173889
21,-0.38356125354766846,-0.1268506944179535,0.056999772787094116
22,-0.38356125354766846,-0.12685070931911469,0.056999847292900085
23,-0.38356125354766846,-0.12685070931911469,0.0569998137652874
24,-0.38356125354766846,-0.1268506795167923,0.056999776512384415
25,-0.38356125354766846,-0.1268506944179535,0.056999851018190384
26,-0.38356128334999084,-0.1268506795167923,0.0569998174905777
27,-0.38356125354766846,-0.1268506944179535,0.05699978396296501
28,-0.38356125354766846,-0.1268506944179535,0.0569998174905777
29,-0.38356125354766846,-0.1268506795167923,0.056999776512384415
30,-0.38356125354766846,-0.1268506944179535,0.05699985474348068
31,-0.38356125354766846,-0.1268506944179535,0.0569998174905777
32,-0.38356125354766846,-0.1268506944179535,0.05699978396296501
33,-0.38356125354766846,-0.12685072422027588,0.05699983611702919
34,-0.38356125354766846,-0.1268506795167923,0.056999824941158295
35,-0.38356125354766846,-0.1268506795167923,0.05699974671006203
36,-0.38356125354766846,-0.1268506944179535,0.05699983984231949
37,-0.38356125354766846,-0.1268506944179535,0.05699982866644859
