step,initial_pushpoint_by_left_0,initial_pushpoint_by_left_1,initial_pushpoint_by_left_2
0,-0.22999244928359985,0.14442424476146698,0.05700000002980232
1,-0.22999244928359985,0.14442424476146698,0.05700000002980232
2,-0.22999244928359985,0.14442424476146698,0.05700000002980232
3,-0.22999244928359985,0.14442424476146698,0.05700000002980232
4,-0.22999244928359985,0.14442424476146698,0.05700000002980232
5,-0.22999244928359985,0.14442424476146698,0.05700000002980232
6,-0.22999244928359985,0.14442424476146698,0.05700000002980232
7,-0.22999244928359985,0.14442424476146698,0.05700000002980232
8,-0.22999244928359985,0.14442424476146698,0.05700000002980232
9,-0.22999244928359985,0.14442424476146698,0.05700000002980232
10,-0.22999244928359985,0.14442424476146698,0.05700000002980232
11,-0.22999244928359985,0.14442424476146698,0.05700000002980232
12,-0.22999244928359985,0.14442424476146698,0.05700000002980232
13,-0.22999244928359985,0.14442424476146698,0.05700000002980232
14,-0.22999244928359985,0.14442424476146698,0.05700000002980232
15,-0.22999244928359985,0.14442424476146698,0.05700000002980232
16,-0.22999244928359985,0.14442424476146698,0.05700000002980232
17,-0.22999244928359985,0.14442424476146698,0.05700000002980232
18,-0.22999244928359985,0.14442424476146698,0.05700000002980232
19,-0.22999244928359985,0.14442424476146698,0.05700000002980232
20,-0.22999244928359985,0.14442424476146698,0.05700000002980232
21,-0.22999244928359985,0.14442424476146698,0.05700000002980232
22,-0.22999244928359985,0.14442424476146698,0.05700000002980232
23,-0.22999244928359985,0.14442424476146698,0.05700000002980232
24,-0.22999244928359985,0.14442424476146698,0.05700000002980232
25,-0.22999244928359985,0.14442424476146698,0.05700000002980232
26,-0.22999244928359985,0.14442424476146698,0.05700000002980232
27,-0.22999244928359985,0.14442424476146698,0.05700000002980232
28,-0.22999244928359985,0.14442424476146698,0.05700000002980232
29,-0.22999244928359985,0.14442424476146698,0.05700000002980232
30,-0.22999244928359985,0.14442424476146698,0.05700000002980232
31,-0.22999244928359985,0.14442424476146698,0.05700000002980232
32,-0.22999244928359985,0.14442424476146698,0.05700000002980232
33,-0.22999244928359985,0.14442424476146698,0.05700000002980232
34,-0.22999244928359985,0.14442424476146698,0.05700000002980232
35,-0.22999244928359985,0.14442424476146698,0.05700000002980232
36,-0.22999244928359985,0.14442424476146698,0.05700000002980232
37,-0.22999244928359985,0.14442424476146698,0.05700000002980232
38,-0.22999244928359985,0.14442424476146698,0.05700000002980232
