step,obs/agent/xarm7_ball_ee-1/qpos_0,obs/agent/xarm7_ball_ee-1/qpos_1,obs/agent/xarm7_ball_ee-1/qpos_2,obs/agent/xarm7_ball_ee-1/qpos_3,obs/agent/xarm7_ball_ee-1/qpos_4,obs/agent/xarm7_ball_ee-1/qpos_5,obs/agent/xarm7_ball_ee-1/qpos_6,obs/agent/xarm7_ball_ee-1/qpos_7
0,0.2977040708065033,-0.6956631541252136,0.18894913792610168,0.5304821729660034,-0.090079165995121,1.4383984804153442,0.2823946475982666,0.7309777736663818
1,0.29471370577812195,-0.6660117506980896,0.2053496539592743,0.5270828008651733,-0.06678628921508789,1.4431507587432861,0.27961334586143494,0.731011152267456
2,0.29167959094047546,-0.6391826272010803,0.22339646518230438,0.5244554877281189,-0.046488404273986816,1.453446388244629,0.27166807651519775,0.7310310006141663
3,0.28926050662994385,-0.612743079662323,0.24328018724918365,0.5234161615371704,-0.026989061385393143,1.4663976430892944,0.2591436207294464,0.7310461401939392
4,0.28768232464790344,-0.5868507027626038,0.2644989788532257,0.5250318050384521,-0.006916132755577564,1.4801908731460571,0.24253660440444946,0.7310450673103333
5,0.28626587986946106,-0.5617371201515198,0.28626495599746704,0.529285192489624,0.013609806075692177,1.4944730997085571,0.22306495904922485,0.7310365438461304
6,0.28292974829673767,-0.537431538105011,0.3079586327075958,0.5350578427314758,0.034556418657302856,1.509060263633728,0.20159092545509338,0.7310147881507874
7,0.27466362714767456,-0.5140295028686523,0.32786494493484497,0.5425586104393005,0.0560813806951046,1.5218076705932617,0.1795157492160797,0.7309983372688293
8,0.2636528015136719,-0.4910237789154053,0.3459571599960327,0.5522533059120178,0.0786227434873581,1.531725525856018,0.15767066180706024,0.730985164642334
9,0.24768836796283722,-0.46838393807411194,0.35911571979522705,0.565172016620636,0.10189246386289597,1.5375208854675293,0.13752086460590363,0.7308623790740967
10,0.22440162301063538,-0.4442307949066162,0.3593009114265442,0.5811334252357483,0.12670983374118805,1.5372064113616943,0.11782536655664444,0.7306439280509949
11,0.19872808456420898,-0.4204263985157013,0.35568520426750183,0.6000397205352783,0.150318905711174,1.5358511209487915,0.10027074813842773,0.730625569820404
12,0.16881847381591797,-0.3995731472969055,0.3446095883846283,0.6113315224647522,0.16691502928733826,1.5376225709915161,0.08304794132709503,0.7303271293640137
13,0.13990087807178497,-0.3766690492630005,0.32923421263694763,0.6281334757804871,0.17990295588970184,1.5319874286651611,0.06928614526987076,0.7305528521537781
14,0.11247660219669342,-0.3532751798629761,0.3087387681007385,0.6559959650039673,0.18710774183273315,1.5178992748260498,0.05582356080412865,0.7306009531021118
15,0.08393330872058868,-0.32692745327949524,0.2842944860458374,0.6809536814689636,0.19476772844791412,1.500726580619812,0.041003599762916565,0.7304915189743042
16,0.0548144206404686,-0.29947468638420105,0.2573101818561554,0.7092341184616089,0.2095499485731125,1.4759520292282104,0.020264578983187675,0.7305102944374084
17,0.025272784754633904,-0.2742796242237091,0.2285347282886505,0.73920738697052,0.22579720616340637,1.4484195709228516,-0.00019333124510012567,0.7305189371109009
