step,obs/agent/xarm7_ball_ee-1/qvel_0,obs/agent/xarm7_ball_ee-1/qvel_1,obs/agent/xarm7_ball_ee-1/qvel_2,obs/agent/xarm7_ball_ee-1/qvel_3,obs/agent/xarm7_ball_ee-1/qvel_4,obs/agent/xarm7_ball_ee-1/qvel_5,obs/agent/xarm7_ball_ee-1/qvel_6,obs/agent/xarm7_ball_ee-1/qvel_7
0,0.3744688332080841,0.5406886339187622,0.15769319236278534,-0.5240488052368164,0.006327410694211721,0.30291029810905457,0.009343832731246948,0.23196299374103546
1,0.35218092799186707,0.49514180421829224,0.13246063888072968,-0.4841839075088501,0.054743628948926926,0.2788286507129669,0.03243057429790497,0.29529237747192383
2,0.34033483266830444,0.4863336980342865,0.07585140317678452,-0.48102644085884094,0.0656505897641182,0.2640904188156128,0.046897925436496735,0.2962588667869568
3,0.29009315371513367,0.48395562171936035,0.026411445811390877,-0.477407842874527,0.06892978399991989,0.25430038571357727,0.05275231972336769,0.30787554383277893
4,0.23909559845924377,0.46730127930641174,-0.03476986661553383,-0.4583745002746582,0.04941384121775627,0.20691978931427002,0.0594320148229599,0.29892387986183167
5,0.2148481160402298,0.4572133719921112,-0.08116211742162704,-0.4409511685371399,0.027004675939679146,0.15366226434707642,0.06379193812608719,0.28343385457992554
6,0.20111340284347534,0.44238317012786865,-0.10752101242542267,-0.4171687364578247,0.025649748742580414,0.08943208307027817,0.06998229771852493,0.26415368914604187
7,0.16753655672073364,0.4198817014694214,-0.11924176663160324,-0.3892599046230316,-0.023280518129467964,-0.00049921142635867,0.08019949495792389,0.20608669519424438
8,0.06786022335290909,0.3937121629714966,-0.13899829983711243,-0.3507203459739685,-0.09840813279151917,-0.12085729092359543,0.10325455665588379,0.14976271986961365
9,-0.03558250516653061,0.35486263036727905,-0.14382103085517883,-0.2971976697444916,-0.1416299045085907,-0.2040969878435135,0.12712763249874115,0.12110427021980286
10,-0.09837248921394348,0.32527461647987366,-0.14556486904621124,-0.24273890256881714,-0.15979866683483124,-0.253435343503952,0.14418001472949982,0.10086721926927567
11,-0.140847310423851,0.2970696687698364,-0.14296726882457733,-0.18901506066322327,-0.16943684220314026,-0.2779802680015564,0.15646588802337646,0.08396584540605545
