step,obs/agent/xarm7_ball_ee-1/qpos_0,obs/agent/xarm7_ball_ee-1/qpos_1,obs/agent/xarm7_ball_ee-1/qpos_2,obs/agent/xarm7_ball_ee-1/qpos_3,obs/agent/xarm7_ball_ee-1/qpos_4,obs/agent/xarm7_ball_ee-1/qpos_5,obs/agent/xarm7_ball_ee-1/qpos_6,obs/agent/xarm7_ball_ee-1/qpos_7
0,0.38444092869758606,-0.448241263628006,0.02943122759461403,1.1804808378219604,0.27786409854888916,1.2371456623077393,-0.2527858018875122,0.730791449546814
1,0.35953596234321594,-0.4228220283985138,0.056793347001075745,1.1496468782424927,0.284623384475708,1.2670706510543823,-0.2700025737285614,0.7308138012886047
2,0.33193129301071167,-0.39558786153793335,0.08397176861763,1.1195952892303467,0.3010428249835968,1.2968604564666748,-0.29339051246643066,0.730699896812439
3,0.3040716350078583,-0.3667454719543457,0.11169832199811935,1.0892307758331299,0.323547899723053,1.3267056941986084,-0.31917983293533325,0.7306165099143982
4,0.27598118782043457,-0.3374854326248169,0.13971608877182007,1.0587786436080933,0.34904077649116516,1.3565813302993774,-0.34621432423591614,0.7305586934089661
5,0.24795657396316528,-0.30844953656196594,0.16825346648693085,1.0282576084136963,0.37651827931404114,1.3864730596542358,-0.37404772639274597,0.7305112481117249
6,0.22085635364055634,-0.2798556387424469,0.1971563994884491,0.997733473777771,0.40513497591018677,1.416365623474121,-0.402246356010437,0.7304738759994507
7,0.19426974654197693,-0.25486359000205994,0.22639885544776917,0.9669594168663025,0.4316945970058441,1.446290373802185,-0.43008044362068176,0.730485200881958
8,0.16959868371486664,-0.23494170606136322,0.2556363344192505,0.9364044666290283,0.4579399824142456,1.476159930229187,-0.4576144516468048,0.7305009961128235
9,0.1476639211177826,-0.2165519893169403,0.2848655879497528,0.906647801399231,0.4862770140171051,1.5059734582901,-0.4840136468410492,0.7304813861846924
10,0.1252862960100174,-0.20031465590000153,0.3143565356731415,0.8777686953544617,0.5154555439949036,1.535699725151062,-0.5097658038139343,0.7304811477661133
11,0.10148703306913376,-0.18495887517929077,0.3435758948326111,0.8502165079116821,0.5448022484779358,1.5649940967559814,-0.5347368717193604,0.7304716110229492
12,0.07662175595760345,-0.16861319541931152,0.3723281919956207,0.8234161734580994,0.5741321444511414,1.5932577848434448,-0.5581964254379272,0.7304506897926331
13,0.051000650972127914,-0.14917565882205963,0.4003339409828186,0.7968076467514038,0.6031997799873352,1.6196781396865845,-0.579858124256134,0.7304152846336365
14,0.025538060814142227,-0.1272502988576889,0.4271012544631958,0.7699058651924133,0.6319780349731445,1.6442832946777344,-0.597720742225647,0.7303922176361084
15,0.000654433446470648,-0.10258142650127411,0.4521379768848419,0.7425471544265747,0.6605886816978455,1.666316270828247,-0.6116518378257751,0.7303664088249207
16,-0.023272883147001266,-0.07810136675834656,0.4761422574520111,0.7157992124557495,0.6883555054664612,1.683388590812683,-0.6195955872535706,0.7304067611694336
17,-0.04484639689326286,-0.05427713319659233,0.4981001615524292,0.6908244490623474,0.7144486308097839,1.6947399377822876,-0.6195520162582397,0.7304592728614807
18,-0.06423246115446091,-0.03231913223862648,0.5207064747810364,0.6673591136932373,0.7369629144668579,1.704594612121582,-0.6124432682991028,0.7305368781089783
19,-0.07688827067613602,-0.012545263394713402,0.5452711582183838,0.6444399356842041,0.7527948617935181,1.712923288345337,-0.5982857346534729,0.7306622862815857
20,-0.07917530089616776,-0.0003205203975085169,0.56965172290802,0.6259279251098633,0.7491245269775391,1.7214655876159668,-0.5810669660568237,0.7309345006942749
21,-0.07483138144016266,0.008542649447917938,0.5866692066192627,0.611080527305603,0.7370682954788208,1.736704707145691,-0.565280556678772,0.7309707403182983
22,-0.06880884617567062,0.01181382779031992,0.5957992672920227,0.6014276146888733,0.7188605666160583,1.7531542778015137,-0.5500112771987915,0.7310515642166138
23,-0.06352996081113815,0.009955200366675854,0.5932030081748962,0.5901516675949097,0.6973677277565002,1.773694396018982,-0.5344763398170471,0.7309979796409607
24,-0.06358323246240616,0.005946291610598564,0.5812262892723083,0.5753958821296692,0.6747445464134216,1.7972067594528198,-0.5213855504989624,0.730882465839386
25,-0.07054203003644943,0.0015808561583980918,0.5642505288124084,0.5610470771789551,0.6511187553405762,1.8213047981262207,-0.508310079574585,0.7308191061019897
26,-0.0822741687297821,-0.00017962089623324573,0.543291449546814,0.5464417934417725,0.6274670958518982,1.8464020490646362,-0.4941923916339874,0.7307332754135132
27,-0.0980236604809761,-0.0010328026255592704,0.5210539698600769,0.532739520072937,0.603495717048645,1.871679425239563,-0.4780321717262268,0.7307019233703613
28,-0.11454945802688599,-0.0058364467695355415,0.4980703294277191,0.5236212611198425,0.5790861248970032,1.8966175317764282,-0.46178582310676575,0.7307587265968323
29,-0.13214002549648285,-0.012836862355470657,0.4744557738304138,0.5177572965621948,0.5544044971466064,1.921586513519287,-0.44480210542678833,0.7307627201080322
30,-0.14633193612098694,-0.02108180709183216,0.45266255736351013,0.5220152139663696,0.5417171120643616,1.9307091236114502,-0.4282910227775574,0.7309997081756592
31,-0.15522490441799164,-0.0338195376098156,0.43719807267189026,0.5398781895637512,0.5286179780960083,1.933975100517273,-0.4120851159095764,0.7311266660690308
32,-0.1623145341873169,-0.04813943803310394,0.4211488366127014,0.5585699677467346,0.5157602429389954,1.9372671842575073,-0.3984542787075043,0.731144905090332
33,-0.17402315139770508,-0.06447955220937729,0.405668705701828,0.5773534774780273,0.49605292081832886,1.9517195224761963,-0.3858778476715088,0.7309799194335938
34,-0.19556795060634613,-0.0855783075094223,0.38672640919685364,0.5949476361274719,0.47272801399230957,1.9730435609817505,-0.37449997663497925,0.7309693694114685
35,-0.21940302848815918,-0.10740570724010468,0.3715125024318695,0.6165223717689514,0.45272475481033325,1.9899941682815552,-0.36710745096206665,0.7310147881507874
36,-0.24040287733078003,-0.12473458051681519,0.35810160636901855,0.6406859159469604,0.44118666648864746,1.9969850778579712,-0.36571770906448364,0.7309715151786804
37,-0.25956857204437256,-0.1432538628578186,0.33981749415397644,0.6641969084739685,0.4320540726184845,2.009193181991577,-0.3641810715198517,0.7314664125442505
38,-0.27669695019721985,-0.16295737028121948,0.3194192349910736,0.6919768452644348,0.42568597197532654,2.020962715148926,-0.360871821641922,0.7316450476646423
39,-0.29466718435287476,-0.1820116639137268,0.2973695993423462,0.7208594679832458,0.41978317499160767,2.032702922821045,-0.3595988154411316,0.731641948223114
