step,box_theta_deg_0
0,285.6664123535156
1,285.6664123535156
2,285.6664123535156
3,285.6664123535156
4,285.66644287109375
5,285.66644287109375
6,285.6664123535156
7,285.6664123535156
8,285.6664123535156
9,285.6664123535156
10,285.6664123535156
11,285.6664123535156
12,285.6664123535156
13,285.6664123535156
14,285.6664123535156
15,285.6664123535156
16,285.6664123535156
17,285.6664123535156
18,285.6664123535156
19,285.6664123535156
20,285.6664123535156
21,285.707763671875
22,286.70465087890625
23,287.8697204589844
24,289.45184326171875
25,291.0932312011719
26,291.6239013671875
27,291.62396240234375
28,291.6244201660156
29,291.58740234375
30,291.52099609375
31,291.406982421875
32,291.27197265625
33,291.17877197265625
34,291.05560302734375
35,290.83306884765625
36,290.3035888671875
37,290.2265319824219
38,290.2265319824219
39,290.07989501953125
40,288.9202575683594
41,287.58807373046875
42,286.9236755371094
43,286.0489501953125
44,284.43994140625
45,282.6241760253906
46,280.1824951171875
47,278.6041564941406
48,276.88311767578125
49,275.21990966796875
50,274.314697265625
51,274.3146667480469
52,274.3146667480469
53,274.3146667480469
54,274.3146667480469
55,274.3146667480469
56,274.3146667480469
57,274.3146667480469
58,274.3146667480469
59,274.3146667480469
60,274.3146667480469
61,274.3146667480469
62,274.3146667480469
63,274.3146667480469
64,274.3146667480469
65,274.3146667480469
66,274.3146667480469
67,274.3146667480469
68,274.3146667480469
69,274.3146667480469
70,274.3146667480469
71,274.3146667480469
72,274.3146667480469
73,274.3146667480469
74,274.3146667480469
75,274.3146667480469
76,274.3146667480469
77,274.3146667480469
78,274.3146667480469
79,274.3146667480469
80,274.3146667480469
81,274.3146667480469
82,274.3146667480469
83,274.3146667480469
84,274.3146667480469
85,274.3146667480469
86,274.3146667480469
87,274.3146667480469
88,274.3146667480469
89,274.3146667480469
90,274.3146667480469
91,274.3146667480469
92,274.3146667480469
93,274.3146667480469
94,274.3146667480469
95,274.3146667480469
96,274.3146667480469
97,274.3146667480469
98,274.3146667480469
99,274.3146667480469
100,274.3146667480469
101,274.3146667480469
102,274.3146667480469
103,274.3146667480469
104,274.3146667480469
105,274.3146667480469
106,274.3146667480469
107,274.3146667480469
108,274.3146667480469
109,274.3146667480469
110,274.3146667480469
111,274.3146667480469
112,274.3146667480469
113,274.3146667480469
114,274.3146667480469
115,274.3146667480469
116,274.3146667480469
117,274.3146667480469
118,274.3146667480469
119,274.3146667480469
120,274.3146667480469
121,274.3146667480469
122,274.3146667480469
123,274.3146667480469
124,274.3146667480469
125,274.3146667480469
126,274.3146667480469
127,274.3146667480469
128,274.3146667480469
129,274.3146667480469
130,274.3146667480469
131,274.3146667480469
132,274.3146667480469
133,274.3146667480469
134,274.3146667480469
135,274.3146667480469
136,274.3146667480469
137,274.3146667480469
138,274.3146667480469
139,274.3146667480469
140,274.3146667480469
141,274.3146667480469
142,274.3146667480469
143,274.3146667480469
144,274.3146667480469
145,274.3146667480469
146,274.3146667480469
147,274.3146667480469
148,274.3146667480469
149,274.3146667480469
150,274.3146667480469
151,274.3146667480469
152,274.3146667480469
153,274.3146667480469
154,274.3146667480469
155,274.3146667480469
156,274.3146667480469
157,274.3146667480469
158,274.3146667480469
159,274.3146667480469
160,274.3146667480469
161,274.3146667480469
162,274.3146667480469
163,274.3146667480469
164,274.3146667480469
165,274.3146667480469
166,274.3146667480469
167,274.3146667480469
168,274.3146667480469
169,274.3146667480469
170,274.3146667480469
171,274.3146667480469
172,274.3146667480469
173,274.3146667480469
174,274.3146667480469
175,274.3146667480469
176,274.3146667480469
177,274.3146667480469
178,274.3146667480469
179,274.3146667480469
180,274.3146667480469
181,274.3146667480469
182,274.3146667480469
183,274.3146667480469
184,274.3146667480469
185,274.3146667480469
186,274.3146667480469
187,274.3146667480469
188,274.3146667480469
189,274.3146667480469
190,274.3146667480469
191,274.3146667480469
192,274.3146667480469
193,274.3146667480469
194,274.3146667480469
195,274.3146667480469
196,274.3146667480469
197,274.3146667480469
198,274.3146667480469
