step,pushpoint_left_world_0,pushpoint_left_world_1,pushpoint_left_world_2
0,-0.4180622100830078,-0.0894995778799057,0.057000093162059784
1,-0.14031966030597687,0.05797869712114334,0.05699983984231949
2,-0.14031967520713806,0.05797870457172394,0.05699985474348068
3,-0.14031967520713806,0.05797870457172394,0.05699983984231949
4,-0.14031967520713806,0.05797868221998215,0.056999869644641876
5,-0.14031967520713806,0.05797868221998215,0.05699982866644859
6,-0.14031967520713806,0.05797871947288513,0.05699986219406128
7,-0.14031967520713806,0.05797871947288513,0.056999847292900085
8,-0.14031967520713806,0.05797870457172394,0.05699985474348068
9,-0.14031967520713806,0.05797870457172394,0.05699986219406128
10,-0.14031967520713806,0.05797870457172394,0.05699983984231949
11,-0.14031967520713806,0.05797870457172394,0.056999847292900085
12,-0.14031967520713806,0.05797870457172394,0.05699982866644859
13,-0.14031966030597687,0.05797869712114334,0.05699986219406128
14,-0.14031967520713806,0.05797871947288513,0.056999847292900085
15,-0.14031967520713806,0.05797871947288513,0.05699985474348068
16,-0.14031967520713806,0.05797871947288513,0.05699986591935158
17,-0.14031967520713806,0.05797871947288513,0.056999847292900085
18,-0.14031967520713806,0.05797871947288513,0.056999851018190384
19,-0.14031967520713806,0.05797870457172394,0.056999802589416504
20,-0.14031967520713806,0.05797870457172394,0.056999869644641876
21,-0.14091217517852783,0.05762670934200287,0.057024210691452026
22,-0.13535566627979279,0.0515335276722908,0.05698369815945625
23,-0.13040384650230408,0.04466826468706131,0.05698534846305847
24,-0.12562251091003418,0.03447984904050827,0.05699262022972107
25,-0.12142282724380493,0.023350592702627182,0.056995242834091187
26,-0.11900931596755981,0.019839584827423096,0.05698215961456299
27,-0.11900311708450317,0.019833266735076904,0.056983157992362976
28,-0.11902086436748505,0.019837774336338043,0.05699177458882332
29,-0.11961010098457336,0.02007308229804039,0.05699467658996582
30,-0.1202874481678009,0.020530905574560165,0.05698928236961365
31,-0.12083694338798523,0.021267008036375046,0.0569831021130085
32,-0.12118449807167053,0.022142469882965088,0.05697997286915779
33,-0.1213667243719101,0.022763725370168686,0.05697837471961975
34,-0.12158367037773132,0.023683879524469376,0.05698154494166374
35,-0.12197628617286682,0.02536601573228836,0.05698443576693535
36,-0.12295401096343994,0.02958868071436882,0.056992001831531525
37,-0.12303805351257324,0.030428417026996613,0.056999776512384415
38,-0.12303805351257324,0.030428409576416016,0.056999750435352325
39,-0.12372830510139465,0.03137543052434921,0.05699775367975235
40,-0.12681347131729126,0.03902699798345566,0.056992121040821075
41,-0.12829551100730896,0.049335628747940063,0.056992705911397934
42,-0.12757091224193573,0.05679597705602646,0.05699966475367546
43,-0.12552551925182343,0.06584563106298447,0.05699816718697548
44,-0.11843901872634888,0.08343477547168732,0.05699017643928528
45,-0.10885876417160034,0.10283978283405304,0.056987885385751724
46,-0.09872746467590332,0.1257174164056778,0.05698789656162262
47,-0.08654902875423431,0.14563728868961334,0.05698781833052635
48,-0.07852034270763397,0.16223359107971191,0.05699996277689934
49,-0.07511647045612335,0.17292487621307373,0.05699993669986725
50,-0.07477319240570068,0.1769566386938095,0.0570000484585762
51,-0.07477302104234695,0.1769562065601349,0.05699997395277023
52,-0.07477299869060516,0.17695622146129608,0.05700002610683441
53,-0.07477308064699173,0.1769562065601349,0.05699992924928665
54,-0.07477300614118576,0.1769561767578125,0.05700002238154411
55,-0.07477308064699173,0.1769562065601349,0.056999921798706055
56,-0.07477301359176636,0.17695622146129608,0.05700002983212471
57,-0.07477309554815292,0.1769562065601349,0.056999921798706055
58,-0.07477300614118576,0.1769561767578125,0.05700002238154411
59,-0.07477309554815292,0.17695623636245728,0.056999918073415756
60,-0.07477300614118576,0.1769561767578125,0.057000018656253815
61,-0.07477309554815292,0.17695623636245728,0.05699991434812546
62,-0.07477299124002457,0.1769561767578125,0.05700003355741501
63,-0.07477311044931412,0.17695623636245728,0.05699991434812546
64,-0.07477299869060516,0.17695622146129608,0.05700002983212471
65,-0.07477306574583054,0.1769562065601349,0.05699992924928665
66,-0.07477301359176636,0.17695622146129608,0.05700002610683441
67,-0.07477308064699173,0.1769562065601349,0.05699992924928665
68,-0.07477300614118576,0.1769561767578125,0.05700002238154411
69,-0.07477308064699173,0.1769562065601349,0.056999921798706055
70,-0.07477301359176636,0.17695622146129608,0.05700002610683441
71,-0.07477309554815292,0.17695623636245728,0.056999918073415756
72,-0.07477300614118576,0.1769561767578125,0.05700002238154411
73,-0.07477309554815292,0.17695623636245728,0.056999918073415756
74,-0.07477299124002457,0.1769561767578125,0.05700003728270531
75,-0.07477311044931412,0.17695623636245728,0.05699991062283516
76,-0.07477299869060516,0.17695622146129608,0.05700002983212471
77,-0.07477306574583054,0.1769562065601349,0.05699992924928665
78,-0.07477301359176636,0.17695622146129608,0.05700002610683441
