step,reward_pushpoint_0
0,0.10059639811515808
1,0.10144764184951782
2,0.10202077031135559
3,0.10242009162902832
4,0.10260900855064392
5,0.10246476531028748
6,0.10196933150291443
7,0.1012338399887085
8,0.10029691457748413
9,0.098906010389328
10,0.09697237610816956
11,0.09474626183509827
12,0.09297943115234375
13,0.09172436594963074
14,0.09116944670677185
15,0.09113430976867676
16,0.09174424409866333
17,0.09311619400978088
18,0.09530624747276306
19,0.09789353609085083
20,0.10055533051490784
21,0.10357147455215454
22,0.10703304409980774
23,0.11102914810180664
24,0.11623668670654297
25,0.1225423812866211
26,0.12941211462020874
27,0.13620805740356445
28,0.14247018098831177
29,0.14768534898757935
30,0.15126675367355347
31,0.15238884091377258
32,0.15134546160697937
33,0.14879518747329712
34,0.1456412374973297
35,0.14228469133377075
36,0.13885191082954407
37,0.1354406476020813
38,0.13202285766601562
39,0.12863367795944214
40,0.12526234984397888
41,0.12197008728981018
42,0.11878886818885803
43,0.11571839451789856
44,0.11264771223068237
45,0.10950708389282227
46,0.1063077449798584
47,0.10302671790122986
48,0.09971079230308533
49,0.09640663862228394
50,0.09314188361167908
51,0.08991894125938416
52,0.08672448992729187
53,0.08342406153678894
54,0.07995682954788208
55,0.0763949453830719
56,0.07283955812454224
57,0.06930094957351685
58,0.06578421592712402
59,0.062297821044921875
60,0.05887266993522644
61,0.055549949407577515
62,0.052357494831085205
63,0.04932844638824463
64,0.04650992155075073
65,0.043933361768722534
66,0.04164204001426697
67,0.03963536024093628
68,0.03784435987472534
69,0.03621762990951538
70,0.0347142219543457
71,0.03321564197540283
72,0.0315743088722229
73,0.02978333830833435
74,0.02790197730064392
75,0.025981098413467407
76,0.024044185876846313
77,0.022130221128463745
78,0.020265668630599976
79,0.0184725821018219
80,0.01674678921699524
81,0.015107691287994385
82,0.01361951231956482
83,0.012279361486434937
84,0.011079102754592896
85,0.01001429557800293
86,0.009065747261047363
87,0.008209973573684692
88,0.007437914609909058
89,0.00674554705619812
90,0.006127893924713135
91,0.005580157041549683
92,0.005097329616546631
93,0.004672497510910034
94,0.0042994022369384766
95,0.003972351551055908
96,0.0036864876747131348
97,0.0034362077713012695
98,0.003217339515686035
99,0.0030264854431152344
100,0.0028600990772247314
101,0.0027160346508026123
102,0.0025925636291503906
103,0.002492666244506836
104,0.0024173855781555176
105,0.0023635923862457275
106,0.002327859401702881
107,0.0023076236248016357
108,0.002300769090652466
109,0.0023040473461151123
110,0.0023178458213806152
111,0.002344101667404175
112,0.0023913681507110596
113,0.002460479736328125
114,0.0025489330291748047
115,0.0026451945304870605
116,0.0027379095554351807
117,0.0028253495693206787
118,0.0029066503047943115
119,0.0029802918434143066
120,0.003029346466064453
121,0.0030303597450256348
122,0.0029889047145843506
123,0.002905517816543579
124,0.0027864277362823486
125,0.0026497244834899902
126,0.002505660057067871
127,0.002345532178878784
128,0.002173811197280884
129,0.0020004212856292725
130,0.0018320679664611816
131,0.0016726851463317871
132,0.0015330314636230469
133,0.0014075636863708496
134,0.0012942254543304443
135,0.0011870861053466797
136,0.001085042953491211
137,0.00099104642868042
138,0.0009109079837799072
139,0.0008461475372314453
140,0.0007946193218231201
141,0.0007545351982116699
142,0.0007230937480926514
143,0.0006979703903198242
144,0.0006774663925170898
145,0.000658869743347168
146,0.0006403028964996338
147,0.0006201565265655518
148,0.0005976259708404541
149,0.0005716681480407715
150,0.0005409717559814453
151,0.000506281852722168
152,0.00047004222869873047
153,0.00043398141860961914
154,0.00039961934089660645
155,0.00036767125129699707
156,0.00033801794052124023
157,0.0003103911876678467
158,0.0002836883068084717
159,0.0002580881118774414
160,0.00023433566093444824
161,0.0002130568027496338
162,0.00019419193267822266
163,0.00017711520195007324
164,0.0001614987850189209
165,0.0001475512981414795
166,0.00013506412506103516
167,0.00012385845184326172
168,0.00011375546455383301
169,0.00010460615158081055
170,9.626150131225586e-05
171,8.857250213623047e-05
172,8.13901424407959e-05
173,7.471442222595215e-05
174,6.851553916931152e-05
175,6.273388862609863e-05
176,5.7369470596313477e-05
177,5.2362680435180664e-05
178,4.76837158203125e-05
179,4.3332576751708984e-05
180,3.927946090698242e-05
181,3.552436828613281e-05
182,3.2067298889160156e-05
183,2.905726432800293e-05
184,2.6434659957885742e-05
185,2.4199485778808594e-05
186,2.22623348236084e-05
187,2.0623207092285156e-05
188,1.9252300262451172e-05
189,1.8090009689331055e-05
190,1.71661376953125e-05
191,1.6421079635620117e-05
192,1.58846378326416e-05
193,1.5527009963989258e-05
194,1.52587890625e-05
195,1.4990568161010742e-05
196,1.475214958190918e-05
197,1.4513731002807617e-05
198,1.430511474609375e-05
