step,reward_pushpoint_0
0,0.009996682405471802
1,0.039125919342041016
2,0.047093719244003296
3,0.05639207363128662
4,0.06701210141181946
5,0.07872679829597473
6,0.09079352021217346
7,0.10161221027374268
8,0.11021953821182251
9,0.11621254682540894
10,0.11988189816474915
11,0.12198397517204285
12,0.12420809268951416
13,0.12768089771270752
14,0.13265395164489746
15,0.1396719217300415
16,0.14764586091041565
17,0.15563729405403137
18,0.1631990373134613
19,0.16993048787117004
20,0.17530179023742676
21,0.1791309118270874
22,0.18096891045570374
23,0.1798083782196045
24,0.17582881450653076
25,0.16689494252204895
26,0.1539924144744873
27,0.14052554965019226
28,0.12861007452011108
29,0.11894792318344116
30,0.11132517457008362
31,0.10562649369239807
32,0.10127833485603333
33,0.09819257259368896
34,0.09627124667167664
35,0.09531864523887634
36,0.0951032042503357
37,0.09547558426856995
38,0.09627699851989746
39,0.09746772050857544
40,0.0988820493221283
41,0.10042348504066467
42,0.10194537043571472
43,0.10353314876556396
44,0.10510319471359253
45,0.1065809428691864
46,0.10783076286315918
47,0.10884660482406616
48,0.10959434509277344
49,0.10887810587882996
50,0.10525453090667725
51,0.10205930471420288
52,0.09919756650924683
53,0.09674686193466187
54,0.09480166435241699
55,0.09336388111114502
56,0.09235343337059021
57,0.09075197577476501
58,0.08928701281547546
59,0.08765560388565063
60,0.08584299683570862
61,0.08365169167518616
62,0.08036106824874878
63,0.07599163055419922
64,0.0732412338256836
65,0.07186684012413025
66,0.07039466500282288
67,0.06898173689842224
68,0.06743842363357544
69,0.06587037444114685
70,0.06420773267745972
71,0.06258648633956909
72,0.061014920473098755
73,0.05943411588668823
74,0.058213382959365845
75,0.057624876499176025
76,0.056909799575805664
77,0.05593118071556091
78,0.0564689040184021
79,0.0576552152633667
80,0.060260891914367676
81,0.06330171227455139
82,0.06602928042411804
83,0.06881844997406006
84,0.07158166170120239
85,0.07424530386924744
86,0.07677221298217773
87,0.07870733737945557
88,0.0797920823097229
89,0.07963371276855469
90,0.07883328199386597
91,0.07780608534812927
92,0.07672634720802307
93,0.0756441056728363
94,0.07448458671569824
95,0.07328137755393982
96,0.0723227858543396
97,0.07147577404975891
98,0.07065150141716003
99,0.06986978650093079
100,0.07014843821525574
101,0.07191547751426697
102,0.07508167624473572
103,0.08001235127449036
104,0.0864071249961853
105,0.09414789080619812
106,0.10347029566764832
107,0.1143788993358612
108,0.12657010555267334
109,0.13949894905090332
110,0.15296316146850586
111,0.16635894775390625
112,0.17885258793830872
113,0.18996009230613708
114,0.1984906792640686
115,0.2027474343776703
116,0.20194324851036072
117,0.20916804671287537
118,0.21470972895622253
119,0.21766385436058044
120,0.2179916799068451
121,0.2155969738960266
122,0.21031802892684937
123,0.20383456349372864
124,0.19646653532981873
125,0.1874794065952301
126,0.1792275607585907
127,0.1688513457775116
128,0.1549706757068634
129,0.1402958333492279
130,0.12540817260742188
131,0.11180803179740906
132,0.09905532002449036
133,0.08779650926589966
134,0.07867217063903809
135,0.07092481851577759
136,0.06442353129386902
137,0.05968737602233887
138,0.05760800838470459
139,0.05666530132293701
140,0.05587893724441528
141,0.054453253746032715
142,0.05505549907684326
143,0.05553781986236572
144,0.056066155433654785
145,0.05649527907371521
146,0.05796194076538086
147,0.06101998686790466
148,0.06725561618804932
149,0.07560497522354126
150,0.08543217182159424
151,0.0958339273929596
152,0.10382801294326782
153,0.1104879081249237
154,0.11890923976898193
155,0.129329115152359
156,0.13994017243385315
157,0.1459628939628601
158,0.1461201012134552
159,0.1436728835105896
160,0.13785821199417114
161,0.13013869524002075
162,0.12069818377494812
163,0.10897523164749146
164,0.0966450572013855
165,0.08393025398254395
166,0.0715191662311554
167,0.06081968545913696
168,0.054111212491989136
169,0.05188426375389099
170,0.050659388303756714
171,0.04976007342338562
172,0.04866108298301697
173,0.0477408766746521
174,0.04943692684173584
175,0.05223521590232849
176,0.055223822593688965
177,0.058440715074539185
178,0.06215333938598633
179,0.0659293532371521
180,0.06978166103363037
181,0.07308325171470642
182,0.07583042979240417
183,0.07588186860084534
184,0.07102644443511963
185,0.06114727258682251
186,0.05139964818954468
187,0.0423927903175354
188,0.03412094712257385
189,0.026669681072235107
190,0.020271331071853638
191,0.014755100011825562
192,0.01070702075958252
193,0.007922440767288208
194,0.006010472774505615
195,0.0046506524085998535
196,0.003661215305328369
197,0.0029310286045074463
198,0.002390354871749878
