step,env_index,observation,action,clipped_action,direct_joint_command
182,0,"[0.5412096381187439, -0.26843875646591187, -0.5423725247383118, 0.36855244636535645, 0.23830604553222656, 0.14117977023124695, -0.07083483040332794, 6.548756209667772e-05, -0.7823836207389832, 0.264948308467865, -0.3468143045902252, 0.9693484902381897, 0.11391907930374146, -1.2900097370147705, 0.029536735266447067, 2.766028046607971e-07, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.786116361618042, 0.4078975021839142, 0.5466862320899963, 0.22449883818626404, 0.27389633655548096, 0.5352367758750916, -0.05137988179922104, -1.4122295379638672]","[0.786116361618042, 0.4078975021839142, 0.5466862320899963, 0.22449883818626404, 0.27389633655548096, 0.5352367758750916, -0.05137988179922104, -1.0]","[0.6198212504386902, -0.2276490032672882, -0.4877038896083832, 0.3910023272037506, 0.2656956911087036, 0.19470344483852386, -0.07597281783819199, 790.0]"
183,0,"[0.5945848822593689, -0.2138107866048813, -0.5505573153495789, 0.4101317524909973, 0.27190709114074707, 0.18898721039295197, -0.07542520016431808, -0.00037986692041158676, 2.6832356452941895, 0.11920476704835892, -0.3442283570766449, -0.5864472389221191, -0.8894381523132324, 0.7750656008720398, 0.11104656010866165, 0.6051226854324341, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.5569511651992798, -0.3704235553741455, -1.0064557790756226, 1.175910234451294, -0.12873575091362, -0.5937086939811707, -0.012135240249335766, -1.6048846244812012]","[-0.5569511651992798, -0.3704235553741455, -1.0, 1.0, -0.12873575091362, -0.5937086939811707, -0.012135240249335766, -1.0]","[0.5388897657394409, -0.25085315108299255, -0.6505573391914368, 0.5101317763328552, 0.2590335011482239, 0.12961633503437042, -0.07663872092962265, 790.0]"
184,0,"[0.5651684403419495, -0.24570293724536896, -0.510445237159729, 0.38144880533218384, 0.25305575132369995, 0.14078359305858612, -0.07731202244758606, 0.0001881343632703647, -2.9053866863250732, -0.6246442198753357, 1.5829945802688599, -0.1721199005842209, 1.187238335609436, -1.6214135885238647, -0.05197751894593239, -0.2364412546157837, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.14403429627418518, 0.19433078169822693, 0.1778748333454132, 0.4839724600315094, -0.12322524935007095, 0.35762909054756165, -0.008557013235986233, -1.327672004699707]","[0.14403429627418518, 0.19433078169822693, 0.1778748333454132, 0.4839724600315094, -0.12322524935007095, 0.35762909054756165, -0.008557013235986233, -1.0]","[0.5795718431472778, -0.22626985609531403, -0.49265775084495544, 0.42984604835510254, 0.24073322117328644, 0.17654649913311005, -0.07816772162914276, 790.0]"
185,0,"[0.5593756437301636, -0.2134018838405609, -0.5073201060295105, 0.4352932274341583, 0.24472597241401672, 0.1757306307554245, -0.07801086455583572, -0.00032219127751886845, 0.6849784255027771, 0.3064657747745514, 0.6432784795761108, 0.6932113170623779, -0.19945138692855835, 0.6893170475959778, -0.00620738510042429, 0.4107915163040161, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.34114280343055725, 0.1750440001487732, -0.7929903864860535, 0.4687131345272064, -0.09793327003717422, 0.3517533838748932, 0.01997613161802292, -1.4133892059326172]","[-0.34114280343055725, 0.1750440001487732, -0.7929903864860535, 0.4687131345272064, -0.09793327003717422, 0.3517533838748932, 0.01997613161802292, -1.0]","[0.5252613425254822, -0.19589748978614807, -0.5866191387176514, 0.48216453194618225, 0.23493264615535736, 0.21090596914291382, -0.07601325213909149, 790.0]"
186,0,"[0.5555822253227234, -0.17394141852855682, -0.5447496771812439, 0.4828604757785797, 0.2292388528585434, 0.2180795818567276, -0.07633581012487411, 0.00031075961305759847, -2.7448666095733643, -0.0933929830789566, 0.5405146479606628, 0.18149958550930023, 0.47220274806022644, 0.7368708848953247, -0.1745343804359436, -0.4324066936969757, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.6481837630271912, 0.008668571710586548, 0.7491422295570374, 0.2620210647583008, 0.144536554813385, 0.7291377782821655, -0.03309890627861023, -1.1530524492263794]","[0.6481837630271912, 0.008668571710586548, 0.7491422295570374, 0.2620210647583008, 0.144536554813385, 0.7291377782821655, -0.03309890627861023, -1.0]","[0.620400607585907, -0.17307455837726593, -0.46983546018600464, 0.5090625882148743, 0.24369250237941742, 0.2909933626651764, -0.07964570075273514, 790.0]"
187,0,"[0.5968294143676758, -0.16849780082702637, -0.6028661727905273, 0.5011734962463379, 0.2472236156463623, 0.29396191239356995, -0.07921058684587479, -0.00019099644850939512, 3.1634933948516846, 0.03156344220042229, -2.2463204860687256, 0.21913297474384308, -1.0302510261535645, 0.7881569862365723, 0.02281099557876587, 0.07979729771614075, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.37125006318092346, -0.2555799186229706, -0.15098173916339874, 0.6109991669654846, 0.3124406039714813, 0.07181664556264877, -0.0056945523247122765, -1.3846594095230103]","[0.37125006318092346, -0.2555799186229706, -0.15098173916339874, 0.6109991669654846, 0.3124406039714813, 0.07181664556264877, -0.0056945523247122765, -1.0]","[0.6339544057846069, -0.19405579566955566, -0.6179643273353577, 0.562273383140564, 0.27846768498420715, 0.3011435866355896, -0.07978004217147827, 790.0]"
188,0,"[0.646962583065033, -0.18436956405639648, -0.6091400980949402, 0.5263754725456238, 0.2765744626522064, 0.3127259910106659, -0.08008468896150589, -0.00024144226335920393, 0.20091034471988678, -0.2981258034706116, 0.16305795311927795, 1.0935285091400146, 0.005228416994214058, 0.19821186363697052, 0.005341693758964539, 0.22609923779964447, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.18187937140464783, 0.5035630464553833, -0.2561006546020508, -0.27640125155448914, -0.14704561233520508, 0.4735107421875, 0.12758278846740723, -1.1954848766326904]","[-0.18187937140464783, 0.5035630464553833, -0.2561006546020508, -0.27640125155448914, -0.14704561233520508, 0.4735107421875, 0.12758278846740723, -1.0]","[0.6287746429443359, -0.13401326537132263, -0.6347501873970032, 0.49873533844947815, 0.2618699073791504, 0.36007705330848694, -0.06732641160488129, 790.0]"
189,0,"[0.6302822828292847, -0.1230584904551506, -0.6354689598083496, 0.531894862651825, 0.26230180263519287, 0.35432755947113037, -0.06708884239196777, 0.0004033622972201556, -0.6401768326759338, 0.8298980593681335, -0.49658188223838806, -1.5359734296798706, 0.10147597640752792, 0.7322559356689453, -0.011443388648331165, -0.43271446228027344, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.4073316752910614, -0.8631101846694946, 0.35774117708206177, 1.1572260856628418, 0.2365770936012268, -0.5569474101066589, -0.07424311339855194, -1.2624399662017822]","[0.4073316752910614, -0.8631101846694946, 0.35774117708206177, 1.0, 0.2365770936012268, -0.5569474101066589, -0.07424311339855194, -1.0]","[0.6710154414176941, -0.2093695104122162, -0.5996948480606079, 0.6318948864936829, 0.28595951199531555, 0.29863283038139343, -0.07451315224170685, 790.0]"
190,0,"[0.6500896215438843, -0.18480278551578522, -0.6144357323646545, 0.43305230140686035, 0.28888842463493347, 0.3021202087402344, -0.07437562197446823, -0.0008939810795709491, 0.9609992504119873, -2.6818416118621826, 1.3338624238967896, -2.163738250732422, -0.32231536507606506, -2.031996488571167, -0.008217642083764076, 1.0593986511230469, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.7830182313919067, -0.46272075176239014, -0.7952839732170105, 0.8553627729415894, -0.17053060233592987, -1.1115679740905762, 0.09642960876226425, -1.3018019199371338]","[-0.7830182313919067, -0.46272075176239014, -0.7952839732170105, 0.8553627729415894, -0.17053060233592987, -1.0, 0.09642960876226425, -1.0]","[0.5717877745628357, -0.23107486963272095, -0.6939641237258911, 0.5185886025428772, 0.2718353569507599, 0.20212021470069885, -0.06473266333341599, 790.0]"
191,0,"[0.5966511368751526, -0.2432435303926468, -0.5659080743789673, 0.39556044340133667, 0.26657894253730774, 0.21022376418113708, -0.06531798839569092, 0.0006855597021058202, -2.7320716381073, 0.9607213735580444, 0.8377082943916321, 0.7039721608161926, 1.1530072689056396, -1.8102117776870728, -0.014246338978409767, -0.849985659122467, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.46965351700782776, 0.02886962890625, 0.600071907043457, 0.5543035268783569, -0.011425109580159187, 0.25917619466781616, -0.061918243765830994, -1.1704760789871216]","[0.46965351700782776, 0.02886962890625, 0.600071907043457, 0.5543035268783569, -0.011425109580159187, 0.25917619466781616, -0.061918243765830994, -1.0]","[0.6436164975166321, -0.24035656452178955, -0.5059008598327637, 0.45099079608917236, 0.26543644070625305, 0.2361413836479187, -0.07150981575250626, 790.0]"
192,0,"[0.619581401348114, -0.23102980852127075, -0.582829475402832, 0.4518127143383026, 0.27083128690719604, 0.23229579627513885, -0.07099653780460358, -0.0005938555696047843, 2.5607900619506836, -0.720294713973999, -0.9292064905166626, 0.6096519827842712, -0.92522132396698, 0.2959904074668884, 0.08120372146368027, 0.6299234628677368, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.34707674384117126, 0.5330713987350464, -0.7157117128372192, 0.035227157175540924, -0.19420744478702545, 0.24461489915847778, 0.03792339935898781, -1.498779296875]","[-0.34707674384117126, 0.5330713987350464, -0.7157117128372192, 0.035227157175540924, -0.19420744478702545, 0.24461489915847778, 0.03792339935898781, -1.0]","[0.5848737359046936, -0.17772266268730164, -0.654400646686554, 0.45533543825149536, 0.2514105439186096, 0.25675728917121887, -0.06720419973134995, 790.0]"
193,0,"[0.613875687122345, -0.1605803519487381, -0.6126094460487366, 0.4742300510406494, 0.2462959736585617, 0.25862255692481995, -0.06739865988492966, 0.0007762490422464907, -2.593149185180664, 1.0986347198486328, 0.4734255373477936, -0.7199866771697998, 0.5435344576835632, 0.85049968957901, -0.15627993643283844, -0.9935803413391113, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.4876324236392975, -0.7257058620452881, 0.6688739657402039, 1.0343120098114014, 0.194166362285614, -0.1543879359960556, -0.09897254407405853, -1.0656208992004395]","[0.4876324236392975, -0.7257058620452881, 0.6688739657402039, 1.0, 0.194166362285614, -0.1543879359960556, -0.09897254407405853, -1.0]","[0.6626389026641846, -0.2331509292125702, -0.5457220673561096, 0.5742300748825073, 0.2657126188278198, 0.24318376183509827, -0.07729591429233551, 790.0]"
194,0,"[0.6400083303451538, -0.21814607083797455, -0.6362457871437073, 0.4274373948574066, 0.270391583442688, 0.24772684276103973, -0.07672368735074997, -0.0008877054206095636, 2.7373905181884766, -2.5296664237976074, -1.166921615600586, -1.0248808860778809, -1.2112736701965332, -1.719367265701294, 0.06155030429363251, 0.9428578615188599, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2444736510515213, 0.021587081253528595, -0.40602144598960876, 0.41829240322113037, -0.03904265910387039, -0.3372887372970581, 0.010408134199678898, -1.500354528427124]","[-0.2444736510515213, 0.021587081253528595, -0.40602144598960876, 0.41829240322113037, -0.03904265910387039, -0.3372887372970581, 0.010408134199678898, -1.0]","[0.6155609488487244, -0.21598736941814423, -0.6768479347229004, 0.4692666232585907, 0.26648733019828796, 0.2139979600906372, -0.0756828710436821, 790.0]"
195,0,"[0.6345884203910828, -0.20581941306591034, -0.6663958430290222, 0.46330371499061584, 0.26482707262039185, 0.215666264295578, -0.075760118663311, 0.0005747542018070817, -1.1178805828094482, 1.1010690927505493, -0.9802625179290771, 1.2090038061141968, 0.48022565245628357, -0.5948362350463867, 0.037357866764068604, -0.6985956430435181, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[1.0097734928131104, 0.10513228178024292, 1.081255555152893, 0.10348349064588547, 0.32040122151374817, 0.9600598812103271, -0.10360316932201385, -1.0676157474517822]","[1.0, 0.10513228178024292, 1.0, 0.10348349064588547, 0.32040122151374817, 0.9600598812103271, -0.10360316932201385, -1.0]","[0.7345884442329407, -0.1953061819076538, -0.5663958191871643, 0.47365206480026245, 0.2968671917915344, 0.31167227029800415, -0.08612043410539627, 790.0]"
196,0,"[0.7112761735916138, -0.1937568336725235, -0.7463752031326294, 0.47705209255218506, 0.2999350428581238, 0.30971595644950867, -0.08567217737436295, -0.00022588594583794475, 2.963250160217285, -0.3528713285923004, -1.7869614362716675, -0.7177159190177917, -1.06333327293396, 1.3894082307815552, -0.022084297612309456, 0.1446617990732193, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.05436962470412254, -0.38077297806739807, -0.04419707506895065, 0.9263265132904053, 0.13778340816497803, -0.6807735562324524, 0.018822114914655685, -1.523817777633667]","[0.05436962470412254, -0.38077297806739807, -0.04419707506895065, 0.9263265132904053, 0.13778340816497803, -0.6807735562324524, 0.018822114914655685, -1.0]","[0.7167131304740906, -0.23183412849903107, -0.7507948875427246, 0.5696847438812256, 0.3137133717536926, 0.24163860082626343, -0.08378996700048447, 790.0]"
197,0,"[0.7351769208908081, -0.23144759237766266, -0.7384676337242126, 0.4401746094226837, 0.31065288186073303, 0.24972550570964813, -0.08392196893692017, 8.824757969705388e-05, -0.3642978370189667, -0.2597406208515167, -0.016140678897500038, -0.1779814511537552, 0.004882344044744968, -2.12253737449646, 0.013631077483296394, -0.13237640261650085, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.17970120906829834, 0.20921620726585388, 0.4302045702934265, 0.46221789717674255, -0.005023138597607613, 0.057421132922172546, 0.01909298077225685, -1.272902488708496]","[0.17970120906829834, 0.20921620726585388, 0.4302045702934265, 0.46221789717674255, -0.005023138597607613, 0.057421132922172546, 0.01909298077225685, -1.0]","[0.7531470656394958, -0.2105259746313095, -0.6954472064971924, 0.4863964021205902, 0.3101505637168884, 0.25546762347221375, -0.08201266825199127, 790.0]"
198,0,"[0.7420033812522888, -0.1952807456254959, -0.7024058103561401, 0.4845448434352875, 0.31179919838905334, 0.2544272840023041, -0.08196352422237396, -0.00034484537900425494, 0.9342269897460938, 0.10980496555566788, 0.8593559861183167, 0.691248893737793, -0.16035842895507812, 0.3724581301212311, -0.0005358930211514235, 0.4204529821872711, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.6853223443031311, 0.18730661273002625, -0.681999921798706, 0.2671600580215454, -0.2954534590244293, 0.25629138946533203, 0.07214584946632385, -1.2803165912628174]","[-0.6853223443031311, 0.18730661273002625, -0.681999921798706, 0.2671600580215454, -0.2954534590244293, 0.25629138946533203, 0.07214584946632385, -1.0]","[0.6734711527824402, -0.17655009031295776, -0.7706058025360107, 0.5112608671188354, 0.28225386142730713, 0.2800564169883728, -0.0747489407658577, 790.0]"
