step_idx,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,direct_joint_command_0,direct_joint_command_1,direct_joint_command_2,direct_joint_command_3,direct_joint_command_4,direct_joint_command_5,direct_joint_command_6,direct_joint_command_7
108,-0.10961251705884933,0.07089292258024216,-0.10961634665727615,0.8373886346817017,-0.10964319109916687,0.9102047681808472,-0.10965277999639511,0.7260000109672546,-9.040387940001068e-16,0.1350450962781906,-7.930164816114238e-18,0.13131971657276154,-8.168069471084451e-16,0.13688039779663086,0.0,-0.0,0.3521682322025299,-0.10582999140024185,-0.07087486237287521,0.3095760643482208,-0.9505393505096436,0.02525147795677185,-0.948219358921051,-0.3105859160423279,-0.06645602732896805,-0.4225609302520752,0.6651253700256348,-0.47068163752555847,0.4984133541584015,-0.4556131362915039,0.5312063097953796,-0.11545774340629578,-0.6405383348464966,-0.10966227203607559,0.09084668010473251,-0.10966227203607559,0.8523410558700562,-0.10966227203607559,0.9261409640312195,-0.10966227203607559,116.5
109,-0.10961251705884933,0.07609695196151733,-0.10961634665727615,0.8421036601066589,-0.10964319109916687,0.9154567122459412,-0.10965277999639511,0.7250000238418579,-9.040387940001068e-16,0.1314018964767456,-7.930164816114238e-18,0.12211582809686661,-8.168069471084451e-16,0.13353849947452545,0.0,-0.0,0.3532628118991852,-0.10616125911474228,-0.07024487853050232,0.30969318747520447,-0.9504767060279846,0.026156678795814514,-0.9481281042098999,-0.3107690215110779,-0.06690087914466858,-0.4188486337661743,0.6453142166137695,-0.4664752185344696,0.49999770522117615,-0.4659084677696228,0.5097376108169556,-0.11123107373714447,-0.6309038996696472,-0.10966227203607559,0.09545637667179108,-0.10966227203607559,0.8571035861968994,-0.10966227203607559,0.9307488203048706,-0.10966227203607559,116.5
110,-0.10961251705884933,0.08160778135061264,-0.10961634665727615,0.8475244045257568,-0.10964319109916687,0.9210193157196045,-0.10965277999639511,0.7260000109672546,-9.040387940001068e-16,0.13419592380523682,-7.930164816114238e-18,0.12789565324783325,-8.168069471084451e-16,0.13570252060890198,0.0,-0.0,0.35247519612312317,-0.10593123733997345,-0.07070524245500565,0.3084942400455475,-0.9508881568908691,0.02535848505795002,-0.94855135679245,-0.30951523780822754,-0.0667126402258873,-0.42338311672210693,0.6408935785293579,-0.47180065512657166,0.49983134865760803,-0.46284401416778564,0.5212756395339966,-0.11176538467407227,-0.6350786685943604,-0.10966227203607559,0.10083458572626114,-0.10966227203607559,0.8625193238258362,-0.10966227203607559,0.9366576075553894,-0.10966227203607559,116.5
111,-0.10961251705884933,0.08707641810178757,-0.10961634665727615,0.8527456521987915,-0.10964319109916687,0.9263249635696411,-0.10965277999639511,0.7250000238418579,-9.040387940001068e-16,0.13751041889190674,-7.930164816114238e-18,0.13386721909046173,-8.168069471084451e-16,0.1356751173734665,0.0,-0.0,0.3516146242618561,-0.10565125197172165,-0.07126252353191376,0.3098551630973816,-0.950467586517334,0.024519022554159164,-0.9481675624847412,-0.3108115494251251,-0.06613921374082565,-0.4282779097557068,0.6363153457641602,-0.47726312279701233,0.4981413185596466,-0.4590561091899872,0.530136227607727,-0.11145035922527313,-0.6377758979797363,-0.10966227203607559,0.10616587847471237,-0.10966227203607559,0.8676899075508118,-0.10966227203607559,0.9422290325164795,-0.10966227203607559,116.5
112,-0.10961251705884933,0.0925488993525505,-0.10961634665727615,0.8579554557800293,-0.10964319109916687,0.9318588376045227,-0.1096508651971817,0.7260000109672546,-9.040387940001068e-16,0.1367708295583725,-7.930164816114238e-18,0.12986791133880615,-8.168069471084451e-16,0.1356751173734665,2.739251431194134e-05,-0.0,0.3529541492462158,-0.10608265548944473,-0.07044203579425812,0.30990543961524963,-0.9504209160804749,0.02566361613571644,-0.9480949640274048,-0.31094416975975037,-0.06655589491128922,-0.42458677291870117,0.6252793073654175,-0.47483113408088684,0.51364666223526,-0.46706917881965637,0.5133981704711914,-0.10906179249286652,-0.6341644525527954,-0.10966227203607559,0.11130727827548981,-0.10966227203607559,0.8733648657798767,-0.10966227203607559,0.9472607970237732,-0.10966227203607559,116.5
113,-0.10961251705884933,0.09799452871084213,-0.10961634665727615,0.8632764220237732,-0.10964319109916687,0.9373504519462585,-0.1096508651971817,0.7250000238418579,-9.040387940001068e-16,0.13663385808467865,-7.930164816114238e-18,0.13189496099948883,-8.168069471084451e-16,0.13794870674610138,2.739251431194134e-05,-0.0,0.35343822836875916,-0.10624082386493683,-0.07016376405954361,0.31021127104759216,-0.950319766998291,0.02571607194840908,-0.9479523301124573,-0.3112550675868988,-0.06713148951530457,-0.4245540499687195,0.6185290813446045,-0.47647079825401306,0.5239207744598389,-0.46870848536491394,0.5124453902244568,-0.10762378573417664,-0.6355001926422119,-0.10966227203607559,0.11655040085315704,-0.10966227203607559,0.8789940476417542,-0.10966227203607559,0.9527238011360168,-0.10966227203607559,116.5
114,-0.10961251705884933,0.10342098772525787,-0.10961634665727615,0.8686952590942383,-0.10964319109916687,0.9427174925804138,-0.10964895039796829,0.7250000238418579,-9.040387940001068e-16,0.13597643375396729,-7.930164816114238e-18,0.13446985185146332,-8.168069471084451e-16,0.13518205285072327,2.739251431194134e-05,-0.0,0.3526328206062317,-0.10595381259918213,-0.07064872980117798,0.3100976347923279,-0.9503504037857056,0.025953296571969986,-0.9480394124984741,-0.3111557364463806,-0.06635759770870209,-0.43023204803466797,0.6099110841751099,-0.4793759882450104,0.5105223059654236,-0.467681884765625,0.5150597095489502,-0.10728603601455688,-0.6358609795570374,-0.10966227203607559,0.12171831727027893,-0.10966227203607559,0.884010910987854,-0.10966227203607559,0.9581692814826965,-0.10966227203607559,116.5
115,-0.10961251705884933,0.10885511338710785,-0.10961634665727615,0.8742654919624329,-0.10964319109916687,0.9481074810028076,-0.10964895039796829,0.7250000238418579,-9.040387940001068e-16,0.13586686551570892,-7.930164816114238e-18,0.13751041889190674,-8.168069471084451e-16,0.13430549204349518,2.739251431194134e-05,-0.0,0.35279491543769836,-0.10604209452867508,-0.07052832096815109,0.30819788575172424,-0.9509783387184143,0.025578465312719345,-0.948635995388031,-0.30923566222190857,-0.06680601090192795,-0.4333369731903076,0.6058336496353149,-0.4811238944530487,0.5125498175621033,-0.4695272147655487,0.5122385025024414,-0.10655014216899872,-0.6379454135894775,-0.10966227203607559,0.1270301192998886,-0.10966227203607559,0.8896420001983643,-0.10966227203607559,0.9634746313095093,-0.10966227203607559,116.5
116,-0.10961251705884933,0.11498336493968964,-0.10961634665727615,0.8802269101142883,-0.10964319109916687,0.9542223215103149,-0.10964702814817429,0.7260000109672546,-9.040387940001068e-16,0.13600383698940277,-7.930164816114238e-18,0.13488073647022247,-8.168069471084451e-16,0.13551077246665955,2.739251431194134e-05,-0.0,0.35433852672576904,-0.10651511698961258,-0.06964194029569626,0.30808025598526,-0.9509844183921814,0.026741744950413704,-0.9486204385757446,-0.3092033863067627,-0.06717536598443985,-0.429279088973999,0.5963865518569946,-0.47893431782722473,0.5328904390335083,-0.4763215184211731,0.49625176191329956,-0.10428057610988617,-0.63585364818573,-0.10966227203607559,0.1328749656677246,-0.10966227203607559,0.8962136507034302,-0.10966227203607559,0.9691098928451538,-0.10966227203607559,116.5
117,-0.10961251705884933,0.12045776098966599,-0.10961634665727615,0.885649561882019,-0.10964319109916687,0.9595778584480286,-0.10964702814817429,0.7250000238418579,-9.040387940001068e-16,0.13655167818069458,-7.930164816114238e-18,0.13400417566299438,-8.168069471084451e-16,0.1347711682319641,0.0,-0.0,0.354030579328537,-0.1064705029129982,-0.0698356032371521,0.3094870150089264,-0.9505333304405212,0.026535915210843086,-0.9482209086418152,-0.31058838963508606,-0.06642255187034607,-0.43181657791137695,0.5855211019515991,-0.4808379113674164,0.5260061025619507,-0.47761738300323486,0.4969521164894104,-0.10235986113548279,-0.6333584785461426,-0.10966227203607559,0.13802339136600494,-0.10966227203607559,0.9014297723770142,-0.10966227203607559,0.9744864106178284,-0.10966227203607559,116.5
118,-0.10961251705884933,0.12590722739696503,-0.10961634665727615,0.8911872506141663,-0.10964319109916687,0.964749276638031,-0.10964511334896088,0.7260000109672546,-9.040387940001068e-16,0.13630515336990356,-7.930164816114238e-18,0.13767477869987488,-8.168069471084451e-16,0.13123753666877747,2.739251431194134e-05,-0.0,0.3532884418964386,-0.10624386370182037,-0.07056242227554321,0.30618083477020264,-0.9516472220420837,0.02491575852036476,-0.9492518901824951,-0.3071785569190979,-0.06754415482282639,-0.4390329122543335,0.5795400142669678,-0.4844077527523041,0.5133292078971863,-0.4774072766304016,0.49924343824386597,-0.10195708274841309,-0.635331928730011,-0.10966227203607559,0.14329342544078827,-0.10966227203607559,0.9065871238708496,-0.10966227203607559,0.9797265529632568,-0.10966227203607559,116.5
119,-0.10961251705884933,0.13133560121059418,-0.10961634665727615,0.8966980576515198,-0.10964319109916687,0.9699801802635193,-0.10964511334896088,0.7260000109672546,-9.040387940001068e-16,0.13586686551570892,-7.930164816114238e-18,0.1381678432226181,-8.168069471084451e-16,0.13008704781532288,2.739251431194134e-05,-0.0,0.35246166586875916,-0.10601536184549332,-0.07138814777135849,0.3044728636741638,-0.9522290229797363,0.023582013323903084,-0.9499040842056274,-0.30537721514701843,-0.06653539836406708,-0.44465166330337524,0.568729043006897,-0.4877942204475403,0.496985524892807,-0.477474182844162,0.506737470626831,-0.10027097165584564,-0.634422779083252,-0.10966227203607559,0.14839747548103333,-0.10966227203607559,0.9116076231002808,-0.10966227203607559,0.9851822853088379,-0.10966227203607559,116.5
120,-0.10961251705884933,0.1367831528186798,-0.10961634665727615,0.9020324945449829,-0.10964319109916687,0.9752474427223206,-0.10964511334896088,0.7250000238418579,-9.040387940001068e-16,0.13603122532367706,-7.930164816114238e-18,0.13518205285072327,-8.168069471084451e-16,0.13129231333732605,0.0,-0.0,0.3525751829147339,-0.10618092119693756,-0.07257990539073944,0.3032389283180237,-0.9526359438896179,0.023040737956762314,-0.9503895044326782,-0.3041060268878937,-0.06541664153337479,-0.4467051029205322,0.5535767674446106,-0.49011537432670593,0.49385300278663635,-0.4819751977920532,0.511192798614502,-0.09572534263134003,-0.6304526329040527,-0.10966227203607559,0.15339045226573944,-0.10966227203607559,0.9168480634689331,-0.10966227203607559,0.9905832409858704,-0.10966227203607559,116.5
121,-0.10961251705884933,0.14222495257854462,-0.10961634665727615,0.9072135090827942,-0.10964319109916687,0.9805895686149597,-0.10964319109916687,0.7250000238418579,-9.040387940001068e-16,0.13627775013446808,-7.930164816114238e-18,0.13090883195400238,-8.168069471084451e-16,0.13274411857128143,2.739251431194134e-05,-0.0,0.35545387864112854,-0.10667712241411209,-0.07192117720842361,0.2988545298576355,-0.9540162682533264,0.02321372553706169,-0.9516942501068115,-0.29974666237831116,-0.0665583461523056,-0.4372783303260803,0.5436577796936035,-0.48439821600914,0.5305747389793396,-0.4875253140926361,0.4860018491744995,-0.09307551383972168,-0.6278536915779114,-0.10966227203607559,0.1585346907377243,-0.10966227203607559,0.9231307506561279,-0.10966227203607559,0.9951696395874023,-0.10966227203607559,116.5
122,-0.10961251705884933,0.14773385226726532,-0.10961634665727615,0.9124597311019897,-0.10964319109916687,0.9859450459480286,-0.10964319109916687,0.7260000109672546,-9.040387940001068e-16,0.13712692260742188,-7.930164816114238e-18,0.1300048679113388,-8.168069471084451e-16,0.13383983075618744,2.739251431194134e-05,-0.0,0.3581620454788208,-0.10709960758686066,-0.07156019657850266,0.29911330342292786,-0.95391845703125,0.023891467601060867,-0.9516022205352783,-0.3000524342060089,-0.0664963647723198,-0.4289761781692505,0.5359301567077637,-0.4803478717803955,0.5689471960067749,-0.4909150302410126,0.46263933181762695,-0.09089674055576324,-0.6273192167282104,-0.10966227203607559,0.16381175816059113,-0.10966227203607559,0.9295281171798706,-0.10966227203607559,0.9998242259025574,-0.10966227203607559,116.5
123,-0.10961251705884933,0.15317948162555695,-0.10961634665727615,0.9180223345756531,-0.10964319109916687,0.9909573197364807,-0.10964319109916687,0.7250000238418579,-9.040387940001068e-16,0.13693517446517944,-7.930164816114238e-18,0.1356203407049179,-8.168069471084451e-16,0.128909170627594,0.0,-0.0,0.35985270142555237,-0.10746654123067856,-0.07166469097137451,0.3005973994731903,-0.9534404277801514,0.02434239350259304,-0.9511611461639404,-0.3015631139278412,-0.06597098708152771,-0.4301110506057739,0.5349117517471313,-0.4796947240829468,0.5892372131347656,-0.4931478500366211,0.44012385606765747,-0.08929970860481262,-0.629717230796814,-0.10966227203607559,0.16922684013843536,-0.10966227203607559,0.935699462890625,-0.10966227203607559,1.00416100025177,-0.10966227203607559,116.5
124,-0.10961251705884933,0.1586327850818634,-0.10961634665727615,0.9235772490501404,-0.10964319109916687,0.9957184195518494,-0.10964319109916687,0.7250000238418579,-9.040387940001068e-16,0.13605861365795135,-7.930164816114238e-18,0.13937310874462128,-8.168069471084451e-16,0.12132144719362259,0.0,-0.0,0.36213141679763794,-0.10844452679157257,-0.07139112055301666,0.30399617552757263,-0.952369213104248,0.024065500125288963,-0.9500607252120972,-0.3049352765083313,-0.0663256123661995,-0.4327167272567749,0.5336428880691528,-0.4769500494003296,0.6117500066757202,-0.5031797885894775,0.40249204635620117,-0.08525353670120239,-0.6291508078575134,-0.10966227203607559,0.17464207112789154,-0.10966227203607559,0.9419297575950623,-0.10966227203607559,1.0077931880950928,-0.10966227203607559,116.5
125,-0.10961251705884933,0.16409184038639069,-0.10961634665727615,0.9290823340415955,-0.10964319109916687,1.0002493858337402,-0.10964319109916687,0.7260000109672546,-9.040387940001068e-16,0.1362503618001938,-7.930164816114238e-18,0.13825002312660217,-8.168069471084451e-16,0.11554162204265594,0.0,-0.0,0.3675514757633209,-0.11286696791648865,-0.07012360543012619,0.3281615972518921,-0.9442148208618164,0.027718421071767807,-0.9418976306915283,-0.32930120825767517,-0.06625337153673172,-0.43746060132980347,0.53289794921875,-0.47104716300964355,0.6726212501525879,-0.5496237277984619,0.32627665996551514,-0.06442339718341827,-0.6172000169754028,-0.10966227203607559,0.18007877469062805,-0.10966227203607559,0.949260950088501,-0.10966227203607559,1.0100376605987549,-0.10966227203607559,116.5
126,-0.10961251705884933,0.16954131424427032,-0.10961634665727615,0.9345950484275818,-0.10964319109916687,1.0042474269866943,-0.10964319109916687,0.7250000238418579,-9.040387940001068e-16,0.135949045419693,-7.930164816114238e-18,0.1376199871301651,-8.168069471084451e-16,0.10515986382961273,0.0,-0.0,0.367688924074173,-0.11477295309305191,-0.0710669755935669,0.3445638418197632,-0.938358724117279,0.02754451148211956,-0.9360575675964355,-0.3456488847732544,-0.06574999541044235,-0.45627766847610474,0.5226099491119385,-0.47343119978904724,0.6570813655853271,-0.5734703540802002,0.30069029331207275,-0.05287967994809151,-0.6068593859672546,-0.10966227203607559,0.18521961569786072,-0.10966227203607559,0.954307496547699,-0.10966227203607559,1.0132681131362915,-0.10966227203607559,116.5
127,-0.10961251705884933,0.17568106949329376,-0.10961634665727615,0.9408096075057983,-0.10964319109916687,1.007819652557373,-0.10964319109916687,0.7260000109672546,-9.040387940001068e-16,0.1362229734659195,-7.930164816114238e-18,0.13841436803340912,-8.168069471084451e-16,0.08557421714067459,0.0,-0.0,0.3687796890735626,-0.11639779806137085,-0.07141002267599106,0.3621028959751129,-0.9317184090614319,0.027968870475888252,-0.929577648639679,-0.3631681203842163,-0.0632004663348198,-0.47650420665740967,0.5130918622016907,-0.47093212604522705,0.6401504874229431,-0.5935633182525635,0.2365981489419937,-0.041079144924879074,-0.5923535227775574,-0.10966227203607559,0.19107381999492645,-0.10966227203607559,0.9600141048431396,-0.10966227203607559,1.0149176120758057,-0.10966227203607559,116.5
128,-0.10961251705884933,0.181172713637352,-0.10961634665727615,0.9463645219802856,-0.10964319109916687,1.0108108520507812,-0.10964127629995346,0.7250000238418579,-9.040387940001068e-16,0.13696257770061493,-7.930164816114238e-18,0.13841436803340912,-8.168069471084451e-16,0.07609640061855316,2.739251431194134e-05,-0.0,0.371505469083786,-0.11810533702373505,-0.07071146368980408,0.3754079043865204,-0.9264373779296875,0.027977028861641884,-0.9241478443145752,-0.37644630670547485,-0.0651068389415741,-0.48414647579193115,0.5059766173362732,-0.46712198853492737,0.6535291075706482,-0.6096972227096558,0.17700929939746857,-0.02799820527434349,-0.5806367993354797,-0.10966227203607559,0.196352019906044,-0.10966227203607559,0.9659703969955444,-0.10966227203607559,1.0161211490631104,-0.10966227203607559,116.5
129,-0.10961251705884933,0.18611405789852142,-0.10961634665727615,0.9514707326889038,-0.10964319109916687,1.012860655784607,-0.10964127629995346,0.7250000238418579,-9.040387940001068e-16,0.13942790031433105,-7.930164816114238e-18,0.1423862874507904,-8.168069471084451e-16,0.06637205928564072,2.739251431194134e-05,-0.0,0.3753274083137512,-0.12010914087295532,-0.07016068696975708,0.3972313404083252,-0.9172535538673401,0.029209498316049576,-0.9151217341423035,-0.39829930663108826,-0.06252839416265488,-0.48954302072525024,0.5047047734260559,-0.46401843428611755,0.6837344765663147,-0.6262845993041992,0.1074690893292427,-0.013142760843038559,-0.5694093108177185,-0.10966227203607559,0.201255202293396,-0.10966227203607559,0.9719827771186829,-0.10966227203607559,1.0160846710205078,-0.10966227203607559,116.5
130,-0.10961251705884933,0.1922384649515152,-0.10961634665727615,0.95787513256073,-0.10964319109916687,1.0147570371627808,-0.10964127629995346,0.7250000238418579,-9.040387940001068e-16,0.1381404548883438,-7.930164816114238e-18,0.143783301115036,-8.168069471084451e-16,0.04736165702342987,0.0,-0.0,0.37456759810447693,-0.11979719996452332,-0.0714726373553276,0.4001108407974243,-0.9160227179527283,0.02852487564086914,-0.9139642119407654,-0.4011235237121582,-0.06139453500509262,-0.5111703276634216,0.49250924587249756,-0.4635414183139801,0.6374562382698059,-0.6269736886024475,0.07614744454622269,-0.01136743649840355,-0.5624577403068542,-0.10966227203607559,0.20701374113559723,-0.10966227203607559,0.9769988059997559,-0.10966227203607559,1.0170414447784424,-0.10966227203607559,116.5
131,-0.10961251705884933,0.19710694253444672,-0.10961634665727615,0.9630293250083923,-0.10964319109916687,1.015535593032837,-0.10964127629995346,0.7250000238418579,-9.040387940001068e-16,0.1274847537279129,-7.930164816114238e-18,0.13411374390125275,-8.168069471084451e-16,0.027995148673653603,0.0,-0.0,0.379098117351532,-0.12157002091407776,-0.06935863196849823,0.4007209241390228,-0.9156787395477295,0.03090648353099823,-0.9135820269584656,-0.40189677476882935,-0.06202263385057449,-0.5225520133972168,0.4716986119747162,-0.4442821145057678,0.6283271908760071,-0.6548753976821899,-0.039119474589824677,0.007453102618455887,-0.5409519672393799,-0.10966227203607559,0.2112579047679901,-0.10966227203607559,0.9818791151046753,-0.10966227203607559,1.0143619775772095,-0.10941768437623978,116.5
132,-0.10961251705884933,0.20225919783115387,-0.10961634665727615,0.9686417579650879,-0.10964319109916687,1.0161625146865845,-0.10963936150074005,0.7250000238418579,-9.040387940001068e-16,0.12543031573295593,-7.930164816114238e-18,0.13466159999370575,-8.168069471084451e-16,0.01657247170805931,2.739251431194134e-05,-0.0,0.3787837028503418,-0.1214340403676033,-0.07048868387937546,0.39939236640930176,-0.9162735939025879,0.030469108372926712,-0.9142109751701355,-0.40053948760032654,-0.06153402477502823,-0.5391556620597839,0.4616619348526001,-0.44467228651046753,0.5926684737205505,-0.6555309295654297,-0.04931538552045822,0.008411187678575516,-0.5395557284355164,-0.10966227203607559,0.21610905230045319,-0.10966227203607559,0.9864218235015869,-0.10966227203607559,1.0146830081939697,-0.10938702523708344,116.5
133,-0.10961251705884933,0.20696276426315308,-0.10961634665727615,0.9740874171257019,-0.10964319109916687,1.0155797004699707,-0.10962209850549698,0.7250000238418579,-9.040387940001068e-16,0.1226910725235939,-7.930164816114238e-18,0.13860611617565155,-8.168069471084451e-16,-0.002136616036295891,0.0002739251358434558,-0.0,0.3799387812614441,-0.12227393686771393,-0.07074607163667679,0.40169864892959595,-0.9152888059616089,0.02974126674234867,-0.913213849067688,-0.40279099345207214,-0.061642687767744064,-0.5617845058441162,0.46305781602859497,-0.44403767585754395,0.5700600743293762,-0.6693415641784668,-0.09611641615629196,0.015117082744836807,-0.5382975935935974,-0.10966227203607559,0.2208544909954071,-0.10966227203607559,0.9911892414093018,-0.10966227203607559,1.0126962661743164,-0.10916858911514282,116.5
134,-0.10961251705884933,0.21175454556941986,-0.10961634665727615,0.9796404242515564,-0.10964319109916687,1.0150734186172485,-0.1095569059252739,0.7250000238418579,-9.040387940001068e-16,0.11797955632209778,-7.930164816114238e-18,0.13756521046161652,-8.168069471084451e-16,-0.015011097304522991,0.0011504855938255787,-0.0,0.38097676634788513,-0.12530870735645294,-0.07176922261714935,0.39944952726364136,-0.9162976145744324,0.0289600882679224,-0.9143711924552917,-0.40048864483833313,-0.059448860585689545,-0.5990737080574036,0.45747384428977966,-0.4490664601325989,0.5434696674346924,-0.7086665630340576,-0.11932014673948288,0.03473980352282524,-0.5332605838775635,-0.10966227203607559,0.22547876834869385,-0.10966227203607559,0.9959444999694824,-0.10966227203607559,1.0114938020706177,-0.1085147112607956,116.5
135,-0.10961251705884933,0.21665944159030914,-0.10961634665727615,0.9850898385047913,-0.10964319109916687,1.0139267444610596,-0.10934023559093475,0.7250000238418579,-9.040387940001068e-16,0.12148579955101013,-7.930164816114238e-18,0.13745564222335815,-8.168069471084451e-16,-0.02172226458787918,0.003917129710316658,-0.0,0.38154932856559753,-0.12789686024188995,-0.072124183177948,0.39516177773475647,-0.9181594848632812,0.02881559357047081,-0.9162263870239258,-0.3962008059024811,-0.05961647629737854,-0.6289870142936707,0.4596998393535614,-0.45896115899086,0.5320369005203247,-0.7368586659431458,-0.11912935227155685,0.050756845623254776,-0.5306781530380249,-0.10966227203607559,0.23045043647289276,-0.10966227203607559,1.0010509490966797,-0.10966227203607559,1.0103528499603271,-0.10781753063201904,116.5
136,-0.10961251705884933,0.22121921181678772,-0.10961634665727615,0.9906448125839233,-0.10964127629995346,1.01265549659729,-0.10892030596733093,0.7250000238418579,-9.040387940001068e-16,0.11617165058851242,-7.930164816114238e-18,0.13770216703414917,2.739251431194134e-05,-0.031117895618081093,0.008382108993828297,-0.0,0.3799575865268707,-0.13216811418533325,-0.07341328263282776,0.39586538076400757,-0.9178329110145569,0.029551783576607704,-0.9160020351409912,-0.396945983171463,-0.058087047189474106,-0.685531497001648,0.4542600214481354,-0.4762904942035675,0.47196534276008606,-0.7853930592536926,-0.1062687560915947,0.07633176445960999,-0.5270436406135559,-0.10966227203607559,0.23484700918197632,-0.10966227203607559,1.0048037767410278,-0.10966227203607559,1.0094674825668335,-0.1066303551197052,116.5
137,-0.10961251705884933,0.22614328563213348,-0.10961634665727615,0.996086597442627,-0.10964127629995346,1.0114398002624512,-0.10832013934850693,0.7260000109672546,-9.040387940001068e-16,0.12047227472066879,-7.930164816114238e-18,0.13740085065364838,2.739251431194134e-05,-0.031063111498951912,0.01334015466272831,-0.0,0.3801039457321167,-0.13779732584953308,-0.07328137010335922,0.39982739090919495,-0.9160815477371216,0.030539844185113907,-0.9142187237739563,-0.4009667634963989,-0.058564379811286926,-0.7327226400375366,0.4589119255542755,-0.499491810798645,0.46688881516456604,-0.838446855545044,-0.08526640385389328,0.10658431053161621,-0.521104633808136,-0.10966227203607559,0.23991064727306366,-0.10966227203607559,1.0100932121276855,-0.10966227203607559,1.0088818073272705,-0.10512261092662811,116.5
138,-0.10961251705884933,0.23079316318035126,-0.10961634665727615,1.000853419303894,-0.10964127629995346,1.0103813409805298,-0.10741317272186279,0.7250000238418579,-9.040387940001068e-16,0.11965049803256989,-7.930164816114238e-18,0.12595078349113464,-8.168069471084451e-16,-0.028049934655427933,0.01964043267071247,-0.0,0.38300999999046326,-0.1420702040195465,-0.07172892242670059,0.3933430016040802,-0.9189313650131226,0.029092805460095406,-0.916949987411499,-0.39440658688545227,-0.06038330867886543,-0.7533479332923889,0.4439724385738373,-0.504814624786377,0.4864928126335144,-0.8796091079711914,-0.09168343991041183,0.13222412765026093,-0.5104586482048035,-0.10966227203607559,0.24411234259605408,-0.10966227203607559,1.0154482126235962,-0.10966227203607559,1.0076308250427246,-0.10344645380973816,116.5
139,-0.10961251705884933,0.2355964332818985,-0.10961634665727615,1.0058215856552124,-0.10963936150074005,1.0095607042312622,-0.10619556903839111,0.7250000238418579,-9.040387940001068e-16,0.11841783672571182,-7.930164816114238e-18,0.12134883552789688,2.739251431194134e-05,-0.022845357656478882,0.027474692091345787,-0.0,0.38379526138305664,-0.1464894860982895,-0.07173605263233185,0.3614831566810608,-0.9319406151771545,0.028576865792274475,-0.9299992918968201,-0.3625795245170593,-0.060310907661914825,-0.7890105843544006,0.4362963140010834,-0.5235210061073303,0.48084011673927307,-0.9175109267234802,-0.06480061262845993,0.15689341723918915,-0.508317232131958,-0.10966227203607559,0.2486853301525116,-0.10966227203607559,1.0202467441558838,-0.10966227203607559,1.007616639137268,-0.10148876905441284,116.5
140,-0.10961251705884933,0.2401638627052307,-0.10961634665727615,1.0109355449676514,-0.10963936150074005,1.0086115598678589,-0.10469802469015121,0.7250000238418579,-9.040387940001068e-16,0.11696603149175644,-7.930164816114238e-18,0.12674516439437866,2.739251431194134e-05,-0.022215329110622406,0.03476110100746155,-0.0,0.38834628462791443,-0.14776164293289185,-0.06982425600290298,0.32949063181877136,-0.9436824321746826,0.02998989261686802,-0.9416406154632568,-0.33076438307762146,-0.06251326948404312,-0.7884992361068726,0.4559777081012726,-0.5247951149940491,0.5301318764686584,-0.9286670684814453,-0.09178631752729416,0.1619516909122467,-0.5194162726402283,-0.10966227203607559,0.25384318828582764,-0.10966227203607559,1.0268394947052002,-0.10966227203607559,1.0058579444885254,-0.0998394712805748,116.5
141,-0.10961251705884933,0.24454721808433533,-0.10961634665727615,1.0161164999008179,-0.10963936150074005,1.0079787969589233,-0.10297229886054993,0.7250000238418579,-9.040387940001068e-16,0.11321326345205307,-7.930164816114238e-18,0.12910091876983643,-8.168069471084451e-16,-0.019229544326663017,0.04100659489631653,-0.0,0.3867044150829315,-0.14572352170944214,-0.0719376653432846,0.28646329045295715,-0.9578086733818054,0.023267313838005066,-0.9557909965515137,-0.28737303614616394,-0.0622914619743824,-0.7959720492362976,0.44680607318878174,-0.5275673270225525,0.47390180826187134,-0.9089326858520508,-0.04320590943098068,0.1545882523059845,-0.5319058299064636,-0.10966227203607559,0.25795140862464905,-0.10966227203607559,1.0303335189819336,-0.10966227203607559,1.0066826343536377,-0.0983346551656723,116.5
142,-0.10961251705884933,0.24957484006881714,-0.10961634665727615,1.021636962890625,-0.10963743925094604,1.007014274597168,-0.10133477300405502,0.7250000238418579,-9.040387940001068e-16,0.12025313824415207,-7.930164816114238e-18,0.13444246351718903,2.739251431194134e-05,-0.020352637395262718,0.04204750806093216,-0.0,0.38887912034988403,-0.14475584030151367,-0.0718066543340683,0.2501862049102783,-0.9679876565933228,0.020167212933301926,-0.9660034775733948,-0.2509666085243225,-0.06207302212715149,-0.7912575006484985,0.4636904001235962,-0.5276373028755188,0.493147611618042,-0.8965886831283569,-0.040489666163921356,0.14908941090106964,-0.5431410074234009,-0.10966227203607559,0.26348555088043213,-0.10966227203607559,1.0364314317703247,-0.10966227203607559,1.0057995319366455,-0.09686209261417389,116.5
