step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.49465295672416687,0.00871491339057684,-0.030999742448329926
1,0.4946529269218445,0.008714985102415085,-0.03099958971142769
2,0.49465295672416687,0.008714989759027958,-0.03099982440471649
3,0.49465295672416687,0.00871494971215725,-0.03099982813000679
4,0.4946529269218445,0.008714986965060234,-0.03099982440471649
5,0.4946529269218445,0.008715024217963219,-0.030999701470136642
6,0.49465295672416687,0.008715027943253517,-0.030999746173620224
7,0.4946529269218445,0.008715024217963219,-0.03099966049194336
8,0.49465295672416687,0.00871503446251154,-0.030999571084976196
9,0.49465295672416687,0.008714965544641018,-0.03099985048174858
10,0.49465295672416687,0.008715013973414898,-0.030999839305877686
11,0.4946529269218445,0.008715013973414898,-0.030999738723039627
12,0.49465295672416687,0.008715025149285793,-0.030999723821878433
13,0.4946529269218445,0.008715033531188965,-0.030999578535556793
14,0.4946529269218445,0.008714991621673107,-0.030999816954135895
15,0.4946529269218445,0.008714878931641579,-0.03099970519542694
16,0.4946529269218445,0.00871497392654419,-0.030999574810266495
17,0.49465295672416687,0.008715018630027771,-0.030999574810266495
18,0.4946529269218445,0.008714989759027958,-0.030999839305877686
19,0.49465295672416687,0.00871497206389904,-0.030999701470136642
20,0.4946529269218445,0.008714976720511913,-0.03099968656897545
21,0.4946529269218445,0.008714971132576466,-0.03099970892071724
22,0.49465295672416687,0.008715012110769749,-0.03099958598613739
23,0.4946529269218445,0.008714992552995682,-0.030999820679426193
24,0.49465295672416687,0.008714960888028145,-0.030999746173620224
25,0.4946529269218445,0.008714989759027958,-0.0309995636343956
26,0.4946529269218445,0.008715003728866577,-0.030999835580587387
27,0.4946529269218445,0.00871502235531807,-0.030999701470136642
28,0.4946529269218445,0.008715018630027771,-0.030999723821878433
29,0.49465295672416687,0.00871502235531807,-0.030999578535556793
30,0.4946529269218445,0.008714971132576466,-0.030999816954135895
31,0.49465295672416687,0.008714960888028145,-0.03099970519542694
32,0.4946529269218445,0.008714985102415085,-0.030999694019556046
33,0.4946529269218445,0.008714976720511913,-0.030999742448329926
34,0.4946529269218445,0.008715011179447174,-0.0309995636343956
35,0.4946529269218445,0.008714990690350533,-0.030999835580587387
36,0.4946529269218445,0.008714870549738407,-0.030999690294265747
37,0.4946529269218445,0.00871497206389904,-0.03099958971142769
38,0.49465295672416687,0.008715053088963032,-0.030999843031167984
39,0.4946529269218445,0.0087148891761899,-0.030999701470136642
40,0.4946529269218445,0.00871498603373766,-0.0309995636343956
41,0.4946529269218445,0.008714990690350533,-0.030999839305877686
42,0.4946529269218445,0.008715030737221241,-0.030999712646007538
43,0.49465295672416687,0.008715021423995495,-0.030999574810266495
44,0.4946529269218445,0.008715006522834301,-0.030999846756458282
45,0.49465298652648926,0.008714870549738407,-0.03099970519542694
46,0.49465295672416687,0.008714909665286541,-0.03099958971142769
47,0.49465295672416687,0.008714910596609116,-0.030999571084976196
48,0.4946529269218445,0.00871492363512516,-0.03099958971142769
49,0.4946529269218445,0.008715002797544003,-0.030999813228845596
50,0.4946529269218445,0.008714991621673107,-0.030999742448329926
51,0.4946529269218445,0.008715027011930943,-0.030999805778265
52,0.49465298652648926,0.008714867755770683,-0.030999697744846344
53,0.4946529269218445,0.008714988827705383,-0.0309995636343956
54,0.49465298652648926,0.008714893832802773,-0.030999805778265
55,0.4946529269218445,0.008714989759027958,-0.030999835580587387
56,0.4946529269218445,0.008715019561350346,-0.030999701470136642
57,0.4946529269218445,0.00871503446251154,-0.03099975734949112
58,0.4946529269218445,0.008715029805898666,-0.030999574810266495
59,0.4946529269218445,0.008714990690350533,-0.030999816954135895
60,0.4946529269218445,0.00871487520635128,-0.03099970892071724
61,0.4946529269218445,0.008715000934898853,-0.030999574810266495
62,0.4946529269218445,0.008715048432350159,-0.030999820679426193
63,0.49465295672416687,0.008715051226317883,-0.0309998020529747
64,0.4946529269218445,0.008714883588254452,-0.030999690294265747
65,0.49465295672416687,0.00871490128338337,-0.030999690294265747
66,0.4946529269218445,0.008714991621673107,-0.03099958598613739
67,0.49465295672416687,0.008714902214705944,-0.030999764800071716
68,0.49465298652648926,0.008714897558093071,-0.030999772250652313
69,0.4946529269218445,0.008714926429092884,-0.03099970519542694
70,0.4946529269218445,0.008715005591511726,-0.030999574810266495
71,0.4946529269218445,0.008714993484318256,-0.030999843031167984
72,0.4946529269218445,0.008714981377124786,-0.030999835580587387
73,0.49465295672416687,0.008714953437447548,-0.030999701470136642
74,0.4946529269218445,0.008714971132576466,-0.030999694019556046
75,0.49465295672416687,0.008715017698705196,-0.030999567359685898
76,0.4946529269218445,0.008715002797544003,-0.030999839305877686
77,0.49465295672416687,0.008714878000319004,-0.030999697744846344
78,0.49465295672416687,0.008714905008673668,-0.030999742448329926
79,0.4946529269218445,0.00871499814093113,-0.030999593436717987
80,0.4946529269218445,0.008715099655091763,-0.030999694019556046
81,0.4946529269218445,0.00871497392654419,-0.030999574810266495
82,0.49465295672416687,0.008714892901480198,-0.03099977970123291
83,0.49465295672416687,0.008714897558093071,-0.0309998020529747
84,0.49465295672416687,0.008714904077351093,-0.03099970519542694
85,0.4946529269218445,0.008714953437447548,-0.03099978342652321
86,0.49465295672416687,0.008715006522834301,-0.030999567359685898
87,0.49465295672416687,0.008714891970157623,-0.03099977597594261
