step,initial_pushpoint_by_left_0,initial_pushpoint_by_left_1,initial_pushpoint_by_left_2
0,-0.383561372756958,-0.1268504410982132,0.05700000002980232
1,-0.383561372756958,-0.1268504410982132,0.05700000002980232
2,-0.383561372756958,-0.1268504410982132,0.05700000002980232
3,-0.383561372756958,-0.1268504410982132,0.05700000002980232
4,-0.383561372756958,-0.1268504410982132,0.05700000002980232
5,-0.383561372756958,-0.1268504410982132,0.05700000002980232
6,-0.383561372756958,-0.1268504410982132,0.05700000002980232
7,-0.383561372756958,-0.1268504410982132,0.05700000002980232
8,-0.383561372756958,-0.1268504410982132,0.05700000002980232
9,-0.383561372756958,-0.1268504410982132,0.05700000002980232
10,-0.383561372756958,-0.1268504410982132,0.05700000002980232
11,-0.383561372756958,-0.1268504410982132,0.05700000002980232
12,-0.383561372756958,-0.1268504410982132,0.05700000002980232
13,-0.383561372756958,-0.1268504410982132,0.05700000002980232
14,-0.383561372756958,-0.1268504410982132,0.05700000002980232
15,-0.383561372756958,-0.1268504410982132,0.05700000002980232
16,-0.383561372756958,-0.1268504410982132,0.05700000002980232
17,-0.383561372756958,-0.1268504410982132,0.05700000002980232
18,-0.383561372756958,-0.1268504410982132,0.05700000002980232
19,-0.383561372756958,-0.1268504410982132,0.05700000002980232
20,-0.383561372756958,-0.1268504410982132,0.05700000002980232
21,-0.383561372756958,-0.1268504410982132,0.05700000002980232
22,-0.383561372756958,-0.1268504410982132,0.05700000002980232
23,-0.383561372756958,-0.1268504410982132,0.05700000002980232
24,-0.383561372756958,-0.1268504410982132,0.05700000002980232
25,-0.383561372756958,-0.1268504410982132,0.05700000002980232
26,-0.383561372756958,-0.1268504410982132,0.05700000002980232
27,-0.383561372756958,-0.1268504410982132,0.05700000002980232
28,-0.383561372756958,-0.1268504410982132,0.05700000002980232
29,-0.383561372756958,-0.1268504410982132,0.05700000002980232
30,-0.383561372756958,-0.1268504410982132,0.05700000002980232
31,-0.383561372756958,-0.1268504410982132,0.05700000002980232
32,-0.383561372756958,-0.1268504410982132,0.05700000002980232
33,-0.383561372756958,-0.1268504410982132,0.05700000002980232
34,-0.383561372756958,-0.1268504410982132,0.05700000002980232
35,-0.383561372756958,-0.1268504410982132,0.05700000002980232
36,-0.383561372756958,-0.1268504410982132,0.05700000002980232
37,-0.383561372756958,-0.1268504410982132,0.05700000002980232
38,-0.383561372756958,-0.1268504410982132,0.05700000002980232
39,-0.383561372756958,-0.1268504410982132,0.05700000002980232
40,-0.383561372756958,-0.1268504410982132,0.05700000002980232
41,-0.383561372756958,-0.1268504410982132,0.05700000002980232
42,-0.383561372756958,-0.1268504410982132,0.05700000002980232
43,-0.383561372756958,-0.1268504410982132,0.05700000002980232
44,-0.383561372756958,-0.1268504410982132,0.05700000002980232
45,-0.383561372756958,-0.1268504410982132,0.05700000002980232
46,-0.383561372756958,-0.1268504410982132,0.05700000002980232
47,-0.383561372756958,-0.1268504410982132,0.05700000002980232
48,-0.383561372756958,-0.1268504410982132,0.05700000002980232
49,-0.383561372756958,-0.1268504410982132,0.05700000002980232
50,-0.383561372756958,-0.1268504410982132,0.05700000002980232
51,-0.383561372756958,-0.1268504410982132,0.05700000002980232
52,-0.383561372756958,-0.1268504410982132,0.05700000002980232
53,-0.383561372756958,-0.1268504410982132,0.05700000002980232
54,-0.383561372756958,-0.1268504410982132,0.05700000002980232
55,-0.383561372756958,-0.1268504410982132,0.05700000002980232
56,-0.383561372756958,-0.1268504410982132,0.05700000002980232
57,-0.383561372756958,-0.1268504410982132,0.05700000002980232
58,-0.383561372756958,-0.1268504410982132,0.05700000002980232
59,-0.383561372756958,-0.1268504410982132,0.05700000002980232
60,-0.383561372756958,-0.1268504410982132,0.05700000002980232
61,-0.383561372756958,-0.1268504410982132,0.05700000002980232
62,-0.383561372756958,-0.1268504410982132,0.05700000002980232
63,-0.383561372756958,-0.1268504410982132,0.05700000002980232
64,-0.383561372756958,-0.1268504410982132,0.05700000002980232
65,-0.383561372756958,-0.1268504410982132,0.05700000002980232
66,-0.383561372756958,-0.1268504410982132,0.05700000002980232
67,-0.383561372756958,-0.1268504410982132,0.05700000002980232
68,-0.383561372756958,-0.1268504410982132,0.05700000002980232
69,-0.383561372756958,-0.1268504410982132,0.05700000002980232
70,-0.383561372756958,-0.1268504410982132,0.05700000002980232
71,-0.383561372756958,-0.1268504410982132,0.05700000002980232
72,-0.383561372756958,-0.1268504410982132,0.05700000002980232
73,-0.383561372756958,-0.1268504410982132,0.05700000002980232
74,-0.383561372756958,-0.1268504410982132,0.05700000002980232
75,-0.383561372756958,-0.1268504410982132,0.05700000002980232
76,-0.383561372756958,-0.1268504410982132,0.05700000002980232
77,-0.383561372756958,-0.1268504410982132,0.05700000002980232
78,-0.383561372756958,-0.1268504410982132,0.05700000002980232
79,-0.383561372756958,-0.1268504410982132,0.05700000002980232
80,-0.383561372756958,-0.1268504410982132,0.05700000002980232
81,-0.383561372756958,-0.1268504410982132,0.05700000002980232
82,-0.383561372756958,-0.1268504410982132,0.05700000002980232
83,-0.383561372756958,-0.1268504410982132,0.05700000002980232
84,-0.383561372756958,-0.1268504410982132,0.05700000002980232
85,-0.383561372756958,-0.1268504410982132,0.05700000002980232
86,-0.383561372756958,-0.1268504410982132,0.05700000002980232
87,-0.383561372756958,-0.1268504410982132,0.05700000002980232
88,-0.383561372756958,-0.1268504410982132,0.05700000002980232
89,-0.383561372756958,-0.1268504410982132,0.05700000002980232
90,-0.383561372756958,-0.1268504410982132,0.05700000002980232
91,-0.383561372756958,-0.1268504410982132,0.05700000002980232
92,-0.383561372756958,-0.1268504410982132,0.05700000002980232
