step,current_pushpoint_by_right_0,current_pushpoint_by_right_1,current_pushpoint_by_right_2
0,-0.19529391825199127,0.12832966446876526,0.05699997767806053
1,-0.3821110725402832,-0.12463303655385971,0.056999802589416504
2,-0.3821110725402832,-0.12463302910327911,0.056999798864126205
3,-0.3821110427379608,-0.12463301420211792,0.05699978023767471
4,-0.3821110725402832,-0.12463299930095673,0.05699984356760979
5,-0.3821110725402832,-0.12463302165269852,0.056999728083610535
6,-0.3821110725402832,-0.12463302910327911,0.0569998063147068
7,-0.3821110725402832,-0.12463302910327911,0.056999802589416504
8,-0.3821110427379608,-0.12463300675153732,0.05699978023767471
9,-0.3821110725402832,-0.12463300675153732,0.05699984356760979
10,-0.3821110427379608,-0.1246330514550209,0.056999754160642624
11,-0.3821110427379608,-0.12463301420211792,0.05699978396296501
12,-0.3821110725402832,-0.12463302165269852,0.056999728083610535
13,-0.3821110725402832,-0.12463303655385971,0.056999821215867996
14,-0.3821110725402832,-0.12463303655385971,0.056999824941158295
15,-0.3821110725402832,-0.12463302910327911,0.05699985474348068
16,-0.3821110725402832,-0.12463302165269852,0.056999824941158295
17,-0.3821110725402832,-0.12463302910327911,0.056999851018190384
18,-0.3821110725402832,-0.12463301420211792,0.056999821215867996
19,-0.3821110725402832,-0.12463300675153732,0.05699986591935158
20,-0.3821110725402832,-0.12463302165269852,0.05699970945715904
21,-0.3821110725402832,-0.12463303655385971,0.056999821215867996
22,-0.3821110725402832,-0.12463302165269852,0.05699986591935158
23,-0.3821110725402832,-0.12463303655385971,0.056999821215867996
24,-0.3821110725402832,-0.12463301420211792,0.05699988827109337
25,-0.3821110725402832,-0.12463303655385971,0.056999802589416504
26,-0.3821110725402832,-0.12463301420211792,0.056999802589416504
27,-0.3821110427379608,-0.12463302910327911,0.05699978396296501
28,-0.3821110725402832,-0.12463301420211792,0.056999802589416504
29,-0.3821110427379608,-0.12463301420211792,0.05699978768825531
30,-0.3821110725402832,-0.12463300675153732,0.056999802589416504
31,-0.3821110427379608,-0.12463302910327911,0.0569998137652874
32,-0.3821110725402832,-0.12463302910327911,0.056999851018190384
33,-0.3821110725402832,-0.12463301420211792,0.056999821215867996
34,-0.3821110725402832,-0.12463303655385971,0.056999847292900085
35,-0.3821110725402832,-0.12463302165269852,0.0569998174905777
36,-0.38408565521240234,-0.12256309390068054,0.05717070400714874
37,-0.3879532217979431,-0.1117391437292099,0.05700000002980232
38,-0.38623082637786865,-0.1018785610795021,0.05814768373966217
39,-0.3837909698486328,-0.09385518729686737,0.05699995905160904
40,-0.38258910179138184,-0.08970431983470917,0.05699995160102844
41,-0.38131260871887207,-0.08602414280176163,0.05699995160102844
42,-0.3813828229904175,-0.08169330656528473,0.057000450789928436
43,-0.38372766971588135,-0.07888920605182648,0.057000525295734406
44,-0.38865816593170166,-0.07548364996910095,0.056998297572135925
45,-0.3983759880065918,-0.06971734762191772,0.05699777975678444
46,-0.41106030344963074,-0.06067923828959465,0.05699882656335831
47,-0.4260980486869812,-0.05088416486978531,0.05699740722775459
48,-0.43901553750038147,-0.042189884930849075,0.057000018656253815
49,-0.4466031789779663,-0.037342049181461334,0.05699998140335083
50,-0.4477238655090332,-0.03671020641922951,0.05699995160102844
51,-0.447723388671875,-0.03671032562851906,0.05700002238154411
52,-0.4477238655090332,-0.03671032190322876,0.056999966502189636
53,-0.447723388671875,-0.03671029210090637,0.05700003355741501
54,-0.4477233588695526,-0.036710359156131744,0.05699995160102844
55,-0.4477238655090332,-0.036710310727357864,0.056999996304512024
56,-0.4477238357067108,-0.03671036660671234,0.05699995160102844
57,-0.4477238655090332,-0.03671034425497055,0.05699995160102844
