step,pushpoint_left_distance_0
0,0.5580053925514221
1,0.4186830520629883
2,0.4103333353996277
3,0.40217769145965576
4,0.39404919743537903
5,0.38572990894317627
6,0.377428263425827
7,0.36943870782852173
8,0.3616805076599121
9,0.3555607199668884
10,0.3522336781024933
11,0.35224246978759766
12,0.35705116391181946
13,0.36572009325027466
14,0.3762238025665283
15,0.38833990693092346
16,0.4018571078777313
17,0.41602739691734314
18,0.430346816778183
19,0.44474539160728455
20,0.45897403359413147
21,0.4720311760902405
22,0.482555627822876
23,0.48964470624923706
24,0.49221858382225037
25,0.4959638714790344
26,0.5031809210777283
27,0.5090534090995789
28,0.514077365398407
29,0.5219748616218567
30,0.5312438011169434
31,0.5408833622932434
32,0.5488133430480957
33,0.5495083332061768
34,0.5434282422065735
35,0.5347684025764465
36,0.5263320207595825
37,0.5226834416389465
38,0.5229065418243408
39,0.5266544818878174
40,0.5344159007072449
41,0.545961320400238
42,0.5616180300712585
43,0.5785425305366516
44,0.5929980278015137
45,0.6034958362579346
46,0.6114354729652405
47,0.6162952780723572
48,0.6192358136177063
49,0.6168813705444336
50,0.6082909107208252
51,0.5961109399795532
52,0.581509530544281
53,0.5642303228378296
54,0.5475262999534607
55,0.5325485467910767
56,0.5198794007301331
57,0.5097363591194153
58,0.5017445087432861
59,0.4980698227882385
60,0.4968445897102356
61,0.4971902668476105
62,0.49825435876846313
63,0.5050953030586243
64,0.5160857439041138
65,0.5294922590255737
66,0.5438271760940552
67,0.5598132014274597
68,0.5772085785865784
69,0.5941632390022278
70,0.6094083786010742
71,0.6211593151092529
72,0.6301276683807373
73,0.6370902061462402
74,0.6486648917198181
75,0.6604424715042114
76,0.6671582460403442
77,0.6719273924827576
78,0.6812067031860352
79,0.698531448841095
80,0.7212920784950256
81,0.7442114353179932
82,0.7659520506858826
83,0.7854140400886536
84,0.8018013834953308
85,0.8158437609672546
86,0.8287569284439087
87,0.8420877456665039
88,0.8565807938575745
89,0.8707712888717651
90,0.8832802176475525
91,0.892464816570282
92,0.8953774571418762
93,0.8864971995353699
94,0.8639421463012695
95,0.8357661962509155
96,0.8114626407623291
97,0.7953363656997681
98,0.7829002141952515
99,0.7704407572746277
100,0.7575522065162659
101,0.7444756627082825
102,0.7313434481620789
103,0.7180758714675903
104,0.7053335905075073
105,0.6940835118293762
106,0.685165524482727
107,0.6815249919891357
108,0.6862305998802185
109,0.6976962089538574
110,0.7148854732513428
111,0.7342716455459595
112,0.7525767087936401
113,0.7673937678337097
114,0.77855384349823
115,0.7844065427780151
116,0.7840452790260315
117,0.7789433598518372
118,0.7711766958236694
119,0.7650588750839233
120,0.7603524923324585
121,0.7563961148262024
122,0.7533456683158875
123,0.7516728043556213
124,0.7526335716247559
125,0.7550907135009766
126,0.7579354643821716
127,0.7611875534057617
128,0.7630879282951355
129,0.7634713649749756
130,0.7624707221984863
131,0.7602521181106567
132,0.7558944225311279
133,0.7495049834251404
134,0.741378128528595
135,0.7323816418647766
136,0.7233385443687439
137,0.716082751750946
138,0.7090155482292175
139,0.70382159948349
140,0.7018193006515503
141,0.7036108374595642
142,0.7095786929130554
143,0.7190108299255371
144,0.7296568751335144
145,0.7376065850257874
146,0.741598904132843
147,0.741976797580719
148,0.7394388318061829
149,0.7370074391365051
150,0.7374700903892517
151,0.7405556440353394
152,0.7455440163612366
153,0.7517265677452087
154,0.7581601738929749
155,0.764460027217865
156,0.7718414068222046
157,0.7818940877914429
158,0.7954672574996948
159,0.8126419186592102
160,0.8330801129341125
161,0.8554375171661377
162,0.8785030245780945
163,0.8938278555870056
164,0.8978702425956726
165,0.8857148289680481
166,0.8584261536598206
167,0.8244699239730835
168,0.7877100706100464
169,0.7482389807701111
170,0.7060548067092896
171,0.6632382273674011
172,0.6205101609230042
173,0.5938719511032104
174,0.5937361717224121
175,0.593681812286377
176,0.5944955945014954
177,0.5969094634056091
178,0.6001807451248169
179,0.6045864820480347
180,0.6097058057785034
181,0.6149737238883972
182,0.6195157766342163
183,0.6235612630844116
184,0.6280676126480103
185,0.6327592134475708
186,0.6375245451927185
187,0.6421219706535339
188,0.6458705067634583
189,0.648681104183197
190,0.6507809162139893
191,0.6526730060577393
192,0.6544888019561768
193,0.6560326814651489
194,0.6572046875953674
195,0.6582213044166565
196,0.6599397659301758
197,0.6617977619171143
198,0.6635146737098694
