step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.49740684032440186,0.04093175381422043,-0.0310002863407135
1,0.4974063038825989,0.04093190282583237,-0.031000304967164993
2,0.49740633368492126,0.040931884199380875,-0.0310002900660038
3,0.49740636348724365,0.04093179851770401,-0.031000372022390366
4,0.49740684032440186,0.04093176871538162,-0.031000275164842606
5,0.49740687012672424,0.040931735187768936,-0.0310002900660038
6,0.49740633368492126,0.04093187674880028,-0.031000282615423203
7,0.49740636348724365,0.040931832045316696,-0.03100036084651947
8,0.49740636348724365,0.04093179479241371,-0.031000375747680664
9,0.4974063038825989,0.04093186557292938,-0.03100031614303589
10,0.49740633368492126,0.04093186557292938,-0.031000301241874695
11,0.4974063038825989,0.04093190282583237,-0.031000275164842606
12,0.49740636348724365,0.040931835770606995,-0.03100038319826126
13,0.49740636348724365,0.040931783616542816,-0.031000368297100067
14,0.49740633368492126,0.04093189537525177,-0.031000282615423203
15,0.4974063038825989,0.04093189164996147,-0.03100031241774559
16,0.4974063038825989,0.04093187674880028,-0.031000297516584396
17,0.49740636348724365,0.040931783616542816,-0.031000375747680664
18,0.4974063038825989,0.04093187302350998,-0.03100031614303589
19,0.49740633368492126,0.04093186929821968,-0.031000301241874695
20,0.4974063038825989,0.04093189164996147,-0.031000271439552307
21,0.49740636348724365,0.0409318283200264,-0.031000357121229172
22,0.49740636348724365,0.040931783616542816,-0.031000368297100067
23,0.4974063038825989,0.04093191772699356,-0.031000282615423203
24,0.49740633368492126,0.04093187674880028,-0.031000293791294098
25,0.49740636348724365,0.04093179106712341,-0.031000379472970963
26,0.4974063038825989,0.040931880474090576,-0.0310002863407135
27,0.49740633368492126,0.040931884199380875,-0.031000271439552307
28,0.49740684032440186,0.04093174636363983,-0.031000297516584396
29,0.4974063038825989,0.04093190282583237,-0.0310002900660038
30,0.49740633368492126,0.040931880474090576,-0.031000278890132904
31,0.49740636348724365,0.040931835770606995,-0.03100038319826126
32,0.49740636348724365,0.040931787341833115,-0.031000372022390366
33,0.4974063038825989,0.04093188792467117,-0.031000282615423203
34,0.49740636348724365,0.0409318283200264,-0.03100036084651947
35,0.4974063038825989,0.04093189537525177,-0.031000301241874695
36,0.49740636348724365,0.0409318171441555,-0.031000308692455292
37,0.49740687012672424,0.04093172401189804,-0.031000282615423203
38,0.49740633368492126,0.04093186557292938,-0.031000304967164993
39,0.4974063038825989,0.040931906551122665,-0.031000278890132904
40,0.49740633368492126,0.04093189537525177,-0.031000293791294098
41,0.49740633368492126,0.04093186557292938,-0.03100031241774559
42,0.49740633368492126,0.04093189164996147,-0.031000282615423203
43,0.49740636348724365,0.040931835770606995,-0.03100036084651947
44,0.49740636348724365,0.04093179106712341,-0.031000375747680664
45,0.4974063038825989,0.040931906551122665,-0.0310002863407135
46,0.49740633368492126,0.04093187674880028,-0.031000271439552307
47,0.49740633368492126,0.040931880474090576,-0.031000308692455292
48,0.49740633368492126,0.04093186557292938,-0.0310002900660038
49,0.49740633368492126,0.04093187302350998,-0.031000278890132904
50,0.49740633368492126,0.04093186929821968,-0.031000293791294098
51,0.49740636348724365,0.0409318208694458,-0.031000304967164993
52,0.4974063038825989,0.04093192145228386,-0.0310002863407135
53,0.49740633368492126,0.04093186557292938,-0.031000297516584396
54,0.49740633368492126,0.040931880474090576,-0.031000271439552307
55,0.49740633368492126,0.040931880474090576,-0.031000304967164993
56,0.49740636348724365,0.04093180596828461,-0.03100038319826126
57,0.49740687012672424,0.04093172028660774,-0.0310002863407135
58,0.4974063038825989,0.040931910276412964,-0.03100031241774559
59,0.4974063038825989,0.040931906551122665,-0.031000293791294098
60,0.49740633368492126,0.04093186929821968,-0.031000282615423203
61,0.49740636348724365,0.040931835770606995,-0.03100036084651947
62,0.4974063038825989,0.04093190282583237,-0.031000327318906784
63,0.4974063038825989,0.04093188792467117,-0.03100031614303589
64,0.49740633368492126,0.04093187674880028,-0.031000301241874695
65,0.49740636348724365,0.04093185067176819,-0.03100038319826126
