step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.31144803762435913,-0.16132040321826935,-0.031000103801488876
1,0.3114480674266815,-0.16132043302059174,-0.031000081449747086
2,0.3114481568336487,-0.16132044792175293,-0.031000133603811264
3,0.31144800782203674,-0.16132038831710815,-0.03100007027387619
4,0.3114480674266815,-0.16132041811943054,-0.03100009635090828
5,0.3114481270313263,-0.16132043302059174,-0.031000085175037384
6,0.31144800782203674,-0.16132040321826935,-0.031000111252069473
7,0.3114480972290039,-0.16132041811943054,-0.031000085175037384
8,0.31144797801971436,-0.16132088005542755,-0.031000111252069473
9,0.3114480674266815,-0.16132041811943054,-0.031000126153230667
10,0.31144818663597107,-0.16132044792175293,-0.031000085175037384
11,0.3114480674266815,-0.16132043302059174,-0.031000088900327682
12,0.3114481568336487,-0.16132043302059174,-0.031000126153230667
13,0.31144800782203674,-0.16132041811943054,-0.031000126153230667
14,0.3114481568336487,-0.16132043302059174,-0.031000081449747086
15,0.31144800782203674,-0.16132040321826935,-0.03100006654858589
16,0.3114480972290039,-0.16132043302059174,-0.031000126153230667
17,0.31144800782203674,-0.16132040321826935,-0.031000111252069473
18,0.3114480674266815,-0.16132043302059174,-0.031000062823295593
19,0.3114481568336487,-0.16132043302059174,-0.031000137329101562
20,0.31144797801971436,-0.16132088005542755,-0.031000051647424698
21,0.3114480674266815,-0.16132041811943054,-0.031000103801488876
22,0.3114481270313263,-0.16132043302059174,-0.031000088900327682
23,0.31144800782203674,-0.16132040321826935,-0.031000126153230667
24,0.3114480674266815,-0.16132043302059174,-0.03100014105439186
25,0.3114481270313263,-0.16132043302059174,-0.031000133603811264
26,0.31144797801971436,-0.16132088005542755,-0.03100007399916649
27,0.3114480674266815,-0.16132043302059174,-0.031000129878520966
28,0.3077355623245239,-0.14909788966178894,-0.03099975734949112
29,0.30160459876060486,-0.13343288004398346,-0.03099999576807022
30,0.2963678240776062,-0.12295007705688477,-0.031000997871160507
31,0.29201409220695496,-0.11368709802627563,-0.030957665294408798
32,0.2903714179992676,-0.10503527522087097,-0.030966434627771378
33,0.2908945083618164,-0.09672841429710388,-0.0309724323451519
34,0.2927616238594055,-0.0887172520160675,-0.030975062400102615
35,0.2950810492038727,-0.08005516231060028,-0.03098975494503975
36,0.2978282570838928,-0.07447090744972229,-0.030991826206445694
37,0.2981300950050354,-0.07420729100704193,-0.030991647392511368
38,0.2990303039550781,-0.07404206693172455,-0.03097851574420929
39,0.2990860641002655,-0.07437676191329956,-0.031029634177684784
40,0.2995126247406006,-0.07616323232650757,-0.0310380756855011
41,0.29982542991638184,-0.07754899561405182,-0.031033813953399658
42,0.299399197101593,-0.07780113816261292,-0.031001873314380646
43,0.2980811297893524,-0.07823647558689117,-0.030391208827495575
44,0.29620063304901123,-0.07898671925067902,-0.029768075793981552
45,0.29480311274528503,-0.07950077950954437,-0.02917146310210228
