step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.4746803343296051,0.05797872692346573,-0.031000137329101562
1,0.4746803641319275,0.05797869712114334,-0.031000159680843353
2,0.4746803343296051,0.05797870457172394,-0.03100014477968216
3,0.4746803343296051,0.05797870457172394,-0.031000159680843353
4,0.4746803343296051,0.05797868221998215,-0.031000129878520966
5,0.4746803343296051,0.05797868221998215,-0.03100017085671425
6,0.4746803343296051,0.05797871947288513,-0.031000137329101562
7,0.4746803343296051,0.05797871947288513,-0.031000152230262756
8,0.4746803343296051,0.05797870457172394,-0.03100014477968216
9,0.4746803343296051,0.05797870457172394,-0.031000137329101562
10,0.4746803343296051,0.05797870457172394,-0.031000159680843353
11,0.4746803343296051,0.05797870457172394,-0.031000152230262756
12,0.4746803343296051,0.05797870457172394,-0.03100017085671425
13,0.4746803641319275,0.05797869712114334,-0.031000137329101562
14,0.4746803343296051,0.05797871947288513,-0.031000152230262756
15,0.4746803343296051,0.05797871947288513,-0.03100014477968216
16,0.4746803343296051,0.05797871947288513,-0.031000133603811264
17,0.4746803343296051,0.05797871947288513,-0.031000152230262756
18,0.4746803343296051,0.05797871947288513,-0.031000148504972458
19,0.4746803343296051,0.05797870457172394,-0.031000196933746338
20,0.4746803343296051,0.05797870457172394,-0.031000129878520966
21,0.47408783435821533,0.05762670934200287,-0.030975788831710815
22,0.4796443581581116,0.0515335276722908,-0.03101630136370659
23,0.4845961630344391,0.04466826468706131,-0.03101465106010437
24,0.489377498626709,0.03447984904050827,-0.031007379293441772
25,0.49357718229293823,0.023350592702627182,-0.031004756689071655
26,0.49599069356918335,0.019839584827423096,-0.031017839908599854
27,0.49599689245224,0.019833266735076904,-0.031016841530799866
28,0.4959791302680969,0.019837774336338043,-0.031008224934339523
29,0.4953899085521698,0.02007308229804039,-0.03100532293319702
30,0.49471256136894226,0.020530905574560165,-0.031010717153549194
31,0.49416306614875793,0.021267008036375046,-0.031016897410154343
32,0.49381551146507263,0.022142469882965088,-0.03102002665400505
33,0.4936332702636719,0.022763725370168686,-0.03102162480354309
34,0.49341633915901184,0.023683879524469376,-0.0310184545814991
35,0.49302372336387634,0.02536601573228836,-0.031015563756227493
36,0.4920459985733032,0.02958868071436882,-0.031007997691631317
37,0.4919619560241699,0.030428417026996613,-0.031000223010778427
38,0.4919619560241699,0.030428409576416016,-0.031000249087810516
39,0.4912717044353485,0.03137543052434921,-0.031002245843410492
40,0.4881865382194519,0.03902699798345566,-0.031007878482341766
41,0.4867044985294342,0.049335628747940063,-0.031007293611764908
42,0.48742908239364624,0.05679597705602646,-0.03100033476948738
43,0.48947447538375854,0.06584563106298447,-0.031001832336187363
44,0.4965609908103943,0.08343477547168732,-0.031009823083877563
45,0.5061412453651428,0.10283978283405304,-0.031012114137411118
46,0.5162725448608398,0.1257174164056778,-0.031012102961540222
47,0.5284509658813477,0.14563728868961334,-0.03101218119263649
48,0.536479651927948,0.16223359107971191,-0.031000036746263504
49,0.539883553981781,0.17292487621307373,-0.031000062823295593
50,0.5402268171310425,0.1769566386938095,-0.03099995106458664
51,0.5402269959449768,0.1769562065601349,-0.03100002557039261
52,0.5402269959449768,0.17695622146129608,-0.03099997341632843
53,0.540226936340332,0.1769562065601349,-0.03100007027387619
54,0.5402269959449768,0.1769561767578125,-0.03099997714161873
55,0.540226936340332,0.1769562065601349,-0.031000077724456787
56,0.5402269959449768,0.17695622146129608,-0.03099996969103813
57,0.540226936340332,0.1769562065601349,-0.031000077724456787
