step,rewards_t_0
0,-1.9777816534042358
1,0.1772908866405487
2,0.21902668476104736
3,0.27104172110557556
4,0.31733399629592896
5,0.3530776798725128
6,0.5806334018707275
7,0.5497778654098511
8,0.5230414867401123
9,0.5057529211044312
10,0.4959392547607422
11,0.48991143703460693
12,0.4889591932296753
13,0.4913535714149475
14,0.4979584813117981
15,0.5197269320487976
16,0.5541195869445801
17,0.5939748287200928
18,0.6334861516952515
19,0.6681866645812988
20,0.7032719254493713
21,0.7413933277130127
22,0.7858538031578064
23,0.8293099403381348
24,0.8461599946022034
25,0.840063214302063
26,0.33943963050842285
27,0.34755635261535645
28,-1.1409837007522583
29,-1.6523984670639038
30,-2.5934700965881348
31,-2.2945055961608887
32,-1.8225462436676025
33,-1.410940170288086
34,-1.1453559398651123
35,-1.3559279441833496
36,-1.4562838077545166
37,-0.06834860146045685
38,-0.06192060559988022
39,1.5796889066696167
40,1.3284099102020264
41,-0.751852810382843
42,-0.5948799848556519
43,-0.08409927785396576
44,-0.7112528085708618
45,-0.628549337387085
46,-0.6423439383506775
47,-0.7438992857933044
48,-0.6495386362075806
49,-0.3298681974411011
50,-0.37498512864112854
51,-0.5093987584114075
52,-2.3304128646850586
53,-2.956434726715088
54,-2.965986967086792
55,-1.9847686290740967
56,-2.01344633102417
57,-0.8508216738700867
58,-0.10767298936843872
59,-0.054181039333343506
60,-1.0210055112838745
61,-0.9659396409988403
62,-0.9015629291534424
63,-0.8342315554618835
64,-2.5669782161712646
65,-1.8042161464691162
66,-1.5390315055847168
67,-1.9169020652770996
68,-0.7684339880943298
69,-0.347195029258728
70,-0.3763560950756073
71,-0.4170418679714203
72,-0.4471588134765625
73,0.025856129825115204
74,0.0017143705626949668
75,-0.015583188273012638
76,-0.025431469082832336
77,-0.030973294749855995
78,-0.03302086144685745
79,-0.03403931111097336
80,-0.03463587164878845
81,-0.034490033984184265
82,-0.033910661935806274
83,-0.034289002418518066
84,-0.03641044348478317
85,-0.04018614441156387
86,-0.5431330800056458
87,-0.5456473231315613
88,-0.547057032585144
89,-0.047281764447689056
90,-0.04525572806596756
91,-0.04119912534952164
92,-0.5374000668525696
93,-0.034799493849277496
94,-0.034001581370830536
95,-0.030998647212982178
96,-0.026210293173789978
97,-0.020547091960906982
98,-0.00884363055229187
99,0.00784712191671133
100,0.02714284509420395
101,0.028701938688755035
102,0.009255148470401764
103,-0.013202683068811893
104,-0.030878722667694092
105,-0.04197905212640762
106,-0.04724779725074768
107,-0.05184999108314514
108,-0.057186372578144073
109,-0.061221204698085785
110,-0.06385291367769241
111,-0.06627402454614639
112,-0.06823461502790451
113,-0.06888299435377121
114,-0.06846226751804352
115,-0.06736201047897339
116,-0.06691161543130875
117,-0.06742348521947861
118,-0.06750205904245377
119,-0.06686515361070633
120,-0.5652258396148682
121,-0.5615777969360352
122,-0.5577024221420288
123,-0.554032027721405
124,-0.5525040626525879
125,-0.5522186160087585
126,-0.5529028177261353
127,-0.05328158289194107
128,-0.05465716868638992
129,-0.056828178465366364
130,-0.057321228086948395
131,-0.05544131249189377
132,-0.052027277648448944
133,-0.04792775213718414
134,-0.043315112590789795
135,-0.038763560354709625
136,-0.03485608100891113
137,-0.03191405534744263
138,-0.02971944957971573
139,-0.028642915189266205
140,-0.02844492346048355
141,-0.02921653538942337
142,-0.030203424394130707
143,-0.030580759048461914
144,-0.031089872121810913
145,-0.0314096137881279
146,-0.030498065054416656
147,-0.02638796716928482
148,-0.022365638986229897
149,-0.019087709486484528
150,-0.018210135400295258
151,-0.019858814775943756
152,-0.02085084468126297
153,-0.019756369292736053
154,-0.0177084282040596
155,-0.016437314450740814
156,-0.016013644635677338
157,-0.015842922031879425
158,-0.017681293189525604
159,-0.019421346485614777
160,-0.022384323179721832
161,-0.02752741426229477
162,-0.03401613235473633
163,-0.041641175746917725
164,-0.048894159495830536
165,-0.05388990789651871
166,-0.05672863870859146
167,-0.05790884047746658
168,-0.054108090698719025
169,-0.049054645001888275
170,-0.04423192888498306
171,-0.03815622627735138
172,-0.0321885347366333
173,-0.02570108324289322
174,-0.019790828227996826
175,-0.014915437437593937
176,-0.010355540551245213
177,-0.006937824655324221
178,-0.0038703158497810364
179,-0.001970477867871523
180,-0.0008730521076358855
181,-0.0034407898783683777
182,-0.006671086885035038
183,-0.008521617390215397
184,-0.009713270701467991
185,-0.010630243457853794
186,-0.010658808052539825
187,-0.010478445328772068
188,-0.010672205127775669
189,-0.014659129083156586
190,-0.017864689230918884
191,-0.019820570945739746
192,-0.026656128466129303
193,-0.032046519219875336
194,-0.03590870648622513
195,-0.03759438544511795
196,-0.04125075787305832
197,-0.04119149595499039
198,-0.04110366851091385
